gene_id,MCF7_1,MCF7_2,MCF7_3,TamR_1,TamR_2,TamR_3
RFESD,1.389566812,1.232660757,1.09085343,0.713695815,0.757023247,0.622930351
RFFL,3.168321116,3,2.819668183,3.046141782,2.604071324,2.851998837
RFK,3.690417096,3.109360559,3.303050085,3.708187236,3.549669171,3.658782734
RFNG,5.188638295,5.267535798,5.296824459,5.129283017,5.216454865,5.188638295
RFPL1,0,0.275007047,0,0,0,0
RFPL1S,0.201633861,0.367371066,0.137503524,0.214124805,0.275007047,0.111031312
RFPL2,0.333423734,0.163498732,1.176322773,0.137503524,0.137503524,0.084064265
RFPL3,0,0,0,0,0,0
RFPL3S,0.263034406,0.263034406,0.632268215,0.604071324,0.124328135,0.097610797
RFPL4A,0,0,0,0,0,0
RFPL4AL1,0,0,0.275007047,0.084064265,0.111031312,0
RFPL4B,0,0,0,0,0,0
RFT1,3.341985747,3.321928095,3.324810603,3.206330648,3.231125158,3.203201156
RFTN1,4.983221651,4.842978832,4.87036472,6.603626345,6.544114402,6.614562623
RFTN2,0.028569152,0,0.084064265,0.070389328,0.056583528,0.176322773
RFWD2,5.810957159,5.278356528,5.541948425,5.56285296,5.250203656,5.319762428
RFWD3,5.629065137,5.231509211,5.387845013,5.690417096,5.444269502,5.510012465
RFX1,3.243364426,3.360364277,3.469885976,3.333423734,3.344828497,3.289834465
RFX2,2.307428525,2.510961919,2.087462841,2.22650853,2.063502942,1.831877241
RFX3,1.713695815,1.627606838,1.855989697,1.632268215,1.709290636,1.344828497
RFX4,0.028569152,0.124328135,0,0.014355293,0,0
RFX5,5.422569411,5.450221496,5.420886575,5.51696066,5.533563348,5.571373436
RFX6,0.028569152,0,0,0,0,0
RFX7,3.559491813,2.965322548,3.327687364,3.583759754,3.323370069,3.389566812
RFX8,0.042644337,0,0,0,0,0.124328135
RFXANK,6.205548911,6.46515823,6.382667253,5.968551603,6.204179852,6.24431626
RFXAP,2.316145742,1.782408565,2.15704371,2.003602237,2.073820233,1.682573297
RGAG1,0.189033824,0.097610797,0.028569152,0.084064265,0.097610797,0.014355293
RGAG4,3.286881148,3.150559677,3.056583528,2.711494907,2.56315813,2.680324357
RGCC,2.801158656,2.726831217,2.627606838,1.15704371,1.070389328,1.13093087
RGL1,0.807354922,0.933572638,0.50589093,0.669026766,0.704871964,0.454175893
RGL2,6.386293635,6.524815928,6.421223299,6.733761058,6.838069346,6.840840853
RGL3,1.691534165,1.700439718,1.992768431,1.40053793,1.117695043,1.344828497
RGL4,1.700439718,1.98550043,1.933572638,1.778208576,1.769771739,1.883620816
RGMA,0.286881148,0.137503524,0.189033824,0.163498732,0.250961574,0.111031312
RGMB,3.821710215,3.576522138,3.687060688,3.632268215,3.428946345,3.57167681
RGMB-AS1,0.475084883,0.704871964,0.333423734,0.50589093,0.333423734,0.678071905
RGN,0,0,0.070389328,0.084064265,0.084064265,0.070389328
RGP1,4.316145742,4.364572432,4.260778432,4.403949364,4.631104282,4.693208149
RGPD1,1.292781749,1.304511042,0.632268215,1.443606651,1.286881148,1.5360529
RGPD2,1.117695043,0.678071905,1.427606173,0.678071905,0.90303827,0.042644337
RGPD3,0.310340121,0.378511623,0,0.298658316,0.310340121,0.042644337
RGPD4,0,0,0.014355293,0,0,0.042644337
RGPD5,4.300123725,3.759155834,3.828834649,4.140778656,3.861955364,3.845991771
RGPD6,1.09085343,0.176322773,1.10433666,1.469885976,1.735522177,1.867896464
RGPD8,0.59454855,1.575312331,1.90303827,0.389566812,0,0
RGR,0,0,0,0.150559677,0,0
RGS1,0,0,0,0,0,0
RGS10,5.427941333,5.21023299,5.289465631,6.377123749,6.191404729,6.21800615
RGS11,0.485426827,0.678071905,0.739848103,0.286881148,0.321928095,0.659924558
RGS12,3.107687869,2.750606505,3.037382222,3.50589093,3.460742564,3.628773595
RGS13,0,0,0,0,0,0
RGS14,1.726831217,2.440952198,2.007195501,1.731183242,2.087462841,2.060047384
RGS16,3.390942773,3.564378169,3.40599236,4.446917865,4.450881315,4.527320608
RGS17,2.693765712,1.618238656,2.211012193,2.3305584,2.025028794,2.257010618
RGS18,0,0,0,0,0,0
RGS19,5.19298317,5.490249211,5.528258743,5.268284667,5.437627248,5.536674618
RGS2,1.182692298,1.09085343,1.13093087,1.214124805,1.137503524,1.521050737
RGS20,0.613531653,0.659924558,0.739848103,0.422233001,0,0.250961574
RGS21,0,0,0,0,0,0
RGS22,0.918386234,0.565597176,0.526068812,0.321928095,0.176322773,0.111031312
RGS3,4.135863165,4.363871925,4.324090516,4.077242999,4.150559677,4.228049048
RGS4,0,0,0,0,0,0
RGS5,1.275007047,1.176322773,1.480265122,1.263034406,1.201633861,1.189033824
RGS6,1.831877241,2.15704371,1.608809243,1.704871964,1.678071905,1.599317794
RGS7,0,0,0,0,0,0
RGS7BP,0.042644337,0.028569152,0,0,0,0
RGS8,0,0,0,0,0,0
RGS9,0.310340121,0.070389328,0.432959407,0.189033824,0.163498732,0.575312331
RGS9BP,1.111031312,0.807354922,1.163498732,1.464668267,1.03562391,1.201633861
RGSL1,0,0,0.070389328,0,0,0
RHAG,0.124328135,0.111031312,0,0.097610797,0.042644337,0.056583528
RHBDD1,3.599317794,3.404630684,3.370164281,3.477677328,3.203201156,3.396433531
RHBDD2,7.302684614,7.390168956,7.360364277,7.211693651,7.206526016,7.200849575
RHBDD3,5.246788094,5.387500406,5.420212891,4.751142325,4.866413481,4.73714592
RHBDF1,5.802968651,5.948834426,5.905206469,5.996614715,6.077883864,6.062208078
RHBDF2,3.403267722,3.480265122,3.50589093,2.908812908,3.032100843,2.918386234
RHBDL1,2.724650272,2.622930351,2.786596362,3.485426827,3.628773595,3.439623138
RHBDL2,0.344828497,0.22650853,0.250961574,0.495695163,0.298658316,0.565597176
RHBDL3,0.464668267,0.411426246,0.604071324,1.304511042,1.22650853,1.232660757
RHBG,1.839959587,1.575312331,1.464668267,1.650764559,1.59454855,1.659924558
RHCE,0.443606651,1.077242999,0.411426246,0.333423734,0.545968369,0.275007047
RHCG,1.427606173,1.500802053,1.495695163,1.250961574,1.584962501,1.250961574
RHD,0.310340121,0.321928095,0.475084883,0.389566812,0.516015147,0.214124805
RHEB,6.480265122,6.061344188,6.358079723,6.330916878,6.24583789,6.150153455
RHEBL1,1.327687364,1.531069493,1.575312331,0.86393845,0.807354922,1.263034406
RHNO1,5.572889668,5.521678952,5.409051439,5.853247167,5.744161096,5.819668183
RHO,0.137503524,0.042644337,0,0,0.028569152,0.042644337
RHOA,8.187005587,7.86814348,8.008820758,8.123086751,7.910492832,7.877007993
RHOB,8.125361806,7.888256181,8.090800514,8.924575003,8.794155898,8.745909573
RHOBTB1,1.464668267,1.432959407,1.321928095,1.704871964,1.700439718,1.871843649
RHOBTB2,4.06608919,4.025914699,4.017921908,5.280213996,5.242602506,5.3323499
RHOBTB3,6.607034346,5.953032377,6.226315849,3.866907978,3.622930351,3.502075956
RHOC,9.695941631,9.934590215,9.794107149,9.371624201,9.508190931,9.483130536
RHOD,7.614268135,7.719251904,7.784307667,7.295723025,7.282254452,7.115095685
RHOF,4.937815169,4.987320866,5.06995989,5.699607154,5.697940583,5.686220365
RHOG,5.145677455,5.649615459,5.322288724,5.249445341,5.480911346,5.656496371
RHOH,2.587364991,2.625270489,2.582556003,2.475084883,2.244887059,2.392317423
RHOJ,0,0,0,0,0,0
RHOQ,5.311430456,4.444932049,4.885574364,4.851499202,4.551516018,4.624100895
RHOT1,4.655351829,4.19298317,4.316145742,4.780310099,4.482848283,4.553360503
RHOT2,6.727648222,6.958726698,6.934870291,6.944858446,7.112074551,7.098769038
RHOU,3.607626221,3.13093087,3.209453366,3.627606838,3.519793486,3.447579197
RHOV,4.300123725,4.249445341,4.310340121,5.277612871,5.121015401,5.250203656
RHOXF1,0.111031312,0,0.443606651,0.40053793,0.124328135,0
RHOXF2,0,0,0,0,0,0
RHOXF2B,0,0,0,0,0,0
RHPN1,6.039357765,6.23935985,6.325890061,6.074248523,6.178714641,6.266036894
RHPN1-AS1,3.565597176,3.377123749,3.49441561,3.3950628,3.513490746,3.574101508
RHPN2,5.388878339,5.27351589,5.243364426,4.493134922,4.496973581,4.404630684
RIBC1,2.250961574,2.381283373,2.163498732,1.895302621,1.678071905,1.678071905
RIBC2,2.440952198,2.070389328,2.336283388,2.972692654,2.992768431,2.906890596
RIC3,0,0,0,0,0,0
RIC8A,5.759688488,5.865671418,5.827819025,5.843481425,5.948600847,5.796753477
RIC8B,2.748461233,2.361768359,2.618238656,2.895302621,2.650764559,2.608809243
RICTOR,2.707082992,2.084064265,2.386810946,2.869871406,2.625270489,2.584962501
RIF1,4.12763328,3.307428525,3.596935142,4.237257771,3.952333566,3.911691582
RIIAD1,2.13422094,1.49057013,1.310340121,1.244887059,1.895302621,1.555816155
RILP,3.564378169,3.665620164,3.727920455,3.443606651,3.310340121,3.232660757
RILPL1,3.317593505,3.372952098,3.439623138,3.908812908,3.749534268,3.761285273
RILPL2,3.892391026,3.911691582,4.150559677,3.822730148,3.737686761,4.018812186
RIMBP2,0,0,0,0,0,0
RIMBP3,1.839959587,1.580145484,1.220329955,1.22650853,0.97819563,0.748461233
RIMBP3B,1.14404637,1.416839742,1.589763487,0.82374936,1.056583528,1.097610797
RIMBP3C,0,0,0,0,0,0
RIMKLA,2.17951105,1.989139007,2.214124805,2.14404637,2.025028794,2.087462841
RIMKLB,2.622930351,2.257010618,2.266036894,2.378511623,2.46727948,2.503348735
RIMS1,0,0,0,0,0,0
RIMS2,0.137503524,0.150559677,0.23878686,0.028569152,0.111031312,0
RIMS3,1.790772038,1.875780063,1.82374936,2.853995647,2.841973119,2.765534746
RIMS4,2.933572638,3.129283017,2.904965719,2.003602237,2.028569152,1.963474124
RIN1,3.346247774,3.526068812,3.304511042,2.247927513,2.028569152,2.166715445
RIN2,2.931683057,2.632268215,2.6622055,2.855989697,2.825785627,2.794935663
RIN3,2.247927513,2.163498732,2.582556003,1.827819025,1.545968369,1.244887059
RING1,5.971083658,6.075746538,6.039138394,6.09423607,6.298475035,6.168922782
RINL,2.353323291,2.456806149,2.298658316,2.121015401,2.327687364,1.937344392
RINT1,4.927422429,4.27351589,4.589164237,5.046578367,4.649615459,4.773468928
RIOK1,4.050501697,3.842978832,4.051372102,4.346956889,4.168321116,4.015247774
RIOK2,4.556429415,4.085764554,4.343407822,4.250961574,3.991861931,4.126807703
RIOK3,5.040454121,4.632268215,4.687060688,4.647890091,4.439623138,4.504620392
RIPK1,4.716442237,4.681449265,4.707082992,5.062639828,4.853496704,4.957450336
RIPK2,5.308885057,4.95930649,5.125155131,5.198886991,4.880195729,4.992768431
RIPK3,0,0,0,0.028569152,0,0
RIPK4,3.337711092,3.35473424,3.411426246,2.9800253,3.063502942,3.124328135
RIPPLY1,0,0,0,0,0,0
RIPPLY2,0,0,0,0,0,0
RIPPLY3,3.243364426,2.851998837,3.14404637,2.680324357,2.792855352,2.498250868
RIT1,4.64038956,4.063502942,4.308156975,4.520422249,4.355439197,4.410748128
RIT2,0,0,0,0,0,0
RLBP1,0,0.124328135,0,0.042644337,0,0
RLF,3.46727948,3.016139703,3.224966365,4.126807703,3.7322692,3.833902077
RLIM,3.625270489,2.914564523,3.185866545,3.629939409,3.392317423,3.321928095
RLN1,0.659924558,0.545968369,0.622930351,1.049630768,1.014355293,0.992768431
RLN2,2.56315813,2.042644337,2.700439718,3.657640005,3.54225805,3.568032105
RLN3,0,0,0,0,0,0
RLTPR,0.918386234,1.007195501,0.918386234,0.86393845,0.790772038,0.695993813
RMDN1,5.781097381,5.547819957,5.51412226,5.736334277,5.665620164,5.685099172
RMDN2,1.959770155,1.782408565,1.550900665,2.15704371,1.550900665,1.86393845
RMDN2-AS1,0,0,0,0,0,0
RMDN3,5.991861931,5.852498299,5.892148128,6.227856573,6.224966365,6.17132694
RMI1,3.581351247,2.865918815,3.187451054,3.864928972,3.683696454,3.704871964
RMI2,5.773468928,5.267535798,5.480265122,6.23457796,5.826548487,5.846744023
RMND1,6.154210531,5.970623614,6.023255352,5.436961338,5.294620749,5.250203656
RMND5A,4.580748492,3.918386234,4.157852169,4.660495132,4.298658316,4.393004257
RMND5B,7.378771701,7.587214952,7.577126661,6.806710718,6.924931239,6.898087397
RMRP,3.005399988,4.257010618,4.745775149,3.66106548,4.713145902,4.189824559
RMST,0.070389328,0.189033824,0.056583528,0.097610797,0,0
RNA5SP244,0,0,0,1.3950628,0,0
RNA5SP411,0,0,0,0,0,0
RNASE1,0.189033824,0.565597176,0,0,0,0
RNASE10,0,0,0,0,0,0
RNASE11,0,0,0,0,0,0
RNASE12,0,0,0,0,0,0
RNASE13,0.056583528,0,0,0.042644337,0,0
RNASE2,0,0,0,0.097610797,0,0
RNASE3,0,0,0,0,0,0
RNASE4,2.217230716,2,2.440952198,1.731183242,1.608809243,1.669026766
RNASE6,0,0,0,0,0,0
RNASE7,0,0,0,0,0,0
RNASE8,0,0,0,0,0,0
RNASE9,0,0,0,0,0,0
RNASEH1,5.654206378,5.638073837,5.6114675,5.54225805,5.329841177,5.469560422
RNASEH2A,6.519007148,6.708187236,6.66035251,6.846117173,7.075532631,6.986069563
RNASEH2B,4.474436043,3.857980995,4.096767855,4.385431037,4.091699834,4.118525849
RNASEH2B-AS1,0.565597176,0,0.5360529,0.485426827,1.014355293,0.189033824
RNASEH2C,5.273888824,5.320123598,5.347311316,5.553053253,5.531693361,5.56285296
RNASEK,7.566891244,7.854993017,7.659068275,7.95419631,8.002533761,8.054631449
RNASEK-C17orf49,0.286881148,1.970853654,2.438292852,0.941106311,1.49057013,1.521050737
RNASEL,2.942983598,2.704871964,2.780310099,2.709290636,2.771885579,2.819668183
RNASET2,6.951984034,6.781359714,6.98436149,6.943686952,6.638363506,6.588864518
RND1,3.504620392,3.645009884,3.784503983,1.98550043,2.182692298,2.056583528
RND2,1.269033146,1.182692298,1.207892852,1.042644337,1.042644337,1.077242999
RND3,5.947432389,5.554895775,5.581953751,5.438292852,5.230356745,5.241458871
RNF10,6.492333915,6.372952098,6.3675458,6.839203788,6.631104282,6.67058544
RNF103,5.606146078,5.123086751,5.40053793,5.601102203,5.420886575,5.379898164
RNF103-CHMP3,1.298658316,1.339137385,1.790772038,0.669026766,0.871843649,1.604071324
RNF11,5.588264894,4.999098034,5.142413438,6.063287212,5.802193217,5.641835002
RNF111,2.941106311,2.613531653,2.757023247,2.927896454,2.835924074,2.916476644
RNF112,0.163498732,0,0,0.201633861,0.163498732,0.137503524
RNF113A,5.222263604,5.51412226,5.454833907,4.779785005,4.853995647,4.634012356
RNF113B,0,0,0,0,0,0
RNF114,7.308703071,7.216357854,7.156538193,7.350143602,7.272023189,7.337086645
RNF115,6.43812648,6.119563684,6.204571144,5.980482356,5.743353391,5.626147064
RNF121,5.588864518,5.501757586,5.432625411,5.448240225,5.424922088,5.408711861
RNF122,1.257010618,1.195347598,0.807354922,1.263034406,0.948600847,0.933572638
RNF123,3.947666157,4.008988783,3.989139007,4.012568674,4.123500664,4.142413438
RNF125,1.111031312,0.90303827,1.042644337,0.847996907,0.895302621,0.687060688
RNF126,5.618825953,5.479618608,5.655924213,5.329123596,5.177917792,5.098874287
RNF126P1,0,0,0,0,0,0
RNF128,0.757023247,0.443606651,0.722466024,1.10433666,0.918386234,0.847996907
RNF13,5.437627248,4.874305166,5.090430042,5.229203358,5.129695157,4.992315252
RNF130,7.230741003,6.865547703,6.99424028,7.151371776,6.849498932,6.873198003
RNF133,0.263034406,0.070389328,0.084064265,0.137503524,0.070389328,0.22650853
RNF135,4.321928095,4.112700133,4.13422094,4.032100843,3.991861931,3.982765463
RNF138,3.731183242,3.215678597,3.174725988,3.577730931,3.46727948,3.575312331
RNF138P1,0.137503524,0.201633861,0.201633861,0.163498732,0.214124805,0.097610797
RNF139,6.526538363,5.680042993,6.186064704,6.454011343,6.231317197,6.304511042
RNF14,5.012121673,4.632268215,4.79753184,4.976363636,4.715893371,4.883132016
RNF141,3.931683057,3.484138131,3.538538164,3.735522177,3.760220946,3.665620164
RNF144A,1.608809243,1.485426827,1.604071324,1.952333566,1.922197848,2.087462841
RNF144A-AS1,1.35614381,0.82374936,1.641546029,1.269033146,1.811471031,1.316145742
RNF144B,4.036503334,3.615887074,3.803227036,4.098453246,3.859969548,3.956056652
RNF145,2.411426246,2.010779839,2.107687869,2.438292852,2.042644337,2.333423734
RNF146,4.260025656,3.894332742,3.884597921,4.133399125,4.080657663,3.860962798
RNF148,0.807354922,0.495695163,0.632268215,0.150559677,0.389566812,0.389566812
RNF149,5.053980168,4.408711861,4.646738698,4.506525779,4.317593505,4.100977648
RNF150,0.622930351,0.432959407,0.378511623,0.176322773,0.344828497,0.097610797
RNF151,0.097610797,0,0,0.084064265,0,0
RNF152,2.056583528,1.627606838,1.974529312,2.272023189,2.176322773,1.695993813
RNF157,2.166715445,2.15704371,2.153805336,2.700439718,2.570462931,2.64385619
RNF157-AS1,0.189033824,0.163498732,0.056583528,0,0.097610797,0.321928095
RNF165,1.09085343,1.077242999,1.070389328,1.150559677,1.007195501,1.195347598
RNF166,4.607034346,4.625854931,4.673556424,4.815063017,4.804260116,4.830356747
RNF167,6.827692021,7.110718194,7.002477504,6.746850183,6.871104374,6.95011843
RNF168,3.593353771,3.192194165,3.303050085,3.416839742,3.078951341,3.260025656
RNF169,3.803227036,3.339137385,3.336283388,4.074676686,3.707082992,3.631104282
RNF17,0.014355293,0,0,0,0.014355293,0.028569152
RNF170,3.243364426,3.125981654,3.168321116,2.869871406,2.653060017,2.513490746
RNF175,0.056583528,0,0,0,0,0
RNF180,1.464668267,1.555816155,1.070389328,0.584962501,0.722466024,0.286881148
RNF181,8.160627797,8.379031732,8.283088353,8.139142019,8.253942007,8.253232939
RNF182,0.137503524,0.070389328,0.042644337,0.124328135,0.056583528,0.028569152
RNF183,0.516015147,0.526068812,0.669026766,0.214124805,0.084064265,0.189033824
RNF185,4.930264245,4.925049965,4.954661621,5.059182199,5.050066298,5.110613806
RNF186,0,0,0,0,0,0
RNF187,6.806581843,6.877621567,6.864805194,7.008428622,6.969012308,6.955359305
RNF19A,5.451211112,4.854993017,5.142821844,5.596338864,5.316507819,5.309612772
RNF19B,3.851998837,3.817623258,3.768713657,3.807354922,3.532316959,3.673556424
RNF2,3.653060017,3.458119481,3.499527024,3.77925972,3.676944359,3.564378169
RNF20,4.644433152,4.47118746,4.375734539,4.408711861,4.148934105,4.109360559
RNF207,2.257010618,2.389566812,2.22342255,1.871843649,1.925999419,2.053111336
RNF208,5.558573776,5.302684614,5.361417467,5.992768431,5.672990994,5.879460723
RNF212,0,0,0.056583528,0,0,0
RNF213,4.229587923,4.077242999,4.111031312,3.695993813,3.583759754,3.641546029
RNF214,3.811471031,3.749534268,3.871843649,3.911691582,3.745237332,3.939226578
RNF215,3.883620816,3.775050541,3.930737338,3.71918344,3.667892125,3.617063344
RNF216,4.82984956,4.8928767,4.87282876,4.723012396,4.727920455,4.658211483
RNF216-IT1,0,0,0,0,0,0
RNF216P1,3.424922088,3.392317423,3.3950628,3.204766751,3.158660175,3.187451054
RNF217,0,0,0,0,0,0
RNF219,2.987320866,2.516015147,2.503348735,2.961623328,2.709290636,2.678071905
RNF219-AS1,0,0,0,0,0,0
RNF220,5.106013238,5.344828497,5.209843231,5.455491621,5.56163163,5.720004787
RNF222,0.575312331,0.584962501,0.790772038,0.847996907,1.09085343,0.895302621
RNF223,3.840966704,3.721372659,4.119356177,4.004501392,3.759155834,3.670160514
RNF224,1.883620816,1.819668183,1.914564523,2.35614381,2.739848103,2.541019153
RNF24,3.377123749,3.286881148,3.43162296,3.624100895,3.502075956,3.651912745
RNF25,5.457462965,5.461724992,5.477029653,5.670160514,5.741197299,5.934516502
RNF26,5.825022364,5.859224162,5.800382248,6.12722055,6.055716264,6.034523875
RNF31,5.894332742,6.063934306,5.98436149,5.41987593,5.536985376,5.541328977
RNF32,2.448900951,2.160274831,2.211012193,2.389566812,2.513490746,2.166715445
RNF34,5.225352061,5.022811651,5.206721357,5.543495883,5.516015147,5.498889087
RNF38,3.59454855,3.275007047,3.496973581,3.66106548,3.635754391,3.596935142
RNF39,1.778208576,1.748461233,1.914564523,2.653060017,2.495695163,2.324810603
RNF4,6.071891353,6.143842354,5.888986721,6.051372102,6.053545818,6.025693274
RNF40,5.69432306,5.812241495,5.741197299,5.980710829,5.969472865,6.01234519
RNF41,4.517905554,4.5987225,4.535430915,4.596338864,4.685379552,4.693765712
RNF43,4.787641414,4.778734244,4.719731057,4.324810603,4.344118335,4.303780748
RNF44,5.30560579,5.334496768,5.29130886,4.770829046,4.768713657,4.680324357
RNF5,1.704871964,1.007195501,2.510961919,0.713695815,0,0
RNF5P1,6.485104761,6.731590572,6.570007463,6.549053029,6.773600795,6.837817127
RNF6,5.300123725,4.924099886,5.111865964,5.114367025,4.819668183,4.819157224
RNF7,6.410578549,6.303598117,6.440287821,6.03540397,5.907131025,5.939931765
RNF8,2.885574364,2.659924558,2.767654798,2.963474124,2.957914599,2.801158656
RNFT1,6.003602237,5.62497818,5.723012396,6.245267467,6.061776198,6.056583528
RNFT2,1.40053793,1.077242999,1.521050737,1.811471031,1.761285273,1.432959407
RNGTT,3.802193217,3.382667253,3.364572432,4.003602237,3.697106574,3.711494907
RNH1,7.058316496,7.164806387,7.170525999,7.341541061,7.486231678,7.443938115
RNLS,2.618238656,2.523561956,2.650764559,3.307428525,3.121015401,3.078951341
RNMT,4.525442506,4.137503524,4.187451054,4.275007047,4.053111336,4.096767855
RNMTL1,4.586164246,4.586764743,4.6622055,4.963936452,4.972233124,4.989139007
RNPC3,2.634593268,2.411426246,2.353323291,2.695993813,2.280956314,1.851998837
RNPEP,5.99095486,5.851499202,5.921483937,6.004726094,5.802193217,5.854993017
RNPEPL1,5.649040566,5.586164246,5.680886921,5.572283367,5.458119481,5.386810946
RNPS1,7.647746217,7.798439399,7.63495622,7.732744049,7.748125746,7.747521673
RNU11,0,0,0,0,0,0
RNU12,0,0,0,0,0,0
RNU4ATAC,0,0,0,0,0,0
RNU5D-1,0,0,0,0,0,0
RNU5E-1,0,0,0,0,0,0
RNU5F-1,0,0,0,0,0,0
RNU6-16P,0,0,0,0,0,0
RNU6-19P,0,0,0,0,0,0
RNU6-28P,1.207892852,0,0,0,0,0
RNU6-31P,0,0,0,0,0,0
RNU6-33P,0,0,0,0,0,0
RNU6-34P,0,0,0,0,0,0
RNU6-35P,0,0,0,0,0,0
RNU6-52P,0,0,0,0,0,0
RNU6-53P,0,0,0,0,0,0
RNU6-57P,0,0,0,0,0,0
RNU6-64P,0,0,0,0,0,0
RNU6-66P,0,0,0,0,0,0
RNU6-67P,0,0,0,0,0,0
RNU6-69P,0,0,0,0,0,0
RNU6-71P,0,0,0,0,0,0
RNU6-72P,0,0,0,0,0,0
RNU6-76P,0,0,0,0,0,0
RNU6-78P,0,0,0,0,0,0
RNU6-79P,0,0,0,0,0,0
RNU6-81P,0,0,0,0,0,0
RNU6-83P,0,0,0,0,0,0
RNU6ATAC,0,0,0,0,1.438292852,1.028569152
RNU86,0,0,0,0,0,0
RNY4,0,0,0,0,0,0
RNY5,0,0,0,0,0,0
ROBO1,4.716990894,4.335569006,4.470536865,4.444269502,4.067810784,4.173127433
ROBO2,0.042644337,0.014355293,0.014355293,0,0,0
ROBO3,0.565597176,0.678071905,0.650764559,0.495695163,0.432959407,0.485426827
ROBO4,0.014355293,0,0.070389328,0,0,0
ROCK1,5.156639311,4.593951284,4.815575429,5.083213368,4.676380255,4.657068301
ROCK1P1,1.632268215,1.169925001,1.063502942,1.526068812,0.948600847,1.613531653
ROCK2,4.750070486,4.170726276,4.324090516,4.772413555,4.354028938,4.422905743
ROGDI,5.456149035,5.623808348,5.537296067,5.609991295,5.663629259,5.657354182
ROM1,3.203201156,3.372952098,3.388189537,2.310340121,2.232660757,2.485426827
ROMO1,8.45310598,8.799573046,8.78959885,8.563882652,8.896968079,8.694497187
ROPN1,0,0,0,0,0,0
ROPN1B,0.485426827,0.111031312,0.344828497,0.310340121,0.344828497,0.111031312
ROPN1L,0.847996907,1.03562391,0.963474124,0.925999419,0.895302621,0.90303827
ROPN1L-AS1,0.097610797,0,0,0,0,0.137503524
ROR1,0,0.097610797,0,0.097610797,0.263034406,0.056583528
ROR2,0.201633861,0.056583528,0.250961574,0.847996907,0.925999419,0.815575429
RORA,0.250961574,0.084064265,0.176322773,1.09085343,0.956056652,0.895302621
RORB,0,0,0,0.042644337,0,0.097610797
RORC,3.805292456,3.876762491,3.842978832,4.089159132,4.031218731,4.178714641
ROS1,0,0,0,0,0,0
RP1,0.014355293,0.014355293,0,0,0,0
RP1L1,0.042644337,0.014355293,0.042644337,0.111031312,0.028569152,0.042644337
RP2,2.553360503,2.160274831,2.17951105,3.016139703,2.972692654,2.89917563
RP9,5.19298317,5.06995989,5.120600774,5.303415463,5.224966365,5.346602375
RP9P,2.604071324,2.722466024,2.14404637,2.992768431,3.224966365,3.09592442
RPA1,5.930500811,5.82858081,5.837186385,6.104755987,5.980710829,6.0437382
RPA2,5.740118043,5.633721813,5.777945671,5.74819285,5.729280846,5.661920579
RPA3,5.463033855,5.119356177,5.318316841,5.626731151,5.655065551,5.610877199
RPA4,0.056583528,0.070389328,0.084064265,0.042644337,0,0
RPAIN,4.862947248,4.815575429,4.743622676,4.905928478,4.948600847,4.837438715
RPAP1,3.498250868,3.710393192,3.513490746,3.63691458,3.666756592,3.7473874
RPAP2,2.456806149,2.140778656,2.3305584,2.244887059,2.09423607,1.992768431
RPAP3,4.896756218,4.298658316,4.534808661,4.906890596,4.651912745,4.751142325
RPE,5.338067798,4.966707314,4.997292408,5.352264173,5.178316272,5.152589069
RPE65,0,0,0,0,0,0
RPF1,5.267910281,4.790772038,5.081083929,5.223036338,4.836934011,4.964860664
RPF2,5.670727054,5.553974808,5.507160349,5.238404739,4.949534933,5.196528361
RPGR,2.028569152,1.97819563,2.010779839,1.782408565,1.678071905,1.350497247
RPGRIP1,0.389566812,0.201633861,0.310340121,0.333423734,0.344828497,0.263034406
RPGRIP1L,1.448900951,1.438292852,1.443606651,1.495695163,1.263034406,1.310340121
RPH3A,0.028569152,0.070389328,0.028569152,0.028569152,0,0.028569152
RPH3AL,2.817623258,2.908812908,2.731183242,1.555816155,1.691534165,1.765534746
RPIA,4.34269696,4.170726276,4.319762428,4.13422094,4.009884589,3.851998837
RPL10,10.33902601,10.47911332,10.44830218,10.22468908,10.35962878,10.32914603
RPL10A,10.68899332,10.87899349,10.79668048,10.6550745,10.79476513,10.76170081
RPL10L,0,0,0,0,0,0
RPL11,11.01225439,11.09364204,11.03630414,10.65693428,10.70507939,10.7059779
RPL12,12.00428719,12.11064969,12.03690508,11.54232093,11.53690769,11.5596591
RPL13,9.475652378,9.32813634,9.438563165,9.683398201,9.465627621,9.429260268
RPL13A,10.06896633,10.31619101,10.20490121,10.36100067,10.53217083,10.56496875
RPL13AP17,0,0,0,0,0,0
RPL13AP20,0.622930351,1.432959407,0.23878686,0.124328135,0.176322773,0.201633861
RPL13AP3,0.485426827,1.718087584,1.604071324,0.86393845,1.59454855,1.722466024
RPL13AP5,12.05255107,12.08085749,12.00767556,12.26766746,12.24107746,12.17562128
RPL13AP6,0,0,0.367371066,0.214124805,0,0
RPL13P5,2.531069493,2.347665656,2.704871964,2.914564523,2.341985747,2.599317794
RPL14,10.27804284,10.18703034,10.1117095,10.24479194,10.13964088,10.12812324
RPL15,10.1865476,10.42149683,10.35511981,10.37807806,10.59436193,10.63447529
RPL17,10.50777482,10.62542575,10.60727482,10.28010958,10.37273449,10.41768377
RPL17-C18orf32,4.934516502,4.440287821,4.64385619,4.7473874,4.661635602,4.772413555
RPL18,10.70669458,10.86969408,10.73728115,10.91357012,11.00706232,10.99193986
