Human,WT1,WT2,WT4,WT5,WT6,WT7,WT8,WT9,WT10,Mut3,Mut4,Mut5,Mut6,Mut7,Mut8,Mut9,Mut10
HECTD1,7.08377882,8.138507869,7.930930658,8.103970585,8.139565538,7.63385261,8.042534895,7.963941665,8.14104302,8.037856791,8.0274645,8.229219242,7.88884719,8.176407253,8.232665764,7.859562641,8.317289685
HECTD2,1.621154078,3.05727325,3.483106574,2.238839449,2.600207406,3.531485454,2.519617221,3.410483636,3.114031954,2.880340245,2.686698225,2.482761099,2.414124164,2.088999093,2.731020687,2.261470357,2.422887443
HECTD3,6.102714769,6.231802615,6.129707902,5.842573055,5.78412947,6.03409382,6.257035426,6.072006881,5.87994346,5.849226934,6.215070382,6.013824092,5.944508204,5.940308015,5.886481442,6.120843477,6.003564478
HECTD4,4.845773639,5.419063985,6.127987298,4.973618482,5.263902181,5.445167059,5.047459748,5.380808844,5.212933977,5.45865522,4.913329402,5.424452756,4.995208918,4.798320184,5.020460034,5.051194969,5.380852727
HECW1,0.038883608,0,0,0.054850966,0,0.073537465,0,0,0,0.091210978,0,0,0,0.135695168,0.05430985,0.118488601,0.255664923
HECW2,3.546160429,1.566464468,1.438777289,2.639577618,2.632842966,3.709274275,2.302136449,4.561658415,3.253719686,1.72982295,2.617357231,2.919332427,1.708440314,2.19378742,2.486320744,2.278539025,2.5831727
HEG1,4.67578099,4.651332661,4.082419447,4.953911803,6.525869723,8.118940495,4.844843065,5.331748407,5.409983152,5.75734983,4.2608614,5.055014672,5.73614871,5.375352674,5.995462265,6.06721555,6.098469096
HELB,4.490081292,4.356637848,4.227667467,4.37866184,4.383596287,4.494736681,4.432661457,4.357778745,4.372751618,4.376775486,4.330605816,4.510099284,4.34920367,4.477529015,4.58600535,4.384535437,4.59799784
HELLS,5.356391963,5.412433862,5.926951217,5.612823305,5.900944878,4.967079578,5.663060551,5.910774623,5.684737386,5.494601695,5.374543416,5.797302798,5.548689581,6.05281639,5.983265991,5.383502417,5.629937601
HELQ,3.339764133,3.861586389,3.88874029,3.744222843,3.60912295,3.083724547,3.470379396,3.42648095,3.693962833,3.649813576,3.596049372,3.596520763,3.39963588,3.533216468,3.515325679,3.472545298,3.097871801
HELZ,5.5164915,6.197505321,6.345703598,6.040711611,6.121082647,5.392258492,5.967460047,6.144521312,6.011745298,6.181141289,6.161272663,6.456098143,6.226589524,6.096616795,6.17316718,5.762078976,5.930918857
HELZ2,4.627169397,5.926812821,6.455420317,5.731214763,5.637044755,5.964517225,5.521544621,4.969098847,5.060180228,5.614758526,5.605664669,5.741997554,5.787316725,5.102612455,5.33072294,5.270738332,5.394216822
HEMGN,0.797096826,0.177325074,0,0.107692669,0.142804739,0.274022962,0.311185811,0.236144715,0.197494002,0.046326194,0.42792161,0.231789928,0.095896736,0.069442376,0.386146615,0.118488601,0
HEMK1,5.088656093,4.720954464,4.662678772,4.418422241,4.004724412,4.346863317,4.712752537,4.642637207,4.683981767,4.135621022,4.548495522,4.623250874,4.358900873,4.340274372,4.205926329,4.063616006,3.997986318
HENMT1,0.038883608,0.335221017,0.415581427,0.158667125,0,0.073537465,0,0.083084411,0,0.218049484,0.060962895,0.081471877,0.04874501,0.102949054,0.157155981,0.118488601,0.0682876
HEPACAM,0.438443198,0.177325074,0,0.107692669,0.230714179,0.143507655,0.214727532,0.272000591,0.197494002,0.046326194,0.060962895,0,0.228755571,0.453999736,0.724351995,0.393806682,0.36829767
HEPACAM2,0.703390242,0.667695961,0.058980731,0.919371528,1.414022147,0.702679493,2.091933146,1.108334462,1.932337721,0.17699666,0.642565661,0.431443182,0.42615466,0.819113046,1.788762747,1.079129321,0.616532853
HEPH,3.599157314,0.667695961,0.842263475,1.456191442,2.470794769,3.471537349,3.587359114,2.816925615,1.610637119,0.984742176,1.055920354,0.660809899,2.357205582,1.420388099,1.319691946,2.182059199,2.342441869
HEPHL1,1.084105609,0.258432086,0.170166772,3.841028775,5.679645189,3.290622962,2.972205219,2.514194154,4.242398451,4.055778894,4.408906594,1.853742023,3.733634074,4.238423738,4.323923392,5.034964372,5.529052764
HERC1,5.351573676,6.592057692,6.51192564,6.30249918,6.50232914,6.137376051,6.306627908,6.389639664,6.412926079,6.312518691,6.270971299,6.617596232,6.263841835,6.383232507,6.247165181,6.140232083,6.590113551
HERC2,6.02010434,6.419844075,6.876112661,6.285398728,6.566031476,6.628571764,6.140985717,6.736571232,6.421840552,6.283198805,6.047257022,6.508592409,6.263196507,6.226750871,6.331364138,6.133798123,6.56448294
HERC3,4.361774351,5.218298258,5.119322061,4.723622762,4.356983455,4.433208496,4.992760022,4.574278322,4.501669948,4.143633866,4.758607272,4.689713718,4.82024247,4.868188406,4.8057396,4.618690862,4.490111812
HERC4,5.821164825,5.873098034,5.764793326,5.834757814,6.079512633,5.925328541,5.937550641,5.972005222,5.918245803,5.894248366,5.735221469,5.95694025,5.782821223,5.897389524,5.84182614,5.911801142,5.990425394
HERC6,3.148567097,4.300292327,3.541146368,4.222713175,3.421058752,3.144708735,4.091570568,3.588101482,3.089376817,2.996975342,3.666397343,3.716142679,3.970278168,3.127935619,2.903659489,3.548389942,3.237874978
HERPUD1,6.317582545,6.287212828,7.287948058,6.105476699,6.028300658,7.214519362,5.914064695,6.374772931,6.305173059,6.34762755,6.685168205,6.372580562,6.091341833,5.431654083,5.712699978,6.289779154,6.216014942
HERPUD2,5.17954831,5.53550899,5.476507566,5.339425194,5.495597629,5.844918594,5.277767303,5.284256443,5.334361572,5.377177913,5.470354993,5.368744291,5.177499267,5.282446569,5.351205108,5.653415137,5.595641584
HES1,6.33916252,4.538134994,5.020771295,4.492317551,5.080867844,4.471119858,3.978616165,5.7380694,4.841395491,4.958225217,3.819788349,3.372062724,4.878707931,4.828678949,5.074019129,5.295056108,5.154154906
HES2,0.076746668,0,0,0.389582602,0.187428942,0,0.667614218,0.122898584,0.269496023,0.091210978,0,0,0,0.16771448,0.298861858,0.51398068,0.472770285
HES3,0,0,0,0,0,0.143507655,0,0.083084411,0,0.091210978,0,0,0,0.035138963,0,0,0
HES5,0,0,0,0,0,0,0.075183341,0,0,0,0,0.15858777,0,0,0,0.040587134,0
HES6,5.638602665,5.235929417,5.676912708,5.413439221,5.152957593,4.5633525,5.26276916,5.061633202,5.539401388,5.866275038,5.392443668,5.321317713,5.292017243,5.287009006,5.04748811,5.581309302,5.390887387
HES7,0.654151057,0.408128502,2.626312949,0.389582602,0.391930706,0.335104354,0.513954823,0.671567938,0.197494002,0.407428758,0.281916388,0.367913316,0.095896736,0.102949054,0.106649177,0.329744656,0.195869645
HESX1,0.038883608,0,0.115644602,0,0,0.073537465,0,0,0,0,0,0,0.04874501,0,0.157155981,0,0
HEXA,7.073573997,5.158801752,6.870464016,6.508118235,7.142903213,8.645745238,5.732202308,7.380240669,6.098934811,5.576794385,5.300635154,5.801817277,6.466364688,6.501409566,5.893015536,7.757683649,7.840486297
HEXB,5.212873221,6.642977368,6.84240892,7.251382999,7.454681719,6.883050957,7.097864173,7.239621308,6.99555479,5.7634293,6.523326679,6.898274527,7.141328548,7.127838176,6.763980591,7.852455797,8.188738805
HEXD,4.484810238,4.196060613,3.230761382,3.489346807,3.406975893,3.227586576,3.765327962,3.602254753,3.745368946,3.768563254,3.863224236,3.481166296,3.418305788,3.447779803,3.631522305,3.603613124,3.259942761
HEXIM1,7.214780667,6.791739666,6.234166696,6.698857553,6.451206869,5.943830851,6.523900414,6.576872409,6.603888442,6.803747972,6.806954187,6.578665534,6.608290848,6.462007258,6.484461876,6.446664535,6.490973441
HEXIM2,2.74622203,1.827946612,2.211157966,1.733400999,1.539815172,1.935030243,1.600653455,2.080922617,1.691495074,2.13544513,1.717023137,1.544584628,2.126888667,2.04657852,1.739890312,1.811818095,1.669578328
HEY1,6.107867042,4.032742369,1.859555946,5.338043706,5.359627386,3.986540122,4.400133849,4.46815518,4.574541275,4.447526827,6.588187683,3.153998324,5.380365631,5.274197646,5.479550288,5.556158711,5.317380633
HEY2,0.523157323,0.781837516,1.00108765,0.512246829,1.146596432,1.032717721,0.458869493,0.644468177,0.435192727,0.442494352,0.119453828,0.15858777,0.840273205,1.076899848,1.07895508,1.663780257,1.45679185
HEYL,3.126171864,1.433071243,1.986518555,2.923682544,4.135743289,4.685656198,2.082853094,2.296457551,3.018012884,3.619491381,2.097709906,2.341071834,3.137634237,2.800461916,3.226966572,4.013521568,3.926202489
HFE,3.959843384,3.997736842,4.734542854,3.8565499,4.366717743,5.885045561,4.187875435,3.823772683,4.12600438,3.355418397,4.024963599,3.778549313,4.354060419,3.754924503,3.888539945,4.921374274,4.359942854
HFM1,0,0,0,0.107692669,0.142804739,0.073537465,0.214727532,0.083084411,0.041720932,0.091210978,0.060962895,0.081471877,0.04874501,0.035138963,0.157155981,0,0.0682876
HGD,0.113641384,0.408128502,0,0.054850966,0.187428942,0.073537465,0.214727532,0.122898584,0.041720932,0.218049484,0.229768854,0,0.04874501,0.035138963,0.05430985,0.329744656,0.255664923
HGF,0.654151057,0.477528123,1.197623232,1.766642278,2.648888011,3.867537706,1.381198768,1.815334902,2.028852056,1.14233732,0.56049917,1.224182787,2.020933246,1.975999274,1.955003744,3.126355044,3.200328232
HGFAC,0.285163603,0.177325074,0.058980731,0.107692669,0.096756081,0.450016744,0.715400438,0.122898584,0,0.780649185,0,0.081471877,0.270455357,0.317946715,0.205954255,0.080063611,0.313080188
HGH1,4.840280817,4.492762479,4.74131117,4.572044041,4.255847943,3.531485454,4.55425784,4.147066301,4.632007196,4.263684146,4.466372777,4.920335365,4.930025373,4.386925167,4.270439009,4.386504858,4.171005394
HGSNAT,6.175952248,5.835593348,5.659152067,5.558103295,5.459664051,5.986101885,5.807168528,6.066912924,5.608703213,5.428364587,5.729364792,5.489328556,5.56134396,5.60097836,5.603108865,5.582168792,5.548607266
HHAT,3.355251937,2.901856224,3.305735177,2.262335625,2.800226812,3.607727792,2.512872073,2.982976452,2.582065098,2.287828788,2.362758625,2.290571356,3.246118039,2.764271005,2.932943793,3.013643822,2.819450191
HHATL,0.863586969,0,0,0,0,5.082905061,1.522217379,0.083084411,0.041720932,0,0,0,0,0.102949054,0,1.117578874,0
HHEX,0.703390242,0.543741997,0.545004278,0.827848159,1.469281671,2.283843572,0.738712807,0.940238037,0.666137645,0.636676851,0.793895867,0.763125878,0.840273205,0.839134427,1.104918808,1.361362893,1.176487542
HHIP,0.038883608,0,0,0.054850966,0.3135732,0.335104354,0.912777063,0.042140224,0.082269181,0,0.060962895,0,0.185814524,0.135695168,0,0.393806682,0.570185698
HHIPL1,2.77529728,0.408128502,0.170166772,1.393732096,3.97321174,6.53567191,1.030795623,2.130594101,2.664495032,4.287987049,0.930848614,0.15858777,2.885934068,2.519506411,3.450990123,4.174912074,4.143571741
HHIPL2,1.385041524,6.538260152,1.524980467,5.931364566,5.19043834,4.32067414,6.189906496,2.816925615,6.561941313,3.747686779,7.357365669,6.142786947,6.461872231,4.771221891,5.786749775,5.125006334,4.709108141
HIBADH,7.442786701,6.889668383,7.035121945,6.925946949,6.474464457,6.673609851,6.996342893,7.295946479,6.808069779,5.969805668,6.983649998,6.887696051,6.509992343,6.598572959,6.562657377,6.37010455,6.392860427
HIBCH,5.36979818,5.416857328,6.014299742,5.594427276,5.118803727,4.979089641,5.87711847,5.742868421,5.509048693,4.720007754,5.554909279,6.057266167,5.320832023,5.387300111,5.170916165,4.682599143,4.792219116
HIC1,3.393259284,1.905540356,2.117150186,1.877302018,3.387982322,5.770857408,2.302136449,2.977557629,2.704008589,2.75343976,1.424013082,1.485945427,2.204234117,2.088999093,2.59107037,3.388565869,3.056443316
HIC2,0.968016578,2.427957044,3.650658396,2.488377026,2.904146202,2.831546199,1.722588885,1.378826974,2.360946989,2.551433852,2.410388966,2.541527269,2.080755247,2.644231185,2.788223742,2.483803946,2.300471916
HID1,4.887648436,6.301636386,6.711811969,5.852282944,5.481107385,4.637971552,6.186731534,4.321880448,6.076529191,5.412977391,6.694817695,6.432032013,6.03348089,5.08385639,5.242836064,5.036219383,4.802279253
HIF1A,6.432466476,6.888076261,7.201013949,7.20969022,7.557601452,8.611435139,7.058456205,6.947706842,7.195352239,7.508646768,7.158586635,6.87203928,7.096024353,7.371990308,7.351814472,7.354079319,7.6819812
HIF1AN,6.362341906,6.460048536,6.765366844,6.408968824,6.131825921,6.943755626,6.442828482,6.579557545,6.272144149,6.440532992,6.502187099,6.44459649,6.108688211,6.247966949,6.317552175,6.160514945,6.301837218
HIF3A,0.113641384,0,0.663766518,0.472506407,0.230714179,0.792532404,0.311185811,0.272000591,0.269496023,0.134741349,0,0.081471877,0.185814524,0.035138963,0.05430985,0.192398236,0.0682876
HIGD1A,5.675314341,5.161440223,7.347196678,6.06346081,5.790471664,6.136303911,5.794709865,4.81204131,5.376748726,5.889491296,6.031160301,5.719904087,6.208602232,6.108522598,5.507801582,6.16797654,6.106610561
HIGD1B,2.07846962,0.835691276,1.171133451,1.086649255,1.077147526,2.709982124,1.699012357,0.749940585,0.639211897,1.14233732,1.556934234,1.455707126,1.161649646,0.953756607,0.655749193,1.079129321,1.01285525
HIGD2A,7.10454732,6.538260152,6.36919882,6.448553995,6.063142146,5.893954077,6.536010334,6.376317992,6.374157619,6.244604487,6.786793292,6.409530911,6.441481239,6.206181996,6.121638756,6.336880374,5.98932505
HIKESHI,5.401846712,5.099500015,5.129676824,5.326943919,5.202718615,5.507856924,5.177903821,5.228319665,5.103917435,5.202806443,5.15619014,5.161891589,5.03052571,5.336266011,4.982449771,4.974712367,4.931641604
HILPDA,4.184547788,3.682131938,5.022624554,4.509601301,4.446910057,5.286050983,4.084764178,4.023670527,4.282103178,4.175247485,4.135380318,3.850039744,4.510154858,4.530819695,3.823571498,4.911833939,5.440039702
HINFP,4.799819846,5.405773129,5.400154024,5.09144726,5.154363273,4.691507467,5.140103299,4.967732967,5.097749859,5.505005955,5.336522276,5.507867383,5.232601456,5.178239605,5.109720488,4.991631121,5.106235734
HINT1,7.679777668,7.013853225,7.633037327,7.239593215,7.119704428,7.087700561,7.267495339,7.381010484,7.080887522,7.07911528,7.018167408,7.478730069,7.26735394,7.180527582,6.907348406,7.153868114,7.033428211
HINT2,5.191461586,4.990952391,4.730012939,4.579078101,3.927904606,3.841460055,4.885880872,4.440850468,4.376832321,4.381300564,4.981929826,4.411144829,4.710908835,4.355992845,4.27901685,4.516285774,4.139609713
HINT3,4.429184321,3.991819111,4.332983387,3.887100008,3.444228936,4.190372359,4.036198541,4.154288964,3.690688311,3.153309377,4.241240097,3.972558343,3.759489543,3.584524794,3.666812095,3.446351041,3.476451227
HIP1,5.57553654,3.101910428,4.952417074,4.631895886,5.610662522,7.077123664,3.571217327,6.084033429,4.91900301,5.180910803,3.449852609,3.766282081,4.791887384,4.76730882,4.825393348,5.667251718,5.844718528
HIP1R,6.107295475,6.21539085,5.970806577,5.850346188,6.024462338,4.447109986,5.961279849,5.484734594,5.963719549,6.548081275,5.977816926,5.928322861,6.196484894,6.219608941,6.403746338,6.66317641,6.494855557
HIPK1,7.101680623,7.506293463,7.347566366,7.473366222,7.471695389,7.314592613,7.426235173,7.923122229,7.609733812,7.22155927,7.535404004,7.582513257,7.283036955,7.222575021,7.547629601,7.355336778,7.596042074
HIPK2,3.192340857,3.380804776,5.683956192,4.315484691,4.426112676,5.448626251,4.411058075,5.602066326,4.434741001,3.284717349,3.779545527,4.663494845,4.658869013,4.463086842,4.404531746,4.748397774,5.140342133
HIPK3,7.071524342,7.276121872,7.196095616,7.328191429,7.355814827,8.040879525,7.402027123,7.679155689,7.265258986,7.047078676,7.307921304,7.358750945,7.10144993,7.152049443,7.34434123,7.219141055,7.576025201
HIPK4,1.400053289,1.827946612,0.625255245,0.696019351,1.356561425,0.39370436,1.24130336,1.185566354,1.214338033,1.245217849,1.114611974,1.224182787,1.02214931,1.221195204,1.251592631,1.295810296,0.828260676
HIRA,4.074228132,4.201198563,3.952346788,3.833205141,3.979569581,3.20321927,3.885080249,3.457953057,3.92609638,4.2710181,3.934190349,3.778549313,3.868730162,3.969936183,4.119412958,3.985209709,3.821278302
HIRIP3,5.209681664,5.205571333,5.273581252,4.866539742,5.094112684,4.047122852,4.737554588,5.313584099,4.813064987,5.400771258,4.839129634,5.123937011,4.768431333,5.009610636,4.984199411,4.783197905,4.687560133
HIVEP1,4.879637931,5.06609586,5.924970803,5.562841972,5.79768591,5.770857408,5.440336397,5.687521668,5.546664439,6.001014031,5.344207088,5.491193196,5.583225504,5.854385157,6.044919226,5.784656259,6.151569463
HIVEP2,4.534974622,5.273000167,5.982279636,5.280232598,5.553211679,6.182740167,5.228184813,5.334930267,5.477093634,5.431640599,5.294301761,5.412694986,5.340542968,5.42587358,5.484503466,5.25357657,5.627110534
HIVEP3,5.370751017,5.573646299,4.928893196,5.161851795,5.083821667,4.566539913,5.600016304,5.44798191,5.478993065,4.547545045,5.625981637,5.18281026,5.315861919,4.986234183,5.504147854,5.195224444,5.146278094
HJURP,6.045387914,6.406560436,6.02080481,5.774753749,5.95920762,5.507856924,5.566208887,6.123821778,5.956921048,6.552100424,5.715210997,6.175624528,5.510046517,5.877560903,5.84375479,5.524314687,5.501532148
HJV,2.15125419,0,0.115644602,0.054850966,0.049189022,7.092130897,3.025307064,0.042140224,0,0,0.060962895,0,0,0.259717353,0,2.217893721,0.0682876
HK1,7.891099895,8.664323573,6.850778567,8.39568099,8.253146606,7.191993774,8.44900759,7.757523407,8.612106842,8.050164503,8.738406207,8.529012767,8.590356551,7.974980412,8.203110324,7.947900462,7.824533331
HK2,5.081689933,5.263207399,6.183710952,5.750035447,5.822655411,7.111900752,4.93085283,4.775036744,4.959019801,6.182438301,5.440554061,5.562095977,5.528423675,5.439871973,5.392635244,5.777169687,6.010089417
HK3,2.439784262,2.200566065,2.924720063,4.216712005,4.525053543,5.591596795,2.254409918,2.536476976,2.119312588,2.502425878,1.944362373,2.779847182,3.895628101,4.093847128,2.486320744,5.64932017,5.832498757
HKDC1,0,0,0.115644602,0.054850966,0,0,3.399012603,0.042140224,0,0,0,0,0,0.035138963,0,0.040587134,0
HLA-A,10.09184638,10.39235453,12.13022203,10.65667143,10.11547849,9.192591103,10.76776207,9.724128509,9.23767014,9.910596079,10.64868646,10.25128014,10.90412211,10.15392669,9.634642133,10.68207254,10.15141819
HLA-A,10.99027283,11.17747968,12.70109582,11.5301011,11.08869046,10.75493153,11.55744788,10.85807274,10.10911838,10.85480525,11.43706323,11.16560375,11.74727756,11.07515775,10.57417444,11.61641021,11.17826301
HLA-A,1.867856873,1.361444967,1.808908457,1.393732096,0.953410294,0.877115752,3.779447594,2.225083395,1.268054523,1.580411433,1.352658815,1.259620655,0.894618847,1.205856847,0.94162783,1.637560151,0.941825873
HLA-A,4.526449091,4.211419893,5.302853227,3.982143414,2.87033135,1.789856644,5.269787701,4.122726217,3.616701888,2.985132665,4.417673807,3.878812588,3.922033714,3.370783681,3.221043374,3.177298385,2.829322864
HLA-A,7.160716575,7.480640615,8.886976372,7.702403615,7.374027725,6.335353523,7.745900582,7.321568751,6.572209388,7.089177057,7.687837721,7.349529837,7.94947097,7.203153561,6.99413123,7.955382865,7.309514633
HLA-A,3.226428044,6.067092105,8.182283348,6.243953858,5.608612995,4.122691872,6.196761703,4.515664175,3.713455407,5.612835759,5.801476294,5.651518085,6.933964283,5.4730843,4.235608349,6.765091618,5.850789818
