Hugo name,MCF7_1,MCF7_2,MCF7_3,MCF7_4,MCF7_13,MCF7_14,MCF7_15,MCF7_16
MIR6072,0,0,0,0,0,0,0,0
0,0.539495339,0,0.534518848,0.246248759,0.22426012,0.21667587,0.432247502,0.290813631
0,0,0,0,0,0,0,0,0
MIR6726,0,0,0,0,0,0,0,0
0,0.217397004,0.44510691,0.611903223,0.245352055,0.403298267,0.209952374,0.392305332,0.516275414
0,0,0,0,0,0,0,0,0
0,0,0,0.665739304,0,0,0,0,0
0,0,0,0,0,0,0,0,0
SPDYE15P,0.360230537,0.504610224,0.352644415,0.66608939,0.531155353,0.477979821,0.581519009,0
0,0.499268821,0.68754718,0.531044532,0.546025681,0.361724573,0.182239716,0.224072389,0.204776765
0,0,1.56462693,0,0,0,0,0,0
CT45A8,0,0,0,0,0,0,0,0.068956914
SNORD115-7,0,0,0,0,0,0,0,0
0,0.154990129,0.092404476,0.064482124,0.137430076,0.245280246,0.172568161,0.198741811,0.053045006
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.156520881,0
0,1.880916651,2.230464347,1.213633459,1.938489054,1.854095415,1.2340414,0.910424905,1.732034702
MIR7973-1,0,0,0,0,0,0,0,0
0,5.171338951,4.9560613,5.209219396,4.592211833,5.725130363,4.843225125,5.534920687,5.572353104
0,0.289321022,1.165307407,0.815972115,0.596743406,0,0.267812625,0.966650473,0.249421068
0,0,0,0,0,0,0,0,0
MIR8060,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0.435287214,0,0,1.70705648,1.582661973
0,1.190267181,1.075395714,0.579178217,1.019936711,0.954296086,0.238291612,0.583184005,0.717600757
MIR6757,1.788004915,0,1.790104741,1.909270041,0,0,0,0
0,1.837503304,2.054331028,2.159189982,1.969321818,2.373584183,1.580531438,2.173380123,1.059777502
0,0,0,0,0,0,0,0,0
0,0.650195639,0.172189217,0.447706138,0.707860468,0.653820385,0.631026032,0.617947268,0.46988806
0,0,0,0,0,0,0,0,0
AQP7P5,0,0,0,0,0,0,0,0
SNORD116-28,0,0,0,0,0,0,0,0
RN7SL186P,0.629759469,0.47802229,0,0.301873231,0,0,0.375564407,0.722194947
0,0,0,0,0,0,0,0,0
0,1.335689047,1.465739436,1.431018479,1.280386248,1.212924133,1.036158663,1.361066489,0.978608606
0,0,0,0,0,0,0,0,0
ZNF8,1.62162759,1.804144448,1.727641688,1.58148623,1.749491362,1.69210577,1.860545716,1.795683841
0,0,0,0,0,0,0,0.147208996,0
0,0.047967713,0,0,0.060502885,0,0.101972596,0.022544086,0
0,3.77452353,3.983230773,4.176777533,3.64556333,3.821506142,3.879705766,4.033308462,3.450864164
0,0,0,0,0,0,0,0,0
0,1.876939257,0.62502355,1.730509537,0.6628745,1.855746571,0.522286803,1.770000183,1.474051793
0,0.866365209,0.635320705,0,0,0,0.561898946,0.552757739,0
CLUHP11,0,0,0,0,0,0,0,0
0,0,0.856459891,0,2.13E-07,0.715270484,0,0.253390287,0
0,0,0,0,0,0,0,0,0
NF1P7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.860235011,0.29361415,0.287239412,0.296802732,0.274098221,0.263267623,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.412099708,0,0.233297858,0,0.894019138,0.404177233,0,0
TSC22D1-AS1,1.128880655,1.323998319,1.080180097,1.068478209,1.034448162,0.951237149,1.330460879,1.142178143
0,3.917880439,3.973675557,3.630323921,3.240811935,3.542468556,3.179902722,3.986347219,3.585719717
MIR8062,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,8.319753397,8.160002485,8.583564212,7.959034017,8.659896024,8.434052703,8.573613108,8.287135186
0,0,0,0,0,0,0,0,0
0,0.43920822,0.480179282,0,0,0.440049634,0,0,0
0,0.543068208,1.032333631,1.227562422,1.446478573,1.651104517,1.965810138,1.564285482,1.06835438
GLIDR,2.481298942,2.48588275,2.502865211,2.405837194,2.016649638,2.127045518,1.945779977,1.999639281
0,0,0.947033214,0,0.657841191,0,0,0,0
0,0,0.310412254,0.108860695,0.112219577,0,0,0.207554309,0.357563265
0,0,0,0,0,0,0.613595771,0,0.963611728
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
NF1P11,0,0,0,0,0,0,0,0
#N/A,1.079081093,0.643089627,1.061409862,0.646561763,0.501848774,0.259015717,0.489622056,0.77840625
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNA5-8S5,9.108673423,8.989596023,9.702113799,9.298889674,9.747855622,9.950256975,9.583376167,9.190807431
0,0.255127246,0.353891223,0.147330146,0.272904666,0.362220745,0.260597801,0.45582615,0.247071969
0,0,0,0,0,0,0,0,0
SSTR3,0,0.015146558,0,0,0.02807926,0,0.066374979,0.029676773
IGLV2-8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.11112081,0.175774955,0.080772938,0.048378913,0.088509485,0.069864916,0,0.110474832
0,0,0,0,0.070238868,0.064741747,0.061280033,0.180413965,0
0,1.428190641,0.562413889,0.857959504,0.824163363,1.235193991,0.842499395,0.91918522,0.569296646
0,0.890648247,1.731083292,0,1.788009093,0.525566787,0.871489632,0.880403423,1.172673121
MIR6857,0,0,0,0,0,0,0,0
0,0.090789625,0,0.052703431,0.110373133,0.108677801,0.047176239,0,0.199042211
0,0.806344682,0.790175656,0.338613814,0.488652794,0.895458517,0.338261238,0.768472306,0.596043019
MAFIP,0.052012662,0.059248802,0.109071925,0.139309696,0,0.052731667,0.106151167,0.179768356
CNTNAP3P5,0.178399779,0.63236129,0.163809136,0.088038718,0,0.077667403,0,0
0,0.544559572,0.878367517,0.607987855,0.464735173,0.464101532,0.594900104,0.647917713,0.58895516
0,0,0.829256939,0,0,0,0.424916715,0.473649778,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0.872761005,1.150371204,0.517532709,0.803227036,1.062632921,1.055688502,0.771968378
MIR6511A2,0,0,0,0,0,0,0,0
RN7SL536P,0,0,0,0,0,0,0,0
MIR6783,0,0.80070073,0.719162408,1.243626433,1.570132579,0.701603171,0,1.096052654
PRICKLE4,0.876449758,1.687840071,1.024801916,0.42660935,0.78449477,0.951739964,1.364370721,1.392136044
0,0,0,0,0,0,0,0,0
0,2.800999268,3.496078807,1.018740984,2.142406902,3.355792956,2.930481887,2.463366118,2.35224157
0,1.481159419,1.907482941,1.983455163,1.161391116,2.28400768,1.480259951,0.29124166,1.976462623
MIR6732,0,0,0,0,0,0,0,0
0,3.847856638,3.788111441,3.752641563,3.510050456,2.940198706,3.148516036,3.03251525,2.91509826
RNA5-8S5,9.108673423,8.989596023,9.702113799,9.298889674,9.747855622,9.950256975,9.583376167,9.190807431
0,1.178395954,0.766762212,0,0.779572393,0.732176273,0,1.168443074,0.801327547
0,1.559237269,2.081717978,2.037051823,1.03413118,0.952599713,1.473973891,0.985940458,2.162045645
0,0,0,0,0,0,0,0,0
0,1.322539668,0.916696758,1.382689384,1.790809564,2.034384771,1.699898051,1.524394715,1.199574984
0,0.518656995,0.355554214,0.424723267,0.267653246,0.379323743,0.201281299,0.601131687,0.155306255
0,0,0,0,0,0,0,0,0
RN7SL725P,0,0,0,0,0,0,0,0
UPF3BP3,0,0,0,0,0,0,0,1.353136943
0,0,0,0,0,0,0,0,0
SCARNA2,10.38065586,10.40217003,10.57417721,10.35173432,10.16548489,10.05581115,9.884143039,9.836411773
0,0,0,0,0.746878553,0,0,0,0.491534001
0,0,0,0,0,0,0,0,0
0,0.089170253,0.217382114,0.032655098,0,0,0.030214301,0.175058265,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
MYO19,5.611033653,5.764383313,5.793599408,5.486910623,6.106733567,5.734715039,5.872555459,5.762774013
0,0,0,0,0,0,0,0,0
SNORD1A,0,0,0,0,0,0,0,0
0,0,0.146466239,0,0,0,0,0,0
MIR6803,0,0.770448505,0,0,0,0,0,0
MIR6770-1,0.30380763,0,0,0,0,0.13221568,0.305052973,0
0,0.127336919,0.117611138,0,0.024670168,0.089690678,0.021841706,0,0.023674649
MIR6859-1,1.017629777,0.460840051,1.370080563,0.919928864,1.440622705,0.936333021,0.897322531,1.135790947
0,0,0,0,0,0,0,0,0
HIST1H3C,0,0.234747778,0,0,0.217217065,0,0,0.367897721
0,0,0,0,0,0,0,0,0
SNORA61,5.406057007,5.357724414,4.357833479,5.327550848,4.682292371,5.011263043,0.684025149,2.64471924
0,2.356445279,2.366067578,1.491088586,1.112720147,1.175026318,1.163930188,1.139633205,1.434150475
0,0.70435498,0.953485771,0.879629709,0.716363213,0,0.571086507,0,0.449850809
MIR6816,0,1.887568161,0,0,0,0,0,0
MIR7856,0,0,0.854769666,0.886749906,0,0,0.879465036,0
0,0,0,0,0,0,0.572939131,0,0
0,0,0,0,0.278046618,0,0,0,0
0,1.486868801,1.992507417,1.147899287,1.153766431,0,0,0,0.717956025
0,1.133602979,0.705937218,0,0,1.190343045,0.614442244,0,1.079347388
0,0,0,0,0,0,0,0,0
CT45A6,0,0,0,0.088096809,0,0.091103476,0,0
0,0,0,0,0,0,0,0,0
0,1.655974572,1.662939196,1.68001823,1.728403813,1.804470773,2.028936851,1.985729932,1.94027953
RFPL4AP6,0,0.0929259,0,0,0,0.082893846,0.0924858,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0.320184266,0,0.164495393,0.317030787,0
TBC1D3C,0,0.583831947,0.045443949,0.135218059,0.099771737,0,0,0.600046099
GRAMD4P3,0.764770764,1.132445234,0.851610336,0.787061295,0.548640807,0.580448467,1.062550035,0.701299752
0,0,0.15511581,0,0,0,0,0,0
#N/A,0.084102101,0.089733383,0.074937906,0.077581001,0.086673862,0.029778105,0.049843602,0.027085384
GGNBP2,4.549361133,4.578510066,4.489915378,4.588138942,4.308470096,4.11027136,4.447909749,4.278824835
0,0,0.351436108,0.184232045,0.187076,0.173105681,0,0,0.149913568
0,0.742156295,0,0.819386156,0.894709133,0.72088869,0.269710635,0.939687715,0
0,0,0,0,0,0,0,0,0
ZNF229,0.026887999,0.0418341,0.014665796,0.07413999,0.014008405,0.026535216,0,0.013651929
0,0,0,0,0,0,0,0,0
0,0.99695342,0.634943562,0.616017923,0,0,0,0,0
0,0,0,0,0,0,0,0,0
MIR6802,1.334779916,0,0,0,0.757455137,0,0,0
0,0.122562467,0.133531042,0.06464905,0.130918749,0.12067097,0.087919136,0.166822117,0.189857444
RNU6-156P,0,0,0,0,0,0,0,0
0,0,0,0,0.803074078,0,0,0,0
0,0,0,0,0,0,0,0,0.925447292
0,0.897561849,0,0.167361782,0,0,0.37322947,0.339920675,0.1212104
0,0.606421381,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
VWA8-AS1,0.320116087,0.237585744,0.066019319,0.195990053,0.238950682,0.060820489,0.394415361,0.326796182
MIR6862-2,0,0,1.397299163,0.423951368,0.704374459,0.376978223,0.741363432,0.380316083
0,1.885250258,1.808829839,1.692128094,1.597340471,1.192831715,1.005019052,1.260477369,1.198645016
0,0,0,0,0.590521541,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.511711926,0.77142249,0.947525527,1.129203873,0.735407797,0.878067691,1.044331164,0.982416473
0,0,0,0,0.090735843,0.240547584,0,0.094134976,0
0,1.66232401,1.776040803,1.432579982,0.413172693,1.930570827,1.379083039,1.560035016,1.427000006
MIR6754,0.626040968,0,0.682767441,0.696268077,0.67811789,0,1.132629483,0
0,0,0.873232855,0.486104735,0.506648654,0,0,0,0.45806382
0,0,0,0.82414951,0,0,0,0,0.424136317
MIR202,0,0,0,0,0,0,0,0
0,0,0,1.083560595,0,0,0.605739898,0,0
0,6.629776252,6.783495943,7.036448385,6.337702173,6.88033044,7.039763514,7.2614744,6.6617496
0,1.654133038,1.635633678,1.639510023,1.170912108,1.685155252,1.062715803,1.84658157,1.397364885
0,0,0,0,0,0,0,0,0
MIR7155,0,0,0,0,0,0,0,0
0,0.594441538,1.432211149,0,0,0,0,1.092938074,0.593370983
0,0,0,0,0,0.132731073,0,0,0
0,0.325338055,0.357718644,0,0,0,0,0,0
0,0,0,0,2.962687826,0,0,0,0
0,0,1.358306231,1.324372833,1.129052167,0.450037748,0.758502744,1.17033531,1.091611831
0,1.470828368,3.017474781,1.62064271,2.388443054,3.018254936,2.408899318,2.149490256,2.272294976
0,0.895894315,0.76944424,0.703137032,0.769208936,0.780198375,0.821853049,0.736302668,0.6601236
OR7E104P,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1.684580886,1.664000344,1.546294421,1.721989419,1.887174302,1.452806263,1.592339823,1.684993735
0,1.405627557,1.245173135,1.275835465,1.144601146,1.261976041,1.1253337,1.137949379,1.053952374
0,1.340334382,1.290217953,1.275591161,1.429717719,0.787811895,0.821076678,0.621036743,0.686838442
0,0,0,0,0,0.44281189,0,0.470336943,0
0,0.460595797,0.187731014,0.750350098,0.500950903,0.174385964,0.450199321,0.48358209,0.442920147
0,1.646439186,1.944266257,1.529241254,1.914392308,1.837668801,1.683624598,1.788510322,1.763819466
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.005766454,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.163452359,0.341862814,0.590242708,0.181234885,0.168016818,0.558235302,0.356147192,0.70508083
0,0,0,0,0,0,0,0,0
0,0.068633255,0,0.074329644,0,0.07102988,0,0,0.122140463
0,0,0.352103119,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.636010641,0,0,0.653259091,0,0.67949226,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.261086656,0.145963032,0,0
0,0,0,0,0,0,0,0,0
MIR6854,0.690053191,0,0,0,0,0,0,0
0,0,0,0.99872626,2.012851107,0.929056968,0,0,0
PMS2P2,1.659499905,1.466386977,1.464866885,1.674193963,1.328830721,1.162222929,1.04498157,1.34641232
MIR6512,0,0,0,0,0,0,0,0
0,0.032691063,0.294377841,0.310288927,0,0.045833228,0.803880029,0.47244202,0
MIR6819,0.760248203,1.370772484,1.332782393,2.533089847,0,0.758315118,0.836765199,1.253698883
0,0,0.176020158,0,0,0,0,0,0
RN7SL331P,0,0,0,0,0,0,0,0.164146511
0,0,0,0,1.261398424,0,0,0,0.616608947
0,0,0.196842438,0.190588313,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
MIR6070,0.49659631,0,0,0,0,0,0,0
0,0,0,0.087059238,0,0,0,0.084997495,0
0,0.868293249,0.808365279,1.078247749,0,1.230731782,0,1.959773864,0
0,6.946719165,7.609356062,7.480822507,7.737659724,7.079847412,7.967410728,7.516708584,6.72505945
MIR7849,0.569110925,0,0,0,0,0,0,0
0,1.354807572,2.152958923,2.119591903,2.171203624,1.389192323,1.341131829,0.667620587,0.605084651
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
MIR6781,1.22933566,1.686401916,0.785463506,0.811350184,0.76235562,0,0.771137634,0
0,0,0,0.207633018,0,0,0.190080032,0,0.55286297
MIR6892,0,0,0.615842827,0,0,0,0.680386475,0
0,0,0.102136853,0.460488858,0.174679974,0.308190766,0,0.384880913,0
0,0.085531937,0,0,0.029931855,0,0,0.038820194,0
0,0,0,0.741776742,2.171901742,0.66623031,0,0,1.347756353
0,0,0,0,0,0,0,0,0
0,0,0,0,0.037689074,0,0,0,0
0,0,0,0,0.130210396,0.121078679,0,0.251513087,0
0,0,0,0,0,0.452391957,0,0.480420242,0.773752481
0,0.375589984,0,0,0,0.340824294,0,0.617605987,0.618280949
0,0,0,0,0,0,0,0,0
0,0.729734605,0,1.264686548,1.493468011,0.732348225,0,1.263340946,0
HIST1H2AB,6.843079365,6.79301148,6.997834333,6.950398424,7.378520293,7.4668881,7.206770189,7.24094394
0,0.285459038,0.235233212,0,0.161473674,0.417989117,0.214479217,0.252742626,0.302880518
MIR6769B,0,0,0,0.821174666,0,0,0,0
0,2.438673439,2.5273131,2.621468179,2.519280213,2.607690129,2.257197734,2.86154651,2.424938208
0,3.558916578,2.974925724,2.887776746,2.135446217,2.306556816,2.374366248,2.3911078,2.031345788
0,0,0,0,0,0,0,0,0
0,0.673037141,0.403329901,0,0.719986832,0.381542536,0.523244779,0.449215879,0.411081259
IGHV3-41,0,0,0,0,0,0,0,0
0,0.374426347,0.219345119,0,0.409657046,0.53977026,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1.195271997,0.268774516,0.435847248,0,0,0
0,0,0.072511688,0,0,0.310106245,0.064712228,0.068421249,0
0,0,0,0,0,0,0,0,0
MIR8087,0,0,0,0,0,0,0,0.624224449
0,0.225572324,0.462623,0.447840471,0.359685334,0,0,0,0
0,0,0,0,0,0,0,0,0
YRDCP1,0.107988026,0,0.114779583,0,0.301804181,0,0.207624273,0
0,0,0,0,0,0,0,0,0
0,0,0,0.202230888,0.706535857,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.007763668,0.691462698,0.307898272,0,0.156498877,0.283915847,0.440515338,0
0,0.10117107,0.111617489,0,0,0.10529295,0.100644141,0.445061343,0.414802321
RN7SL759P,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0.019042714,0,0,0,0,0,0
MIR6082,0,0,0,0,0,0,0,0
UPF3BP2,0,1.240106688,0,0,0,0,0,0
C17orf78,0.100679393,0.042514909,0,0.043044035,0.039912397,0.033930952,0.043654431,0
0,0,0,0,0,0,0,0,0
0,0.592049856,1.117881185,0.82819042,0.601017553,1.245635605,1.268637997,1.259380968,0
0,0.436380413,1.455333797,0.800577321,0.268539792,0,1.130772758,0.458836581,0
0,0,0,0,0,0,0.320558616,0,0
MIR6721,0,0.652187255,0,0,1.328451618,0.965460715,0,0.789731755
0,0,0,0.125783728,0,0,0.115553079,0,0
0,0.659168315,1.09370214,0.643020339,0.6853015,1.274136399,0.620143447,1.166239823,1.165770476
MIR6865,1.997270726,2.001117656,1.793255005,0,0.898062044,0,0.756466549,0.790068865
0,0.106151033,0.060616046,0.113439404,0.240829638,0,0,0.12057848,0.058988742
MIR7851,3.690618232,3.399794532,3.475914972,1.823211306,3.40503115,3.127448392,3.448265338,2.110095929
MIR4732,0,0,0,0,0,0,0,0
POTEB3,0.102720205,0.17061092,0.027600949,0.136418865,0,0,0,0
0,0,0,0,0,0,0,0,0
MIR6810,0,0,0,0.747778368,0,0,0.741363432,0
RN7SL607P,0.401963526,0,0.377465845,0.427236066,0,0,0,0
0,0,0,0,0,0,0,0,1.526499552
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
MIR8070,0,0,0,0,0,0,0,0
CHMP1B2P,0.114608764,0.160278704,0.059565159,0.053933751,0.097824084,0.056415112,0.137645163,0.117426158
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
DHRS11,2.123921079,2.206780736,2.365253,2.182314097,2.202157527,2.110209544,2.256757068,1.974621084
0,0,0,0.924412341,0,0,0,0,0
IGKV2OR2-8,0.69706653,1.074375273,0.18256264,0,0.174036908,0,0.183220977,0
ACACA,3.949843049,3.605932812,3.793989493,3.581568177,3.311331633,3.459615223,3.445305591,3.626357362
0,0,0,0,0,0,0,0,0
0,0.035893141,0.039648547,0,0,0,0,0,0.042599515
MIR1539,0,0,0,0,0,0,0,0
0,1.541286845,1.580227508,0.956424716,1.635847241,2.011635178,1.219022888,1.788957104,1.522688548
MIR2117,0,0,0,0,0,0,0,0
MIR6736,1.28368476,0.84520339,2.274055867,0.871872817,0,0,1.375172918,0
RNU6-368P,0,0,0.097531514,0,0,0.092152896,0,0
0,0,0,0,0,0,0,0,0
0,0,0.418460917,0,0,0.382169209,0,0,0.425301384
0,0,0,0,0,0,0,0,0
0,0.076984795,0.599804324,0.645293091,0.632161173,0.647230686,0.81979896,0.304358003,0.399082478
TMEM191B,1.867418121,2.289433169,2.045802901,2.384163117,1.867607896,1.688377331,1.213527705,1.680171302
0,0,0,0,0,0,0,0,0
PTPN20CP,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
OR4F29,0.071053502,0,0.038646038,0,0,0,0.077555982,0.070246838
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
NR2E3,0.031072883,0.238989801,0.097088231,0.364211573,0.592482393,0.438629264,0.82467744,0.496820231
MIR7161,0.554082899,0,0,0.000233452,0.1311493,0,0,1.085696581
0,0.307765406,0.575155465,0.394575602,0.097798335,0.565449,0.647826558,0.469025311,0.408081393
0,0,0,0,0,0,0,0.205214824,0
0,0,0,0,0,0,0,0,0
0,0.219477708,0.172565601,0.355086198,0.224460176,0.389953314,0.165513234,0.374177033,0.229459951
0,0,0,0,0,0,0,0,0
0,1.078254582,0,0.667681438,0.699780811,0,0.633688803,0,0.801505524
MIR1302-9,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
MIR6080,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
SNX3P1Y,0,0,0,0,0,0,0,0
0,0.678476705,0,0.404481366,0,0,0.360288979,0.923514325,0
0,0,0,0,0,0,0,0,0
HIST1H2BI,8.28258807,8.238275751,8.451565559,8.401348876,8.7756432,9.085020924,8.75720664,8.906635096
ZACNP1,0,0,0,0,0,0,0,0
RN7SL113P,1.391993123,1.775636353,0.69263341,1.064227559,1.621017981,0.344592194,1.562357225,1.395726396
0,9.859039309,9.892474513,9.523156141,9.571991493,9.864322358,9.453665726,9.205595339,8.929725914
0,0.605792988,1.231297226,1.19734331,0.733264088,0.609629217,0,0.703752778,0
0,0,0,0,0,0,0,0,0
0,0.669992775,0.698601664,1.009762792,0.599866199,0.745601349,0.79416297,0.377647967,0.77162194
0,0.228817459,0,0,0,0,0,0,0
MIR6077,0,0.653614969,0,0,0.617763945,0.590136335,0.675088756,2.032044404
0,6.287572027,6.146860876,6.094462001,6.157023493,5.923536668,6.160603596,5.95817452,5.907695876
MIR6775,2.034353075,1.249457477,2.097863583,1.258229452,3.404205578,3.491275903,3.095593659,2.417347568
TBC1D3E,0,0,0,0,0,0,0,0
0,2.920405738,2.934439128,2.868200781,2.463855215,2.423572793,2.134427963,2.800353254,2.473228425
0,0.577171144,0.718878438,0.765140922,0.517301901,0.953548348,0.584571958,1.053535392,0.167156219
0,0,0,0,0,0,0,0,0
0,0,0.572302772,0.758728716,0.669294411,0,1.886386262,0,1.103108169
RN7SL429P,0,0.215200207,0,0,0,0,0,0
0,0,0.151173017,0.147767766,0,0.141150241,0,0.144085537,0.129214425
0,0,0,0,0,0,0,0,0
0,0.412871471,0.311138036,0,0.938217279,0.671733588,0.533528464,0.630838774,0
0,0.508569619,0.686695936,0.764303687,0.38572148,0.407866102,0.603631804,0.566065001,0.240647714
0,0,0,0,0,0,0,0,0
C11orf98,6.240247536,6.191406703,6.317061621,6.27635894,6.348124397,6.557806768,6.209078996,6.269689618
BEND3P3,0.40940723,0.350747293,0.557563015,0.257575513,0.409565814,0.40761815,0.465156401,0.374085756
MIR8074,0,0,0,0,0,0,0,0
MIR8069-2,0.458341054,0,0,0,0,0,0,0
MRM1,2.060576621,1.832655114,1.913293474,1.920430512,2.431360871,2.525465058,2.297757816,2.458387254
0,0.886987084,1.341103356,1.243784833,0.741863875,1.396252669,1.609447671,1.533947019,1.220911869
0,0,0,0,0.607421696,0,0.949190513,1.099456804,0
0,0,0,0,0,0,0,0.130074485,0
0,0.656616266,0.6299478,0.614091649,0.547032211,0.117089649,0.217614143,0.469086804,0.12333604
0,0,0,0,0,0,0,0,0
MIR6717,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.048689433,0.196132362,0.104322031,0,0.242054894,0.089903377,0.047897936,0.209257458
0,0,0,0,0,0,0.065395565,0,0.101185327
0,1.148205254,1.351617023,1.171616771,1.148094592,1.653009556,0.69299131,1.658855838,1.073196416
0,3.381211374,3.20072248,3.005585029,2.957554344,3.387598283,3.042689859,2.56283831,3.125831262
HIST1H4A,8.008322167,7.939855386,8.126472178,8.218587452,8.025516109,8.373130509,7.914917261,8.065340733
0,0,0.376019158,0,0.104052924,0.096582476,0.092180776,0.100072064,0.256461203
0,2.270905638,2.129612738,2.292502016,1.998209948,2.459539161,1.511538882,2.620063192,2.623794304
0,0,0,0.387693396,0.714641174,0,0,0,0
DUX4L15,0,0.1951107,0,0,0,0,0,0.13494099
0,0.896747695,0,0.938242877,0.94922862,2.772460007,2.058191791,0.906457337,2.286047218
0,0,2.397578464,2.349716283,0,0,0.774697254,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
CDK2AP2P1,0,0,0.5221974,0,0,0,0,0
MIR675,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0.745393965,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0.15564951,0,0,0.267278097,0,0.24386159
0,0.222527616,0.245505398,0.235551843,0,0,0,0.207050722,0
0,0.085227887,0,0,0,0,0,0,0
MIR6826,0,0,0.547926536,0,0,0,0.565426577,0.516918818
0,0.651245071,0,0,0.795502651,0.694197341,0,0,0
TRAJ37,0,0,0,0,0,0,0,0
GOLGA6L10,0.656000209,0.913242915,0.527566834,0.607413174,0.707330416,0.654204544,0.892935747,0.647880884
MIR6887,0,0,0,0,0,0,0,0
DUX4L10,0,0.1951107,0,0,0,0,0,0.13494099
0,0.100953569,0.10571991,0.101318339,0.113885024,0.273716391,0.091481983,0.186227966,0.294929471
0,0,0,0,0,0,0,0,0
0,0.729309129,0.436467833,0.475736543,0.947682613,0.378904427,0.799839964,0.796929943,0.222387887
0,0,0,0,1.345708613,0.562081688,0,1.188730067,0
0,0,1.088745421,0,0,0,0,0,0
MIR8059,0,0,0,0,0,0,0,0
0,0,0,0,0.065131509,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
HIST1H2AM,8.157518735,8.029745503,8.255019125,8.19732483,8.386629909,8.576344511,8.356086573,8.437722948
CYCSP41,1.086342196,1.159816453,1.501413667,1.155885207,1.266210847,0.339674446,0.936804128,0.873072963
#N/A,0,1.066351005,0.725554456,0,0.893015767,0,0,0.585467356
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.236924826,0,0,0
0,0,0,0,0,0,0,0,0
IQCA1L,0,0.096608112,0,0,0.116281307,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.205162264,0,0,0,0,0,0,0
0,0,0,0.545659046,0,0,0.492482872,0,0
RN7SL82P,0,0.246439708,0.532918352,0,5.81E-07,0,0,0.135459745
0,0.115728047,0,0,0.128538493,0,0,0.134010074,0.12223113
0,2.08719804,1.75025061,1.907902051,1.180758935,0,0.916308479,0.363718328,1.083594632
0,0.737569957,0,0.817053434,1.077024185,0.652334129,0,0,0.454399125
0,1.671329609,1.167364351,1.573490868,1.896903435,1.032164334,1.128253802,1.851387261,1.062087164
0,0.716582713,0.861764844,0.267779073,0.706879719,0.738161669,1.260501456,0.929228957,0.829726185
0,1.480280635,1.273927603,1.148595755,1.174879356,1.457378909,1.184051731,1.283151339,1.263863717
HIST1H4B,7.699745948,7.567066234,7.84087861,7.821735722,7.785570168,8.110655562,7.73454028,7.897797063
0,0,0,0,0,0,0,0,0
