"","VC_rep2","VC_rep1","VC_rep4","VC_rep3","E2s_rep4","E2s_rep1","E2s_rep2","E2s_rep3"
"PDIA2",7.228217442,7.464443645,7.457586084,7.209697044,7.424376273,7.176671834,7.246859334,7.239598529
"PDIA3",7.624110036,7.421223299,7.669328004,7.706236983,7.599168993,7.532161085,7.57865573,7.666490322
"PDIA3P1",12.02548566,9.405646743,9.804998153,12.16793946,12.74963901,10.3126561,10.10110572,10.37291946
"PDIA4",9.97502395,8.742877812,9.520545022,9.54682213,9.873309526,9.881018339,9.412411068,9.819660201
"PDIA5",9.949416381,10.45087616,10.44132318,10.21257238,9.636601965,10.30728621,10.52853958,10.26188923
"PDIA6",10.91845332,11.19935028,11.27460383,10.94577301,10.62355003,11.20405144,11.69625035,11.41059047
"PDIK1L",10.88755383,8.797924915,10.15245915,10.70775815,10.82350657,10.00010566,9.818981539,9.972656758
"PDILT",6.991805255,7.334831928,7.324630615,7.335278687,7.182270192,7.249646807,7.257034198,7.15797845
"PDK1",8.139423448,8.412728609,8.19050375,7.97620609,7.976170282,7.69570679,7.816343705,8.16169877
"PDK2",8.657698056,9.376885074,8.850304062,8.514911265,8.581035774,8.79510618,8.608370344,8.678952188
"PDK3",12.54112082,12.91757721,11.87999479,12.34545376,12.05562561,12.46233292,11.78126237,11.81187136
"PDK4",7.078284261,7.318881696,7.357552005,7.10525378,7.184255495,7.089715293,7.133527565,7.347566007
"PDLIM1",10.35759324,10.86527897,10.76642538,10.24628041,10.35656201,10.47865588,11.31624617,10.8246555
"PDLIM2",7.340517763,7.362491806,7.412887353,7.443047134,7.302181941,7.431288654,7.404609398,7.302524692
"PDLIM3",7.427836603,7.224725253,7.12425058,7.360627646,7.735894446,7.666090825,7.281060672,7.695358807
"PDLIM4",7.046714772,7.021257621,7.308225248,6.979353738,7.096451624,7.136222153,7.114262901,7.106693791
"PDLIM5",9.939542485,10.68333459,9.67218222,10.44751592,9.513332824,10.0142559,10.3746999,9.73931651
"PDLIM7",10.52767248,9.541822621,10.55003729,10.13511606,10.4603023,10.29328483,10.62699802,10.91888187
"PDP1",7.566054038,7.261977357,7.35832153,7.701393108,7.975346448,7.215654331,6.974701379,7.412887353
"PDP2",8.019104188,8.161761743,7.946650455,7.807837886,8.037546954,7.982957935,8.041043069,8.028113265
"PDPK1",12.09071617,11.44666333,11.20602228,11.65855738,11.46768833,11.76415628,11.49697233,11.29247981
"PDPN",7.563100916,7.983741814,7.823844875,7.677191085,7.555356039,7.735048241,7.388340241,7.735725245
"PDPR",9.920845952,10.11566144,9.556218637,9.621136113,10.3083817,10.65611198,9.909949321,10.27481491
"PDRG1",11.098945,11.61355352,11.67225406,11.41156395,11.08813398,11.28830376,11.60871108,11.66581333
"PDS5A",11.31847926,10.59780815,11.1608011,11.59324521,11.21237479,11.19561059,10.95807234,11.1313747
"PDS5B",10.19727814,8.343907438,9.874616403,9.87609482,9.952704852,9.832484595,9.494205575,10.18380594
"PDSS1",10.91402067,10.78651469,10.75709827,10.88672541,10.86851392,10.88526262,10.77613484,10.75089537
"PDSS2",11.16740246,10.63306901,10.9907156,11.25632665,11.25558187,10.66256825,11.05046939,11.35089085
"PDX1",7.355130821,7.329347878,7.340740281,7.212009933,7.227796419,7.21783656,7.239837169,7.14197938
"PDXDC1",11.25051309,12.05648954,11.85595856,12.16150196,11.02210769,11.55914403,12.09071617,11.6490035
"PDXDC2P-NPIPB14P",7.962028393,8.21789713,7.688119149,8.233979107,8.688600011,7.807998839,7.620815479,7.534983697
"PDXK",11.10178695,11.53775227,11.45358252,11.24938756,11.30470069,11.63293841,12.30884383,11.61124962
"PDXP",11.11666073,11.64787436,11.36606945,11.25758673,11.51539185,11.77995527,11.5245509,11.38626669
"PDYN",7.707790496,7.564435333,7.4799318,7.493054842,7.465668431,7.691394579,7.445325292,7.504818988
"PDZD11",7.380461065,7.562957869,7.410981267,7.493955494,7.338847783,7.510071825,7.584445818,7.537606691
"PDZD2",9.229044094,9.38100211,9.033457417,9.161352365,8.559759464,9.215381321,8.689037019,8.699962787
"PDZD3",7.309248961,7.233499847,7.464749939,7.243412032,7.459943848,7.452858965,7.320913343,7.322153498
"PDZD4",7.636080789,7.392532094,7.475632115,7.352264173,7.622966945,7.773221644,7.919794429,7.773097986
"PDZD7",7.498550068,7.33125287,7.301953395,7.285864547,7.387371158,7.749618065,7.865269307,7.265966595
"PDZD8",9.612039124,9.921840937,9.573860168,9.72466306,9.322857657,9.568478696,9.495192974,9.258595476
"PDZD9",7.236731772,7.106170317,7.070657661,7.373789568,7.114262901,7.190565479,7.176796478,7.31101032
"PDZK1",7.622966945,7.510863047,7.567480801,7.6283544,11.41098127,11.53862546,10.42035502,11.49329257
"PDZK1IP1",7.166163083,7.111918114,7.280654793,7.175799022,7.311294209,7.257034198,7.263386583,7.134041208
"PDZRN3",7.884513977,7.733947432,7.454402119,7.903053338,7.789655902,7.526156864,7.355461222,7.357552005
"PDZRN4",7.166163083,7.209697044,7.160123534,7.249231993,7.232181058,7.350165707,7.259860934,7.389953933
"PEA15",12.14129292,12.48627882,12.18695376,12.10386149,12.09833234,12.31359165,12.16793946,12.23267574
"PEAK1",7.169298696,7.273562512,7.06608919,7.35502067,7.249231993,7.188836073,7.184503466,7.164781251
"PEAK3",7.016529748,7.31152128,7.262094845,7.131471162,7.282161767,7.243769032,7.175674292,7.318316841
"PEAR1",7.33237228,7.483412734,7.33817925,7.480184324,7.311975314,7.239598529,7.452035274,7.388770735
"PEBP1",11.42245903,8.195895051,10.87393428,10.85569583,12.00190513,10.53469196,10.67490946,11.7687426
"PEBP4",7.382948191,7.484973901,7.469234794,7.483110377,7.567195561,7.405460608,7.300238147,7.263386583
"PECAM1",7.781933399,7.501240084,8.069651153,7.734286232,7.728005517,7.761301897,7.588714636,7.753216749
"PECR",10.75051858,11.62410432,11.16740246,11.2243409,10.53522069,10.85540384,10.90800788,10.93620543
"PEF1",10.74697611,10.44952269,10.83784472,10.68991064,10.48600536,10.78709653,10.89469463,11.07263508
"PEG10",11.01121852,9.181121191,9.189901756,10.29289676,11.255154,9.420618192,8.928259274,9.810852756
"PEG3",9.018461009,9.228803662,8.505910773,8.468318571,8.232840603,8.863373239,8.482303782,8.514812663
"PELI1",8.430792277,8.478567406,8.439934746,8.080817528,8.110679049,8.668131538,8.585220773,8.441854845
"PELI2",7.563100916,7.425950179,7.558994616,7.465668431,7.317299545,7.601956451,7.116733826,7.260919534
"PELI3",8.904634622,8.743803574,8.783571243,8.155134455,8.609109465,9.031425524,8.751418529,9.010528106
"PELO",11.56437281,12.11662419,11.80296058,11.74220942,11.62970951,11.70530299,11.74478129,11.6291346
"PELP1",9.822750061,8.507546903,9.472513156,9.046441948,9.783591704,9.547725988,9.32180129,9.846215137
"PEMT",10.57889155,10.92188741,11.16493049,10.63596746,10.58254189,10.824203,11.1608011,11.00493145
"PENK",7.055418021,7.15936681,7.041932882,7.224845814,7.228337712,7.117188535,7.034798963,7.151397147
"PEPD",11.10395982,11.34180372,11.22043879,11.18948484,10.92265873,11.23248089,11.23463035,11.14419618
"PER1",7.133270675,7.14758654,7.315149562,7.275309751,7.332931659,7.414156679,7.41267569,7.13583752
"PER2",11.26699145,8.986588701,10.89146096,10.76941431,11.13495969,11.0483847,10.69310576,10.89005523
"PER3",8.87471245,9.818811824,8.984097983,9.146727764,9.089086285,9.055570539,8.746976111,8.923661748
"PERM1",7.488342278,7.883177848,7.87839583,7.666934078,7.60936345,7.355461222,7.722466024,7.647458426
"PERP",9.151793507,7.743656333,8.200408226,8.841446411,9.986650914,7.972118218,7.773304077,8.094143681
"PES1",8.79008372,9.03806162,9.122730949,8.917316131,8.922807368,8.957990752,9.028683101,9.341073993
"PEX1",10.02522609,10.5681699,10.09387968,10.16229691,10.25426097,9.914366444,9.904437056,9.920845952
"PEX10",11.69388983,12.32719473,12.20526634,11.92172474,11.96036401,11.91441083,12.14066604,12.1445985
"PEX11A",10.09363214,9.830901379,9.927777962,9.823964258,10.00947875,9.956103856,9.301653374,9.966253084
"PEX11B",12.71746223,13.69014533,13.24352174,13.20075304,12.69405856,13.12361625,13.26852738,13.01997289
"PEX11G",7.992973731,7.784553058,8.133559673,8.163209379,8.170175448,8.150191543,7.792383615,8.250239193
"PEX12",7.506902589,7.313336562,7.406523915,7.48058827,7.610102063,7.268191079,7.392961339,7.238643576
"PEX13",10.26146323,10.67134203,10.1146208,9.733227218,9.912318655,10.29449152,10.10849179,10.00010566
"PEX14",8.562480945,8.762174382,8.727835387,8.400986141,8.277636116,8.939579214,8.61856904,8.659103963
"PEX16",11.2207713,11.22193446,11.49898006,11.18487534,11.19447986,11.24938756,11.20564818,11.3846691
"PEX19",11.17530004,11.82978714,11.33254012,11.48229748,11.03348323,11.5027448,11.31998958,11.20817338
"PEX2",11.53440016,12.57154528,11.87808924,12.0195082,11.54070926,11.78985455,11.71444409,11.745459
"PEX26",8.135260378,8.636080789,7.919235786,8.260919534,8.182766774,8.253877024,8.361121335,8.099084761
"PEX3",6.981995318,7.013601833,7.092228584,7.124379836,7.328450541,7.451623252,7.104467713,7.081616583
"PEX5",12.96029047,12.64328689,12.92546635,12.89352196,12.9711416,12.82745932,12.64959301,12.89786672
"PEX5L",7.328450541,7.477657092,7.325530332,7.303095762,7.391243589,7.433533282,7.28343567,7.231941148
"PEX6",9.660040474,9.337064339,9.796546654,9.188465216,9.902186662,9.437999088,9.045930263,9.704260311
"PEX7",10.24836494,11.00552806,10.48633854,10.38664392,10.46140271,10.64052739,10.46811489,10.35812232
"PF4",7.307997658,7.128252152,7.007167464,7.002674395,7.069584028,7.184875343,7.101581797,7.052160452
"PF4V1",7.611393726,7.689211785,7.720073211,7.850030524,7.759472121,7.682555741,7.779144789,7.972692654
"PFAS",9.831247856,9.384325079,9.087263927,9.444290212,9.92018535,9.412860897,9.292609223,9.384972572
"PFDN1",11.46530812,12.03481615,11.8957788,11.93806337,11.3196439,11.745459,12.05648954,11.80495279
"PFDN2",7.289788366,7.086932341,7.497352893,7.401092837,7.479477145,7.279494511,7.455635456,7.554013194
"PFDN4",7.973733236,7.33125287,7.297833368,7.782424947,8.297833368,7.496554225,7.4268937,7.768184325
"PFDN5",13.60435776,12.78271928,13.36141781,13.69852291,14.2244841,13.12242562,13.15411003,13.74880738
"PFDN6",9.940643947,10.07574654,10.29634268,10.09174941,10.43673756,10.15245915,10.27706941,10.42236705
"PFKFB1",7.401892808,7.640199738,7.883674269,7.502583214,7.439830884,7.629720891,7.398048894,7.617697029
"PFKFB2",8.163146469,8.790877904,8.145900312,8.373463339,8.206831225,8.545085135,8.860252849,8.364900678
"PFKFB3",11.46768833,11.95988424,11.78251709,11.74084536,11.94716205,12.35298826,12.86014371,12.24387314
"PFKFB4",12.03300135,12.24861696,12.0447527,12.0041195,12.24747883,12.50100989,12.43546191,12.44328353
"PFKL",10.65792131,10.89873836,11.27940745,10.83195045,10.68353747,11.12319994,11.04961886,11.20135818
"PFKM",10.23349236,10.81452239,10.82296909,10.51739873,10.74096128,10.71744081,10.50747257,10.76589728
"PFKP",12.97633365,12.93242701,13.20607571,13.0667304,13.03245044,13.33156604,13.40122786,13.29985909
"PFN1",15.02599708,15.04802649,14.93090535,14.98634982,14.88984734,15.1238289,14.79909313,14.85601329
"PFN1P2",7.493955494,7.271696455,7.199672345,7.373789568,7.621044511,7.366540788,7.351657036,7.389953933
"PFN2",12.65419687,10.88282452,11.90124403,12.1813697,12.70127668,12.04505998,11.9618973,12.18695376
"PFN3",7.35380846,7.206159679,7.278565613,7.152538369,7.303666606,7.524345816,7.431602068,7.443875971
"PFN4",8.433089853,7.727707777,8.295367173,8.360545348,8.482933973,8.519218518,8.13359178,8.469311119
"PGA3",7.341852356,7.269594252,7.396497752,7.323167379,7.285864547,7.462195501,7.372320955,7.506009985
"PGA4",7.011786331,7.090906345,7.065146824,7.021118786,7.298291731,6.911841356,7.024308597,7.191429405
"PGA5",7.006326079,7.131856961,7.125155131,7.098295324,7.14197938,6.965856418,7.038781844,7.280190792
"PGAM1",13.39293787,13.49379917,13.26125937,13.37531609,13.41353207,13.29715093,13.56398719,13.38979265
"PGAM2",7.113090983,6.952450058,7.253965637,7.456662431,7.082681303,7.383812275,7.456970381,7.129798173
"PGAM4",13.076064,12.69774407,12.33530311,12.74020502,13.1197274,12.18753379,12.8099364,12.57154528
"PGAM5",10.9390144,11.8090848,11.41272199,11.56942843,10.96336574,11.40888033,11.45714357,11.32166391
"PGAP1",7.795633845,7.592083234,7.558037985,7.895878179,7.859806528,7.892694591,7.610471228,7.518358096
"PGAP2",11.0980074,11.31564491,11.15281957,11.04750738,11.45175202,11.01717379,10.79240395,11.29341417
"PGAP3",10.74435034,10.69003618,10.83122806,10.39584203,10.65847928,10.89198301,10.69621774,10.75584731
"PGBD1",8.594907723,9.259287201,8.812498225,8.607260952,8.500592946,8.896502702,8.476138625,8.673927367
"PGBD2",8.773056765,7.893680738,8.490825812,8.711623959,9.038438925,8.820896939,8.500592946,8.441854845
"PGBD3",7.826151215,7.893680738,7.678071905,7.565102078,7.795065583,8.049235955,7.737838837,8.045077052
"PGBD4",7.819061399,7.612822433,7.752715146,7.721782768,7.685099172,7.928592396,7.523953939,7.660530785
"PGBD5",8.150413704,8.543466884,8.424297532,7.977065221,8.490249211,9.096583396,8.913917863,8.896143161
"PGC",6.970249721,7.222794903,6.990671284,7.07561285,7.206403914,7.167292689,7.14822234,7.035898787
"PGD",13.37699696,14.13526238,13.93573367,13.74723711,13.43770982,13.89903823,13.85008548,13.85163925
"PGF",7.348728154,7.14363831,7.356562011,7.24198315,7.229900306,7.163146469,7.267137804,6.97003397
"PGGHG",7.635536752,7.524541715,7.875442199,7.564340058,7.600935009,7.90786709,7.939138405,8.06390061
"PGGT1B",9.529162098,10.66411391,9.833473223,9.870750003,9.551756319,9.732951747,9.81434213,9.498849207
"PGK1",13.86593862,13.78607049,13.80071035,13.77018381,14.08812155,13.68886906,14.07895551,14.01770882
"PGK2",7.224966365,7.113872367,7.169173402,7.103156648,7.143255649,7.139167606,7.274611109,7.171802289
"PGLS",11.9442957,11.89044479,12.13221855,11.85668327,11.70164219,11.98167876,11.8223368,11.8848049
"PGLYRP1",7.335055325,7.392532094,7.19451064,7.2848241,7.236731772,7.275193334,7.30833903,7.144658243
"PGLYRP3",7.095792589,7.34251919,7.186361891,7.235116714,7.31639468,7.131342539,7.286326727,7.244601688
"PGLYRP4",7.578608561,7.318881696,7.391243589,7.524737587,7.599819882,7.433115941,7.4325419,7.45907295
"PGM1",12.83919148,13.35834901,12.99279232,12.94815503,12.61351611,12.96456198,12.78581769,12.77788969
"PGM2",10.50629518,10.5462313,10.59207155,10.41168311,10.54514548,10.80785801,10.87767716,10.45514739
"PGM2L1",7.453887918,7.258330473,7.399171094,7.330804863,7.345294351,7.620952902,7.466280434,7.332819801
"PGM3",10.70325473,10.73761705,10.81244809,10.86615844,10.76413036,10.87791676,10.79835535,10.55051834
"PGM5",9.598005961,10.19028768,9.814402218,9.773118597,8.333323096,8.643224873,8.256061226,8.602884409
"PGM5P2",7.476138625,7.35887094,7.560428374,7.411616909,7.248639194,7.236014192,7.56700537,7.324968075
"PGP",8.957537397,9.348479201,9.819660201,9.079118063,9.184162495,9.711505661,9.542282236,9.778877948
"PGPEP1",7.371994393,7.566006455,7.371994393,7.553005239,7.699051844,7.4629112,7.14822234,7.226653023
"PGPEP1L",7.433272458,7.629811944,7.273329387,7.279378431,7.613283005,7.396818815,7.481799432,7.464647848
"PGR",7.581388911,7.51234542,7.424586226,7.52620578,9.590306343,9.280915728,8.126510896,8.941817914
"PGRMC1",14.0861103,14.44811066,14.17622283,14.27409055,14.12009306,14.44236849,14.13259712,14.20927534
"PGRMC2",12.99961911,11.78478307,12.02281858,12.79315113,13.24352174,12.1138032,11.83537443,12.31474608
"PGS1",10.29533847,10.74563231,10.7361905,10.49255424,10.48967238,10.54677391,10.75331078,10.62699802
"PHACTR1",7.484722214,7.397246787,7.227495614,7.332931659,7.215047571,7.477151114,7.216260837,7.361121335
"PHACTR2",9.566993482,10.25173388,9.440012638,9.302553251,9.223805643,9.543297708,9.297145552,9.057534887
"PHACTR3",7.257328908,7.408542042,7.230260665,7.267723052,7.29099798,7.429720564,9.790938977,7.632904344
"PHACTR4",12.48190032,11.94079533,12.18821406,12.09504669,12.13221855,12.43748226,12.01914764,11.94778303
"PHAX",10.54324937,10.2686151,9.997073604,9.911785192,10.80468564,10.0161815,9.561335684,10.04016983
"PHB",12.84071278,13.3700488,13.35438025,13.0866069,13.03036755,13.1892802,13.4741654,13.19969151
"PHB2",13.3735619,13.46917437,13.28844076,13.49379917,13.5978547,13.29393858,13.33673667,13.56398719
"PHC1",8.528429691,8.969998008,8.693574074,8.445764976,8.246384334,8.654680776,8.67030217,8.56221857
"PHC2",8.393551344,8.850069604,8.632563596,8.391538973,8.064641732,8.528576202,8.617375629,8.502160511
"PHC3",8.919664098,9.309561617,8.701328124,8.687856793,8.23935985,8.706841326,8.538285949,8.267313403
"PHETA1",7.89056829,8.30035256,8.33792847,8.015693807,7.71570465,8.257977059,8.318034331,8.213833283
"PHETA2",8.024724139,8.126510896,8.021222913,8.099808032,8.176889954,8.075679696,7.854478834,7.978031132
"PHEX",9.081017333,10.10377136,9.648717087,9.648312638,8.481395824,9.10292709,9.215684663,9.004571615
"PHF1",8.826071747,9.044052532,9.208965886,8.847605497,8.538285949,9.002217284,8.994883742,8.862656728
"PHF10",10.03897042,10.65018788,10.15706266,10.36725092,10.16390121,10.29703088,10.19421821,10.00206781
"PHF11",11.07238386,11.72003579,11.25072773,11.09259199,10.80170836,11.16120276,11.21723829,11.08340869
"PHF12",9.132788882,8.783448469,8.870017876,8.715747543,8.977745003,8.968810768,8.566339504,8.75162774
"PHF13",11.75501795,12.10951238,11.70251362,11.75840541,11.70828101,11.96659107,11.74811945,11.77007022
"PHF14",10.58773064,10.69310576,10.37213047,10.4881414,10.51631561,10.48018432,10.46277064,10.31972856
"PHF19",10.24263079,10.37291946,10.85077286,10.31088255,10.07235037,10.56725499,11.00493145,10.91100804
"PHF2",9.702670528,10.25555974,9.928555386,9.575220136,9.424848625,9.999313007,9.915487289,9.773953069
"PHF20",10.78249662,11.3196439,11.17530004,11.07802568,10.54474714,10.79566428,10.51190087,10.74006532
"PHF20L1",10.51967311,11.24786819,10.78378607,10.94495908,10.51244419,10.7186506,10.7822304,10.59568873
"PHF21A",11.83448093,12.13353961,11.64207426,11.85525783,11.53136318,11.8090848,11.67966977,11.51322794
"PHF21B",7.664625055,7.924107311,7.849874194,7.669859449,7.645117996,7.9277039,7.749115208,7.826469042
"PHF23",9.993017972,7.862017377,9.077516737,9.316338107,10.59844802,9.02581437,8.339850003,9.65414371
"PHF3",11.63164601,12.16043084,11.45666243,11.62461271,11.15566418,11.61236747,11.45998866,11.29605584
"PHF5A",11.44780323,11.8587144,11.83478211,11.6152158,11.86858627,11.94502311,11.91990148,11.91091906
"PHF6",8.476442447,9.191830338,8.395962489,8.341296425,8.101220651,8.749743752,9.04171048,8.442788025
"PHF7",7.639657253,7.622966945,7.780293693,7.60399717,7.669416592,7.847370601,7.773304077,7.782916328
"PHF8",7.483563888,7.365228849,7.472792362,7.486533381,7.359969132,7.501040996,7.300238147,7.640787201
"PHGDH",13.53754906,14.09385699,13.94414125,13.71116819,13.44926313,13.8535045,13.76629079,13.90041755
"PHGR1",7.745044005,7.440713473,7.642773763,7.559855042,7.690783729,7.56705292,7.558994616,7.910792613
"PHIP",11.03918467,8.380298712,9.655351829,10.6581222,10.94101091,10.16352389,9.458714191,9.977208359
"PHKA1",9.025070333,9.715533064,9.530491687,9.33817925,9.04359126,9.381461838,9.714910893,9.369951706
"PHKA2",10.37552821,11.32328703,10.8583016,10.74068728,10.50629518,10.85172952,10.74006532,10.68302749
"PHKB",12.69595685,13.29100158,12.90270956,13.15092137,12.74784681,12.9129665,12.62036733,12.60728985
"PHKG1",7.477302926,7.760054574,7.651858944,7.663380202,7.667555107,7.681677655,7.959929506,7.817543319
"PHKG2",9.341073993,9.135388652,10.07204884,9.747123013,9.763191614,9.572463389,9.959920452,10.15658875
"PHLDA1",8.209331511,8.257535169,8.140318539,7.802274011,7.706452849,8.135965742,8.027284011,7.707617966
"PHLDA2",9.431288654,9.944465003,10.14594806,9.768907972,9.850899803,10.18240987,10.7361905,10.52907667
"PHLDA3",11.28959387,11.7256911,11.65855738,11.37644423,11.06636673,11.57845525,11.31624617,11.27612441
"PHLDB1",8.817863047,9.733227218,9.771943335,9.275164228,9.34326901,9.554277065,9.864766511,9.757431681
"PHLDB2",7.265732239,7.2935866,7.177108042,7.062046138,7.304237225,7.14363831,7.260919534,7.188959671
"PHLDB3",9.242400053,9.385808487,9.3521676,9.010895202,8.854050209,9.145709294,9.265322024,9.195433728
"PHLPP1",9.093830176,9.334329159,9.273649924,9.192184917,8.659549997,9.1212421,9.042685372,8.790429957
"PHLPP2",9.084841599,8.093417564,9.001900738,8.851085311,8.827739649,9.157267977,8.860252849,8.775466251
"PHOSPHO1",7.093021347,7.226532613,7.258094873,7.389523792,7.249231993,7.091699834,7.235296255,7.381326639
"PHOSPHO2",9.638107786,10.13970322,9.697543186,9.600702762,9.292911131,9.666135219,9.429511357,9.368642867
"PHOX2A",6.987264012,7.110157019,7.446566409,7.120626692,6.995767151,7.050800958,7.055553593,7.148476582
"PHOX2B",7.366212915,7.440713473,7.519046475,7.363806235,7.611117038,7.435566091,7.330468767,7.371994393
"PHPT1",12.88757049,12.30442976,12.88059514,12.81493539,13.1336279,12.89906656,12.77046517,13.17804038
"PHRF1",7.40599236,7.289903611,7.226412193,7.585432052,7.273504234,7.528551785,7.069584028,7.174176684
"PHTF1",8.567385727,9.060763472,8.541387062,8.517767795,8.426369598,8.600075508,8.247126453,8.590820931
"PHTF2",8.001478568,8.418458783,8.163146469,8.26227106,8.196479182,8.323617763,8.222885446,7.987974524
"PHYH",11.4825874,11.27233089,10.58973306,11.33395895,11.83463153,10.66006276,10.39093471,10.79906909
"PHYHD1",7.413310586,7.098953218,7.201756367,7.243412032,7.004501392,7.049984646,7.089318057,7.040015679
"PHYHIP",7.837706767,8.064136463,8.258330473,8.027145756,8.207868455,8.088158827,8.005378933,8.083047119
"PHYHIPL",7.197585307,7.088920712,7.186361891,7.301496195,7.346624535,7.263386583,7.22893891,7.391243589
"PHYKPL",8.739675146,9.406988866,9.326598016,8.995608177,8.677411341,8.903542968,9.095462958,9.192708916
"PI15",8.080351207,8.549158947,8.347538325,8.348562191,8.34399069,8.250890536,8.346347514,8.341657805
"PI16",7.122957379,7.467503661,7.423536153,7.490098755,7.47370575,7.358761074,7.206159679,7.388770735
"PI3",7.111918114,7.186733289,7.208600169,7.196847985,7.216382108,7.198445041,7.431602068,7.190565479
"PI4K2A",8.096352788,8.797924915,8.584210901,8.156146296,8.169455298,8.619623926,8.372212109,8.472995387
"PI4K2B",11.65535183,11.5905812,11.53340578,11.51701112,11.52107896,11.63516828,11.57845525,11.52803282
"PI4KA",12.77410755,12.16150196,12.51690035,12.63623376,12.89145503,12.49378666,12.4487616,12.63676621
"PI4KAP1",11.17317742,11.34428204,11.52363546,11.26072111,11.06828285,11.23511671,11.29247981,11.50499894
"PI4KAP2",10.28320413,10.41748336,10.01946911,10.17066056,10.01518852,9.814522386,9.923531766,10.26136039
"PI4KB",11.29705238,11.56063734,11.65192619,11.31847926,11.22486842,11.36176562,11.36923608,11.31018673
"PIANP",7.146314097,7.286326727,7.328338334,7.215047571,7.161509832,7.381542951,7.14822234,7.108263075
"PIAS1",10.70712183,11.09981625,11.02726673,10.7985933,10.67783524,10.81214722,10.96171195,10.95315973
"PIAS2",10.85546711,11.78126237,10.803223,10.89861083,10.71442262,11.11666073,11.07481046,10.71086023
"PIAS3",10.23093609,10.46839494,10.46882766,10.15245915,10.15114342,10.54256035,10.40087944,10.35102893
"PIAS4",10.9192451,11.73603455,11.2802778,11.20194776,10.63306901,10.90436179,11.56566143,11.42462559
"PIBF1",8.400879436,7.348728154,7.714760674,7.974271174,8.620380218,8.152031271,7.693661186,8.129733789
"PICALM",10.79652638,7.575444703,10.30802611,10.68921179,10.96090695,10.5266704,10.53239245,10.55068667
"PICK1",10.38304273,11.11211366,10.84952239,10.62228066,10.49244158,10.59844802,10.89198301,10.8253464
"PID1",7.765451869,7.874827698,7.834866038,7.697184783,7.806469067,7.977101007,8.055858585,7.837509675
"PIDD1",7.814542413,8.006606595,8.505910773,7.915692683,8.204051436,8.414949441,8.376885074,8.529137691
"PIEZO1",11.44570679,11.61575032,11.90698452,11.50741063,11.52243441,11.47381988,12.06200396,11.94206543
"PIEZO2",7.474821327,7.687725597,7.267606021,7.345737882,7.513924942,7.452858965,7.185742682,7.347566007
"PIF1",8.323082916,7.96459357,8.705632387,8.435878577,8.628718925,8.560332834,8.741150941,8.743088264
"PIFO",7.802556754,8.018130616,7.722551409,7.690871009,7.454299294,7.526988205,7.464954099,7.846587336
"PIGA",10.49666656,8.920464515,10.44704447,10.32989442,10.4144342,10.46960366,10.58188904,10.32795957
"PIGB",10.20365389,11.15253441,10.72432199,10.78410314,10.03263123,10.64103567,10.8358333,10.5635538
"PIGC",11.62376149,12.25089054,11.99467606,12.11113975,11.74725416,11.85525783,12.04245454,11.78478307
"PIGF",11.64993537,11.39884388,11.57656701,11.56821147,11.25138625,11.544723,11.44436787,11.36390887
"PIGG",10.03104638,10.54695473,10.74640935,10.45355359,9.927870535,10.47058262,10.37263384,10.49486808
"PIGH",9.528527367,7.761842069,9.013322673,9.266142337,10.14060613,9.080001368,8.689845135,9.315432638
"PIGK",9.55966388,10.38834024,9.813761154,9.820278703,9.615583661,9.576437107,9.860291653,9.782977739
"PIGL",8.161824714,8.584328365,8.436633472,8.022437172,8.233439928,8.107347867,8.315800553,8.467503661
"PIGM",9.92616625,9.256474082,9.869940789,9.598541072,10.67727919,9.647256039,9.411524229,10.1237496
"PIGN",11.71522738,12.27132441,12.00061185,12.03387033,11.6252408,12.02281858,11.7427831,11.72864332
"PIGO",10.6118778,10.88788697,10.76816364,10.46140271,10.07976809,10.7198273,10.68149099,10.46960366
"PIGP",11.89097196,11.02592681,11.45966214,11.49843788,11.38065045,11.61163002,11.46710877,11.31234411
"PIGQ",11.39584203,12.07885547,12.23872194,11.86858627,11.92539217,11.74419264,11.84927314,12.24231073
"PIGR",7.478314598,7.175300036,7.097505456,7.309931032,7.255972742,7.226532613,7.325530332,7.418485137
"PIGS",11.12523587,11.3556608,11.40888033,11.29705238,10.7688563,11.26258672,11.35738705,11.28687537
"PIGT",12.1813697,12.0588796,12.2821509,12.11502332,12.34682188,12.53585249,12.13821979,12.3839911
"PIGU",10.83826833,10.33990566,10.50966368,10.67654114,11.16726132,10.13979114,10.25092754,10.96055406
"PIGV",10.28101719,9.539134572,9.644261891,9.871250718,9.994706995,9.915972718,9.543515216,9.761883612
"PIGW",9.484369779,8.932620776,9.415292837,9.559400992,9.652195166,9.574475269,9.501464026,9.392988163
"PIGX",8.900942261,8.959675985,8.929369381,8.4920785,8.903768895,8.895916036,8.751418529,9.044547807
"PIGY",11.81804786,11.44756757,11.65908166,11.72364495,12.02165236,11.82151989,11.65667065,11.78435368
"PIGZ",8.247126453,8.82376528,8.577900837,8.600470477,8.288923735,8.586300318,8.368615587,8.536441505
"PIH1D1",10.85980653,11.27834782,11.48092901,11.15922488,11.16190342,11.22521497,11.47496705,11.51436271
"PIH1D2",7.470048726,7.069584028,6.997814579,7.135196237,7.2586838,7.394355507,7.286326727,6.99498978
"PIH1D3",7.140446364,7.067837667,7.190565479,7.2848241,7.130313146,7.425006041,7.234098898,7.297489501
