"","VC_rep2","VC_rep1","VC_rep4","VC_rep3","E2s_rep4","E2s_rep1","E2s_rep2","E2s_rep3"
"PIK3AP1",7.592129964,7.61599739,7.267606021,7.17255252,7.320574934,7.325530332,6.945736443,7.192909219
"PIK3C2A",9.414605965,9.107249775,8.973338621,9.012746737,8.794598629,9.183960975,8.886992082,9.135645165
"PIK3C2B",9.181447352,9.138335805,9.343851933,9.023719706,8.977745003,9.026972918,9.127945972,9.190195067
"PIK3C2G",7.800010071,8.033767115,7.837509675,7.753759956,7.48954695,7.964304764,7.355461222,7.852763567
"PIK3C3",8.368451896,7.530211233,7.55516428,8.358184145,9.1212421,7.526156864,7.55688919,7.596469321
"PIK3CA",7.828057126,7.367087077,7.311294209,7.601817206,7.985699652,7.33136485,7.211036537,7.332819801
"PIK3CB",9.646761195,8.873405661,9.250002268,9.069818953,9.422064766,9.576130007,9.340100449,9.29344291
"PIK3CD",7.542161299,7.871558764,7.679040186,7.764747215,7.468522226,7.542548262,7.525178202,7.489346241
"PIK3CD-AS1",7.80138503,7.436086864,7.949097156,7.619669773,7.8761332,7.685099172,7.736909238,7.942734412
"PIK3CG",7.084144011,7.243054944,7.162265434,7.224001674,7.072132604,7.14095755,7.181897643,7.11048331
"PIK3IP1",10.89469463,11.19230823,11.17508947,10.77441646,10.27481491,10.79119342,10.59257383,10.7097408
"PIK3R1",11.2432707,10.793268,10.60862446,10.88586793,10.93924862,11.0086212,10.44168629,10.72393286
"PIK3R2",13.80198364,14.46748456,14.13526238,14.02129016,13.6737949,14.05536294,13.96376084,13.92224873
"PIK3R3",8.076815597,8.30771312,8.280596801,7.990919416,7.913712216,8.108785791,8.037546954,8.320603138
"PIK3R4",9.000105662,9.477214371,8.920017825,8.968324797,8.714932352,9.157789025,8.758368976,8.888857382
"PIK3R5",7.565197303,7.619944826,7.504024443,7.590306343,7.526988205,7.501439145,7.498749501,7.547810319
"PIK3R6",7.217957698,7.284708449,7.436919708,7.503130056,7.490349506,7.244958393,7.179287105,7.152665116
"PIKFYVE",7.489446599,7.392532094,7.436919708,7.473959366,7.327328083,7.596935142,7.640787201,7.341852356
"PILRA",7.743992861,7.357112092,7.278565613,7.414685236,7.720800021,7.51560129,7.476442447,7.470048726
"PILRB",10.15375784,10.03263123,10.89625671,9.958126731,10.30219622,10.43797309,10.77035418,11.04415502
"PIM1",8.191737825,8.562480945,8.525814408,8.242548918,8.278449458,8.739970426,8.804594901,8.742772574
"PIM2",10.16777877,10.14089366,10.39887727,10.26146323,9.981121276,10.30563429,10.58098868,10.42142056
"PIM3",9.638752657,10.01532793,10.11572646,9.846215137,9.685022496,9.768907972,10.09174941,10.28078527
"PIMREG",10.57137344,11.26850545,11.17854815,10.90677318,10.77341741,11.06237506,11.31898052,11.08691576
"PIN1",13.19761794,13.16666916,13.25033358,13.14770379,13.24709863,13.24646227,13.05799384,13.40230928
"PIN4",9.590306343,9.256474082,8.632563596,9.594277944,10.25603173,8.634856417,8.433011587,9.023806323
"PINK1",8.259213629,8.287798939,8.82694565,8.508587112,8.485024233,8.519587114,8.306375037,8.445997696
"PINX1",9.066829189,9.603858122,9.256474082,8.982886652,8.802516365,9.414420982,9.397701369,9.243605418
"PIP",13.0866069,12.76285954,13.30315286,13.150257,13.09075132,13.15184701,11.7133704,12.86197135
"PIP4K2A",12.02165236,11.73508527,11.85004029,11.69474419,11.86446668,12.03961309,11.57303765,11.91280515
"PIP4K2B",8.773695568,9.030184318,8.697228231,8.602211699,8.272396509,8.676970796,8.680974802,8.487990725
"PIP4K2C",10.87403038,11.38087363,10.99866094,11.12716411,11.11716418,10.99442416,10.81229766,10.94732645
"PIP4P1",10.45542997,11.42631718,11.29673701,10.95654859,10.71558669,11.14457859,11.36251235,11.25138625
"PIP4P2",7.755805592,7.362491806,7.851358649,7.741045577,7.742309436,7.862249901,7.767067127,7.737965554
"PIP5K1A",8.930127463,9.583952449,8.838711518,9.254999054,9.080001368,8.817743157,8.813420472,8.885639183
"PIP5K1B",7.565197303,7.408542042,7.465770449,7.494655613,7.326092369,7.541387062,7.546219244,7.296342685
"PIP5K1C",9.892353076,9.624612709,9.948567998,9.671397321,9.448400273,9.844803824,9.718800413,9.723447638
"PIP5KL1",7.299894853,7.231941148,7.170175448,7.145804806,7.181649224,7.288173968,7.60631267,7.210671344
"PIPOX",6.943686952,7.151777655,6.990671284,7.078417702,7.424376273,7.352429712,7.06817367,7.285055375
"PIPSL",12.90751506,10.24687418,12.56312178,12.99361068,12.79802367,12.59612859,12.74963901,12.74020502
"PIR",10.9293139,11.15294234,10.81007954,10.90161644,10.9281112,10.79344074,11.01762619,10.74742726
"PIR-FIGF",7.322040801,7.508983185,7.19451064,7.644352031,7.447083226,7.360517915,7.530308788,7.841839495
"PISD",9.386805559,9.922602984,9.680359524,9.532088013,9.68892778,9.668463989,10.10515554,9.705589192
"PITHD1",11.25262848,12.29022769,11.57510193,11.52829538,11.46150503,11.62892962,11.54776213,11.59462786
"PITPNA",9.453476425,9.441777053,9.842880649,9.132644313,9.481824653,9.726601351,9.622623841,9.759908983
"PITPNB",10.71539363,11.63337558,11.41156395,11.2914873,10.85273431,10.93936801,11.36312521,11.25228106
"PITPNC1",10.98966059,10.99730299,10.74464466,10.81650371,10.60713378,11.34113656,11.10153256,10.65659245
"PITPNM1",11.4359632,11.4880849,11.61434751,11.22683362,11.22830765,11.52635252,11.32553736,11.3395856
"PITPNM2",7.777296417,8.303951944,7.954959631,7.955213982,7.913712216,7.690085299,7.888134388,7.835892502
"PITPNM3",7.322040801,7.171301918,6.98456087,6.996897126,7.164655564,6.935607074,7.045350134,7.268425036
"PITRM1",10.58828129,10.85077286,11.02900246,10.82219238,10.29187576,10.61870668,10.91054905,10.7572702
"PITX1",13.94414125,14.35966979,14.09615613,13.88149877,14.20618353,14.63476994,14.30586759,14.42256662
"PITX2",7.536830005,7.544191698,7.529723358,7.630130586,7.603255425,7.494455614,7.483160774,7.471167134
"PITX3",7.072266615,7.057044051,7.244601688,7.32395546,7.265615046,7.188836073,7.403491422,7.352815894
"PIWIL1",7.379053399,7.436086864,7.25219234,7.333826215,7.371994393,7.259390196,7.368397328,7.328899279
"PIWIL2",7.341852356,7.288058585,7.207502459,7.241148981,7.243293013,7.358211623,7.257034198,7.433272458
"PIWIL3",7.209697044,7.213833283,7.200653436,7.180903709,7.347289167,7.265732239,7.286326727,7.113090983
"PIWIL4",7.246265559,7.35887094,7.353367404,7.307997658,7.436399237,7.179287105,7.341852356,7.298749947
"PJA1",9.327426333,10.24604283,9.850704505,9.755680433,9.412569847,9.777378617,9.794923482,9.566934042
"PJA2",12.77046517,10.30802611,11.87358349,12.0438689,12.44975158,12.10702495,11.81563847,12.03792439
"PJVK",7.824242783,7.288058585,7.517472554,7.614387778,7.996402871,7.583646945,7.372320955,7.562337837
"PKD1",8.329908431,8.579033028,8.668619107,8.164467014,8.27076252,8.453167728,8.731319031,8.823964258
"PKD1L1",7.430138888,7.567480801,7.39210272,7.636171442,7.508042334,7.465311309,7.607792642,7.433272458
"PKD1L2",7.24198315,7.347289167,7.243650042,7.231521211,7.246384334,7.237807474,7.238822678,7.153931972
"PKD1L3",7.208356305,7.448942236,7.39285404,7.558898981,7.257505705,7.305491792,7.441906705,7.669062209
"PKD2",8.775466251,8.269827981,8.485728699,8.567575869,9.066963694,8.757306662,8.248905984,8.703903573
"PKD2L1",7.139167606,7.378728358,7.059750035,7.419380877,7.306517445,7.10525378,7.225207437,7.209697044
"PKD2L2",7.01471793,7.045077052,7.091038624,7.183263185,7.192416116,7.275193334,7.224001674,7.170551035
"PKDCC",7.326766526,7.389308673,7.405566974,7.588714636,7.747060057,7.995696498,7.472284675,8.267606021
"PKDREJ",7.274261661,7.31152128,7.408223578,7.222915625,7.24697806,7.386509204,7.14942959,7.234338449
"PKHD1",8.159871337,8.434211203,8.752506093,8.498749501,8.369488295,8.477657092,8.608370344,8.932694586
"PKHD1L1",8.262535341,8.367906123,8.229179319,8.113286369,8.034145545,7.983421188,7.922658728,8.099939496
"PKIA",7.850733801,7.454350707,7.50253349,7.553005239,7.460967763,7.296342685,7.246859334,7.349060024
"PKIB",10.61580203,11.26172032,11.01858271,10.68007377,11.26463319,11.78115989,11.44882612,11.72311162
"PKIG",7.718447254,7.642006552,7.975203124,7.669859449,7.867047025,7.627169061,7.583129791,7.893832393
"PKLR",7.583270851,7.338847783,7.653158568,7.501439145,7.630540164,7.435045131,7.415952982,7.541387062
"PKM",12.02945547,11.99467606,11.91031481,11.79867936,11.81907637,12.27340953,12.22337202,12.18355785
"PKMYT1",11.18177344,11.48574756,11.3125072,11.27362807,10.95074725,11.35738705,11.58583105,11.36789248
"PKN1",8.646153655,9.338513555,9.008288548,8.696011207,8.667466405,8.915132449,8.699876055,8.918658294
"PKN2",8.531088993,7.482102063,7.823844875,8.006466343,8.861145078,7.714846515,7.617697029,8.156873118
"PKN3",8.751795086,8.967622549,9.169267373,8.602211699,8.921245889,9.122730949,9.24605768,9.119751712
"PKNOX1",8.639612036,9.447470718,9.217200417,8.966577549,8.689342846,8.981210488,9.174051814,9.202077897
"PKNOX2",7.581388911,7.765037408,7.500045141,7.792424288,7.585807582,7.539352709,7.648986658,7.569191056
"PKP1",7.530601415,7.663469156,7.498948906,7.535858559,7.535275377,7.689735957,7.861358355,7.522189175
"PKP2",9.263973355,9.640098038,9.316550244,9.323589618,8.918546495,9.433872283,9.665780028,9.047209135
"PKP3",7.888134388,8.517054193,8.450309146,8.230020436,8.028458647,8.261037108,8.18133864,8.284592788
"PKP4",11.74130897,11.86226443,12.09396631,11.58911273,11.5183581,12.00029936,12.02848023,11.96456198
"PLA1A",7.243412032,7.019312726,7.291746281,7.208234358,7.008008358,7.204937885,7.139807127,7.25219234
"PLA2G10",8.940827443,9.032803391,9.11429544,8.996049728,8.525814408,9.185990398,9.478895989,9.074927504
"PLA2G12A",8.05866825,7.29553937,7.9277039,7.948367232,8.402692336,7.807797646,7.552957224,7.776433032
"PLA2G12B",7.287135186,7.598238642,7.396497752,7.501439145,7.517472554,7.425530639,7.387155718,7.35160183
"PLA2G15",9.819500545,10.10849179,9.833473223,9.651634752,9.575610151,9.809768129,9.587519702,9.546195123
"PLA2G1B",7.157346935,7.155450731,7.150381969,7.017504401,7.017504401,7.109569509,7.040015679,7.190565479
"PLA2G2A",7.743277645,7.387586566,7.889123656,7.697879786,7.708307961,7.939028182,7.724428585,7.603023551
"PLA2G2C",7.191552781,7.259978594,7.347067657,7.277054876,7.339181934,7.294046313,7.215047571,7.285055375
"PLA2G2D",9.020372324,8.059986567,8.128703246,8.95208599,9.271171191,8.609825128,8.071462363,8.443332101
"PLA2G2E",7.294161219,7.367087077,7.440402032,7.187475798,7.306061689,7.220861967,7.327777171,7.115823977
"PLA2G2F",7.236731772,7.307883849,7.239837169,7.180903709,7.359035722,7.272279857,7.458406613,7.054943417
"PLA2G3",7.019451734,7.155450731,7.357552005,6.995767151,7.233380007,7.086799686,7.342852491,7.220499253
"PLA2G4A",7.829247043,7.496654083,7.339181934,7.534691959,8.203500952,7.29530977,7.46311562,7.138399806
"PLA2G4C",8.277984747,8.64714359,8.3834073,8.205823789,8.426107476,8.639385933,8.598959717,8.545495448
"PLA2G4D",7.304693557,7.288058585,7.082681303,7.19451064,7.30103885,6.989110617,7.085339669,7.035898787
"PLA2G4E",7.170926525,7.243054944,7.162265434,7.288058585,7.261154673,7.270528942,7.208417275,7.307257742
"PLA2G4F",9.067501586,9.873463338,9.71604776,9.213043448,8.931125305,9.472424307,9.447470718,9.349101503
"PLA2G5",7.279494511,7.157346935,7.082681303,7.250890536,7.109569509,7.082282125,7.200776026,7.085738002
"PLA2G6",7.483563888,8.020077104,7.554205105,7.750120746,7.581435989,7.717248006,7.561192463,7.4400386
"PLA2G7",7.175300036,7.167292689,7.144275852,7.077616872,7.250061503,7.061776198,6.924070186,7.194387517
"PLA2R1",7.710978583,8.374985112,7.80932601,7.951831087,7.66044165,7.754637013,7.947235119,7.825197314
"PLAA",8.081183816,8.91337564,8.503974769,8.639612036,8.605849867,8.375175221,8.882643049,8.517275693
"PLAAT1",10.02247185,8.937778395,9.735058822,9.775034075,9.940185107,9.786820949,9.447470718,9.540806111
"PLAAT2",7.905086099,8.457406531,8.168296041,8.086268942,7.810812599,7.840187824,7.666046429,7.85770891
"PLAAT3",8.915244513,9.148667234,8.902450488,8.824004051,8.576767756,8.895575282,8.535421194,8.592690615
"PLAAT4",9.488969836,9.504918275,9.549880909,9.229044094,8.692048773,9.055214638,8.402372578,9.029080127
"PLAAT5",7.033423002,7.548147594,7.274378153,7.343518863,7.095792589,6.912739671,7.023199897,6.986268707
"PLAC1",7.619761463,7.915356569,7.601306526,7.695271798,7.784553058,7.921320283,7.747018085,8.092327703
"PLAC4",7.174051814,6.943760198,7.434419731,7.369815424,7.239598529,7.288173968,7.267137804,7.318316841
"PLAC8",7.575444703,7.41806342,7.498948906,7.464647848,7.671010241,7.680974802,7.411510988,7.4400386
"PLAC8L1",7.434419731,7.57298438,7.416903061,7.504918275,7.40173285,7.56705292,7.357661962,7.349060024
"PLAC9",7.157346935,7.13583752,7.359090645,6.953978144,7.191059215,7.013601833,7.103156648,7.165911939
"PLAC9P1",7.304693557,7.222794903,7.047260266,7.277054876,7.289673112,7.484117986,7.430138888,7.286326727
"PLAG1",7.194387517,7.471675214,7.298864479,7.263973355,7.243769032,7.283088353,7.201878863,7.187599513
"PLAGL1",7.195987298,7.315376027,7.300924491,7.216382108,7.186238071,7.297145552,7.385646735,7.147332141
"PLAGL2",10.30049556,10.77962703,10.46960366,10.29088282,9.974773068,10.63828883,10.65072642,10.15757589
"PLAT",7.288635409,7.153805336,7.083878174,7.072400614,7.225026637,7.109047078,7.257034198,7.040015679
"PLAU",7.149493102,7.250653718,7.258094873,7.312769531,7.122439774,7.074141463,7.510022359,7.525912261
"PLAUR",9.736602761,10.21665493,10.07128637,9.933395595,9.886344373,10.02597005,10.71820106,10.20660995
"PLB1",7.495255445,7.248520605,7.567480801,7.518358096,7.482303782,7.240433595,7.558037985,7.190565479
"PLBD1",10.39715318,11.05021428,10.6175593,10.40363787,9.99254894,10.50807948,10.22937462,10.49952204
"PLBD2",8.267371931,8.659862138,8.314639886,8.184968297,7.971184272,8.537169857,8.15968216,8.084144011
"PLCB1",8.235655268,7.368833814,7.618339614,7.927333532,7.932067079,7.50352763,7.481799432,7.406630203
"PLCB2",7.496554225,7.275309751,7.570282659,7.555547772,7.440972955,7.604645885,7.56700537,7.550073371
"PLCB3",7.284708449,7.246740598,7.444083106,7.35832153,7.505017556,7.411616909,7.413733695,7.575066465
"PLCB4",8.855569307,9.374414635,8.898034476,8.708997627,8.369897195,8.655418917,9.055570539,8.4920785
"PLCD1",7.883406986,8.230110526,8.304237225,8.076949174,8.013497154,8.257358376,8.099610812,8.181214387
"PLCD3",8.115011127,8.362245217,8.507447797,7.921245889,8.442995316,8.73623279,8.570235215,8.515305605
"PLCD4",7.632359108,7.465974465,7.673397419,7.651858944,7.562051579,7.457586084,7.519046475,7.561192463
"PLCE1",7.240433595,7.265615046,7.484017257,7.530211233,8.143319433,8.113156115,7.537218401,7.859224162
"PLCG1",10.02479338,9.662112016,10.08532307,9.667577282,10.43250275,10.13639841,10.05440082,10.60989437
"PLCG2",8.548219857,7.951357577,8.433246373,8.260331519,8.442269666,8.73197658,8.565387732,8.393551344
"PLCH1",8.775466251,7.61599739,8.144148367,8.62031148,8.641419585,7.919086778,7.541483864,8.020077104
"PLCH2",9.803989811,10.21969794,10.45861167,9.951485075,10.28245863,10.06681238,10.10110572,10.40797805
"PLCL1",7.42195961,7.411722822,7.537169857,7.353477681,7.674103973,7.608994002,7.402159367,7.332819801
"PLCL2",7.181773439,7.299208018,7.356562011,7.263386583,7.467707432,7.490550075,7.340406491,7.408117408
"PLCXD1",10.74830818,10.97714574,10.75459526,10.89264716,10.82104647,11.04776722,10.7745503,10.8094064
"PLCXD2",6.935459748,7.13583752,7.084941227,7.411616909,7.269711121,7.327328083,7.296973547,7.291400959
"PLCXD3",7.184255495,7.222794903,7.224725253,7.213225756,7.29450588,7.367305535,7.230320716,7.144658243
"PLCZ1",7.191552781,7.157346935,7.170175448,7.103156648,7.192416116,7.195495247,7.023199897,7.088390747
"PLD1",8.147650132,8.176297836,8.476189267,8.159965916,7.958661457,8.290018847,8.361121335,8.377590137
"PLD2",8.673419504,9.079218087,8.797317021,8.772603249,8.446850681,8.833285436,8.683828017,8.547135532
"PLD3",11.54321916,12.13620212,11.80617702,11.78115989,11.40979531,11.74346174,11.81611367,11.75592031
"PLD4",7.435566091,7.570330101,7.568526198,7.521207816,7.420749758,7.733227218,7.49195328,7.307257742
"PLD5",7.130055682,7.289903611,7.285055375,7.191429405,7.036585752,7.121015401,7.131342539,7.187599513
"PLD6",8.311095493,9.422524736,8.906251761,8.794659544,8.645117996,8.864340932,8.906796667,8.971292066
"PLEC",9.420749758,9.609871287,9.135388652,8.766984337,8.710720351,9.28343567,9.323645908,8.989004146
"PLEK",7.519832792,7.35540616,7.15810472,7.312769531,7.499845887,7.269477373,6.983421188,7.13583752
"PLEK2",7.597028289,7.718960912,7.789044513,7.673220727,7.852139328,7.989536421,8.252310628,7.798917259
"PLEKHA1",12.10222589,12.79114762,12.00583504,11.52713486,11.92041799,12.36968594,12.08283928,11.87999479
"PLEKHA2",9.999313007,10.59581109,10.0376499,9.948567998,9.729514534,10.14822234,9.72436463,9.919738574
"PLEKHA3",9.04971244,10.1334794,9.282045901,9.260831347,8.807918365,9.23457796,9.548990438,9.109585832
"PLEKHA4",7.174051814,7.169173402,7.013322673,7.232181058,7.142872887,7.10525378,7.235296255,7.341852356
"PLEKHA5",8.378728358,7.80952699,7.80932601,8.291688733,9.264809092,7.747773401,7.610471228,7.746514321
"PLEKHA6",9.728005517,10.40246585,9.820637711,10.13139077,10.24037396,9.721462381,9.871154441,10.09970943
"PLEKHA7",8.933321821,9.466382409,9.271171191,9.048248449,8.849014074,8.876670417,8.803606456,9.122504484
"PLEKHA8",7.566054038,7.527525877,7.335278687,7.50710087,7.411405059,7.499945517,7.532745527,7.542741705
"PLEKHA8P1",8.760886243,9.216063751,8.986339823,8.698444229,8.734561449,8.830871677,9.0098636,8.75509621
"PLEKHB1",7.451314158,7.718960912,7.650782507,7.739527483,7.440972955,7.620678042,7.570330101,7.552476982
"PLEKHB2",12.07164252,12.91354861,12.19272433,12.22227417,11.64533194,12.14555805,12.5034593,12.01757834
"PLEKHD1",6.988755684,6.967586527,7.366595426,7.14758654,7.043300754,7.072802535,7.179287105,6.966361247
"PLEKHF1",10.32989442,11.30803678,11.29521648,10.90745404,10.569013,10.81344051,11.255154,11.12143638
"PLEKHF2",11.21705649,11.96396625,11.62832022,11.62300697,11.39139129,11.44436787,11.78942666,11.56984968
"PLEKHG1",7.490349506,7.411722822,7.399171094,7.485929912,7.426055045,7.340072624,7.526645946,7.420802382
"PLEKHG2",8.099676555,8.173364831,8.336897028,7.778569994,7.720800021,8.153805336,8.166665239,8.19050375
"PLEKHG3",10.4740608,10.73056566,10.99822019,10.71371944,10.91200047,10.84082709,10.95654859,10.91312316
"PLEKHG4",8.952468259,9.448206665,9.584257888,8.961558218,9.221647534,9.477100507,9.943027568,9.526499239
"PLEKHG4B",7.198813342,7.108263075,7.127349541,7.115433867,7.068643943,7.254438148,7.038781844,7.113090983
"PLEKHG5",7.40599236,7.378728358,7.583082768,7.433376793,7.345294351,7.497752062,7.550313912,7.400879436
"PLEKHG6",9.667266805,9.621800058,9.744245205,9.343380061,9.018269738,9.840364879,10.01049314,9.580211451
