"","MM134.24hr.Vehicle.A","MM134.24hr.Vehicle.B","MM134.24hr.Vehicle.C","MM134.24hr.Vehicle.D","MM134.24hr.E2.A","MM134.24hr.E2.B","MM134.24hr.E2.C","MM134.24hr.E2.D","SUM44.24hr.Vehicle.A","SUM44.24hr.Vehicle.B","SUM44.24hr.Vehicle.C","SUM44.24hr.Vehicle.D","SUM44.24hr.E2.A","SUM44.24hr.E2.B","SUM44.24hr.E2.C","SUM44.24hr.E2.D"
"FOCAD",9.275238014,9.254301437,9.201237327,9.150140006,9.055838134,9.150162829,9.050445731,9.034352374,8.772830452,8.773786098,8.848043752,8.827827832,8.717053904,8.778405767,8.634929599,8.656761756
"FOLH1",5.502765141,5.563620043,5.594616716,5.378299996,5.686794771,5.268194937,5.658601439,5.796868024,5.537286361,5.492976346,5.659319632,5.296979944,5.431293405,5.346983411,5.604082794,5.912196739
"FOLH1B",4.2940728,4.184232076,4.07444612,4.134487629,3.994968564,4.069206153,3.982091579,4.165488678,5.268590393,5.192279423,5.07754608,5.341538252,5.218167484,5.467965708,5.133239501,5.18743389
"FOLR1",9.012050795,9.384917891,9.556840198,9.662133314,9.177457596,9.259476481,9.246546609,9.447051876,9.484379356,9.85104791,9.404460418,9.531721256,9.526395929,9.424023538,9.513839048,9.68920209
"FOLR2",6.641537561,6.766735386,6.751801378,6.808853823,6.653138828,6.614249742,6.755056883,6.658772038,6.961386566,6.937353749,6.97672656,7.030462315,7.115427127,7.030370741,7.078735062,7.212474414
"FOLR3",5.889210494,5.862397545,5.869735179,5.895786381,6.065565991,5.848587287,5.881846688,5.875116278,5.515889065,5.672855015,5.354258689,5.479067299,5.369230494,5.626266307,5.337767603,5.491050519
"FOS",5.981359027,6.035047254,5.73793272,5.74877332,5.772709073,5.682140507,5.919389309,5.973942239,5.65930823,5.579035385,5.803952045,5.803952045,5.8491571,5.829012642,5.907071788,5.803952045
"FOSB",6.14403006,5.95099468,6.053379727,6.067898856,6.010542402,5.791192685,6.106234618,6.193954001,5.8064093,5.993742619,6.074724932,6.097954086,5.898638359,6.069090138,6.219332135,6.243499012
"FOSL1",6.042156278,6.064515909,6.032334323,5.952834933,6.061107364,5.949991892,5.95345303,5.986853223,6.040423039,5.698103498,5.943294453,5.969167992,6.040423039,5.864303533,6.242506947,6.197152175
"FOSL2",6.292261328,6.193178678,6.189838841,6.229312764,6.153760158,6.007923113,5.968982265,6.212355456,7.818211591,7.917239919,8.037922357,7.948988994,8.500179372,8.416910188,8.434101549,8.29436317
"FOXA1",11.42601731,11.4194564,11.38690596,11.45239118,11.15823307,11.26249729,11.16965157,11.28075367,11.5351027,11.49404973,11.45132641,11.45462967,11.22431834,11.21406823,11.21525675,11.2185536
"FOXA2",5.858377931,5.808256434,5.759638195,5.623782767,5.771900293,5.711541191,5.354087191,5.715207419,5.946836982,5.946025563,6.000989422,5.988072879,5.766392577,5.850622336,6.063433969,5.87998888
"FOXB1",5.311931186,5.112193551,5.450560304,4.873238569,5.342586703,5.07644566,5.058511731,4.848437916,4.740837631,4.863691353,4.8570645,5.087337495,4.958887386,5.133495387,4.970899221,4.934875933
"FOXC1",7.791441329,7.641316702,7.755239598,7.801433114,8.212507394,8.079539123,8.151941492,8.20918764,7.900942476,7.783281641,7.840922564,7.844034801,8.45376066,8.463178488,8.307390394,8.292854932
"FOXC2",4.900301465,5.149472197,4.860996953,5.112972086,5.196824028,4.993872439,4.696866253,4.881831117,5.335944215,5.345147376,5.04646195,5.390724964,5.317125649,5.269729929,5.513905728,5.195170316
"FOXD1",7.185289804,6.982299769,6.955163935,6.95096269,6.778329354,6.676997362,6.963828207,6.768351505,9.598777961,9.589230607,9.501475727,9.62681539,9.612884813,9.613608255,9.500832677,9.542825024
"FOXD2",5.237311322,5.388650378,5.401068389,5.229015909,5.533000646,5.632263612,5.507506256,5.327195325,6.158002039,6.280494666,6.075387601,6.172320081,6.051201646,5.83400511,5.673469659,5.745762605
"FOXD3",4.618212772,4.693830572,4.420827733,4.469489192,4.463679769,4.645226347,4.339313476,4.591138426,4.021381863,3.984258321,3.869060055,3.811154974,3.755181512,3.923564313,3.848776359,4.043373157
"FOXE1",4.394871564,4.795950977,4.52749727,4.719877928,4.606235646,4.443298051,4.483737485,4.543009524,4.757125861,4.739269283,4.587815946,4.636811242,4.728834254,4.728834254,4.71298122,4.728834254
"FOXE3",4.709380875,4.716321221,4.729885175,4.678136157,4.642689744,4.678715302,4.647002819,4.724020608,4.458492188,4.346425143,4.608077847,4.252578337,4.56746213,4.535077732,4.662028608,4.797274695
"FOXF1",4.738583283,4.513136431,4.697962005,4.533559322,4.577839265,4.663622622,4.792849192,4.724020608,4.801854084,4.394542712,4.57988594,4.580451548,4.62606673,4.574160662,4.604720873,4.916965152
"FOXF2",4.698211551,5.035670918,4.665052668,4.772378875,4.788519245,4.520471796,4.891153911,4.980018102,4.700956288,4.613003611,4.852673211,4.727527975,4.895189195,4.811694408,4.763831192,4.805673051
"FOXG1",6.243609486,6.403357591,6.29147721,6.334286555,6.481660304,6.238638536,6.247947048,6.2636079,6.521998476,6.556219792,6.495398187,6.740970227,6.650837001,6.477685439,6.561292647,6.789771391
"FOXH1",6.214692185,6.187673571,6.261106875,6.227726077,6.289607377,6.06656401,6.249389115,6.219728783,5.883569962,5.992674882,5.815339578,6.044419642,6.087237064,6.01145163,6.236654246,6.020455115
"FOXI1",5.109346268,4.972934798,4.871430249,4.790074743,4.970533873,4.893189402,4.770879833,4.953631542,10.42391955,10.46871343,10.51592533,10.4683277,9.420183136,9.441096208,9.346916429,9.319341033
"FOXJ1",6.337630567,6.373078093,6.354493766,6.32793119,6.403957619,6.198729362,5.995867947,6.391382269,6.632028419,6.508427794,6.373008318,6.606404124,6.596345981,6.636939753,6.500779195,6.651527691
"FOXJ2",9.470525619,9.423414534,9.410861939,9.361757938,9.298371922,9.291887102,9.432106949,9.316704715,9.613486808,9.574007317,9.623766509,9.636591152,9.674291989,9.57910292,9.586101787,9.585676125
"FOXJ3",10.90998929,10.98268167,10.92693238,10.89546739,10.71185553,10.67932617,10.72862678,10.66987369,9.729159571,9.702276328,9.79232574,9.775428895,9.601167552,9.522335864,9.464563277,9.519304473
"FOXK2",8.770265071,8.793459748,8.680456787,8.711905043,8.871853957,8.907567366,8.981357925,8.822313303,8.373560106,8.424170568,8.5086428,8.573119288,8.79800154,8.656084565,8.687058178,8.604012347
"FOXL1",4.881157702,4.679350751,4.756847617,4.764621343,4.710089708,4.539124997,4.534886803,4.820228286,5.070441473,5.144090847,5.115204704,5.168782736,5.056647658,5.27005739,5.119796614,5.263046358
"FOXL2",4.004573589,4.215445004,4.287304351,3.98096386,4.091930599,4.148275913,4.156050435,4.085430836,3.70765193,3.924718315,3.772992098,3.743713257,3.657333525,3.754879441,3.760129331,3.754004774
"FOXM1",9.26216799,9.126479515,9.153702635,9.171224818,9.677396574,9.729143486,9.715651785,9.568736155,8.269879802,8.271524188,8.446788753,8.370216486,8.593728296,8.499089028,8.614953858,8.468223707
"FOXN1",4.337562716,4.304652307,4.51521785,4.530729665,4.438638776,4.372024264,4.41995193,4.281633194,5.566415085,5.48058888,5.496207576,5.435454159,5.457229064,5.423754197,5.545384252,5.748194389
"FOXN2",5.49918406,5.553227217,5.215480954,5.279951607,5.36232564,5.365024676,5.389632246,5.504040307,4.638495153,4.655357618,4.56746213,4.58915791,4.693462138,4.62777077,4.717790102,4.671182468
"FOXN3",8.161536178,8.031324553,8.057155159,7.944165312,7.893764516,7.74765049,7.992576014,7.969867019,9.750583819,9.728391382,9.719159474,9.66905195,9.267425696,9.139293345,9.079375902,9.176379734
"FOXN3-AS2",4.379883568,4.717733546,4.483931957,4.53906865,4.540536033,4.526019685,4.833379152,4.674665417,5.175089901,4.892113883,5.104847769,5.041805958,5.266692999,4.932089165,5.150268103,5.358747574
"FOXO1",6.997401863,7.059196673,6.959981488,7.035834901,6.147358597,6.124725555,6.423031417,6.226559911,7.014283599,7.097515123,7.067338583,7.022921619,6.855899531,6.903934218,6.832692408,6.744778031
"FOXO3",9.89008252,9.871619756,10.05127878,9.848847142,9.435139882,9.365952015,9.474891709,9.379449523,10.95727256,11.01585897,11.04123182,11.00726213,10.75913244,10.69810756,10.70885337,10.66865109
"FOXO4",7.163967283,7.145311867,7.167430795,7.202928336,6.67062222,6.748678058,6.489980615,6.660262109,7.007013905,7.037528313,6.941351097,7.265576173,6.935789559,6.690622062,6.766184728,6.58505461
"FOXP3",6.463838042,6.542002289,6.522707989,6.519169536,6.574198675,6.443261672,6.522707989,6.461347083,6.736803836,6.703558954,6.591788592,6.653282278,6.641120838,6.774014725,6.62488077,6.702542747
"FOXRED2",6.897080588,6.893328843,6.816500774,6.801525191,7.24047626,7.276166696,7.12901256,7.296057179,6.71828722,6.832535117,6.886240034,6.854966815,7.008873585,7.086840137,6.952485563,7.048507045
"FPGS",7.685019443,7.662463681,7.801846511,7.745776625,8.009474129,7.944229415,7.97331241,7.923762692,8.09168466,8.070487856,8.312707081,8.266753967,8.51826132,8.509269134,8.50630716,8.436640186
"FPGT",8.48189016,8.377239303,8.279086504,8.354113544,8.488033689,8.649826471,8.544333847,8.476832606,8.449594674,8.35061244,8.463141284,8.425790782,9.304018347,9.195933817,9.229137233,9.184712373
"FPR1",6.502083215,6.484250088,6.507141622,6.490711627,6.429030102,6.16384168,6.556519235,6.606967819,6.539824957,6.829611633,6.420887039,6.697222529,6.683232348,6.604287376,6.548458419,6.795840599
"FPR2",5.679593809,5.870691339,5.926564414,5.804298362,6.087569933,5.950977217,6.022655724,6.08927651,5.782261759,5.851328103,5.854757852,6.053545484,5.943294453,6.148806497,6.023251007,5.842491857
"FPR3",4.646444033,4.776708875,4.904817015,4.732920825,4.550423562,4.59465385,4.621094564,4.902586475,4.500151097,4.571090742,4.441443314,4.536779708,4.504771086,4.935480625,4.598824018,4.623219574
"FRAS1",6.48170563,6.463029651,6.491527923,6.371154921,6.514260602,6.211316602,6.506832911,6.410564805,6.639468197,6.774456353,6.749988195,6.584770702,6.724313919,6.752765529,6.996531809,6.967043058
"FRAT1",7.880697019,7.94853238,7.752867339,7.907371752,7.619226412,7.640067213,7.695881349,7.713800605,7.569185509,7.694102638,7.713251697,7.762597252,7.283744828,7.161995153,7.162729692,7.156665563
"FRAT2",9.555780524,9.550383222,9.465197397,9.515310162,9.452600395,9.585743318,9.54635348,9.513074563,9.018688475,8.949549476,9.0145766,8.975259221,8.931725716,8.906150077,8.886159036,8.810505954
"FRK",4.167081878,3.903145597,3.878901847,3.733328568,4.34392476,4.393127463,4.673341907,4.569314167,6.939473415,6.778929084,6.916546077,6.769955145,8.73916284,8.824475171,8.703992158,8.541038695
"FRMD1",6.840745916,6.824594938,6.910722939,6.825645799,6.918233661,6.698196829,6.89516601,6.81402725,6.553111671,6.510841371,6.662377623,6.516965129,6.546952419,6.550620393,6.663307471,6.746016058
"FRMD4A",7.331428841,7.339514352,7.261114836,6.986125933,6.917083552,6.974782204,6.956572236,6.987010375,7.566612598,7.578675415,7.473998354,7.729303765,6.957065293,6.877098983,6.929257607,6.987672867
"FRMD4B",8.254762539,7.98409098,8.309667455,8.317569048,7.504996377,7.656597983,7.421419082,7.520533685,8.015986818,7.967073812,8.002426011,7.867808354,7.697194617,7.898591365,7.804770781,7.764233498
"FRMD8",6.803527655,6.766698293,6.825426998,6.960885248,6.775875057,6.625107683,6.928135457,7.044304294,7.061115986,7.050558286,6.986238039,7.179760291,7.145174806,7.151423863,7.428788922,7.310012823
"FRMPD1",5.711742381,5.698035119,5.519741265,5.608524136,5.770308746,5.672918317,5.611596113,5.820951554,5.759536496,5.735642449,5.943294453,5.637592825,5.645457944,5.81965375,5.55165572,5.938561351
"FRMPD4",5.087363476,5.249307402,5.106210556,5.121289181,5.00323986,4.929913889,5.132281545,5.292377079,5.604017627,5.408875785,5.563456736,5.425757104,5.670829325,5.572107551,5.437040543,5.53620493
"FRRS1L",3.204390752,2.944084163,3.044958879,3.044854475,2.974930214,3.199802801,3.215365039,3.09823569,2.913764499,2.926457941,2.829636971,2.776203302,2.964300775,2.73717271,2.954802244,2.978426577
"FRS2",6.560539509,6.767267765,6.628627536,6.650394024,6.878826653,6.963156959,7.052776578,7.077707294,7.313444642,7.342041776,7.139218224,7.312531185,7.416569548,7.483626564,7.578068755,7.443491921
"FRS3",6.46568389,6.513637625,6.519196045,6.426850606,6.493078704,6.386236924,6.528954522,6.573257685,6.585810948,6.468913715,6.542528517,6.323786092,6.351956764,6.375623696,6.363014178,6.606320807
"FRY",10.12815852,10.04991142,9.949799673,9.999371168,9.304795871,9.326608042,9.44137838,9.349119941,7.738153051,7.586042808,7.90424403,7.878296222,6.537237489,6.815028985,6.782024289,6.636361374
"FRYL",10.25917708,10.24783163,10.20724181,10.24757841,10.29439733,10.20680481,10.32813305,10.30113473,11.25682828,11.27752164,11.34044806,11.24701929,11.94441731,11.91881512,11.97378317,11.97599463
"FRZB",4.657030917,4.526633592,4.613378633,4.474345197,4.448109887,4.572517221,4.592292817,4.62634494,5.094049481,4.942292847,5.20945283,5.041805958,4.978212097,5.286693902,5.206301759,5.411582725
"FSCN1",5.802479995,5.676738256,5.682932251,5.534822951,5.726119576,5.905731933,5.869070352,5.732424175,6.257523353,6.233195931,6.281518399,6.190275861,6.117677105,6.252996995,6.179913684,6.024654876
"FSCN2",5.938363401,5.754348086,5.650601102,5.313107854,5.708404836,5.423533947,5.525606691,5.786748222,5.893323232,5.960482193,6.11512659,6.186631469,5.756687454,5.817436454,5.616644961,5.940685564
"FSCN3",6.164644221,6.198275604,6.281006797,6.244491273,6.029434496,6.366982529,6.082429777,6.410564805,5.991069553,5.664862181,5.943294453,5.496476178,6.313952659,5.822949819,5.957503847,6.054962294
"FSD1",8.283455288,8.148760648,8.178745701,8.086101718,8.804192953,8.745147085,8.940252432,8.756277237,6.601533791,6.330648897,6.409571397,6.428949321,6.435670805,6.541462956,6.627758577,6.639167347
"FSHB",5.957837121,5.795195025,5.778722032,5.952138866,5.945665471,5.770060213,5.932197392,5.74740275,6.416462314,6.186996182,6.160641745,6.236297864,6.18266563,6.259668573,6.130308393,6.094266646
"FSHR",4.619133417,4.542701723,4.806150379,4.560203431,4.75742392,4.668559742,4.732731806,4.82754,4.066454124,4.172946777,4.151217981,4.056492236,4.009704465,4.034145948,4.206870498,4.190275777
"FST",6.491591863,6.498335104,6.57342782,6.658405261,6.463808918,6.518959104,6.638639548,6.626577818,6.451468554,6.42909212,6.306410961,6.207951867,6.470413294,6.371850388,6.451468554,6.791470225
"FSTL1",6.120308355,6.096207642,6.071495168,6.281629671,6.188686909,6.001655813,5.819511069,6.011660868,5.562587402,5.597986285,5.498599034,5.562587402,5.569697852,5.606731262,5.702965354,5.551676423
"FSTL3",6.871097948,6.989509221,6.81402725,6.833881826,6.791442112,6.795275186,6.842571334,6.81037166,6.687344599,6.509174086,6.505421341,6.862230536,6.559904858,6.76778203,6.723446391,6.650837001
"FSTL4",6.632213764,6.79049915,6.748924514,6.779181733,6.452622457,6.229458349,6.441000312,6.605328963,6.244222106,6.208703876,6.147161636,6.110011308,6.119387883,6.24679904,6.251025418,6.226239016
"FTCD",6.816451037,6.726998725,6.883383225,6.587611231,6.589561133,6.531748767,6.776984303,6.623645923,6.585810948,6.491995038,6.629121224,6.478873032,6.698186835,6.618553683,6.5806651,6.795174313
"FTH1",13.63565777,13.68498249,13.6859138,13.66077656,13.61952164,13.65593778,13.52800819,13.53974678,14.02205098,14.10861877,14.02515319,14.09251004,13.94647818,13.93715566,13.83158379,13.88839556
"FTH1P5",13.45376544,13.42580241,13.46126446,13.45838985,13.39599247,13.47580299,13.39511598,13.4695307,13.98984424,13.91193677,13.96625267,14.00714696,13.91017508,13.93290539,13.91948356,13.92966571
"FTL",12.97483923,13.01207953,12.95439986,12.99588636,12.8515302,12.81215952,12.75769616,12.73647345,12.50132729,12.53952981,12.59074505,12.51996013,12.32910472,12.27704053,12.19482376,12.25210549
"FTO",9.167979221,9.154333643,9.189125658,9.219830778,9.193947736,9.139720722,9.189862989,9.143687255,12.10593413,12.11704165,12.1610359,12.06401648,12.07234705,12.01129856,12.02513124,12.06756294
"FTSJ1",9.908929738,9.97052853,9.868231121,9.947084824,9.844840469,9.800202951,9.812935185,9.791845303,8.890743365,8.930986716,9.010344617,9.008718288,8.964375568,8.838073882,8.863918686,8.683755828
"FTSJ3",9.506446812,9.667407036,9.655724725,9.615363787,9.678457868,9.519161996,9.480526048,9.581864193,8.683192806,8.763162712,8.794943536,8.722264823,8.683192806,8.645840052,8.542769158,8.557074391
"FUBP1",9.685112214,9.733626241,9.677472777,9.711699989,9.778490991,9.799948861,9.761435441,9.770872049,9.509769633,9.533346973,9.522805316,9.531456259,9.526188676,9.591288577,9.526188676,9.587695152
"FUBP3",10.11527687,9.95584559,10.0644163,10.15875157,10.1823461,10.43021841,10.14044808,10.17897494,9.386790577,9.297413402,9.231613785,9.231291469,9.362816167,9.358560161,9.376815708,9.266460063
"FUCA1",9.843361984,9.929701176,9.941205365,9.923890632,9.168904834,9.193512588,9.207588679,9.149616979,10.45214712,10.53845122,10.62689974,10.55069062,9.611626681,9.480115445,9.480516045,9.460624518
"FURIN",7.825586949,7.937406772,7.891195464,7.897053959,7.7261485,7.578911127,7.717488181,7.550965984,7.630233287,7.635810049,7.791679437,7.616208163,7.482351213,7.258452888,7.401378143,7.549084551
"FUS",11.25340129,11.38764343,11.3896625,11.40421583,11.45623591,11.51010911,11.31488014,11.38491549,10.86831497,10.87197763,10.83121462,10.89929859,11.17790813,11.14984368,11.18609377,11.2452565
"FUT1",8.609853737,8.647797255,8.705519473,8.700997865,8.794647528,8.763939969,8.706354672,8.684760571,7.392856519,7.297347433,7.362846638,7.29235931,7.252017384,7.12515908,7.073383156,7.189931573
"FUT2",6.654866451,6.695843373,6.742651494,6.702057207,6.698630695,6.703477125,6.775698359,6.696691257,6.691867215,6.442034168,6.741265806,6.460357177,6.661232831,6.751821991,6.720239747,6.639167347
"FUT3",5.591351688,5.349405101,5.607816197,5.419307099,5.33668154,5.404472382,5.560662901,5.669855524,5.447851004,5.445114556,5.487814229,5.442171793,5.524502508,5.338426049,5.54432863,5.615782759
"FUT4",4.966254065,5.263475586,5.154961606,5.223321876,5.280851726,5.404480448,5.17021922,5.156893639,6.296095575,6.394471648,6.532403943,6.454727917,7.088566645,6.83405939,7.010650885,6.983477896
"FUT5",6.88089713,6.856791102,6.951542683,6.927829958,6.955119793,6.738671389,6.764167772,6.887309532,7.025693003,7.00304084,6.99220547,6.879534876,6.99163067,6.943514361,7.00338255,7.157567413
"FUT6",7.222785915,7.308707714,7.300041112,7.268009542,7.402008202,7.206342434,7.270792947,7.3612921,7.6524817,7.413280186,7.625113375,7.516809308,7.516144988,7.481194044,7.489318174,7.413287495
"FUT7",7.398597024,7.319338807,7.471007732,7.413701202,7.332012728,7.271586842,7.236905956,7.293877975,7.320719313,7.324004697,7.380551583,7.201627307,7.278577484,7.238381541,7.270759172,7.373408243
"FUT8",9.459115828,9.344504948,9.467955842,9.472784016,9.309269315,9.325089207,9.348095352,9.303365651,11.50461856,11.50459639,11.42962769,11.4420702,10.86897893,10.82222192,10.7566758,10.75105833
"FUT9",4.018041886,3.874810754,3.812739774,4.099999112,3.882329401,3.954538357,4.143776281,4.199361573,4.545387271,4.381874238,4.661419456,4.53354117,5.07487331,5.024068197,4.669818133,4.608877552
"FUZ",7.953546769,8.070999744,7.91449988,7.918324585,7.745635263,7.63748845,7.65533987,7.620967696,7.617303394,7.720935326,7.564759344,7.783261354,7.564843429,7.567471138,7.499753971,7.574658557
"FXN",6.984921837,6.851094996,6.984887774,6.854772079,7.295597787,7.306384512,7.377469605,7.230823398,5.967000068,6.040423039,6.149762828,5.897742855,5.894528867,6.004494015,5.844766452,5.639017418
"FXR1",11.08175181,11.17978023,11.25181256,11.16814642,10.90961852,10.87965549,10.86109378,10.82388442,11.39657977,11.33439023,11.3183464,11.31088987,11.11225909,11.07773554,11.02100175,11.0888273
"FXR2",8.293219577,8.236947605,8.314274134,8.310441292,8.344616271,8.427234618,8.256154958,8.328584299,8.605220469,8.709129571,8.604305741,8.691067227,8.627692009,8.646378511,8.507332743,8.577205889
"FXYD1",7.043907942,7.118228568,7.001452683,7.062076477,7.008049727,6.755430173,7.14125522,6.98832647,7.009857108,6.903370464,6.894761294,6.90832764,6.898554451,6.908816058,6.819210841,7.102730238
"FXYD2",5.683317667,5.821324983,5.907340143,5.876080479,5.402266602,5.539737785,5.628155513,5.811442033,5.891219655,6.151506735,5.808024425,6.012324808,5.961884714,6.133499804,5.774327753,6.030802728
"FXYD3",12.32908952,12.33789559,12.22241844,12.23096411,11.91358294,11.92251711,12.16336266,11.99430268,12.4906526,12.57292376,12.60227142,12.59457909,12.5505199,12.54365733,12.48459344,12.50457885
"FXYD5",6.417216111,6.463169382,6.569311792,6.535259057,6.368032653,6.136493141,6.324472499,6.435373519,7.655513975,7.713950841,7.785160033,7.747613085,7.70057103,7.792624052,7.63461607,7.641101394
"FXYD6",6.949175254,6.999636172,6.843407954,6.785450269,6.857793363,6.612548936,6.832568155,6.912945709,6.758566077,6.33143788,6.478425237,6.737856185,6.609807197,6.635717054,6.821833661,6.721710931
"FXYD7",5.323395783,5.534402512,5.689313512,5.306668911,5.533524391,5.408589872,5.472496877,5.874549338,5.311316915,5.259220494,5.140533664,5.253322638,5.187905074,5.282699983,5.093103323,5.269979896
"FYB1",5.666928932,5.533453666,5.748985384,5.55579212,5.710818163,5.606159013,5.756825776,5.719024224,5.965098666,5.897186385,5.751454512,5.859785334,5.806347604,5.900913114,6.009335179,5.861393539
"FYCO1",8.820583136,8.864480898,8.919455522,8.934080237,8.360693543,8.509543515,8.261795934,8.189552077,10.19939555,10.16943604,10.14987469,10.06303309,9.487475052,9.310499816,9.376927767,9.290234855
"FYN",9.23500027,9.240998969,9.2683722,9.30035172,9.016901781,9.070250322,9.123265798,9.022208926,5.430400021,5.442627536,5.469573495,5.347444099,5.890774215,5.534493499,5.880996261,5.712075265
"FZD1",8.912828322,8.897012318,8.935929669,8.917066933,8.915312944,8.964107445,8.8259604,8.71153132,9.652335298,9.657376808,9.651912731,9.615216618,9.740887986,9.797706492,9.824926274,9.779087452
"FZD10",4.26886555,4.274105654,4.351023014,4.351875871,4.490177249,4.374161917,4.326700018,4.594222439,6.502807649,6.137457601,6.528918019,6.357823422,5.262319164,5.235213948,5.268595085,5.281392332
"FZD2",8.697300841,8.777811535,8.723450767,8.724269451,8.440350687,8.458033384,8.383247176,8.374344574,5.364821803,5.332412486,5.315683955,5.392531918,5.314004086,5.512874056,5.193030304,5.164347301
"FZD3",7.087135961,6.757619535,6.834685252,7.030640398,6.926325546,6.896683527,6.97582763,6.81402725,8.556502068,8.457731872,8.462245971,8.518659691,8.214934348,8.150275807,8.088444262,8.056555065
"FZD4",9.059059588,9.036353484,9.123880922,9.129634916,8.619970266,8.612300943,8.755667072,8.6618076,8.834410734,8.72222459,8.935725074,8.826242944,8.185386125,8.308670403,8.348841261,8.288180118
"FZD5",8.493788139,8.389483988,8.296432606,8.230075211,8.394731235,8.441064934,8.430824775,8.39689778,8.794909214,8.67464391,8.747193844,8.667405536,8.841068251,8.854728038,8.88459897,8.835571776
"FZD6",2.864366107,3.048328971,2.923817973,3.198512286,2.893235584,2.871810717,3.042891326,3.051432817,3.41468972,3.052707627,3.234332859,3.291774066,3.425336203,3.198280826,3.219994249,3.167038005
"FZD7",9.482560017,9.512236935,9.570000882,9.557468282,10.75091207,10.756813,10.67315028,10.71061551,10.22607392,10.27518751,10.23322106,10.17845115,11.65280418,11.63019225,11.62580288,11.60542271
"FZD9",5.324131849,5.590956413,5.672927005,5.519754862,5.760569399,5.598603746,5.667312928,5.537143667,5.622730559,5.773200885,5.660670476,5.678894949,5.749535302,5.740851561,6.014091223,6.045558032
"FZR1",8.331250251,8.410173755,8.400222271,8.254377617,8.242930463,8.216018513,8.38554546,8.399171658,8.187976447,8.097322055,8.176122605,8.188739958,8.099841045,8.283947013,8.221129542,8.325342355
"G0S2",5.431781554,5.673045649,5.533637808,5.614401471,5.576285084,5.330403337,5.646945594,5.552398637,5.812025609,5.540219135,5.479627829,5.683730339,5.683730339,5.831949613,5.534564316,5.683730339
"G3BP1",11.8225785,11.7569133,11.8439062,11.82831346,11.65771868,11.74769528,11.59754947,11.65307922,11.15072988,11.0730778,11.08029487,11.0559256,11.16947153,11.11702399,11.17474749,11.10422369
"G3BP2",11.39346929,11.33817222,11.37459193,11.47369762,11.35417796,11.436237,11.28179388,11.33735044,11.40295734,11.36753064,11.34624632,11.34602072,11.47045932,11.42259509,11.47678972,11.40634114
"G6PC",2.777963956,2.756900831,2.889985883,2.933299748,2.832429683,2.79360774,2.689882122,2.922631518,2.807809423,2.844367625,2.922321319,2.728809269,2.81914656,2.977983652,2.70504594,2.928178459
"G6PC2",6.090546118,6.129651709,6.231872217,6.190825561,6.11743935,6.267282907,6.38940613,6.32927336,6.474887652,6.429229449,6.344242148,6.360222512,6.448982437,6.556079818,6.599013046,6.450956146
"G6PC3",10.63662708,10.62452746,10.58629318,10.6019408,10.75699675,10.75122396,10.74124397,10.77358782,10.65741881,10.79313075,10.795214,10.81891021,10.76214463,10.7295466,10.70120411,10.69542129
"G6PD",8.221737066,8.160960716,8.038749965,8.146489836,8.665217136,8.637550426,8.676403999,8.706908278,9.573573794,9.725503079,9.743049121,9.849553643,10.55014155,10.51446574,10.51721602,10.41764462
"GAA",8.187326064,8.164173729,8.014545465,8.025043543,8.116605921,7.963936307,8.215868768,8.037233369,8.375254923,8.346727213,8.449949626,8.432081699,8.54124664,8.601113598,8.611812396,8.556830298
"GAB1",7.03983096,7.025090785,7.08575918,6.918495829,6.820086637,6.813383229,6.892270059,6.944189292,7.764626095,7.795375681,7.862611109,7.833419358,7.513310054,7.548987612,7.448164033,7.576445531
"GAB2",9.533237031,9.567623078,9.539598493,9.562469858,9.611260985,9.63384746,9.69073436,9.703850274,9.83787531,9.856235279,9.857997544,9.891037645,10.45010004,10.46145467,10.350409,10.39661445
"GABARAP",11.91283833,11.92150151,11.85575891,11.84393742,11.7527904,11.75020948,11.7814393,11.77207177,12.52619863,12.52944517,12.57178374,12.58655223,12.52619863,12.49584274,12.5055893,12.4845733
"GABARAPL1",7.043988091,7.004838424,7.081562816,6.884511285,6.868515106,6.589524281,6.505787444,6.729702565,8.370138134,8.453809142,8.462802266,8.296223056,7.806564874,7.887993014,7.807465493,7.660312454
"GABARAPL2",11.89012037,11.94052154,11.82538698,11.86355399,11.59388581,11.55942507,11.6027669,11.57716399,11.98209328,12.05915428,11.98407066,12.00291528,11.76207416,11.67917317,11.66448273,11.66588165
"GABARAPL3",3.961597851,3.755893139,4.170515566,4.253573874,3.880430422,4.170307165,3.985595566,4.038982063,4.742365742,4.891939873,4.770605302,4.805631413,4.487420789,4.72530018,4.721270959,4.749518471
"GABBR1",7.294797069,7.329975627,7.427763162,7.487359437,7.370801598,7.282972866,7.40375168,7.442510031,8.564636923,8.502646688,8.596940157,8.631267445,8.277300575,8.208689996,8.291452001,8.47062133
"GABBR2",5.642327462,5.46382563,5.577820259,5.529639027,5.37149993,5.417508479,5.613961884,5.479951045,5.942177555,5.942177555,5.765679139,5.772892738,5.983019831,5.910952316,5.719176704,6.173589493
"GABPA",7.843708682,7.912586121,7.84133098,7.701078522,7.779236267,8.096552768,7.778376814,7.78148355,7.071529162,7.112689348,6.968888445,7.023169942,6.993541986,6.861686609,7.06190526,6.941733649
"GABPB1",9.998442677,9.92162827,9.93349117,9.960869472,10.14265952,10.06887122,10.12906622,10.18850036,10.07773517,10.07478039,10.17994974,10.09398468,9.89126939,9.919868351,9.856698535,9.859616807
