"","MM134.24hr.Vehicle.A","MM134.24hr.Vehicle.B","MM134.24hr.Vehicle.C","MM134.24hr.Vehicle.D","MM134.24hr.E2.A","MM134.24hr.E2.B","MM134.24hr.E2.C","MM134.24hr.E2.D","SUM44.24hr.Vehicle.A","SUM44.24hr.Vehicle.B","SUM44.24hr.Vehicle.C","SUM44.24hr.Vehicle.D","SUM44.24hr.E2.A","SUM44.24hr.E2.B","SUM44.24hr.E2.C","SUM44.24hr.E2.D"
"SULT1E1",3.74677193,3.704770116,3.772937501,3.616831374,3.942126745,3.480043319,3.666653978,3.863348494,3.791771542,3.413057747,3.769875107,3.700904081,3.808113396,3.522029527,3.706262645,3.832669305
"SULT2A1",4.702889586,4.887571038,4.861192993,4.870704125,4.946497589,4.741859054,4.773161806,5.068767816,5.13062566,5.094077594,4.843485133,4.9720708,5.094063788,4.868099793,4.942727789,5.126261989
"SULT2B1",6.623984077,6.749922136,6.679167179,6.526212654,6.765172601,6.637559537,6.734218073,6.663496543,6.792167322,6.852775857,6.812566716,6.808918617,7.176685253,6.965615182,7.03622704,7.108674707
"SULT4A1",8.109677492,8.06052944,7.957022402,8.038322182,7.984767695,7.919369657,8.023312575,8.187156229,7.108514331,7.016610327,7.056444115,7.151847925,7.075198258,7.09283145,7.184744946,7.431063812
"SUMO1",12.0164127,11.99438347,12.03857791,12.08235338,12.07747307,12.05160915,11.89079227,11.94225238,12.02816023,12.07820527,12.06458297,11.98798219,11.97670855,11.98255038,12.02349805,11.97000156
"SUMO3",12.33500484,12.40875554,12.35320508,12.35972738,12.50848261,12.60357048,12.51421759,12.53241108,11.6503453,11.61487438,11.6905048,11.6148185,11.69788088,11.70801286,11.726133,11.68679264
"SUMO4",11.09295996,11.06067998,11.12662943,11.21112552,11.06001254,11.22908984,10.98236951,11.11105055,10.84292482,10.7880343,10.77769312,10.68424716,10.72922039,10.72094395,10.82895713,10.74619441
"SUN1",10.60658221,10.52525364,10.53598179,10.63310348,10.62952608,10.74566645,10.51806515,10.69111087,11.08855862,11.03877688,10.97804724,10.98596975,11.41681271,11.42541508,11.48507155,11.45715155
"SUN2",8.850294398,8.833925032,8.817604677,8.84115291,8.772871964,8.717475416,8.713665183,8.757429989,8.938211058,9.021345156,8.943217309,8.918122739,8.863190381,8.797713069,8.816042146,8.890353921
"SUOX",8.998781578,9.016223849,8.991628222,9.022534745,8.638948056,8.653437349,8.669083461,8.747324492,9.043229153,9.07447541,9.160178298,9.08647393,9.221723589,9.170359006,9.080019809,9.106771244
"SUPT16H",11.11772049,11.17048303,11.06347248,11.11603609,11.37440609,11.39118022,11.39604306,11.35833207,10.74577765,10.80721831,10.84308393,10.8246353,11.06073394,11.00232564,10.96759687,11.0551185
"SUPT20H",8.483086948,8.487933379,8.515950519,8.565896792,8.366631523,8.361423683,8.245770692,8.310182284,8.878510745,8.945200466,8.869036758,8.976473131,8.808487036,8.740589583,8.758103948,8.749519423
"SUPT3H",7.213317543,7.241066757,7.259330854,7.326004354,7.172141391,7.337147846,7.283941405,7.184847004,7.523250616,7.502458702,7.632101964,7.674371988,7.442439261,7.345466365,7.241734119,7.20540139
"SUPT4H1",10.59643262,10.71142698,10.56078104,10.62089091,10.31083336,10.35259262,10.25777207,10.29398893,10.15108819,10.16168737,10.13311062,10.17115506,10.00910785,10.01714222,9.99785587,9.984728215
"SUPT5H",9.43083159,9.440787701,9.405249686,9.400845177,9.233382091,9.368912287,9.315079779,9.371436211,9.161994831,9.204899272,9.252155408,9.288739307,9.25122156,9.250786866,9.205730805,9.158597107
"SUPT6H",8.739451333,8.773648189,8.671878407,8.653684679,8.671962718,8.716586725,8.551103776,8.614692056,7.825696588,7.860883141,7.924865921,7.97392762,7.708568713,7.678182628,7.810232926,7.677573148
"SUPT7L",9.890135392,9.900698785,9.832501807,9.888682675,9.823806966,9.790216189,9.743772762,9.761815738,10.77591395,10.87181818,10.80646625,10.75487356,10.74154721,10.71019032,10.69620219,10.71079778
"SUPV3L1",8.735399315,8.770325401,8.714488477,8.731384168,8.716915857,8.742060368,8.75912441,8.716445262,8.451443879,8.501387548,8.454862481,8.543339126,8.382157468,8.495412589,8.36240016,8.397457865
"SURF1",10.37265202,10.43870319,10.40003536,10.41679139,10.34463691,10.32907597,10.32149882,10.31417206,10.32815055,10.46012388,10.38590314,10.41283325,10.40846841,10.39041476,10.22934449,10.40581679
"SURF2",8.249693963,8.43446519,8.345111304,8.338734596,8.592648153,8.559753553,8.517520281,8.518238916,7.214338699,7.405687004,7.318430899,7.339650276,7.340877337,7.241746404,7.273551064,7.335064647
"SUSD4",10.69131287,10.69075684,10.72921217,10.64747604,9.945252424,10.0189806,10.07847666,10.05618951,7.997124654,8.06885734,8.285594502,8.127910508,8.297907123,8.253285401,8.307163082,8.197784649
"SUSD5",5.721722607,5.816242178,5.719067421,5.63152452,5.203156569,5.261196468,5.445532727,5.214429194,3.066470661,3.004636756,3.073975125,2.81914656,3.130222107,2.913503858,2.664915507,3.015603229
"SUSD6",11.19744048,11.18226658,11.13662689,11.16072248,10.70355785,10.68081485,10.6752242,10.63994007,10.83841289,10.92256053,10.87456153,10.81520528,10.14487772,10.05481011,10.09935386,10.02482974
"SUV39H1",7.917688229,7.85407417,7.725768733,7.76557377,8.093406018,8.034183098,8.192123788,8.087474243,7.597981017,7.611114966,7.616758647,7.623103011,7.836109878,8.018713105,7.924242074,7.954527724
"SUV39H2",6.73909397,6.529023043,6.758113483,6.704858561,7.203291117,7.328320848,7.134585425,7.173036712,6.367861315,6.29434599,6.416223336,6.384003303,6.962938521,6.932560604,6.866658393,6.672395858
"SUZ12",11.63751922,11.61703375,11.60669617,11.62487691,11.78784074,11.80490509,11.76145532,11.78820875,10.59731739,10.58376974,10.56775397,10.53714301,10.66922301,10.63139655,10.68592978,10.59921264
"SUZ12P1",5.764902549,5.661254228,5.844716064,5.774686857,5.54676193,5.623821024,5.675272561,5.688414493,6.030723907,6.052230603,5.918806671,6.029839306,5.973579795,6.031005781,6.181273115,6.006653343
"SV2A",5.98184147,5.917262513,6.000409567,6.029557491,5.896139055,5.879647535,5.935602399,5.944564715,5.892203713,5.92079431,5.641590382,5.843873158,5.791372154,6.066566451,5.90685562,6.01647429
"SV2B",6.428356417,6.234929642,6.538035196,6.44712932,6.103985958,5.870564161,6.280773898,6.148800935,4.876028085,4.585559582,4.522923878,4.80239638,4.899318989,4.932081386,4.969435818,5.064179421
"SV2C",3.228935155,3.270966495,3.211448607,3.155904681,3.220288301,3.217521988,3.216966982,3.353962884,3.152970179,3.226338263,3.11181944,3.11181944,3.146232986,3.261184193,3.049763469,3.11181944
"SVEP1",5.940626728,5.989027333,6.014382483,6.080807596,5.876875904,5.88205147,6.075637146,6.243233522,5.968460914,5.744328555,6.018906683,5.956749802,6.077931761,6.162622703,6.176421861,6.273248562
"SVIL",8.814545086,8.718598593,8.709024131,8.689086268,8.029564703,8.059196047,8.01203067,7.899915496,11.14104564,11.18473327,11.10399191,11.14481955,11.45600072,11.42240459,11.47100223,11.42772155
"SWAP70",8.158650155,8.193606453,8.234223213,8.280006728,8.089294292,8.214589386,8.139411065,8.060259216,10.82162506,10.7780735,10.75631804,10.73383017,10.68949631,10.64304814,10.65425282,10.66626572
"SYBU",4.270872573,4.216680563,4.594161986,4.258218908,4.366257874,4.277871501,4.15562732,4.115249503,9.309754772,9.219895346,9.238630689,9.231157492,9.350432625,9.373549668,9.355351299,9.384036872
"SYCE1L",3.273247831,3.205574753,3.164813291,3.538931973,3.329667118,3.422393725,3.273107108,3.26675142,2.843473259,2.997443741,3.042449171,2.710118831,2.993670058,2.867690743,3.208367925,2.946118692
"SYCP1",3.742240872,3.887205787,3.849584481,3.802614346,3.677840966,3.544362451,3.805173816,4.056427936,4.870340469,4.859755362,4.912856755,4.613718632,4.735074825,4.450935184,4.739453919,4.712910837
"SYCP2",11.33602307,11.27865702,11.38170123,11.46344498,10.9257945,11.02159246,10.62944876,10.76824416,11.25996279,11.27114822,11.15338886,11.19382412,10.64940683,10.5363946,10.76113743,10.59315261
"SYDE1",6.923852633,6.943263748,6.936220534,6.978929869,6.938374224,6.787500234,6.937178856,7.054872477,7.33159473,7.300280453,7.182136739,7.28883084,7.320349101,7.395265767,7.343486846,7.505656833
"SYF2",10.66348476,10.60497211,10.67757503,10.71356215,10.26503324,10.33252802,10.25003928,10.23866821,10.22036144,10.21269581,10.22983768,10.20299039,9.822603424,9.812713961,9.760560713,9.844632225
"SYK",6.046636004,6.247129791,6.041310207,5.808797048,5.890414194,5.867153452,5.981395628,6.0535981,8.33216809,8.299978248,8.292028015,8.326789726,8.625223326,8.491315633,8.482123381,8.433211888
"SYMPK",7.414980997,7.432883287,7.244397611,7.252984981,7.323543709,7.238036254,7.384550556,7.275134817,7.00305569,6.978811048,7.146598095,7.188288668,6.984438541,6.921765417,6.868639817,6.993880033
"SYN1",7.279708949,7.286599385,7.209820578,7.204758075,7.905256926,7.956486158,8.110521204,7.998972235,5.78692735,5.785105044,6.113012038,5.816242985,5.929330167,5.929330167,6.265787898,6.145082513
"SYN2",6.260166829,6.181648827,6.098675405,6.316809196,6.151434137,6.311524268,6.338831204,6.236320468,5.981454624,5.790486746,5.791066099,5.772165248,5.891395806,6.008816544,6.169224544,6.279008203
"SYN3",5.407750398,5.518189684,5.374036074,5.338084036,5.228691139,5.031498468,5.311089072,5.296557312,5.482598416,5.591561151,5.611050155,5.540341347,5.293477946,5.451365985,5.683583861,5.577988861
"SYNC",7.638111054,7.587967571,7.660551731,7.517754891,7.548584502,7.825142649,7.606064388,7.706633567,7.002666056,7.075382855,7.205821616,7.265206618,6.838160773,6.785175942,6.85009876,6.419206564
"SYNCRIP",11.71763537,11.63450491,11.69739889,11.66464535,11.9588305,11.91202613,11.81377221,11.86195238,11.13757756,11.20728878,10.92182461,11.06481062,11.16049566,11.13219938,11.21774254,10.94932947
"SYNDIG1",5.404858172,5.689935914,5.385210922,5.258363734,5.47602178,4.998629124,5.485974772,5.465459143,5.47991912,5.187363986,5.628593054,5.303236107,5.288346006,5.553383633,5.584253271,5.758437516
"SYNE1",7.400086802,7.360218848,7.214046796,7.411680104,6.494491698,6.439712764,6.631185312,6.44464585,6.032371023,6.008966331,5.947444412,6.238836656,4.99806351,4.919406881,5.138891674,4.774116096
"SYNE2",10.4673587,10.50404491,10.68194092,10.62631847,10.91913184,10.91152298,10.83915265,10.66934505,10.87848479,10.80166681,10.79535609,10.69161069,10.77698482,10.77826139,10.86024837,10.8280216
"SYNGR1",8.419555984,8.496364957,8.440000329,8.407658712,8.212225111,8.208989827,8.408791285,8.277697775,9.565880225,9.613613103,9.637190326,9.524957264,9.759742823,9.746804941,9.590082952,9.792952727
"SYNGR2",11.05846829,11.10233904,11.02713327,11.09525264,10.94135677,10.86644641,10.95801381,10.85602602,11.0592821,11.05414735,11.0544731,11.13503497,10.95139306,10.90424485,10.91694248,10.88296498
"SYNGR3",9.287861234,9.281674627,9.219607625,9.251514088,9.354384489,9.328374944,9.351528939,9.41366846,7.27355652,7.243938301,7.359974567,7.372856545,7.303719776,7.230317786,7.179523352,7.059900793
"SYNGR4",5.198642548,5.195618688,5.194949165,5.31481827,5.537004924,5.192075304,5.328026561,5.297346688,5.041387535,5.064368619,5.260010718,5.169535143,5.333220707,5.323644285,5.409543477,5.323644285
"SYNJ1",9.094473131,9.043655122,9.089766102,9.106267134,9.078454321,9.152543646,8.93340219,9.008649067,8.34902595,8.262890336,8.38148669,8.339946129,8.366383309,8.396955827,8.442289112,8.376424403
"SYNJ2",9.463323617,9.357286018,9.373370495,9.421802417,9.580353656,9.632093621,9.536206726,9.486320565,10.99042682,11.0148664,11.04314874,11.09179789,11.32279955,11.27448852,11.34372772,11.21295364
"SYNM",5.896559364,5.599893154,5.860115497,5.903176904,5.881140325,5.642196024,5.670258874,5.888379284,6.896864197,6.898143969,6.942975581,6.824606313,7.024865248,6.953694877,6.811756001,6.913383314
"SYNPO",7.811429299,7.819377148,7.799788481,7.810521044,7.412168652,7.407178646,7.229145815,7.43674212,8.245910847,8.227485302,8.305407821,8.237665289,7.916830726,7.796637909,7.827814778,7.850806542
"SYNPO2L",3.2604569,3.366632511,3.177052735,3.172545357,2.947887749,3.276011381,3.090165584,2.934302189,9.63466382,9.646551589,9.642409022,9.747320922,10.48688145,10.42357547,10.50301364,10.40952016
"SYNRG",10.03513294,10.01121663,10.07152039,10.10285062,9.689140245,9.78305748,9.748102728,9.679452501,9.389457918,9.417048843,9.450257192,9.458204601,9.294522062,9.198525252,9.249416666,9.291283464
"SYP",7.433954166,7.484010585,7.525063742,7.448872713,7.432164608,7.352299218,7.387568963,7.430865472,6.286704962,6.078718411,6.317522038,5.960162284,6.262497583,6.296095575,6.262497583,6.496096395
"SYPL1",10.57775475,10.56542574,10.51363214,10.56109435,10.67398847,10.70857812,10.72830105,10.72156489,12.25428961,12.31431477,12.29167872,12.29103662,12.53573498,12.54044525,12.55426159,12.52359287
"SYT1",9.482852972,9.498320239,9.553728423,9.55491833,10.40746376,10.48006119,10.35076705,10.42377483,11.55612544,11.57233088,11.63313042,11.60495436,12.79765162,12.74520126,12.74420001,12.78115699
"SYT11",5.247140563,5.346370083,5.354647302,5.319124707,4.846405613,5.247792169,5.564678352,5.328201992,5.538275305,5.643695865,5.585058323,5.380347433,5.891629223,5.743290768,5.762942789,5.695535572
"SYT12",6.621511473,6.626710115,6.817584901,6.677950988,6.679699998,6.551424437,6.454682391,6.635958,7.110318025,7.175524009,7.110009339,7.194252824,7.221801087,7.241007781,7.12021098,7.2287108
"SYT13",5.689884321,5.612014783,5.718958439,5.671876099,5.850153943,5.244393161,5.89408505,5.852337185,5.855240476,6.014390237,5.837184498,6.067567602,6.085631437,6.163409336,6.340247203,6.035194703
"SYT17",6.99796063,7.056854184,7.036933936,6.860541092,6.569499711,6.375313826,6.38601479,6.365355852,5.994292283,6.057404546,5.925351943,5.958027302,5.874169229,6.005898058,6.040423039,5.970805754
"SYT2",6.929091591,6.872748295,6.888960014,6.86280643,6.791412836,6.525029715,6.831233623,6.923557117,7.021164439,6.930147506,7.114048883,6.961330834,7.09826749,7.097122129,7.251262302,7.355803683
"SYT5",7.378677984,7.4396769,7.445479692,7.466162405,7.213494575,7.377292255,7.284132046,7.217901385,6.144875393,6.056094833,6.169264013,6.09797294,5.995873457,6.133608695,6.159459752,6.085929675
"SYTL2",4.967708803,4.752229834,5.156764229,4.911722246,4.323744194,4.359630094,4.511237958,4.516889578,5.097726027,5.144090847,5.051644246,5.246290614,4.624721695,4.583039928,4.400017205,4.428658939
"SZRD1",9.435940504,9.516953196,9.400066494,9.386227951,9.506374785,9.582178099,9.457933203,9.509896784,9.172059461,9.393084106,9.351007912,9.448081801,9.301349218,9.452626704,9.296148978,9.244531568
"SZT2",7.036200526,6.9634397,6.958142368,6.861325029,6.996026033,6.992872518,6.868970678,6.979122946,6.949569474,7.071676492,7.134133817,7.173428421,7.165235287,7.017528554,7.003161563,6.965918929
"TAAR2",5.458146883,5.563175607,5.677499934,5.458097817,5.6892291,5.495017033,5.663187972,5.564868223,5.17553064,5.060108771,5.211087388,4.94296263,5.146447606,5.145377845,5.325328232,5.303493824
"TAAR3P",3.921654704,3.887804157,3.844965224,3.757765117,3.873866984,3.753794957,4.077396606,4.240569897,3.911087834,3.389528832,3.600920456,3.4666079,3.74277575,3.984515884,3.795668008,4.122994666
"TAAR5",5.612167112,5.74877332,5.710624427,5.669328942,5.740594342,5.532307363,5.680976824,5.80071052,5.873143528,5.961102099,5.817950402,5.672855015,5.845790659,6.048517733,6.003380011,6.019373381
"TAB1",6.865731723,6.997444644,6.936329777,6.748247804,6.821245476,6.90230395,6.78277115,6.97127784,6.988731625,6.998221397,7.026722584,6.999346165,7.035877137,6.987688363,7.012837322,6.996338144
"TAB2",10.15311839,10.14656984,10.17200782,10.19314815,9.860573339,9.917146095,9.728116849,9.896344855,11.27062837,11.27416834,11.2442069,11.19527707,10.95464901,10.91406305,10.88040917,10.92075802
"TAC1",2.761423659,2.781762784,2.911956377,2.70006166,2.783562625,2.794663779,2.885791867,2.894255369,2.759463278,2.921450137,2.95266673,2.918750757,2.765614182,2.723300541,2.883516124,2.779963037
"TAC3",6.450841327,6.372347784,6.522549994,6.528583836,6.592828665,6.337604792,6.668209535,6.67483353,6.964864974,6.798986513,6.810016462,6.714882482,6.850083269,6.905708163,7.020227872,7.206431644
"TACC1",12.32269409,12.31578309,12.39125165,12.33093872,12.39878889,12.37274589,12.36027475,12.36278191,12.23497823,12.22216393,12.28944805,12.28082558,11.83108361,11.88525211,11.87421546,11.91944118
"TACC2",9.556116722,9.608005906,9.52562876,9.569033875,9.716344617,9.767938801,9.746683637,9.755399146,9.3150217,9.362412672,9.322173025,9.388958878,9.281857917,9.301006915,9.193068245,9.218535656
"TACC3",9.073147925,9.137168399,9.087105915,9.009122374,9.303049446,9.362957576,9.213271706,9.38813654,8.076862912,8.168003211,8.254346839,8.33420121,8.638358651,8.638968696,8.60073918,8.605996236
"TACO1",8.590403039,8.588037047,8.422145475,8.567370372,8.552581076,8.484638882,8.554945593,8.488819757,8.228389454,8.103505602,8.25225677,8.200859541,8.135873765,7.995673655,8.135559207,8.059294458
"TACR1",4.329787225,4.660050568,4.681939273,4.393653024,4.968624253,4.516177053,4.558630173,4.533448667,4.668225385,4.516257859,4.42075624,4.735074825,4.398439429,4.512152048,4.627566271,4.563819517
"TACR2",5.634713548,5.549300979,5.761304927,5.693335681,5.620485094,5.388988125,5.537051338,5.608081423,6.432683362,6.470217846,6.41938425,6.433363191,6.326932412,6.321682265,6.242109345,6.454119028
"TACR3",4.941481297,4.949556415,4.960023622,5.211801616,5.078792543,4.684910099,5.150903535,5.008788063,6.176777865,6.282687668,6.090356054,6.400624104,5.534470467,5.907659561,5.83537558,5.73153906
"TACSTD2",6.25697956,6.053836601,6.251867131,6.146633073,6.276527141,6.236859933,6.013536566,6.205227967,12.79378309,12.79206096,12.79946733,12.78289982,12.25185344,12.2254827,12.20250396,12.24021591
"TADA2A",6.716574786,6.86018068,6.783463468,6.750448101,6.891993606,7.100403416,6.899286694,6.950108306,6.727023614,6.559240896,6.623453654,6.652046072,6.788950367,6.71487727,6.782100205,6.81128568
"TADA3",9.300131452,9.286650038,9.215800605,9.290178293,9.074154123,9.125291812,9.179592937,9.12285863,9.090356703,9.185843224,9.164935351,9.215521827,9.078684012,9.087981278,8.991857512,8.879537398
"TAF1",7.911377883,7.974807924,8.00845322,7.834412213,7.919167154,7.9083935,7.88581724,7.824762693,7.78604114,7.741205633,7.645681284,7.724787415,7.42687369,7.558262073,7.597706841,7.518964756
"TAF10",11.17666905,11.24067668,11.19576025,11.24448209,11.19066772,11.17054974,11.12146319,11.10628002,11.39837403,11.51398517,11.52962079,11.4639277,11.52962079,11.50438208,11.42873431,11.49583806
"TAF11",10.30271111,10.27967476,10.38461561,10.40690155,10.30712337,10.36672566,10.19432574,10.27560061,9.779742856,9.699092008,9.719240979,9.722001681,9.810733702,9.749086146,9.7220375,9.708747585
"TAF12",8.536882533,8.431809981,8.397639463,8.477871979,8.443533532,8.323141557,8.392389167,8.365873695,8.104613607,8.124357756,8.14827865,8.2137222,8.138326589,8.02603583,7.945356309,7.850583726
"TAF13",5.80272468,5.33890648,5.506979082,5.532275938,5.674209957,6.022045467,5.790774974,5.787107508,6.195823146,5.868851417,5.956824049,5.988243927,6.379011923,6.169861262,6.131375823,5.817871415
"TAF15",9.026660883,9.124311557,9.126838458,9.107041538,9.263864036,9.316297978,9.010742366,9.076312764,8.579291293,8.592149661,8.472485055,8.457001713,8.573444926,8.596320668,8.550555969,8.631642364
"TAF1A",6.855834002,6.559760505,6.369023611,6.669629724,6.076403728,6.289660768,6.1329195,6.046748653,7.272122757,7.261832517,7.252545858,7.374677452,7.414307093,7.295995908,7.374285489,7.122339089
"TAF1B",8.951726978,8.877769378,8.895178965,9.043165697,9.03716848,9.080734254,8.956602568,8.970624819,7.254498206,7.448614003,7.190681488,7.321665937,7.182412905,7.191322921,7.176897151,7.018071381
"TAF1C",8.207839145,8.244806218,8.288583861,8.248962922,8.103864489,8.09514427,8.11736631,8.018212658,8.103499302,8.120490759,8.150355369,8.277975653,8.049997378,8.012308691,8.033471761,7.879604829
"TAF1D",7.225976907,7.075809644,7.195251336,7.1764991,7.292799886,7.527343838,7.355951232,7.29948455,7.776869541,7.78397568,7.794991189,7.85421347,7.71486476,7.685228005,7.701461115,7.706568265
"TAF2",9.184194093,9.180613807,9.340300933,9.426525516,9.622482,9.543669918,9.31010706,9.349851436,9.846067685,9.863706314,9.902626798,9.787664819,10.06436626,9.957321797,10.03396392,9.947805896
"TAF4",9.466584388,9.441344711,9.496333153,9.484257362,9.561611341,9.654239604,9.610783447,9.561013442,9.748432814,9.756959582,9.707178801,9.747433876,9.624730165,9.666028329,9.57788881,9.468951644
"TAF4B",5.674270513,5.833403715,5.654992552,5.440443481,5.96683183,5.898732701,6.048176234,5.979788269,5.913226744,5.83301891,6.018899659,5.858990977,4.988691692,5.403451538,5.234944761,5.486176231
"TAF5",8.826132744,8.81206718,8.915624117,8.928254854,8.99750457,9.007638129,8.952766711,8.975218523,7.196397735,7.19226273,7.270393733,7.292594928,7.26050919,7.286231375,7.183850088,7.208581788
"TAF5L",8.48792209,8.407048844,8.518665436,8.533212831,8.725860956,8.607031346,8.587924267,8.574208341,8.962659671,8.940164786,9.058001879,9.021557237,8.940164786,8.955793404,8.874505218,8.981106176
