,IRJ43,IRJ44,IRJ45,IRJ49,IRJ50,IRJ51
CDC20B,0.027427182,0.041330853,0.084087498,0,0,0
UGT2B7,0.110745404,0.144229254,0.029320275,0.059689585,0.047496417,0
CYB561D2,4.453433276,4.362725093,4.560457,4.576911714,4.484037552,4.42452807
LPAR4,0,0,0,0,0,0
AC016752.1,0,0,0,0,0,0
C17orf112,0,0,0,0,0,0
AL596220.1,0,0,0,0,0,0
SLC16A9,1.071354097,1.130742724,1.159661736,1.304285171,1.175826288,1.182108792
MROH7,0.13192002,0.093929101,0.139009305,0.22540806,0.144351141,0.109558549
RPS19BP1,6.337918696,6.309865123,6.322489535,6.458238429,6.477210243,6.542438638
LCNL1,0,0,0,0,0,0
ARFRP1,5.071987851,5.184191708,5.108018394,4.965587866,4.923419349,4.937636893
NAPSA,1.105572599,1.094125482,1.096456346,1.189359601,1.177072444,1.04323634
C2orf57,0,0,0,0,0,0
RERE,5.622509256,5.363651439,5.60556222,5.223605246,5.236945606,5.244979476
SOX5,0.063240654,0,0.033302439,0,0.011947315,0.015432526
C2orf78,0,0,0.014903146,0,0.05606522,0
VWA3B,0.261642766,0.363914988,0.194239509,0.234426017,0.12076757,0.202337159
IFNL3,0.082090054,0,0,0,0,0.216552938
RP11-834C11.12,0.358019759,0.91744369,0.562197312,0.517486957,0.88859548,0.719370974
THEMIS,0,0,0,0.023764591,0,0
FBXL13,0.65667712,0.740371677,0.821245058,0.196469076,0.376103443,0.619115944
AC007773.3,1.500178544,1.00297777,1.437341677,1.362534438,1.302618192,0.882121597
PEG3,0,0,0,0,0,0
CEP63,4.384529255,4.483854145,4.462689479,4.493243862,4.801730341,4.905597022
CD70,0.103632046,0.141143875,0.363651937,0.227305203,0.110554963,0
HNRNPH2,6.457797968,6.480072396,6.426027734,6.185887301,6.37911076,6.328389786
ARFGAP1,6.302161579,6.300517043,6.324868984,6.107398179,6.040343396,6.14949838
TWIST2,0,0,0,0,0,0
ZNF383,1.507833308,1.393385135,1.513148051,1.614897443,1.680121613,1.650085344
ENTPD2,4.016816053,4.174238431,4.021779732,4.168121147,4.043525004,4.223816907
ATP8B3,0.324906932,0.329524311,0.401071094,0.387920739,0.295776015,0.193525111
MRPL47,5.469826673,5.318210667,5.49993902,5.565299403,5.717420064,5.710472922
HNMT,4.291196803,4.538918104,4.524167262,4.139220545,4.396821072,4.036910449
GZMK,0,0,0,0,0,0
RP11-463J10.2,0,0,0,0,0,0
ZNF444,5.077016447,5.228658272,5.289636473,5.132143899,4.991320677,5.138228805
KCTD18,3.930652647,4.006932288,3.841219844,3.771922331,3.787684106,3.716955157
C6orf10,0,0,0,0,0,0
POLR2J,7.430400374,7.6311374,7.576085559,7.776832914,7.74383891,7.671376811
XG,2.192354761,2.727590687,2.656620367,1.953193786,1.712607874,1.884368128
VASH2,0.727612422,1.03082859,0.690713913,1.176645718,0.834792637,0.986848671
DLX5,0.241874186,0.485001041,0.308915518,0.187714771,0.256420771,0.223729973
VEPH1,1.578080365,1.661848525,1.797344676,2.918141031,2.766604534,2.736131312
KANK4,0.11663449,0.052407247,0.022381572,0.088798302,0.035942897,0.054298481
TAF4B,1.363645546,1.378899112,1.411344656,1.592092255,1.591434231,1.656509566
YTHDC2,3.071428973,3.111824352,2.994674343,2.89896369,3.051881019,2.920484392
C3orf20,0.094145718,0.093081978,0.027011342,0.033848415,0.025777502,0.039040207
SPTBN1,5.640231084,5.636102586,5.686475865,5.586936796,5.615723017,5.622455049
STEAP2,0.303241779,0.244358711,0.140455894,0.400497865,0.235112872,0.142790216
DUSP23,5.224009928,5.143970774,5.311786859,5.578331007,5.396071764,5.646161088
RPL4,11.19106011,11.13027845,11.15105884,11.34263451,11.43997786,11.34910693
ACTC1,0,0,0,0,0.010365708,0.013391683
METTL17,5.124697439,5.518524293,5.350246884,5.357170153,5.299144435,5.246887146
HIST1H2BN,3.275439951,3.118921699,3.158513134,3.256134959,3.122435976,2.734783425
DMBT1,0,0,0,0,0,0.03446644
KIAA1671,3.442584281,3.316217206,3.402645368,3.224590623,3.271887425,3.163355113
ADORA1,0.88218436,0.934549087,0.852116699,0.837539575,0.895689324,1.166257214
TAT,0.09710562,0.102188503,0.129152035,0.045312685,0.103607986,0.027520451
WNK1,5.429628432,5.498438233,5.347302942,5.287758807,5.680347717,5.791338365
MED31,4.376972444,4.384349979,4.303465678,4.485336736,4.651453018,4.53269472
SLK,3.384317504,3.383407194,3.380385638,3.20250466,3.307110201,3.167005048
LGALS2,0,0.240468892,0.300318015,0.211244167,0,0
C7orf55-LUC7L2,5.264084193,5.278172755,5.205336744,5.293288485,5.307495286,5.444323513
C1orf94,0.03879396,0,0,0,0,0
RABGEF1,1.811309586,3.49981652,3.49484136,2.42562919,3.401616189,3.004475165
CRNN,0,0,0.024866527,0,0,0
SPNS1,5.490395854,5.517312259,5.545714412,5.529948496,5.421297849,5.60309677
MKX,0.729977555,0.518487751,0.552653378,0.924468444,0.52857896,0.466248226
CENPL,3.352490961,3.364670821,3.324433909,3.868727369,3.939241668,3.871614662
GTF3C3,4.545816219,4.526062582,4.785801242,4.730207796,4.555677977,4.858955265
UCK1,6.116556796,6.153671277,6.157247134,6.298549537,6.241192849,6.270500642
TOR1AIP2,2.840493381,2.827778497,2.878239203,2.809011108,2.942509687,2.842650021
MKLN1,4.019090874,4.313867938,4.092762801,3.52991939,3.931582149,3.712711507
RP11-182J1.16,0,0,0.13869882,0,0.469994655,0.3208012
TGS1,3.386058095,3.415825013,3.283757795,3.298513654,3.504201781,3.3629213
AL354808.2,0.517886377,0,0,0.168244675,0.157634346,0
CDC20,5.175160958,5.138181365,5.175787322,5.592885567,5.524838542,5.568812854
C6orf15,0.07909574,0,0.04486158,0,0.084427287,0
PRDM5,1.275592131,1.440279756,1.229679739,1.205795879,1.456916612,1.329249002
CWC27,3.856275349,3.852065222,3.806450382,3.834308355,4.039428312,3.985855081
C16orf46,2.171939062,1.993599834,1.960506205,1.786277467,1.585966111,1.580094964
TMEM74B,0,0.237017968,0.05483378,0,0.100922461,0.129229846
TIMM23,6.067655171,5.998995442,6.094349928,6.040977476,6.184350643,6.173807734
TXNL4B,4.909828784,5.296830321,5.023333521,5.136327789,5.162335316,5.154144521
HYI,4.190836005,4.443576501,4.46821981,4.71056352,4.407520185,4.321042258
SGK223,3.241950524,3.277041126,3.256755943,3.352446886,3.173577814,3.355386858
ODF4,0,0,0,0,0,0
NAGK,6.74972132,6.811037918,6.88338289,6.6083522,6.690616613,6.760569074
KRTAP2-1,0,0,0,0,0,0
PPP1R42,0,0.211646479,0.138556127,0.153251604,0.329363989,0.114920395
ANAPC2,5.527382547,5.445394917,5.495045276,5.425650208,5.35259539,5.37343252
RP11-521M14.2,0,0,0,0,0,0
CD300LB,0,0,0,0,0,0
KIAA0101,6.917947085,6.946649551,6.942434586,7.914074702,8.052553706,8.080658773
SELE,0.023638496,0.074123505,0.176039034,0,0,0
CYP2B6,0,0,0.034460962,0,0,0
SNTN,0.37599725,0.546324158,0.255635932,0,0.252547703,0.219970122
UBAC2,5.229118558,5.240285696,5.2791714,5.140175088,5.157529756,5.161826147
URI1,5.765459034,5.648951093,5.660850564,5.574789371,5.613322819,5.522385229
FAM183B,0,0,0,0,0.05729227,0
DISP1,1.41890797,1.773682826,1.597393374,1.419715028,1.381183883,1.349714622
OSBPL1A,3.390241865,3.412662192,3.513438614,3.159912253,3.347993099,3.28013755
ANKRD34B,3.092351138,3.287056744,3.08383996,2.312518687,2.077960872,2.270635847
PEAK1,2.727202405,2.762526667,2.747682633,2.467910927,2.78750643,2.645296567
FUBP1,6.330675582,6.352908273,6.310166517,6.412163924,6.538671802,6.559864916
EPGN,0,0,0.835996626,0.781107547,0,0
ANKS3,3.618886276,3.623147826,3.69676452,3.569438698,3.253656575,3.314907282
ARMCX1,4.292505647,4.349252298,4.310944408,4.26931154,4.218709718,4.234426531
TEX30,3.209177632,3.406953453,3.158180571,3.62785977,3.683528315,3.837964332
GPALPP1,3.913981102,3.948599187,3.835043585,3.923514938,4.18171277,4.121215868
ZNF185,5.935584843,5.895990335,5.947048609,6.117585485,6.016504904,6.01526002
GOLGA6D,0.058197873,0.072081023,0.063308371,0.066482583,0.024488877,0.044923769
U2AF1,7.574140112,7.65717399,7.620578716,7.711613556,7.828977226,7.754048352
ZSCAN9,3.396398805,3.50228136,3.353272987,3.144716071,3.295099184,3.222210856
OR51M1,0,0,0,0,0,0
NUDT18,4.623907582,4.455215099,4.581214072,4.571223287,4.513246943,4.624016836
BAI1,0.637544139,0.748423637,0.595727917,0.779122511,0.691949358,0.693819352
PEX7,3.308854906,3.617299292,3.270681783,3.389745379,3.611647313,3.598612391
MAP2K3,4.900665225,5.055879797,4.993384042,4.758751382,4.688534709,4.763274495
HYAL2,4.584547337,4.698125952,4.882672012,4.894501577,4.908350692,4.993937923
MT1A,0,0,0,0,0,0
BCL2L2,4.754975786,4.727389386,4.487558276,4.664986252,5.023915161,4.656273867
CCDC169,0.430675552,0.473716194,0.304805894,0.310885285,0.155029863,0.195531349
SLC7A2,7.268466893,7.117571699,7.070650087,7.161433584,7.102118612,7.125043282
S100PBP,4.046197435,3.962101205,4.123128794,4.239674221,4.019133092,4.328205933
ABCD3,3.634049375,3.641636734,3.681387722,3.636009946,3.708094452,3.64047345
HYDIN,0.100777227,0.074256515,0.043119583,0.040152046,0.113910957,0
BYSL,3.9367734,4.001951902,4.022532932,4.387952963,4.360037396,4.272007117
SMPD1,3.340056459,3.347226451,3.501862492,2.703888777,3.033489906,2.729525828
RPTOR,3.658093124,3.593260924,3.671277265,3.873979313,3.703868474,3.815393267
ANKRD13D,4.86148979,4.844096449,5.054962956,5.042759017,4.822918093,4.879505978
IAH1,6.028217807,6.1142339,6.0966794,6.333809325,6.295527288,6.337467449
CORO2B,0.366129283,0.441799369,0.485445222,0.232919108,0.218528358,0.333361405
ENY2,7.612379888,7.676615775,7.652926086,7.720002956,7.881094442,7.818385911
MAT2A,6.736624578,6.72937164,6.822234353,6.867258442,6.890223036,6.813638131
DNALI1,0.202849377,0.194216768,0.15352993,0.2483463,0.159414653,0.105237526
MVP,6.720727131,6.527812761,6.678032401,5.995636514,5.987629013,5.965184334
TANGO2,5.314384366,5.250856823,5.427306327,5.17408639,5.363205487,5.10922031
FOXO3,4.309554857,4.277174501,4.292757943,4.292586519,4.256382037,4.334032388
AP003041.2,0,0.166178735,0,0,0,0
CD164L2,0.372341029,0.288933387,0.42196403,0.756190478,0.516542352,0.497092678
FAM89B,5.576191669,5.497358495,5.675393385,5.535162783,5.113084577,5.469501945
SOX21,0,0,0,0,0,0
LBX2,2.64780284,2.418460896,2.627016026,2.434767464,2.371915467,2.567599813
CCDC67,0,0,0,0,0,0
LCN1,0,0,0,0,0,0
TTLL1,2.72330737,2.401893265,2.197309097,2.328133219,2.225161937,2.517785801
PITX2,2.392143583,2.512770803,2.415131498,2.448846451,2.266169943,2.055563727
ITSN1,3.15865939,3.079598332,3.017074508,3.321971843,3.1527172,3.094230233
SLC25A19,4.194045754,4.098872474,4.289755737,4.699154008,4.981155032,4.836175589
CDAN1,2.669706237,2.440021643,2.448085271,2.92800288,2.588263591,2.785179987
SPG20,3.7666506,3.731725258,3.774645816,3.419813954,3.678656802,3.628465521
FAM213A,6.347965894,6.344602399,6.33757621,6.314159532,6.291892884,6.32087261
TGFB3,3.838511989,3.907621978,4.012300328,2.692546281,2.707710172,2.606179919
OR8A1,0.589282293,0.373480417,0.461519412,0.535598576,0.781859875,0.20795828
AC012493.2,0,0,0,0,0,0
SLC17A1,0,0,0,0,0,0
CLMN,3.31327637,3.252368123,3.413476422,2.867805714,3.232241579,2.59238398
NFKBIB,3.950505942,4.147336835,4.087167015,4.236902187,4.238959224,4.391728103
RAB14,6.371783447,6.403306414,6.267054068,5.958166979,6.046020684,6.208514065
BRPF1,3.975447461,3.933165936,3.963174329,4.157189368,4.188770548,3.961739
UBE2G2,5.325095929,5.339166096,5.314622637,5.377522853,5.282495298,5.254617313
C1orf162,0.290179457,0,0.584437182,0.181248243,0.110251013,0.269533546
LRRN2,1.997260596,1.922307893,2.014498678,2.106890327,1.848509826,1.919647945
RPS4Y1,0,0,0,0,0,0
KNOP1,5.167412706,5.411661264,5.261247055,5.042796217,5.164717903,5.24351158
RBMXL2,0,0,0,0,0,0
AC017104.2,0,0,0.113200938,0,0,0.138440901
STK11,6.121967675,6.125331713,6.293329083,6.32478932,6.349474916,6.403155346
OR52R1,0,0,0,0,0,0
AKR1C1,3.116239334,3.167613579,2.999380997,2.853549315,3.277909335,3.105561441
LYPD2,0.626149,0.77916006,0.752985618,0.208703423,0.368015566,0.808667021
COX5B,8.470385923,8.375932078,8.366764362,8.424491143,8.566070498,8.481935019
OSBP,3.989272527,3.989631223,3.971408704,3.809577611,3.811751957,3.838286834
CAPN9,4.444906149,4.428024504,4.381519388,4.305315285,4.347197659,4.303468283
NPCDR1,0,0,0,0,0,0
C14orf166,7.448848376,7.524242495,7.443719292,7.571752558,7.580558713,7.52746852
ISL2,0.646515538,0.837087714,0.827461608,1.105365645,0.79824057,0.563503334
TUB,0.559051731,0.489058298,0.361303442,0.662550847,0.445749505,0.471193791
JAKMIP2,1.784485008,2.143212936,1.937917897,1.531214278,1.579931916,1.632441588
AARSD1,4.698728716,4.624091092,4.776044624,4.804270228,4.785741775,4.755561702
PCGF1,3.546213345,3.702859768,3.636234728,3.74716985,3.655428083,3.629746015
SLC5A8,0.018977756,0,0,0.105477147,0.04028981,0.101989305
SMG9,4.566985809,4.723055181,4.723173686,4.921376329,4.700020132,4.795478613
SCAF11,5.347813732,5.27000233,5.267536564,5.157284781,5.116777948,5.106629334
C9orf139,0.354289432,0.419610839,0.512180179,0.206712582,0.394448755,0.251822311
SLC13A4,0.027928014,0.036690875,0.061872421,0.218952042,0.02984631,0
NUP160,4.643624958,4.453432735,4.410958256,4.801165568,4.624944894,4.681939156
E2F4,5.413210446,5.525168028,5.545113014,5.877456275,5.519619018,5.985167691
KRTAP26-1,0,0,0,0,0,0
USP37,3.250215029,3.160468422,3.183753924,3.526997105,3.522602191,3.566367845
LTB,0.297022943,0.40245337,0,0,0.120388334,0.153871149
PRAMEF21,0,0,0,0,0.032838459,0
COX20,4.726199685,4.55880565,4.718251048,5.286146567,5.167334779,5.228606461
RMDN3,5.326713792,5.397652122,5.461136205,5.476374924,5.468937231,5.343338699
VANGL2,0.099909586,0.075869189,0.00825891,0.066183563,0.076932847,0.040310118
GSTK1,6.835709789,6.754577874,6.86438271,6.772737491,6.705879884,6.798968262
TAF1D,4.384260735,4.239008801,4.4127207,4.329068767,4.452587284,4.531702487
RIC3,0,0,0.054785302,0.084062839,0.072372999,0
ATP5A1,7.762101465,7.847987352,7.721913453,7.739202465,7.91970056,7.79997913
HLA-DPA1,0.221635159,0.196539663,0.699044743,0.172255355,0.109806489,0
SLC30A4,0.709744957,0.703189293,0.691371269,0.722532789,0.63993403,0.665353387
GPRASP2,2.626301549,2.62184118,2.674959849,2.624641439,2.531850126,2.622631952
MRPL41,6.994255135,6.958154879,6.986474595,6.824896868,6.802788421,6.868751287
LAMA3,1.79715015,2.190559983,1.953105806,3.15117636,3.005542324,2.63301216
PMFBP1,0.678603633,0.627629879,0.294763285,0.250895525,0.740143801,0.669956202
KLF13,3.186230422,3.010209734,2.978747273,3.194695669,3.45209445,3.250413357
USP17L30,0,0,0,0,0,0
ALG1L,5.436998309,5.348435814,5.472910512,5.72777517,5.631472358,5.784326321
SNRPG,7.675354819,7.771804127,7.640984937,8.217017667,8.271542744,8.095004042
SLC25A29,6.596159406,6.599840881,6.750897146,6.678794057,6.708271385,6.646716077
AP000349.1,1.503453031,1.035900543,1.211545131,1.178491563,1.295080133,0.574677306
GGPS1,4.421693358,4.565446974,4.59148584,4.485829353,4.537214548,4.556349811
ZXDB,2.847250117,2.814483993,2.956214926,2.524288089,2.493959109,2.510936582
SMIM7,6.345593647,6.317982557,6.32827353,6.184221672,6.342032655,6.261734422
KIF14,2.173724696,2.109028537,2.131528991,2.488406641,2.532561818,2.524591872
CNIH2,2.608303255,2.463658016,2.699529013,3.901906906,3.606896213,3.6791371
TESK2,3.112557455,2.979843713,3.080286368,3.008164824,2.975400652,2.950841996
LPGAT1,3.602795739,3.526366972,3.524689027,3.23945287,3.261704761,3.254864198
RP11-3B7.1,0,0,0.041089271,0.082781313,0.07741601,0
HIST1H1D,1.196237359,1.147675458,1.163974669,1.686741116,1.420598137,1.265036914
RP11-41O4.1,0.428587752,0.296215613,0.570137552,0.481610932,0.636804777,0.442340951
MAPRE3,4.067187341,4.213480604,4.340289404,4.133293437,4.164279557,4.063762643
DLD,6.414854295,6.560804438,6.549775327,6.279389249,6.420191996,6.332815162
HIGD2B,0.230855189,0.10597981,0.133898037,0.092571948,0.086590625,0.310337474
MED1,3.525287728,3.563371067,3.577528962,3.536188496,3.550243406,3.617915978
TSSC1,5.237408903,5.242424989,5.373211973,5.591763034,5.507000231,5.509525517
HOMEZ,4.240538621,4.239785873,4.294527647,4.332724572,4.205834745,4.332524084
GPR75-ASB3,3.351702467,3.648287995,3.636331531,3.439943342,3.519806407,3.411318503
RP11-817J15.3,0.268537839,0,0.228959611,0,0,0
S100Z,0,0,0,0,0,0
SOCS4,3.322381223,3.333900567,3.322800786,3.366928439,3.331350725,3.358166966
MORF4L2,8.249023994,8.216318738,8.187476424,8.244656631,8.396981353,8.271370075
CCT7,7.926332537,7.94410054,8.012958453,8.18449003,8.202908616,8.175952292
SYN3,0.152370671,0.278160666,0.1873109,0.089235993,0.110248936,0.072240854
IFNA13,0,0,0,0,0,0
SLC16A6,3.534374288,3.633774326,3.55095298,3.475725776,3.756327593,3.627955347
AC016586.1,0.547937687,0.383388889,0.539146799,0.375984384,0.282320215,0.399964145
WDR41,5.21094506,5.30143965,5.087029769,5.236623933,5.173017633,5.308423813
ZP4,0.046879432,0.061463166,0,0,0.050076875,0
ANO6,4.232633896,4.226211091,4.298162535,3.997313924,4.078421994,4.032581995
KCNH7,0.094689381,0.025438512,0.056332317,0.03850619,0.020731603,0.026612891
NFRKB,3.86123567,3.792546434,3.739103095,3.452552247,3.457558967,3.442106181
PPP2R5D,4.792787835,4.836327563,4.836724902,4.870425136,4.814642525,4.750261074
RP11-585F1.10,1.242267146,1.137366039,0.422423667,0.231245238,0.405503185,0.505619944
TCF4,0.046133368,0.060551494,0.026063564,0,0,0
ABCC10,3.644149854,3.358971585,3.753338554,3.720262025,3.300566059,3.684257855
GAPVD1,5.503497237,5.328504326,5.333069871,5.124753232,5.046020255,5.045827972
SCAMP3,6.295924616,6.391882231,6.394395931,6.496649432,6.356204966,6.422418214
TTBK1,0.19988283,0.149608058,0.138546651,0.181838225,0.17046573,0.156627949
CDC42,7.698044228,7.647334171,7.657722697,7.519090946,7.531854657,7.477662389
LGALS9,0.855435588,0.738880911,0.696428726,1.747503419,0.659913043,1.575452636
OPRL1,1.304544678,1.473593184,1.501461534,1.673623407,1.829265297,1.722620228
OR11H4,0,0,0,0,0.089852638,0.115177071
ETV4,0.757735072,0.369025875,0.598324843,0.73003484,0.331931023,0.372480638
SAFB2,4.840643271,5.0380368,5.013951284,4.901055325,4.878599088,4.982141613
SUSD3,1.254086673,1.21187748,1.08201456,2.126675406,1.810568401,2.404433571
DTNB,3.554862732,3.621643602,3.432738526,3.809820996,3.638303709,3.572870842
MFAP5,0,0.023593809,0,0,0,0
WDR4,3.826005804,3.735530323,3.841610319,4.283180891,4.290785891,4.232821353
CACNA1F,0,0.017718335,0,0,0,0
UNC13D,5.819781473,6.058956963,6.095515134,5.014219171,5.072729573,5.136348231
WRAP73,4.640938175,4.863242183,4.85080934,5.238384481,5.299258307,5.332086734
GPSM3,1.1654522,0.863162834,1.101316562,1.363853169,1.263753045,1.179467513
HIST1H2BG,4.648384706,4.418001816,4.579176091,3.923393717,3.989402734,3.852278569
SSTR4,0,0,0,0,0,0
ELMO1,0.157574652,0.159768356,0.263635998,0.226124586,0.284289621,0.131948021
NVL,5.303937481,5.270593341,5.154518644,4.793617747,4.951288695,5.028701921
RNF103-CHMP3,3.510593987,3.262851407,2.87281008,3.636619685,3.68626034,3.929851777
SEMA4D,3.08102294,3.014175156,3.15199171,3.232361669,3.219229128,3.050055578
MLXIP,4.329117855,4.620184889,4.594088081,4.721449762,4.204022381,4.32944101
PPP1R2,6.179845492,6.056574994,6.00340646,5.832832519,5.881554787,5.859175515
BANK1,0.53409516,0.620416465,0.60595984,0.394956793,0.305403161,0.720292746
PDCD2L,3.332328053,3.420384,3.587995416,3.678205838,3.844717682,3.812223737
SCN1A,0.009562254,0,0.010714842,0,0.004703766,0
CEMP1,3.001155342,3.291801661,3.387846968,3.072083716,2.353693441,2.847638211
C3AR1,0,0,0,0,0,0
CPB2,0,0,0.059654119,0,0.056963957,0
GRK6,5.472292108,5.641297852,5.601510413,6.075403701,5.936157501,5.960963653
SEMG2,0,0,0,0,0,0
RP11-94B19.4,0,0,0,0,0,0
ZNF823,2.84096867,2.873187565,2.444606883,2.525747394,2.655815573,2.438436149
SLC17A2,0,0,0,0,0,0
MTX1,5.637377024,5.648243357,5.739204646,5.707597035,5.711193658,5.736278999
NARS2,4.111138173,3.653709942,3.90739129,3.921131764,4.173265385,3.951347605
AC112715.2,0,0,0,0,0,0
RIOK1,2.819676632,2.859079937,2.790959768,2.889535075,3.158304872,3.136584456
PTPRS,4.609679175,4.592023243,4.699456726,4.474309294,4.257884852,4.376394174
PTPN13,3.995589599,3.967309599,3.899804015,3.454909905,3.466340503,3.367904458
EXOC8,2.96379993,2.807882572,2.922381732,2.672715367,2.594317108,2.7356687
GNL3,5.116274226,5.353072696,5.222670583,4.840008428,5.107225217,4.888248542
NPIPB5,4.137699493,3.803515983,4.120766719,3.909009564,3.929403424,3.980165217
BPIFB4,0,0,0,0,0,0
RWDD2B,3.332003893,3.439925467,3.411313313,3.148360169,3.201601546,3.242381938
MUC6,0.286146099,0.037949497,0.048245763,0.022116628,0.006917876,0
PLEKHS1,2.738809805,2.789447997,2.914173301,2.502021094,2.320964057,2.591056146
HOXD1,0.119852634,0.105812829,0.11225042,0.220827877,0.043874186,0.05649251
RP1-228P16.5,0,0,0,0,0,0
GNB4,1.058888007,0.639348993,0.872084712,1.327524246,0.955336945,0.863617175
PTPN20B,0.101677198,0,0.112837726,0,0,0.138800135
ARPC3,9.032719023,8.99829736,9.01671597,8.745311336,8.954395125,8.867434161
CLUAP1,5.037953487,5.036907455,4.872517252,4.636207688,4.822356337,4.943631064
CUZD1,0.548103442,0.400146605,0.557189882,0.555216866,0.773815014,0.769339846
COLCA1,0.042829917,0.018949762,0.050097271,0.016488842,0.045740638,0.019881676
KIRREL3,0.17336728,0.157635827,0.125943242,0,0.049982974,0.175256214
NAE1,4.827089164,4.553612387,4.393853897,4.718138156,4.881167081,4.462830817
ABCE1,4.861276194,4.754646365,4.719698388,4.986406193,5.326427305,5.168512743
SNAPC5,5.129769051,4.898561941,5.041709845,5.218218672,5.046519849,5.047842742
C1QC,0,0,0,0,0,0
SLCO1B3,0,0,0,0,0,0
DPH7,4.593850027,4.633942393,4.651442856,4.934855459,4.937368106,4.734956071
C16orf97,0,0,0,0,0,0
PABPC1,12.05003172,12.09916719,12.12247251,12.04311662,11.97554069,12.01094595
MRPL43,6.66432233,6.671322363,6.66948849,6.689850489,6.652270646,6.614290762
SMIM18,0,0,0,0,0,0
FAM227B,2.629133877,2.646996015,2.575479944,2.428445092,2.615818716,2.551220802
ADAMTS16,0.03032857,0.061514865,0.017756237,0,0,0.041778648
PNOC,0,0,0,0.2309266,0,0.504987537
CST5,0.252831511,0,0.075429837,0.15019888,0.268837538,0.179454465
H2BFWT,0.545185551,0.682693625,0.678530439,0.766776288,0.796277356,0.612822937
LAMTOR3,4.861517349,4.870040634,5.006961696,4.531338194,4.571467254,4.727550658
ABHD17B,3.19608313,3.232143617,3.222720882,2.959674939,2.829125902,3.04737605
CAPS,6.155896808,6.108320799,6.172127222,6.079075169,5.940073165,6.052985179
LARP4,4.63493703,4.805855346,4.664419954,4.40240506,4.402315483,4.484372984
RBM3,7.930172516,7.828146306,7.803418106,7.661185571,7.747959437,7.683893513
HIPK4,0.599573402,0.353635471,0.451579581,0.644770325,0.561582565,0.571322361
RIF1,3.772370986,3.767347762,3.738703399,3.876928541,3.952756058,3.925776052
LSP1,0,0,0,0,0,0
C2orf70,0,0,0,0.29853566,0,0.187453821
LRRC38,0,0,0,0,0,0
RP11-1102P16.1,0.046937402,0,0.006669153,0,0.025287143,0.032620046
PCDHGB2,1.253269391,1.519817604,1.510918272,1.235691862,1.200842438,1.288713061
NBPF9,4.441130811,4.358302926,4.533691628,4.476954768,4.482397338,4.591905712
RP11-542P2.1,0,0,0,0,0,0
DNAJA1,7.43576641,7.529082843,7.534554511,7.48883912,7.566596768,7.586683457
ATP6V0D2,0.444158382,0.168368576,0.161505418,0.489102792,0.870875037,0.776169971
TUSC1,3.624956042,3.517510961,3.555795788,3.510496907,3.67241232,3.721965598
CREB3,5.167624474,5.208829004,5.258796912,5.121222752,5.145442474,5.225641141
RNF10,7.667228948,7.740659123,7.88865355,7.78127105,7.884065264,7.793589011
SMKR1,4.322245874,4.123968093,4.363943368,4.543369095,4.49120524,4.589923147
RC3H1,3.250981027,3.109231683,3.158562563,2.902245101,2.947585573,2.986958944
C6orf48,8.455742737,8.503168821,8.494664461,8.683417493,8.748557141,8.715527762
SH2D3A,3.895172131,3.922270121,3.913115603,3.536376976,3.579518012,3.612328886
UBL4B,0.05715967,0.074859432,0.12512489,0.065299802,0.175888966,0.078467297
DLC1,2.381893267,2.497281816,2.422391399,2.748290177,2.585818081,2.632635336
CCDC102A,2.269742902,2.247033274,2.190934724,2.383751664,2.213810572,2.568485732
THADA,4.157307216,4.261386025,4.342733631,4.074087872,4.075995132,4.121417904
TRO,0.223034367,0.296037922,0.367894493,0.298477501,0.349445602,0.216426549
CHRND,0.653846213,0.284794162,0.076609254,0.281213964,0.16101068,0.264338889
HOXA1,0.315028172,0.252793017,0.257694648,0.416418873,0.424293489,0.392732253
43345,8.262078883,8.297493449,8.171922887,8.091566038,8.182709875,8.043112394
AOX1,3.922037088,3.715039133,3.783201458,3.792669385,3.979617598,4.048056513
TBC1D16,4.347199419,4.270972296,4.468156363,4.290990107,4.285789652,4.398648121
FAM153A,0.507895226,0.666166077,0.401939856,0.243810863,0.147473865,0.039916849
C8G,0.791920398,0.891755221,1.087848841,0.861811385,1.062313929,0.534940426
SLC40A1,0.068686459,0.783546401,0,0,0.024861122,0.032071957
VRTN,0.223351789,0,0.0129866,0.026423549,0.02467962,0
TDRD9,0.418157149,0.413330626,0.338101042,0.429993955,0.671232577,0.466231758
AGPAT4,0.099496134,0,0.253602882,0.581820011,0.021472918,0.236986576
B3GALT1,0.038173616,0,0,0,0.040785597,0
HSPBP1,5.202854302,4.972949229,5.001698758,5.327291648,5.098418083,5.200453974
MGAT4A,4.614028701,4.384065035,4.568883612,4.213397787,4.115860551,4.302577651
RP11-276H1.3,0.123362991,0.055491566,0,0,0.089015552,0
YBX3,6.323623497,6.367382927,6.351376948,6.449402434,6.38859212,6.464238032
CRIPT,3.764264695,3.689905242,3.715353945,3.317651327,3.324429701,3.345248806
PPP6R2,4.658785342,4.673605741,4.699711508,4.752456988,4.714740494,4.682656119
MTHFS,5.125690242,4.678408463,4.874289926,5.10429535,4.930126505,4.98432566
VCP,7.526486227,7.600632271,7.50837104,7.300068441,7.378629712,7.298922483
IDI1,6.536734019,6.44947951,6.442272652,6.43258651,6.61518704,6.469270413
ACTR3B,2.919618648,2.619015702,2.947895721,3.29020419,3.06995084,2.930934225
