hugo,MWV1,MWV2,MWV3,MWE1,MWE2,MWE3
FAM96B,6.535613076,6.605498927,6.54341739,6.452474294,6.444070066,6.444332789
CFAP52,0.698036185,1.090999725,0.654778942,0.880163514,0.942474719,1.284839354
HSP90B1,8.661897085,8.653247699,8.636280533,8.73216292,8.766639884,8.732720914
BLCAP,5.740956749,5.661559048,5.732164234,5.77845661,5.773477737,5.851841696
ATF7IP2,3.734300757,3.723107116,3.963825849,4.016293059,3.822573013,3.841770584
NGFRAP1,7.898646973,7.992209811,7.944433596,8.025735901,7.923277384,8.007839658
COG1,4.580130466,4.465591088,4.48817139,4.431368694,4.538046608,4.494981696
PLEKHA7,4.580301923,4.62942511,4.73311882,4.260511121,4.531826447,4.390517755
ZNF606,1.826918339,1.604979556,1.721461034,1.700067499,1.789986306,1.724137096
ZCCHC18,1.447209417,1.111660351,1.134580616,1.424824293,1.257675674,1.236352398
B2M,8.884747152,8.888735399,8.842983246,8.712827355,8.803554138,8.777782747
ZNF592,4.751291783,4.724262809,4.758830818,4.677670036,4.714277944,4.698751332
CASC4,5.05788687,5.098533717,4.983877497,4.964780101,4.907230791,4.921585144
AP1G1,6.777682629,6.623326821,6.786314656,6.666672186,6.574443608,6.619341945
SLFN5,2.282555157,2.606548827,2.31609939,2.496457236,2.532284539,2.404679727
CATSPER2,1.849143995,2.479142408,1.760674786,1.494297015,2.407262216,1.692973551
C16orf45,5.667315414,5.730847298,5.619489135,5.97027355,5.853540568,5.957417786
KIAA0430,3.886095134,3.914732567,4.02024831,3.878673753,3.827921666,3.918195561
SAAL1,3.41101643,3.523020154,3.325883587,3.728048677,3.728863288,3.686140565
PPIB,9.020665986,9.005860596,8.987245563,9.085041278,9.07940418,9.060805994
FAM96A,5.605663727,5.61415969,5.453220087,5.811312366,5.894323792,5.797433997
FAM111A,3.039813924,2.877765056,2.993779793,3.073002189,2.801537598,2.907676939
KIAA0101,5.946704195,6.080038587,5.966388705,6.153273994,6.074419162,6.104755777
KIF7,1.30844266,1.50442819,1.598594837,1.686046861,1.550403268,1.617770996
LDHD,0.987210977,1.005708975,1.23385555,1.395527898,1.257494172,1.281388879
PEX11A,2.89421185,3.110285393,2.92068329,3.562598398,3.561647392,3.550559523
TMEM170A,4.430489886,4.342792236,4.306846521,4.305625342,4.284895115,4.379087199
MESP1,1.074920511,0.995566284,1.074155338,1.7377417,1.27770213,1.488053232
RBPMS2,3.022062906,3.008589074,3.268449365,2.992132127,2.932828439,3.008868703
NAV2,2.990380163,2.764842214,2.937030562,2.742005514,2.743290931,2.761540639
ANKDD1A,1.11196936,1.079680051,0.867762307,1.175372579,1.107841302,0.996518764
C18orf54,1.232369733,1.362152615,1.456915464,1.961504426,1.597194089,1.266434555
DCTN5,7.271510799,7.152052146,7.204093362,7.23938246,7.255315475,7.25033199
TERF2IP,6.340148293,6.342311651,6.33717715,6.241230627,6.32943618,6.295604297
PLK1,4.914704146,4.852757451,4.817096747,5.200872992,5.233503566,5.047828495
CLPX,5.136054363,5.21241907,5.365687989,5.424135981,5.362252346,5.461303383
ZBTB39,2.332475938,2.305205938,2.407026374,2.405298066,2.469818267,2.485024878
TAC3,1.38670612,1.20293797,1.02000074,1.208498531,0.66406499,0.744418604
NEMP1,2.786211174,2.692699017,2.909022285,3.252750194,3.242140587,3.074909382
NAB2,5.971616457,5.998132463,5.966240681,5.797893168,5.742663388,5.752884828
VPS39,4.114718019,4.100710439,4.106616496,4.032027102,4.05324856,4.140975557
STAT6,1.353137566,1.333108883,1.233275736,1.192621228,1.337497826,1.208667945
PATL1,4.14378245,4.157245867,4.173189091,4.26071273,4.236673307,4.150366654
XRCC6BP1,2.468807458,2.868949445,2.764102586,2.846713941,2.915153918,3.048306121
ELFN2,2.31033983,2.250450478,2.377980503,3.151104646,3.153537683,3.035259671
STX3,5.06877269,5.029182167,5.167377599,4.89924114,4.844623019,4.794854535
MRPL16,5.380626707,5.411168327,5.375021389,5.623056815,5.624328748,5.604515098
PIP4K2C,6.654954747,6.582162083,6.67175572,6.378909298,6.521075415,6.437219132
MTMR10,2.397228781,2.263530848,2.254891802,2.180379037,2.228371424,2.293698305
YWHAB,8.218253238,8.206013534,8.187761696,8.193695383,8.232582821,8.198876005
C15orf48,3.504521243,3.418867275,3.523891856,4.18489676,4.267284316,4.137109762
TSC22D4,5.727152137,5.76302939,5.73886042,5.493753316,5.467908435,5.455330114
DIS3L,3.061742678,2.820023786,2.889433941,3.473803663,3.58842533,3.493855193
CCNDBP1,4.370192702,4.482707368,4.322931717,4.017156516,3.922722966,4.034483114
SMAD3,7.644723299,7.563184334,7.681866945,7.155986189,7.172835856,7.181638302
RCCD1,3.558974112,3.418966284,3.289073531,3.670937864,3.552472493,3.654346859
AKTIP,4.720196531,4.951660478,4.940392655,4.48193928,4.619809316,4.586256979
MAPRE2,1.544853803,1.358855331,1.320189928,1.24722045,1.617645008,1.579204289
EVA1C,0.45607605,0.620025457,0.668608777,0.937902754,0.762065309,0.986167205
MARS,7.154476266,7.219906391,7.17732791,7.303139291,7.167556668,7.121486294
MBD6,5.309976311,5.177490061,5.146378133,5.110793348,4.955249931,5.068415264
CNPY4,2.192523391,2.445735707,2.266076785,2.497550033,2.574686462,2.249407415
PDIA3,7.864789721,7.964035256,7.910960463,7.890718449,7.901112196,7.945659762
NUDT21,6.312297865,6.41837837,6.419515582,6.432909463,6.332173572,6.304012072
NKX3-1,1.920042474,1.919865955,1.929537311,1.63257999,1.701627122,1.894626878
SGSM1,0.45598241,0.632104391,0.340719718,0.439191195,0.614071572,0.74456316
DUSP18,3.179932253,3.29114507,3.354178914,2.939275858,3.072219187,2.915827805
TEF,2.794646679,2.810422127,3.025259005,2.797768379,2.608571533,2.875792642
PBX3,4.018776051,4.161350239,4.076529509,4.297756496,4.054474319,4.279763594
PHB,8.609442286,8.580725537,8.542686602,8.882937173,8.841375293,8.832696183
SNRPD1,6.963079872,7.041536504,6.889196074,7.052276765,7.112354011,7.12509519
PIP5KL1,0.655145715,0.88289921,0.644774144,0.734619019,0.739176705,1.048040613
FAM102A,5.463505181,5.4279603,5.574819376,6.085557736,5.909769049,6.081052283
ACSF2,4.118844369,3.904274225,4.098990885,3.895864174,3.981685729,3.929813149
GOLGA2,6.43233382,6.421461972,6.452536859,6.146736123,6.301925291,6.333588085
TRUB2,4.986705133,5.018801417,5.084539782,5.245378374,5.312968099,5.377544763
COQ4,5.244419782,5.220793996,5.216818403,5.341878679,5.360847786,5.391249089
SLC27A4,4.919105971,4.95560667,4.967044995,5.27630608,5.216910728,5.181076703
URM1,5.623417794,5.673233082,5.614899855,5.614757629,5.6894834,5.652499459
CERCAM,5.477421401,5.545949563,5.511024814,5.421897892,5.476220331,5.443661945
DOLPP1,4.560298224,4.530067183,4.504072446,4.565658769,4.530337164,4.475385002
CCDC103,0.651336929,1.075029397,0.606854936,1.101871909,0.777681034,0.79561544
ENDOG,5.263353717,5.299420514,5.310852681,5.274913895,5.281735337,5.352444278
PRRX2,0.640805996,1.022872002,0.857836121,0.858620813,0.873155668,0.873480927
UGT1A6,8.011115409,8.021113388,7.984541172,7.855801726,7.872154844,7.871469007
C15orf39,3.5708788,3.521358848,3.671577467,3.808299578,3.881371548,3.893200068
SP2,4.256640088,4.166010794,4.388356257,4.070543035,4.040593518,4.113845495
PRR15L,3.29651761,3.314657377,3.267682607,3.349402081,3.263364986,3.238545371
COQ7,4.471714618,4.531539727,4.304004769,4.275157718,4.449235213,4.318133004
GPRC5B,1.699231788,1.694865042,1.735062868,1.805271816,1.885679781,1.86844972
CRK,6.088265859,6.07854622,6.116981829,5.971995719,5.953511659,5.95672486
FBXO22,5.785232389,5.888742441,5.962857841,6.051877674,6.040330428,5.984042608
TBC1D2B,3.738477431,3.79539295,3.888292132,3.629293432,3.611624751,3.613307452
KATNAL2,0.851978855,0.672363605,0.562548506,1.374031209,0.920661455,0.875884547
HDHD2,4.51216804,4.29520991,4.519639774,4.544983394,4.553152483,4.47911031
ZNF91,3.243740148,3.48618546,3.325511191,3.086748785,3.28382949,3.11449971
IGF2,2.528009739,2.357532271,2.631306641,2.205537839,2.161058805,1.997032031
RNF214,3.186722029,3.214994979,3.393995268,3.214840602,3.026465988,3.471426186
CDK12,5.014715074,4.976502582,4.987735149,5.042936874,5.141122523,5.011927944
DUS2,3.44482581,3.121922687,3.035789581,3.679306099,3.702866287,3.529266995
POP5,5.289975482,5.460163635,5.261120777,5.348849973,5.392059707,5.33854133
ENGASE,3.887795068,3.459678692,3.528586946,3.981598333,3.789877373,3.605888414
ATP5L,8.292101157,8.3254786,8.208043022,8.363384631,8.31742506,8.339460084
TBC1D16,4.862098481,4.951486993,4.883114963,5.020955411,4.946560805,4.975384902
ENTHD2,3.91583866,3.966262395,3.873041357,3.964403531,3.744023064,4.041428039
MYO5B,5.271659109,5.116566457,5.248863064,4.944835025,4.982921495,4.975302305
ACAA2,7.081061105,7.070541393,7.102376356,6.608870999,6.641580145,6.636187686
STIM1,3.336825682,3.299676053,3.357198106,3.274708939,3.109699043,3.531193706
RRM1,5.021795727,4.971944372,4.92239611,5.14243284,5.087605661,5.113618995
TRIM68,0.890716723,1.137754006,1.358648318,1.118837178,1.392084759,1.315139561
FN3K,1.97255481,2.060606709,1.983454434,1.802343787,1.436860093,2.131732693
PRRT2,2.598135299,2.697705552,2.803882301,2.635377129,2.526603462,2.558029869
ZNF23,2.780043165,2.780813799,2.888392187,2.967716432,2.843000005,2.853128373
IRGQ,3.817771714,3.900562832,3.824047853,3.785147713,3.958458988,3.843964153
ZNF226,3.471280992,3.579479592,3.697315678,3.584375565,3.757232273,3.545298002
ZNF180,2.6665869,2.565845483,2.612858002,2.76522708,2.99824606,2.710400907
PPP2R3B,3.795397605,3.666632537,3.773544041,4.181224069,4.076203251,3.942736124
ZNF668,3.273359826,2.938021321,3.369745085,3.156839583,3.699261776,3.541548788
ZNF646,3.225123896,3.432997077,3.378460573,3.492861476,3.286350387,3.283640316
VKORC1,5.943459126,5.860095456,5.815381656,6.07880779,6.092430727,6.161282208
CA4,3.677292752,3.543501946,3.75893174,3.454421894,3.820421315,3.685205723
SMG8,5.250962028,5.256258402,5.257955945,5.312318906,5.30609914,5.287630755
TPM4,9.964160806,9.993873841,10.01919563,9.806368279,9.795707717,9.792512708
RAB8A,6.114418897,6.114790886,6.019193947,6.074782292,6.08067215,6.085916723
GPX4,8.701778213,8.725920416,8.698568148,8.670378095,8.611480263,8.660049091
MIDN,6.63841564,6.720492309,6.793557129,6.399504721,6.414334803,6.410180638
JSRP1,5.025798455,5.648314346,5.554936383,5.066413265,5.093731199,5.526092506
KLHL26,2.600831115,2.717386237,2.464391463,2.736025516,2.87729724,2.449498779
GATAD2A,6.704958189,6.670980325,6.808269842,6.743596935,6.765237226,6.803107668
MVD,6.984455271,6.907928578,7.006853752,6.974213184,6.96670285,6.853991843
CDT1,3.996442078,4.068891067,3.998294358,4.612150177,4.568730171,4.692148185
TRAPPC2L,7.92282971,8.066248944,7.980394087,7.959975254,8.062082711,8.118773217
ANKRD11,6.225074698,6.278517461,6.267230373,6.287829046,6.273470478,6.198322419
SPATA33,4.35812749,4.297716811,4.374187955,4.461096184,4.467860029,4.515216399
0,3.064405897,2.879271912,2.951517113,3.263023285,3.328209456,3.005185813
PROCA1,0.717019858,0.765166133,0.553395206,1.051440598,0.890418675,0.918854843
RPL13,12.22571465,12.32385721,12.25288468,12.3104751,12.30550758,12.30675336
ZNF641,4.297877671,4.250243002,4.343770938,4.128551261,4.200058033,4.113857577
CACNB3,6.092282506,6.164943588,6.17576813,5.974876087,5.958464092,5.939566192
DHRS13,2.356199037,2.528347021,2.387661913,2.33232154,1.998811812,2.323431177
TP53I13,5.923802073,5.989525363,5.945865358,5.861247734,5.760163264,5.728808038
KMT2D,5.026706016,5.084152729,5.104914545,5.09666709,5.255907048,5.027621365
RHEBL1,0.765909798,0.987700683,0.92905621,0.992141193,1.203786261,1.484743962
TUBA1A,9.323660302,9.328542258,9.316539046,9.086887669,9.109384275,9.10738372
TUBA1C,10.12988498,10.10496246,10.12307425,9.983477017,10.00081177,10.02772972
ZNF528,0.82108909,0.820049773,0.82414185,0.969677673,0.894693148,1.009966259
ZNF701,2.147785347,2.241689196,2.045318547,1.978754657,1.994725615,1.895444053
SERTAD3,5.054235418,5.110670594,5.017699564,5.039643556,4.939478604,4.976292599
NCKAP5L,4.324671007,4.320490671,4.417448976,4.294512754,4.2818859,4.261728401
RAB4B,4.026126323,3.985537226,3.956188655,3.940721485,3.901668024,3.800131959
PROSER3,3.767744662,3.70057477,3.799851765,4.120928505,3.7601281,3.803921244
CYP2S1,0.896471041,0.527075341,1.031719131,1.044634024,0.815445089,0.935480115
NFKBID,1.953689621,1.839519055,1.643627233,1.905998157,2.254262959,2.326310112
TMC4,5.29241624,5.368311272,5.554571754,5.328650731,5.329730764,5.384245988
LENG8,4.826700706,4.568014162,4.793664065,4.840576429,4.483326306,4.620731846
ZNF526,2.805399777,2.920416982,2.860437057,2.97257319,2.935769941,3.003154248
TRAPPC9,3.736178314,3.568074801,3.637599814,3.622240339,3.595475852,3.593749293
ZNF146,6.019537,6.044952771,6.048784156,6.172346615,6.152815596,6.135817352
ZNF283,2.552462902,2.385484878,2.373563582,2.541943471,2.528906075,2.357155033
SPINT2,9.248921963,9.181525977,9.264191796,9.238409602,9.192767755,9.176383296
C19orf33,7.053588824,7.01827163,6.973153531,6.989591709,7.079329086,7.005131254
YIF1B,4.863645472,4.861915575,4.92041711,4.839947468,4.842432616,4.782268692
DNAAF3,1.419288494,1.460860543,1.514059626,1.534928155,1.374446101,1.364549797
PSCA,4.349608018,4.52071233,4.510124534,3.627209108,3.542615274,3.680526117
LY6D,1.296408069,1.305887079,1.21208643,1.448361822,1.04822607,0.757498489
DAPK3,6.965272718,7.03609438,6.994158394,6.596846104,6.650933055,6.727879092
EEF2,10.25149718,10.30681662,10.30790636,10.34396164,10.30135824,10.3455256
CHAF1A,2.732706175,2.661268013,2.639453483,3.125665581,3.055361402,3.190563662
UBXN6,5.90820922,5.667201893,5.790705765,5.815383091,5.781076857,5.776921893
0,5.206000963,5.269945729,5.199811665,5.159070631,5.200515578,5.172950924
SEMA6B,2.917532769,2.862211732,2.919618106,2.745592099,2.56511701,2.721775114
ZNF444,4.627124167,4.626700901,4.716706332,4.676483221,4.648111341,4.697213521
NXN,3.425649123,3.60442021,3.561087929,3.571069792,3.319830913,3.060187919
FAM57A,4.242485287,4.299211726,4.244045424,4.625598507,4.624676477,4.656913559
GLOD4,4.89440945,5.192916595,4.981586346,5.26808719,5.165712922,5.164730052
MFSD3,4.339181007,4.42861651,4.469419108,4.668326174,4.677891501,4.586334632
GPT,1.596936573,1.312882955,1.442006601,1.560162712,1.554295617,1.625128785
KIFC2,5.434296953,5.286265358,5.50272235,5.465479881,5.353612683,5.42859467
SLC43A2,4.264284125,4.361823442,4.346544865,4.488045581,4.382221373,4.410992694
RILP,1.452633386,1.719663164,1.687289978,1.608247665,1.4537604,1.512256221
WDR81,3.249437301,3.182605953,3.175240952,3.162598192,3.354399829,3.40395836
SRR,2.850622225,2.840328677,3.087980252,3.285243588,3.141166921,3.317279319
TSR1,4.429111167,4.320048627,4.437722249,4.718801739,4.763071417,4.615737737
TRPV3,1.292506316,1.289517273,1.261251817,0.878666495,1.046590226,0.852709379
HSD11B1L,1.27277033,1.65035848,1.585151193,1.641215975,1.512027854,1.627537877
CYB5D2,3.162699554,2.810278568,3.024714345,2.982927517,2.989863988,3.316723718
C19orf48,5.826940984,5.874545013,5.868065773,6.357558145,6.348919728,6.41699405
KLK6,2.055316761,1.902623532,2.016263459,1.527378665,1.857359886,1.691075824
ZNF83,3.830240424,3.692991756,3.96332772,3.89832668,3.918026661,3.745391599
KRT80,10.34022577,10.29743677,10.3708783,9.953710046,10.00849039,9.999635194
OTUB1,7.299953068,7.258752674,7.282201391,7.231911412,7.181283055,7.244858832
RCOR2,1.653685126,1.785352599,1.611602055,1.439920954,1.395786708,1.382887444
ANGPTL4,5.173383281,5.238340652,5.349626063,4.399508905,4.553042283,4.623094518
0,0,0,1.829792744,0,0,0
CD320,4.587326042,4.644679099,4.819255904,5.144946916,5.125426986,5.141501989
SPRYD3,5.462466609,5.56341958,5.489539981,5.494738101,5.474021477,5.534292174
ZNF558,3.311715842,3.361643171,3.400603778,3.295430489,2.889560569,3.121699773
NDUFV1,6.56065118,6.506855787,6.581921388,6.682114264,6.695752954,6.662498767
CDK2AP2,5.475864111,5.501610029,5.476613369,5.416452101,5.307443754,5.281906045
NUDT8,2.304735606,2.437761192,2.571832962,2.574851369,2.716113381,2.672636922
0,0.949387761,1.128062393,0.989099033,0.824582948,0.907154488,1.004048288
PRDX2,8.391302959,8.42472409,8.439461519,8.436219585,8.431420422,8.440693007
ZNF232,1.836369018,1.640960324,1.57733393,1.646987938,1.575619621,1.992495852
MIS12,3.390992833,3.497587586,3.52085141,3.81579489,3.512178206,3.612965425
HID1,6.486493142,6.494651837,6.507626739,6.193427249,6.191739286,6.215569206
ICT1,5.379931771,5.456425224,5.362393018,5.469644194,5.459308329,5.387011303
ATP5H,8.147223687,8.135474522,8.065271128,8.135143228,8.156152501,8.069253907
TMEM88,1.878306693,2.376748794,2.181777453,1.581733505,1.83897193,1.545676342
EVPL,4.598444532,4.671096999,4.763193241,4.502389928,4.634220234,4.663279258
SRP68,5.866472681,5.934497133,5.881652629,5.847030202,5.846392344,5.914140215
MGAT5B,2.637535481,2.675032283,2.668965813,2.68972296,2.508780713,2.696045687
TK1,4.942695969,4.854767871,4.832421695,5.127346941,5.121583371,5.138751775
TMEM68,3.999394121,3.666978152,3.979280813,3.92430756,3.958285344,3.967512636
TMEM99,3.761839849,3.720817109,3.647263341,3.554290459,3.723838118,3.781128864
FAM234A,6.304181269,6.30558859,6.315571538,6.428267301,6.53039563,6.521153233
ZNF598,5.318450908,5.234862064,5.445628952,5.457192294,5.480832185,5.57366519
RAB26,2.041781614,2.017444493,2.103968222,1.561736705,1.944368971,1.956315794
MLST8,5.069951331,5.02128503,4.98251071,5.155840936,5.11039863,5.131385255
E4F1,4.000038501,4.101570242,4.172942206,4.262885846,4.172934368,4.206031215
DNASE1L2,1.484966122,1.817908494,1.7180946,1.427246795,1.585649266,1.550736198
ECI1,5.442113625,5.634232608,5.521371475,5.602764862,5.567247259,5.534675775
CASKIN1,1.388258432,2.368819743,2.399793438,3.097293571,2.567238769,3.195873551
ABCA3,4.536778978,4.500652168,4.585320605,4.648847005,4.606793146,4.612782931
KCTD5,5.355576553,5.483701131,5.419697074,5.167404256,5.219685861,5.234225769
SRRM2,7.18633693,7.123815345,7.238666939,7.254587872,7.296646175,7.283187259
ZNF597,1.55532045,1.528211225,1.580319176,1.629403252,1.554023941,1.590041455
SDHAF2,5.403081953,5.547193368,5.574642508,5.616851392,5.334023408,5.503016966
DDB1,7.389716731,7.329674152,7.363024719,7.487204728,7.5092144,7.489434656
VPS37C,5.455380652,5.5108253,5.495978078,5.238742157,5.21741364,5.308906676
RAB3IL1,2.531895436,2.543314236,2.550674149,2.831882712,2.732799067,2.835873559
BEST1,3.440041631,3.397954177,3.32828942,3.43377976,3.398335333,3.382173388
FTH1,12.75689011,12.76812559,12.76357135,12.74754001,12.70222809,12.72466839
BSCL2,3.571012131,3.515134734,4.055802987,3.950548516,3.964063936,4.000310101
POLR2G,7.292522906,7.296204124,7.215979819,7.372006682,7.389679397,7.426664695
SLC3A2,7.104098522,7.13057442,7.172354727,7.298388885,7.339673698,7.316715664
C11orf84,5.541272904,5.493983185,5.593718582,5.406506058,5.479727243,5.443346068
ATG16L2,3.384703846,3.347448811,3.305433167,3.487490465,3.348396031,3.444279443
C2CD3,3.989302864,3.980926803,3.938710727,3.998866579,4.00043076,3.773544358
TRANK1,1.082640603,0.559549569,0.712395044,0.558803463,0.608283154,0.801311818
TTC21A,1.290088123,1.118040583,0.792278909,1.000584677,0.844098371,0.934844368
RPSA,9.557089039,9.589653669,9.532690101,9.62853365,9.669754065,9.636002932
ENTPD3,2.487818687,2.529879652,2.644184394,2.525858153,2.47949134,2.344169506
CTNNB1,8.091906551,8.068254477,8.071431427,7.674825848,7.764402947,7.710801076
ULK4,1.773651514,2.0147734,1.074547771,2.312243455,1.594992755,1.838739229
FADD,5.468922122,5.425492874,5.433146411,5.505605156,5.452424114,5.44901985
LTBP3,5.969480463,6.153294852,6.070710322,5.989806243,5.989517415,6.027783613
SAC3D1,4.566404262,4.655479032,4.642962308,5.01356588,5.000999396,4.943769456
SF1,7.71677158,7.570918885,7.665780867,7.805487162,7.769010005,7.790614117
MAP4K2,3.583048696,3.588070683,3.67042489,3.52632642,3.412715065,3.598540497
SCARA3,4.089298987,4.162020662,4.199718667,3.85654953,3.74851061,3.76345938
PBK,2.758888367,2.811395749,2.643375981,2.921457468,2.849949635,2.820065994
COPS6,6.987823561,6.965829815,6.89646931,7.07957978,7.050513887,7.002043144
PAFAH1B2,5.343935511,5.276383509,5.332912041,5.278333031,5.342921442,5.30061501
ANKS3,3.255679497,3.566558612,3.410289947,3.515882095,3.43008893,3.477079405
NUDT16L1,5.856025142,5.922451915,5.921482462,5.766904391,5.767435782,5.757484686
KIAA1586,2.534035697,2.44625623,2.749424211,2.643104177,2.880430852,2.700820096
RAB4A,5.514366614,5.654539426,5.63420478,5.493702183,5.643642915,5.538596361
SETD5,6.130529091,6.135096499,6.169444103,6.173415558,6.167228972,6.298287661
VASN,4.050571349,4.097324252,4.122250284,3.665892988,3.749512815,3.762880293
FAM83B,3.922074129,4.023663437,4.055152262,3.81974992,3.959111706,3.832292564
THAP9,1.376237032,1.393615539,1.484537134,1.789681265,1.675388252,1.514075285
RNF187,5.882563821,5.880497022,5.88446185,6.070444287,5.973011482,6.016823439
HOOK3,3.544242526,3.520275144,3.799207215,3.372314442,3.662404455,3.356581624
MAPK1IP1L,6.002547308,6.110377025,6.281503714,6.255927247,6.169431996,6.160685675
DDIT4,6.260071944,6.256707503,6.22042548,5.97707358,5.9534935,6.01477282
RBPJ,4.926579749,4.819573005,4.951670268,4.873901962,4.863592846,4.812075547
LMBRD1,4.58060319,4.59845811,4.426424449,4.333508246,4.343990468,4.312214842
ZCCHC4,2.16619386,1.86464496,1.856119215,1.947455955,2.0149576,1.883061849
TTC39C,3.446110365,3.506797536,3.467316004,3.412234146,3.57490016,3.401762744
GLYCTK,1.382668747,1.507061628,1.514482908,1.464155967,1.569908771,1.555264636
GNG4,2.332001807,2.607017533,2.514147262,2.660990207,2.571844658,2.656555404
UBTD2,5.142437946,5.165811469,5.101507211,4.911902459,5.010359141,4.971607928
POLR2J3,6.686493002,6.455177106,6.450821119,6.65491675,6.478348433,6.409866014
NKIRAS2,4.427180542,4.457098272,4.453905619,4.27273025,4.475147221,4.409389307
DNAJC7,5.796905706,5.777047123,5.860594548,5.826976029,5.934360783,5.842261428
IRF2BP2,5.37717929,5.510917625,5.538981954,5.28206166,5.267430925,5.159625553
NT5DC2,7.094483695,7.033311205,7.026222578,7.121315558,7.015259027,7.047120585
FOXI1,2.56060736,2.355354621,2.475554461,2.137296941,2.110473496,2.159593667
SMIM4,4.722293055,5.312875696,4.940218442,5.031564936,5.105214885,5.32214744
COA6,4.825034427,4.916225632,4.836495735,4.885620631,5.032512781,5.008051175
KIF5C,3.895404469,3.944747195,3.953053662,3.962019783,4.077777321,4.047858632
MGAT2,4.265616922,4.437041263,4.242953039,4.460565656,4.459759467,4.450254494
BMI1,6.200709554,6.226536659,6.225772352,6.072450565,6.211085592,6.319184674
THAP11,4.408643936,4.445283075,4.441563155,4.706303991,4.661014158,4.594841119
MMADHC,6.994456889,6.970203743,6.934929224,6.8660994,6.909367595,6.874372983
PDHB,5.17347742,5.170666156,5.15107318,5.207863029,5.261632056,5.182266735
PXK,2.104899637,1.980328801,2.257293093,2.485808576,2.347988468,2.158092194
PCMTD1,4.155979977,4.12633113,4.175024801,4.279368104,4.18890165,4.278325451
KCTD6,2.06984612,1.905526893,1.939997865,1.972108106,2.044362172,2.209692599
MPLKIP,1.58820012,1.593411143,1.541965766,1.643265141,1.606977513,1.726508645
IRF2,3.947390775,3.974849203,3.877464124,3.843072931,3.812614971,3.867963261
DEGS2,1.822179474,1.972519153,2.371496135,2.507388726,2.721536717,2.647920015
ARF4,7.280541851,7.29053641,7.247362198,7.185836264,7.249299851,7.230906029
42615,7.90541699,7.906776933,7.914967128,7.872893476,7.974901915,7.88277217
FILIP1L,5.984632678,5.905870613,5.952329932,5.626162364,5.669457489,5.662063183
DTYMK,5.288242714,5.231474189,5.139854593,5.341251657,5.489214914,5.418053162
TAP1,4.895034665,4.897664022,4.951166776,4.70347799,4.818013039,4.680674297
ING5,4.537736699,4.543640393,4.60254293,4.746511688,4.77785096,4.554606839
ATG4B,6.570526624,6.527494037,6.601731009,6.556795791,6.597620692,6.631754004
MLKL,2.154714952,1.698431066,1.870680865,2.361843018,2.462904592,2.494599424
RFWD3,5.010870944,4.982672474,4.969528674,5.218042004,5.271137026,5.195213993
COG7,4.546979816,4.587105835,4.566642325,4.505559808,4.445196651,4.515252549
CDC40,3.562044885,3.553638632,3.656744044,3.732904106,3.743167361,3.729092753
STIP1,8.331247392,8.285643896,8.318329912,8.350539811,8.3598845,8.340246703
SCNN1B,0.599700462,0.331759094,0.686922954,0.846569536,0.77904619,0.917566413
HR,3.586520731,3.268315437,3.845899447,3.935837496,3.871924847,3.882369645
RAB31,5.692400415,5.450631613,5.671137742,6.44570575,6.439529792,6.390770815
REEP4,4.187548445,4.258520002,4.145631565,4.314136303,4.299090439,4.408405358
BMP1,5.240114246,5.162876839,5.267230598,5.127347684,5.160124075,5.154287424
ATXN2L,6.538391792,6.480879656,6.593762885,6.592033825,6.612944776,6.5560451
CCDC110,0.052696615,0.356391752,0.310506835,0.327813242,0.310100427,0.293476549
POLR3D,4.226278081,4.178475075,4.193079005,4.153594752,4.249455733,4.40383971
FEN1,4.819146543,4.84440107,4.817099751,5.321148937,5.295260833,5.2183984
MTCL1,5.479850876,5.451388841,5.464677833,5.013102524,5.198944729,5.005247747
GBX2,1.677673306,1.357704007,1.464669835,1.359986626,1.336789756,1.302617357
HEXIM2,1.863496458,2.170870458,2.01038922,2.071521742,1.982738342,1.803582086
FNTA,5.39090283,5.355510414,5.365922471,5.295209175,5.402706421,5.306720156
SERINC2,3.526159228,3.550940917,3.530587557,3.446694266,3.33347583,3.471031865
TRAPPC11,3.274865156,3.160581896,3.46057614,3.331372877,3.326904159,3.393266953
COL3A1,6.743554013,6.818587472,6.813016681,6.811302428,6.735976671,6.804957026
ING2,3.472824361,3.362580278,3.323084673,3.40037671,3.31688573,3.204630611
CDKN2AIP,3.310625723,3.33345608,3.265931162,3.215022138,3.220710083,3.197387978
SNRNP48,2.588960435,2.512488596,2.535370941,2.780420554,2.678791045,2.635301665
TMEM223,4.761034908,4.726611364,4.800130706,4.824917867,4.858942306,4.901541228
SLC20A2,4.887117262,4.933654543,5.020178894,4.928396997,4.876587265,4.908967639
DYNLRB2,2.248253374,2.556521873,1.971297436,2.552504955,2.223056732,2.226706085
TMUB2,3.968351059,3.819071671,3.856759361,3.936556345,3.923142628,3.895824961
ADAM29,0.300278268,0.568674046,0.623358506,0.426488053,0.512244082,0.521246367
STAT3,6.253254953,6.261912176,6.339984764,6.012376055,6.041659281,6.046205896
ZSWIM1,3.549152862,3.472390289,3.743034492,3.593280857,3.634128558,3.55185312
ADAM9,6.545060512,6.55271345,6.550833295,6.217180008,6.250514667,6.227988442
NDUFS5,8.634382715,8.615121984,8.562440877,8.53324017,8.530074645,8.554262674
ZNF30,1.703229544,1.986400013,1.852638126,1.965883631,2.234298054,2.258040359
