,TWV1,TWV2,TWV3,TWE241,TWE242,TWE243
KLRG2,4.398184483,4.501148894,4.453231102,4.147899898,3.884716249,3.998811073
KLRK1,0,0,0,0,0,0
KMO,4.97394919,5.180076734,5.07839752,3.323877514,3.264087063,3.259489712
KMT2A,5.469294293,6.388802718,6.361390256,6.166081041,5.035201482,6.466988298
KMT2B,5.373389289,5.692660031,5.738862267,5.685503408,5.315233842,5.847523419
KMT2C,5.529862745,6.362114077,6.30019439,5.824346281,5.004334369,6.118218065
KMT2D,5.863729811,6.674110694,6.650707845,6.37007812,5.547078393,6.8790196
KMT2E,5.427454858,6.317582852,6.232949586,5.776810127,4.968960571,6.016212266
KMT2E-AS1,0.707675415,0.80742881,1.056670391,0.480862497,0.414865596,0.525133749
KNCN,0,0.050632018,0,0,0,0
KNDC1,0.233741691,0.192666629,0.732931009,0.593210291,0.444602415,0.465216723
KNG1,0.144736109,0.40214038,0.503972491,0.451353236,0.187543151,0.233430146
KNOP1,5.94670372,6.032805915,5.985694456,6.565222662,6.67095836,6.702133884
KNOP1P1,0,0,0,0,0,0
KNOP1P2,0,0,0,0,0,0
KNOP1P3,0,0,0,0,0,0
KNOP1P4,0,0,0,0,0.039509781,0
KNOP1P5,0,0,0,0,0,0
KNSTRN,6.259812902,6.118369436,6.153264177,6.480565714,6.532433081,6.452595595
KNTC1,5.844428415,6.157155929,6.180549005,6.685348439,6.32425143,6.623368765
KPNA1,6.747427636,6.907490869,6.864232148,7.272106558,7.13231663,7.23041142
KPNA2,8.633297966,8.476194783,8.487877214,8.985119405,8.993352705,8.884794176
KPNA3,4.745198924,5.149914663,5.094670908,5.936422154,5.846207504,5.944653366
KPNA4,7.394871795,7.605386439,7.621216266,7.668537837,7.618109097,7.674047267
KPNA5,2.532056302,2.610641765,2.494181507,2.365571139,2.353083803,2.273372165
KPNA6,5.99126168,6.180079112,6.146893715,6.196970343,5.871742386,6.312976903
KPNA7,0.18992518,0.050632018,0.231695053,0.040198863,0,0.082078874
KPNB1,9.139446287,9.290931553,9.274539908,9.747334482,9.631601547,9.781859354
KPRP,0,0,0,0,0,0
KPTN,3.738424659,3.501141281,3.619301589,3.406929548,3.42564101,3.332572042
KRAS,6.104747516,6.645056995,6.61525528,6.521519712,6.331730381,6.545489117
KRASP1,0,0,0,0,0,0
KRBA1,2.666023271,2.411953602,2.597459351,2.828469005,2.66869919,2.668259219
KRBA2,0.707675415,0.893164368,0.876743627,0.770946427,0.473738656,0.664867491
KRBOX1,0.098085699,0,0,0,0,0
KRBOX1-AS1,0,0,0,0,0,0
KRBOX4,3.530175854,3.311741187,3.248175165,3.222710016,3.380200086,3.31145885
KRCC1,5.49315177,5.516994259,5.581903781,4.369177849,4.851778889,4.719665391
KREMEN1,5.746685114,6.138258866,6.19021904,5.871062627,5.670965107,6.014906756
KREMEN2,4.689253193,4.195623084,4.333675058,4.264899073,4.406848506,4.236905146
KRI1,5.328628932,5.212403556,5.195510318,5.76935583,5.877885831,5.794489912
KRIT1,5.252128994,5.502290028,5.497631731,5.393246744,5.253571577,5.379493841
KRR1,6.366376668,6.528205964,6.559321766,6.694429743,6.85349399,6.734616977
KRR1P1,0,0,0,0,0,0
KRT1,0,0,0,0,0,0
KRT10,5.755166434,5.446661009,5.484218498,5.643715644,5.870373616,5.567545936
KRT12,0,0,0,0,0,0
KRT125P,0,0,0,0,0,0
KRT126P,0,0,0,0,0,0
KRT127P,0,0,0,0,0,0
KRT128P,0,0,0,0,0,0
KRT13,0.508036782,0.23706532,0.503972491,2.008395165,2.480562156,1.951800744
KRT14,0.098085699,0.146858073,0.188237589,0,0.039509781,0
KRT15,3.883021556,3.847441529,3.740838655,4.077210599,3.979177982,3.794862723
KRT16,1.89086016,1.716326966,1.853279597,1.847800886,2.264158631,1.884771457
KRT16P1,0,0,0,0,0,0
KRT16P2,0,0,0,0,0,0
KRT16P3,0,0,0,0,0,0
KRT16P4,0,0,0,0,0,0
KRT16P5,0,0,0,0,0,0
KRT16P6,0,0,0,0,0,0
KRT17,1.669444368,1.865195496,2.035977402,1.219097876,1.783783273,1.622110594
KRT17P1,0,0,0,0,0,0
KRT17P2,0,0,0,0,0,0
KRT17P3,0.049876268,0,0,0,0,0
KRT17P4,0,0,0,0,0,0
KRT17P5,0,0,0,0,0,0
KRT17P6,0,0,0,0,0,0
KRT17P7,0,0,0,0,0,0
KRT17P8,0,0,0,0,0,0
KRT18,10.85788226,10.56455998,10.54089893,11.03360353,11.20215061,10.95517664
KRT18P1,0,0,0,0,0.039509781,0
KRT18P10,0.357731154,0.099547167,0,0.19064996,0.039509781,0
KRT18P11,0.049876268,0,0.143430317,0.117384743,0,0
KRT18P12,0,0,0,0,0.039509781,0
KRT18P13,0,0.050632018,0,0.117384743,0,0.04162307
KRT18P14,0,0,0,0,0,0
KRT18P15,0.18992518,0.23706532,0.143430317,0.154482385,0.222294194,0.04162307
KRT18P16,0.049876268,0,0,0,0.039509781,0
KRT18P17,0.18992518,0.192666629,0.049411558,0.117384743,0.151934335,0.268910934
KRT18P18,0,0,0,0,0.039509781,0.04162307
KRT18P19,0,0,0.049411558,0,0,0
KRT18P2,0.098085699,0.050632018,0.097186689,0,0,0.04162307
KRT18P20,0,0,0,0.040198863,0,0
KRT18P21,0.049876268,0.050632018,0.188237589,0,0.077966324,0.121431099
KRT18P22,0,0,0,0,0,0
KRT18P23,0,0,0,0,0,0
KRT18P24,0,0,0,0.040198863,0.039509781,0
KRT18P25,0,0,0,0,0,0
KRT18P26,0,0,0,0,0,0
KRT18P27,0,0,0,0,0,0
KRT18P28,0.18992518,0.146858073,0.143430317,0.19064996,0.151934335,0.082078874
KRT18P29,0,0,0,0,0,0
KRT18P3,0,0,0,0,0.077966324,0.082078874
KRT18P31,0,0,0.143430317,0,0.077966324,0
KRT18P32,0,0.099547167,0.097186689,0,0,0
KRT18P33,0,0.050632018,0.049411558,0,0.077966324,0.121431099
KRT18P34,0.049876268,0,0.049411558,0,0,0
KRT18P35,0,0,0,0,0,0
KRT18P36,0.049876268,0,0,0,0.039509781,0
KRT18P37,0,0.050632018,0,0,0,0
KRT18P38,0.276266571,0.192666629,0.231695053,0.19064996,0.151934335,0.402703032
KRT18P39,0.049876268,0,0,0.040198863,0.077966324,0
KRT18P4,0.233741691,0.099547167,0.049411558,0.19064996,0.289381599,0.121431099
KRT18P40,0.049876268,0,0,0,0,0
KRT18P41,0.098085699,0.050632018,0.188237589,0.117384743,0.222294194,0.268910934
KRT18P42,0,0,0,0,0,0
KRT18P43,0,0,0,0,0,0
KRT18P44,0,0,0,0,0,0
KRT18P45,0,0,0,0,0,0
KRT18P46,0.144736109,0.099547167,0,0.040198863,0.151934335,0
KRT18P47,0,0,0,0,0,0
KRT18P48,0,0,0,0.040198863,0.115424326,0
KRT18P49,0,0,0,0,0,0
KRT18P5,0,0.050632018,0,0.154482385,0.077966324,0.082078874
KRT18P50,0,0,0,0,0,0
KRT18P51,0,0,0,0,0,0
KRT18P52,0,0,0,0,0.039509781,0
KRT18P53,0,0,0,0,0,0
KRT18P54,0.144736109,0.23706532,0.049411558,0.040198863,0.187543151,0.121431099
KRT18P55,0.049876268,0,0,0,0.039509781,0.04162307
KRT18P56,0,0.050632018,0,0,0,0
KRT18P57,0,0,0,0,0,0
KRT18P58,0,0,0,0,0,0
KRT18P59,0.18992518,0.440617962,0.393509279,0.19064996,0.256227819,0.268910934
KRT18P6,0.049876268,0,0,0,0,0
KRT18P60,0.18992518,0,0,0,0,0
KRT18P61,0,0,0,0.079307934,0.039509781,0
KRT18P62,0,0,0,0,0,0
KRT18P63,0,0,0,0,0,0
KRT18P64,0,0,0,0,0,0
KRT18P65,0,0,0,0.040198863,0,0
KRT18P66,0,0,0,0,0,0
KRT18P67,0.049876268,0,0,0,0,0
KRT18P68,0,0,0,0.079307934,0.039509781,0
KRT18P7,0,0,0,0,0,0
KRT18P8,1.063820651,0.777679414,0.273881661,0.421227758,1.239069516,0.742640983
KRT18P9,0,0,0,0,0,0
KRT19,12.02212923,11.67946393,11.70616575,11.80943563,12.08981083,11.82896336
KRT19P1,0.963293407,0.514624895,0.762863282,0.565932861,0.783982944,0.9752247
KRT19P2,0,0,0,0,0,0
KRT19P3,0.18992518,0,0.049411558,0.040198863,0.039509781,0.159738359
KRT19P4,0,0,0,0,0,0
KRT19P6,0,0,0,0,0,0
KRT2,0.098085699,0.050632018,0.049411558,0.079307934,0.187543151,0.121431099
KRT20,0.317573793,0.23706532,0.143430317,0.079307934,0.039509781,0.159738359
KRT222,0.707675415,1.280209333,1.216625268,0.451353236,0.662711675,0.691260591
KRT223P,2.967937893,2.559110437,2.784174089,0.885704452,1.077640587,0.9752247
KRT23,6.286063197,6.18646117,6.08751816,5.514131264,5.577594512,5.549625846
KRT24,0.644149983,0.80742881,0.573179143,0.451353236,0.256227819,0.121431099
KRT25,0,0,0,0,0,0
KRT26,0.049876268,0,0,0,0,0
KRT27,0,0,0.049411558,0,0.039509781,0
KRT28,0,0,0.049411558,0,0,0
KRT3,0.098085699,0.192666629,0,0.079307934,0.039509781,0.04162307
KRT31,0,0,0,0.040198863,0,0
KRT32,0.18992518,0.099547167,0.468083039,0.421227758,0.256227819,0.337357372
KRT33A,0.049876268,0.050632018,0.049411558,0.19064996,0.222294194,0.121431099
KRT33B,0,0,0,0,0,0
KRT34,0,0,0,0,0,0
KRT35,0,0,0,0.040198863,0,0
KRT36,0.049876268,0.050632018,0,0.079307934,0.039509781,0
KRT37,0.144736109,0,0,0.225932964,0.187543151,0.303540032
KRT38,0,0,0,0.040198863,0.039509781,0
KRT39,0,0,0,0.040198863,0,0
KRT4,4.482326621,4.322091875,4.219589167,4.108268772,4.270292064,4.193711769
KRT40,0.577698013,0.478095924,0.431277951,0.117384743,0.077966324,0
KRT41P,0,0,0,0.040198863,0.151934335,0
KRT42P,0.049876268,0,0,0,0.077966324,0.082078874
KRT43P,0,0,0,0,0,0
KRT5,0.098085699,0.362608392,0.231695053,0.040198863,0.151934335,0.121431099
KRT6A,0.098085699,0.192666629,0.049411558,0.040198863,0.115424326,0.121431099
KRT6B,0,0.192666629,0.097186689,0.19064996,0.187543151,0.04162307
KRT6C,0,0,0,0,0,0
KRT7,8.306999693,8.022341363,8.049867678,7.018136496,7.259844302,6.972775478
KRT71,0,0.050632018,0.049411558,0,0,0
KRT72,0.049876268,0,0,0,0,0
KRT73,0,0,0,0,0,0
KRT73-AS1,0,0,0,0,0,0
KRT74,0,0,0,0,0,0
KRT75,1.820763891,1.619026104,1.611513404,0.619981535,0.662711675,0.742640983
KRT76,0,0,0,0,0,0
KRT77,0,0,0,0,0,0
KRT78,0.049876268,0,0,0,0,0
KRT79,0.049876268,0.050632018,0.049411558,0,0,0.04162307
KRT8,12.06159215,11.7545976,11.76421267,12.13295882,12.27936622,12.05317675
KRT80,8.62958691,8.779422346,8.78973631,8.214207004,7.959156009,8.280004857
KRT81,1.762126578,1.792680557,1.752451876,0.971360577,0.999656174,0.792254259
KRT82,0,0,0,0,0,0
KRT83,0.644149983,0.618969974,0.393509279,0.390459779,0.414865596,0.268910934
KRT84,0,0,0,0.040198863,0,0
KRT85,0,0,0,0,0,0
KRT86,3.648209276,3.367726458,3.364994553,1.987987695,2.11494822,1.814475524
KRT87P,0.276266571,0.23706532,0.143430317,0.040198863,0.039509781,0.082078874
KRT89P,0.471902806,0.58501997,0.702364536,0.225932964,0.077966324,0.121431099
KRT8P1,0,0,0,0,0.039509781,0
KRT8P10,0.577698013,0.23706532,0.431277951,0.538129733,0.557774895,0.402703032
KRT8P11,0,0,0,0,0.039509781,0.04162307
KRT8P12,3.560601816,3.459588346,3.374719519,3.213950225,3.317296278,3.205578346
KRT8P13,0.098085699,0.146858073,0,0.079307934,0.115424326,0.159738359
KRT8P14,0.18992518,0,0.188237589,0.040198863,0.077966324,0.233430146
KRT8P15,0,0,0,0,0,0
KRT8P17,0,0,0.049411558,0,0.039509781,0
KRT8P18,0,0.050632018,0,0,0,0
KRT8P19,0,0.050632018,0,0,0,0
KRT8P2,0,0,0,0,0,0
KRT8P20,0,0,0,0,0,0
KRT8P21,0,0,0,0,0,0
KRT8P22,0,0,0,0.040198863,0,0
KRT8P23,0,0.050632018,0,0,0,0
KRT8P24,0.049876268,0,0,0.079307934,0.151934335,0
KRT8P25,0,0,0,0,0,0
KRT8P26,0,0,0,0,0,0
KRT8P27,0,0,0,0,0,0
KRT8P28,0,0,0,0,0,0
KRT8P29,0,0,0,0,0,0
KRT8P3,2.273276907,1.879271141,1.675858026,2.292565725,2.34522242,2.183266409
KRT8P30,0,0,0,0,0,0
KRT8P31,0.144736109,0.050632018,0.143430317,0.117384743,0.039509781,0
KRT8P32,0.276266571,0.146858073,0.231695053,0.260373635,0.151934335,0.121431099
KRT8P33,0.508036782,0.321962576,0.393509279,0.697437719,0.5022981,0.402703032
KRT8P34,0,0,0,0,0,0
KRT8P35,0.18992518,0.146858073,0,0.154482385,0.151934335,0.159738359
KRT8P36,3.494598985,3.280262573,3.248175165,3.688805642,3.58098878,3.513556833
KRT8P37,0.049876268,0.099547167,0.049411558,0.040198863,0.077966324,0.04162307
KRT8P38,0,0,0,0,0,0
KRT8P39,0.233741691,0.321962576,0.273881661,0.19064996,0.256227819,0.121431099
KRT8P4,0,0,0,0,0,0
KRT8P40,0,0,0,0,0,0
KRT8P41,0,0.099547167,0,0,0.115424326,0
KRT8P42,0,0,0,0,0,0
KRT8P43,0,0,0,0,0,0
KRT8P44,0,0,0,0,0,0
KRT8P45,0.434840512,0.40214038,0.314869635,0.480862497,0.557774895,0.268910934
KRT8P46,0.098085699,0.280138344,0.431277951,0.451353236,0.384502921,0.495486268
KRT8P47,0.049876268,0,0.049411558,0.117384743,0,0
KRT8P48,0,0,0.097186689,0.19064996,0.039509781,0
KRT8P49,0.049876268,0.099547167,0.097186689,0.040198863,0.039509781,0.082078874
KRT8P5,0.049876268,0.050632018,0,0,0.039509781,0
KRT8P50,0,0,0,0,0,0
KRT8P51,0,0,0,0.040198863,0.039509781,0
KRT8P6,0,0,0,0,0,0
KRT8P7,0,0,0.049411558,0.040198863,0.039509781,0
KRT8P8,0.049876268,0.146858073,0.049411558,0.079307934,0.077966324,0.04162307
KRT8P9,0,0,0.097186689,0.079307934,0.115424326,0.121431099
KRT9,0.098085699,0,0.143430317,0.154482385,0.077966324,0
KRT90P,0,0,0,0,0,0
KRTAP10-1,0,0,0,0,0,0
KRTAP10-10,0,0,0,0,0,0
KRTAP10-11,0,0,0,0,0,0
KRTAP10-12,0,0,0,0,0,0
KRTAP10-13P,0,0,0,0,0,0
KRTAP10-2,0,0,0,0,0,0
KRTAP10-3,0,0,0,0,0,0
KRTAP10-4,0,0,0,0,0,0
KRTAP10-5,0,0,0,0,0,0
KRTAP10-6,0,0,0,0,0,0
KRTAP10-7,0,0,0,0,0,0
KRTAP10-8,0,0,0,0,0,0
KRTAP10-9,0,0,0,0,0,0
KRTAP1-1,0,0,0,0,0,0
KRTAP11-1,0,0,0,0,0,0
KRTAP12-1,0,0,0,0,0,0
KRTAP12-2,0,0,0,0,0,0
KRTAP12-3,0,0,0,0,0,0
KRTAP12-4,0,0,0,0,0,0
KRTAP1-3,0,0,0,0,0,0
KRTAP13-1,0,0,0,0,0,0
KRTAP13-2,0,0,0,0,0,0
KRTAP13-3,0,0,0,0,0,0
KRTAP13-4,0,0,0,0,0,0
KRTAP13-5P,0,0,0,0,0,0
KRTAP13-6P,0,0,0,0,0,0
KRTAP1-4,0,0,0,0,0,0
KRTAP1-5,0,0,0,0,0,0
KRTAP15-1,0,0,0,0,0,0
KRTAP16-1,0,0,0,0,0,0
KRTAP17-1,0,0.099547167,0.049411558,0,0,0
KRTAP19-1,0,0,0,0,0,0
KRTAP19-10P,0,0,0,0,0,0
KRTAP19-11P,0,0,0,0,0,0
KRTAP19-2,0,0,0,0,0,0
KRTAP19-3,0,0,0,0,0,0
KRTAP19-4,0,0,0,0,0,0
KRTAP19-5,0,0,0,0,0,0
KRTAP19-6,0,0,0,0,0,0
KRTAP19-7,0,0,0,0,0,0
KRTAP19-8,0,0,0,0,0,0
KRTAP19-9P,0,0,0,0,0,0
KRTAP20-1,0,0,0,0,0,0
KRTAP20-2,0,0,0,0,0,0
KRTAP20-3,0,0,0,0,0,0
KRTAP20-4,0,0,0,0,0,0
KRTAP2-1,0,0,0,0,0,0
KRTAP21-1,0,0,0,0,0,0
KRTAP21-2,0,0,0,0,0,0
KRTAP21-3,0,0,0,0,0,0
KRTAP21-4P,0,0,0,0,0,0
KRTAP2-2,0,0,0,0,0,0
KRTAP22-1,0,0,0,0,0,0
KRTAP22-2,0,0,0,0,0,0
KRTAP2-3,0,0,0,0,0,0
KRTAP23-1,0,0,0,0,0,0
KRTAP2-4,0,0,0,0,0,0
KRTAP24-1,0,0,0,0,0,0
KRTAP25-1,0,0,0,0,0,0
KRTAP2-5P,0,0,0,0,0,0
KRTAP26-1,0,0,0,0,0,0
KRTAP27-1,0,0,0,0,0,0
KRTAP29-1,0,0,0,0.040198863,0.039509781,0
KRTAP3-1,0.54328781,0.40214038,0.431277951,0.079307934,0.187543151,0.04162307
KRTAP3-2,0.049876268,0,0,0,0,0
KRTAP3-3,0.471902806,0.362608392,0.606576062,0.19064996,0,0.04162307
KRTAP3-4P,0,0,0,0,0,0
KRTAP4-1,0.18992518,0.23706532,0.354725211,0.359021293,0.256227819,0.43429845
KRTAP4-11,0,0,0,0,0,0
KRTAP4-12,0,0,0,0,0,0
KRTAP4-16P,0,0,0,0,0,0
KRTAP4-2,0,0,0,0,0,0
KRTAP4-3,0,0,0,0,0,0
KRTAP4-4,0,0,0,0,0,0
KRTAP4-5,0,0,0,0,0,0
KRTAP4-6,0,0,0,0,0,0
KRTAP4-7,0,0,0,0,0,0
KRTAP4-8,0,0,0,0,0,0
KRTAP4-9,0,0,0,0,0,0
KRTAP5-1,0,0.050632018,0,0,0,0
KRTAP5-10,0,0,0,0,0,0
KRTAP5-11,0,0,0,0,0,0
KRTAP5-14P,0,0,0,0,0,0
KRTAP5-2,0.276266571,0.099547167,0.049411558,0,0.039509781,0.159738359
KRTAP5-3,0,0,0,0,0,0
KRTAP5-4,0,0,0,0,0,0
KRTAP5-5,0,0,0,0,0,0
KRTAP5-6,0,0.099547167,0.049411558,0,0,0
KRTAP5-7,0,0,0,0,0,0
KRTAP5-8,0,0,0,0,0,0
KRTAP5-9,0,0.050632018,0.049411558,0,0.039509781,0
KRTAP5-AS1,4.341738458,4.720287943,4.679976805,2.884745412,2.818169445,3.101183326
KRTAP6-1,0,0,0,0,0,0
KRTAP6-2,0,0,0,0,0,0
KRTAP6-3,0,0,0,0,0,0
KRTAP7-1,0,0,0,0,0,0
KRTAP8-1,0,0,0,0,0,0
KRTAP8-2P,0,0,0,0,0,0
KRTAP8-3P,0,0,0,0,0,0
KRTAP9-1,0,0,0,0,0,0
KRTAP9-10P,0,0,0,0,0,0
KRTAP9-11P,0,0,0,0,0,0
KRTAP9-12P,0,0,0,0,0,0
KRTAP9-2,0,0,0,0,0,0
KRTAP9-3,0,0,0,0,0,0
KRTAP9-4,0,0,0,0,0,0
KRTAP9-6,0,0,0,0,0,0
KRTAP9-7,0,0,0,0,0,0
KRTAP9-8,0,0,0,0,0,0
KRTAP9-9,0,0,0,0,0,0
KRTCAP2,1.063820651,1.532607888,1.491505771,1.546648854,1.458994007,1.212383167
KRTCAP3,0.577698013,0.321962576,0.431277951,0.225932964,0.414865596,0.197054716
KRTDAP,0,0,0,0,0,0
KSR1,1.28819417,1.301271978,1.259248369,1.790035129,1.289100268,1.662690328
KSR1P1,0,0,0,0,0,0
KSR2,2.283736694,2.724172846,2.916560131,2.292565725,2.238923866,2.714028995
KTI12,2.106534947,1.635705491,1.853279597,1.679844047,1.938091162,1.850051598
KTN1,8.737083824,8.877346593,8.913944289,8.823560211,8.758739738,8.747104494
KTN1-AS1,2.549498446,2.478188754,2.520702322,2.632040576,2.529946037,2.720450592
KXD1,5.582705605,5.314346662,5.352621025,5.503387492,5.64398348,5.629422675
KY,0.098085699,0.050632018,0.143430317,0.040198863,0,0.121431099
KYNU,7.704174926,7.617507791,7.617637454,6.632916098,6.811317374,6.668072246
KYNUP1,0,0,0,0,0,0
KYNUP2,0,0,0,0,0,0
KYNUP3,0,0,0,0,0,0
L1CAM,6.260475014,6.334283896,6.357104172,4.548846792,4.189174517,4.662451116
L1TD1,0,0,0,0,0,0
L2HGDH,4.597903671,4.939326179,4.733865211,5.544144518,5.408719388,5.579075755
L3HYPDH,2.273276907,2.192779767,2.313847609,2.873664379,2.984292263,2.668259219
L3MBTL1,1.620770406,1.879271141,1.921215403,1.445508877,1.414607704,1.230493302
L3MBTL2,5.74573966,5.555853443,5.553286361,5.599000218,5.64398348,5.574652107
L3MBTL3,3.068152995,3.135312361,3.121056469,2.632040576,2.466136323,2.86076864
L3MBTL4,0.144736109,0,0,0.040198863,0,0.04162307
L3MBTL4-AS1,0,0,0,0,0,0
LACC1,2.082772333,2.322066016,2.382936318,2.038475112,2.297132719,2.087155837
LACE1,2.90834904,2.97415525,3.080034819,3.257226799,3.100930433,3.259489712
LACRT,0,0,0,0,0,0
LACTB,4.254029751,4.111670742,4.053941239,4.277565647,4.489413767,4.317479378
LACTB2,4.919652217,4.970889109,5.000452896,5.392276468,5.663081582,5.463242446
LACTB2-AS1,0.098085699,0.099547167,0.188237589,0.117384743,0.115424326,0.04162307
LACTBL1,0,0,0,0,0,0
LAD1,5.81768513,5.752191369,5.715136323,6.35969147,6.503145584,6.417455731
LAG3,0.098085699,0.321962576,0.097186689,0.040198863,0.222294194,0.082078874
LAGE3,5.642851304,4.987227908,5.125237612,4.816694016,4.795196313,4.531629497
LAGE3P1,0.049876268,0.050632018,0,0,0.039509781,0
LAIR1,0,0,0,0,0,0
LAIR2,0,0,0,0,0,0
LALBA,0,0,0,0,0,0
LAMA1,0,0,0,0,0,0
LAMA2,0.144736109,0.280138344,0.143430317,0.154482385,0.115424326,0
LAMA3,3.586180041,4.025696906,4.041784488,4.603527328,4.110197848,4.688888055
LAMA4,0.357731154,0.321962576,0.354725211,0.646265038,0.611197168,0.582661252
LAMA5,6.492910426,6.740192428,6.759098145,6.808653218,6.304115912,6.855143937
LAMA5-AS1,0.357731154,0.050632018,0.097186689,0.079307934,0.077966324,0.04162307
LAMB1,7.593706685,7.619343449,7.649281211,6.952839085,6.88060204,6.965697916
LAMB2,7.768194921,7.699124229,7.727735674,7.083614534,7.011476523,7.150629315
LAMB3,4.495885283,4.466605279,4.341134713,4.091628267,3.916895627,4.080955725
LAMB4,0.233741691,0.321962576,0.143430317,0.294011256,0.256227819,0.303540032
LAMC1,6.940755754,7.321133002,7.254606624,7.287583195,6.967024358,7.413705163
LAMC2,3.627827764,3.777767408,3.76692112,3.77470731,3.684309133,3.964056179
LAMC3,0.098085699,0.099547167,0.097186689,0.225932964,0.321790574,0.197054716
LAMP1,8.674371476,8.602340565,8.598481147,8.465402214,8.497720184,8.466929813
LAMP2,7.065342124,7.315967828,7.221644146,7.367515299,7.295723062,7.329569024
LAMP3,2.64994209,3.627431754,2.476226183,1.766265254,1.895661251,1.802419173
LAMP5,0,0,0,0,0,0
LAMP5-AS1,0,0,0,0,0,0
LAMTOR1,7.252034086,6.934704341,7.039530855,6.913478813,7.077912958,6.9046229
LAMTOR2,6.882162014,6.459602059,6.488311359,6.274844427,6.588034048,6.239986927
LAMTOR3,6.216792913,6.208926985,6.235620378,5.679948138,5.818793945,5.604468829
LAMTOR3P1,0,0,0,0,0,0
LAMTOR3P2,0,0,0,0,0,0
LAMTOR4,5.301862694,4.735842827,4.809310183,4.979305283,5.185858124,4.721267205
LAMTOR5,5.343703881,4.988851657,5.040715309,5.003652089,5.290884275,5.026071974
LAMTOR5-AS1,1.445531158,0.865148171,1.23809422,0.929168121,0.662711675,0.742640983
LAMTOR5P1,0,0,0,0.040198863,0,0
LANCL1,6.26245953,6.782467058,6.746513172,6.298860391,6.096769242,6.312445654
LANCL1-AS1,0,0,0,0,0,0
LANCL2,5.621362867,5.570024379,5.584001178,5.325734873,5.397359653,5.39362651
LANCL3,0,0.050632018,0,0,0.039509781,0
LAP3,6.085446248,6.208926985,5.927418726,6.363162002,6.531134337,6.306055353
LAP3P1,0,0,0,0,0,0
LAP3P2,0,0,0.097186689,0.117384743,0.077966324,0
LAPTM4A,7.644555341,7.407439148,7.404544272,7.098563663,7.5018164,7.159518109
LAPTM4B,7.698811223,7.511359342,7.528152823,7.957702292,8.072563802,7.822465344
LAPTM4BP1,0,0,0,0,0,0
LAPTM4BP2,0,0,0,0.040198863,0.039509781,0
LAPTM5,0.144736109,0.192666629,0.049411558,0.154482385,0.039509781,0.121431099
LARGE,4.8332818,5.036733276,5.002022407,5.733029069,5.695133806,5.857026105
LARGE-AS1,0,0,0,0,0,0
LARGE-IT1,0,0,0,0,0,0
LARP1,7.963008304,8.360235099,8.332037225,8.741555217,8.360405223,8.764687638
LARP1B,4.457133203,4.608552179,4.638197024,5.018819981,5.155836038,5.144222186
LARP1BP1,0,0,0,0,0,0
LARP1BP2,0,0,0,0,0,0
LARP1BP3,0,0,0,0,0,0
LARP1P1,0.098085699,0,0.049411558,0.154482385,0.077966324,0.082078874
LARP4,6.295139112,6.76788236,6.715757985,7.045858176,6.863504315,7.050969729
LARP4B,7.289172174,7.518403082,7.485312674,7.778449778,7.579679126,7.804443538
LARP4P,0,0,0,0,0,0
LARP6,2.374611228,2.000129302,2.048182977,1.601411197,1.818266933,1.753160247
LARP7,5.826654753,5.73003263,5.69683999,5.501589058,5.701305717,5.434236031
LARP7P1,0,0,0,0,0,0
LARP7P2,0,0,0,0,0,0
LARP7P3,0,0,0,0,0,0
LARP7P4,0,0,0,0,0,0
LARS,8.095632923,8.204742959,8.19123389,8.83136688,8.760588042,8.7801392
LARS2,5.565662703,5.774014909,5.650557937,5.830090097,5.719664589,5.977864431
LARS2-AS1,0,0,0,0,0,0
LAS1L,5.627535149,5.586204346,5.528452656,6.285857855,6.289851948,6.213485366
LASP1,9.393945387,9.408501887,9.435938107,9.313622519,9.316349029,9.429806757
LAT,0.144736109,0,0.049411558,0.079307934,0.039509781,0.04162307
LAT2,0.937027652,0.777679414,0.820926818,1.641160562,1.516128202,1.777999935
LATS1,5.256118279,5.892387028,5.814946254,5.677560743,5.377262313,5.78915411
