,MWV1,MWV2,MWE1,MWE2
RUFY1,5.239183035,5.716437283,5.186448931,5.450754669
ZNF776,5.079359979,5.431915904,4.935765274,5.012196515
ZNF367,5.385095606,5.835529123,5.894656755,6.273815834
EPM2A,2.067736102,2.333975337,2.279474429,2.152095232
LINC01419,0.306221876,0.164341623,0.206893763,0
MARCKSL1,7.444691164,7.657424379,7.963604054,8.00524585
CTNNA3,0.082861088,0,0,0
TFCP2L1,0.082861088,0,0.072311833,0
MRPL3,6.807619067,6.933782951,7.088306672,7.221403108
TMPPE,2.764134322,3.021234228,2.73422522,3.215504262
SEMA3F,6.064251963,6.436368454,5.90706759,5.729218069
SCAMP3,5.934998714,6.721744035,6.16029486,6.754193358
SLC39A2,0.082861088,0.084509627,0.072311833,0
NGFR,1.471702807,1.218595222,1.255684297,0.937348878
DIDO1,7.402466551,7.610543608,7.424176932,7.453974697
LOC728673,1.440619618,0.974702857,0.738293844,0.896219197
EFNA3,4.526719825,5.077145131,4.467635401,4.938142631
GDPD2,1.775585961,0.883293799,1.3164957,0.516611308
U2AF2,7.887617422,8.164358661,8.062060866,8.270365154
VRK2,4.332972669,4.435090335,4.652949121,4.680962113
INTS8,5.805268991,6.019848298,5.892161724,5.786613268
ECE1,5.252668033,5.803162244,6.640095527,7.215145428
DLX5,0.773486835,0.311862404,0.496923616,0.281307171
LSM14B,6.17698963,6.321358152,6.157181028,6.084261146
SHQ1,5.216424098,5.18395421,5.364394184,5.599099405
UTP15,4.832338315,4.896083375,5.134619079,5.182234037
GNG10,0.161220443,0.164341623,0.206893763,0.075633777
C1orf162,0.235542107,0.164341623,0.329985457,0.215953927
PEX11B,4.867822334,5.051130058,4.664691416,4.788832919
DLL1,1.82456548,2.027398604,1.876883209,1.016249346
ZNF516,4.017289684,4.520995932,4.437151588,4.878676718
FOXO3B,3.739342364,4.435090335,3.680553047,3.906333484
SNORD15A,0.161220443,0.084509627,0.072311833,0.147499166
ATF3,2.410203683,2.188815245,2.606113834,3.614614547
RAN,9.300015422,8.776609764,9.386962288,9.508006254
RAB11FIP1,5.932207973,6.025203637,6.031315264,6.497415015
LOC100507283,0.670082101,0.56814712,0.782074667,0.343827804
POTEKP,0.670082101,0.734308604,1.056169355,0.896219197
LRRC75B,2.605021629,2.299031498,2.410778464,1.9049726
SLC35E3,4.285655076,4.647923607,4.561696501,5.061861529
SLC25A34,0.869973177,0.508216588,0.983022896,0.215953927
PFKFB1,1.125867311,0.883293799,0.738293844,0.7188649
FAM8A1,6.017622278,6.037180959,6.072667103,6.58089963
CNTNAP2,0.161220443,0.084509627,0.072311833,0
SEC24C,7.543086826,7.713235438,7.644751427,7.601205514
KIF11,6.806095561,6.721744035,6.816905641,6.592211273
MOCS3,5.076835205,5.117817462,5.13039112,5.116603828
SFXN4,5.020142082,5.037944464,5.387607649,5.55518475
LINC00316,0,0,0.072311833,0.147499166
GOLPH3L,6.795385739,7.305723212,6.573917645,7.198324355
LOC100270746,2.725970877,2.512360248,2.665759907,3.147027647
EFEMP2,1.561125501,1.218595222,1.772226297,0.810265663
KIF9-AS1,1.531929485,1.255517234,1.51116695,2.043269261
SERINC2,2.801314197,3.337628097,2.630268978,3.129388318
CREG2,1.471702807,1.360931201,1.91670883,1.606587877
PPP2R5D,6.210774784,6.346175589,6.162367021,6.030630947
PTPN11,8.502764011,8.698106351,8.557406367,8.711164127
FIBP,6.747770702,6.46226359,6.885619762,6.603434916
SYT3,2.258050461,2.557412348,2.279474429,2.134518131
SLC25A37,4.755485543,4.857575752,5.140937874,4.841242238
SLC16A7,3.890760515,3.727532417,3.603339174,3.736135999
BCL2L2,5.456755929,5.691392075,5.595131526,5.471904305
TMEM139,0.869973177,1.018323428,0.82456593,0.569894404
LPPR3,0.869973177,1.939370233,0.598366545,1.09105761
PPARD,4.341411584,4.539826589,4.308335496,4.117899418
COX18,4.415219509,4.081203294,4.440570662,4.090812464
DNAJC4,5.150720072,4.922152895,4.98810677,4.910008016
KIF23,6.825024707,6.76719784,6.733648387,6.399632777
RNF125,2.166029194,2.789118428,2.788897855,3.432417774
SEC22B,8.520291335,8.381385514,8.263955699,8.28388212
UTP6,4.823329245,4.857575752,4.99509935,5.007376111
DDAH1,6.436303065,6.731605416,6.801033195,7.253309017
FAM13C,1.917801603,1.018323428,1.936216816,1.681124962
ZNF384,6.206161536,6.348313586,6.253633955,6.177329125
SNORD36A,1.617802633,1.459164539,2.029985846,1.705138771
POLD4,5.820440769,5.495031135,5.62398775,5.622930939
ADCY10P1,1.125867311,0.445688194,0.983022896,0.516611308
IFT122,5.266028152,4.916400242,5.301854842,4.647272726
GPER1,3.258800948,5.316535499,2.931799931,4.208888724
TPRKB,5.335264931,5.127808876,5.202648801,5.540244371
CHAD,1.82456548,1.796356139,1.484914023,1.229955159
B3GALT6,3.947141507,4.498069828,4.494201745,4.693020336
MRFAP1L1,6.254997366,6.506969466,6.009610834,6.420633353
RASD2,0.306221876,0.56814712,0.329985457,0.281307171
OTUD6B-AS1,4.847229529,4.93927449,4.966923348,5.232669896
LOC100128494,1.343137814,1.427157569,1.09139728,1.229955159
CSNK2A2,5.411385401,5.489229997,5.448310168,5.497912663
WDR75,5.972154697,6.260221451,6.308928989,6.548083199
METTL17,5.268242859,5.154933738,5.212682116,5.30319895
MAN2C1,6.165153676,6.247676954,6.26332005,5.670969476
MEFV,0.161220443,0.380326469,0.269751995,0.215953927
OPA1,7.42547082,7.369744092,7.417686005,7.279535248
KIF5B,8.578563152,8.770643748,8.629955,8.699257226
KIAA0226L,0.235542107,0.380326469,1.020059653,0.765288989
ABCE1,7.81940379,7.935712211,8.416936544,8.595881118
PCDHA9,0.61546071,0.56814712,0.598366545,0.670897133
SRBD1,5.429309392,5.132778754,5.307483376,5.033691208
LVCAT5,0,0,0,0
VTCN1,3.378442245,2.027398604,2.862117515,1.229955159
PRPF40B,3.924852813,3.67398809,3.813076801,3.467940086
PARP6,6.345877507,6.38105368,6.40043253,6.191210755
SCAMP5,5.064144633,4.802501595,5.002058201,4.423112499
UHRF1BP1,6.303314401,6.45731972,6.303306102,6.620897527
ZBTB47,1.309123082,1.580531462,1.682665899,1.386654471
FAM49B,7.696099444,6.940884324,7.301683014,7.002092955
COL4A3BP,6.066798835,6.165186243,5.82048922,5.704116279
QKI,6.400406227,6.319179803,6.459766646,6.558830633
SDHC,6.11189002,6.049059663,5.692983356,6.149158616
TTC33,4.048550122,3.98554683,3.720479129,3.895938601
RAD9A,4.9936171,5.212402415,5.098280204,4.835814271
CCDC42B,0.499592803,0.239986759,0.387804595,0.147499166
EFHC1,4.908146567,4.799379392,4.878935098,4.44466823
OVCA2,1.201984915,0.835321463,1.192196385,1.016249346
SNHG19,5.383053331,4.94493683,5.240409768,5.050190669
PRTG,4.415219509,4.431061316,4.614112872,4.286542208
PI4KA,7.035340246,7.310665691,7.161095482,7.237958761
SNORD33,0.235542107,0.164341623,0.387804595,0.075633777
PRKCD,5.915349203,6.149333313,5.564119811,5.132186746
DHFR,6.983039354,7.002592506,7.183204566,6.672051866
HNRNPUL1,8.631349905,8.957133532,8.667825827,8.808764441
TECR,6.839246562,7.033481103,6.922765503,7.040350617
GLTSCR1L,5.101886286,5.31434985,5.080857591,5.226461
ERGIC3,7.734249781,7.643562935,7.640669678,7.774699525
NDUFV2,6.853329588,6.552187606,6.673170209,6.6232625
PIEZO2,0,0,0,0
LGSN,0.082861088,0.084509627,0.14117154,0.215953927
WDR77,5.50074302,5.829419729,6.11286663,6.444902365
MRPS15,5.985676904,5.353193706,5.773815633,5.985998469
TP53I11,6.214225065,6.46127617,6.080358827,5.894976747
LINC01257,0.499592803,0.239986759,0.548536515,0.147499166
FOXA1,8.655450779,9.124593613,8.432903229,8.729208225
KDM8,2.605021629,2.615373521,2.452018725,2.253284859
SNX25,3.533790936,3.760015764,3.442124343,3.516246245
HHIPL1,0.61546071,0.734308604,0.387804595,0.403751207
SAA2,0,0,0,0
PLEKHD1,1.343137814,1.180703414,1.020059653,0.215953927
ZNF720,4.200081135,4.170909812,4.099265252,4.086248112
TLDC1,5.850313903,5.729619048,5.602781404,5.273393389
GPSM1,4.5081001,4.640963739,5.498382393,5.366681077
DDX60L,0.235542107,0.239986759,0.548536515,0.765288989
MIR210,0,0.084509627,0,0.075633777
CCDC103,2.394068837,2.316609213,1.896933439,2.18661974
ATL3,7.378577093,7.488876946,7.332835357,7.581475791
RAB30-AS1,4.616375806,4.218437427,4.312073484,4.001519659
KRT75,0,0,0,0
PSPC1,5.974869297,5.76365883,5.823111217,5.766783636
GSKIP,7.235934932,6.717615148,7.00242516,7.253817889
GATM,1.201984915,0.625687074,1.159373027,0.403751207
SEL1L3,4.844263557,4.802501595,5.063222,5.052532406
NYAP1,1.125867311,0.883293799,1.056169355,0.516611308
TRIB1,5.030617014,5.272180708,5.267614547,5.000115172
COMMD3,5.52317123,5.112795687,5.214680433,5.422064039
THRIL,5.712354369,5.855207849,6.299545299,6.422445124
LOC101928766,0.773486835,1.609342385,0.738293844,2.043269261
TTC7A,4.774307017,4.725638088,5.194571604,5.888437336
CREB3L2,7.005117595,6.604105873,6.634881737,6.461739087
LINC00944,4.374682112,4.808725802,4.460916667,5.211868808
TSG101,6.627850156,6.4652218,6.321964452,6.568680778
ADGRG7,0,0,0,0
CDK4,7.544001106,7.644868117,7.744251152,8.062426973
KDELR1,8.001822066,8.091245181,7.926289249,7.947907518
KCNA7,1.045508901,0.681019872,0.646532775,0.281307171
API5,7.698154322,7.581302523,7.708536067,7.801400083
STAT1,7.703483347,7.687289818,7.581117115,7.318001778
MAST1,2.184909003,2.048591325,2.029985846,1.884087558
IARS2,7.325329595,7.913864045,7.293197811,7.812496247
TSEN15,5.335264931,5.691392075,5.326088126,6.31438592
LOC100130992,4.45075413,3.798054319,4.467635401,3.798852136
PCYT1A,6.677020868,6.695952356,6.639351851,6.67585428
NPY4R,0.082861088,0,0.072311833,0
RHOT2,6.586737869,6.907924629,6.799036804,6.456443425
TMEM191C,0.082861088,0.239986759,0.443395519,0.147499166
LOC100130238,0.773486835,0.508216588,0.738293844,0.281307171
KIAA1919,4.626769513,4.286916119,4.254960528,3.916654006
GABRB2,0,0,0,0
DLX2,3.311295164,3.816703989,2.711762537,2.661878198
DEAF1,4.481622044,4.761376223,4.58041462,4.557790265
PCDHGB6,0.437971386,0.625687074,0.269751995,0.7188649
CCDC86,4.829341538,5.079721022,5.548360335,5.432889998
DDX60,0.61546071,0.380326469,0.206893763,0.281307171
FAM86DP,3.006270341,2.955434581,3.229314572,3.395998698
AGBL3,0.558689664,0.734308604,0.646532775,0.281307171
SNORD15B,0.306221876,0.239986759,0.387804595,0.281307171
MRPL44,5.788393662,5.551794553,5.637457618,5.880550714
OR51B5,0.161220443,0,0,0.403751207
TMEM97,5.817419151,5.994135379,6.417015864,6.514502896
SULF1,2.618972171,2.814084301,2.424656616,2.546993003
EID2,4.76178669,4.587666146,4.652949121,4.713882714
ATP6V0C,7.023589276,7.261029533,7.184224695,7.405333531
RAMP2-AS1,0.235542107,0.929722166,0.598366545,0.853882458
SLIT3,0.082861088,0.380326469,0,0
AGAP9,2.801314197,2.684696379,1.705582599,2.043269261
PTRF,5.493188793,5.152488808,5.436372274,4.802810488
DROSHA,7.026208887,6.98963863,7.152781577,6.93259926
ARMT1,7.522360844,8.114984269,7.421151467,7.802443981
JAK3,1.343137814,1.255517234,1.536950675,1.416050783
SPEF2,3.653840201,3.437406959,3.205396031,3.223839752
DDX41,6.203849367,6.533518645,6.315461443,6.442225881
NUDCD3,5.616522195,5.776417993,5.576604604,5.748123118
BROX,5.915349203,6.435363145,5.870777921,6.221704415
MSMO1,6.412471355,5.689706834,6.596315932,6.447573892
HARS2,5.616522195,5.850690371,5.571935459,5.710061996
KIAA1549,4.637088876,5.272180708,4.713556654,4.963251992
CCDC97,5.782207906,6.047744626,5.756087782,5.768209113
GLIS2,5.099400662,5.97627451,5.027290602,5.328541535
UHMK1,7.46317556,8.248327168,7.46083821,8.056605632
CCDC89,1.086247531,1.060663726,0.598366545,1.016249346
CRHR1-IT1,1.003586388,0.835321463,0.269751995,0.461284588
HEXDC,4.012013118,3.888981443,3.674758041,2.867381334
PIM3,5.143499551,5.281161431,5.238446798,5.447199388
GRAP,0.161220443,0.164341623,0,0
FOXRED1,4.534100944,4.259913424,4.555402768,4.126816555
CD2AP,6.614856061,6.838896351,6.623645476,6.635810623
TMEM30A,8.015399956,8.136175199,7.426765148,7.42263563
PPP1R32,0.670082101,0.380326469,0.693142732,0.147499166
GAR1,4.998961254,4.989452852,4.990441398,5.318846998
SCARNA5,0.161220443,0,0.269751995,0.215953927
NLK,5.298896989,5.374330111,5.224630708,5.132186746
LOC344887,0,0,0,0
GALE,3.504030675,3.835115648,3.823590003,3.764981732
STAM2,6.090772473,6.041151404,5.702982716,5.910551445
CUL5,5.817419151,5.995500177,5.740915247,5.922123111
PKN2,6.130269864,6.247676954,6.099951273,6.373647253
WNT5B,1.003586388,0.681019872,0.738293844,0.281307171
CPEB1,0.306221876,0.311862404,0.598366545,0.215953927
UQCRC1,6.684502813,6.705991002,6.744062721,6.822334567
ADPRM,2.258050461,2.244975627,2.135012489,2.236905147
LOC100506281,0.773486835,0.785698927,0.865841433,0.403751207
YPEL3,5.599032983,5.361685464,4.266565429,4.213081644
XG,2.547830028,2.351134904,1.705582599,1.705138771
ADGRF1,0,0,0,0
APOA1BP,6.423443111,6.570618068,6.389859772,7.13122474
C11orf49,4.996291651,5.132778754,5.153493041,5.314950869
MYNN,5.789935965,5.529356473,5.64043392,5.972458631
TUBA1A,6.433345541,5.73942693,6.37027282,6.777738427
TRIM67,0.437971386,0.311862404,0.206893763,0.281307171
MIR4458HG,2.166029194,1.916497516,2.264119147,2.28549672
LTBP2,4.48923692,4.170909812,4.11646829,3.335745587
CFAP74,0,0.164341623,0.072311833,0
IFIT3,1.502130401,0.380326469,0.945010225,0.281307171
BRWD3,5.734949499,4.818012051,5.548360335,4.725670007
TNFRSF1B,0,0.084509627,0.072311833,0
ZNF23,4.882353572,4.532323794,4.755340071,4.50404978
RPS6KA5,5.046188175,5.159811204,4.437151588,4.108926822
NIPBL-AS1,5.294557504,5.399291711,5.399954202,5.372316031
LINC01012,1.531929485,1.394424364,1.635710641,1.386654471
SLC18A2,2.632789104,3.053041838,2.452018725,3.304648317
C15orf56,0.499592803,0.445688194,0.693142732,0.810265663
RHEB,6.334297276,5.834004198,6.14884447,6.681917373
TMEM40,2.618972171,1.218595222,1.682665899,1.127055659
PGS1,4.504347143,4.435090335,4.402507661,3.549786461
LOC101927571,0.306221876,0.084509627,0.329985457,0.281307171
ZNF165,3.745714258,3.42935062,3.781069558,3.694757786
LANCL1,6.349019685,6.304939786,6.132025427,5.979859746
DGCR6L,4.143296358,3.639484798,3.914912577,3.848211896
CPXM2,0.235542107,0.239986759,0.693142732,0.853882458
LOC105373383,1.895051356,1.745350804,1.484914023,1.819554703
MAPKAPK2,7.35792932,7.50573625,7.372308334,7.540771014
LIME1,3.2765121,3.380044335,3.26831815,2.674096309
CRAMP1L,6.182871392,6.448377836,6.163401986,6.086548272
ACADL,0,0,0,0
HSPA1L,0.082861088,0.084509627,0.14117154,0.075633777
LZTS3,2.203544931,2.130379825,2.324583373,1.945856978
HBS1L,5.266028152,5.127808876,5.419144939,5.592677278
C10orf12,3.653840201,3.78548591,3.328610271,3.842810138
LOC100270804,1.045508901,1.490476802,1.159373027,1.416050783
NBPF25P,1.440619618,1.893256321,1.659379293,2.347839919
OIP5,4.276882621,3.84120102,4.179212196,4.341199373
PCDHGC5,0.722710708,0.835321463,0.693142732,0.7188649
CHTOP,6.753315223,7.250779745,6.879334745,7.347862544
HSPE1,5.686090468,5.674450414,5.929141543,6.140378926
BAIAP2,5.181598017,5.283397903,5.174178524,5.038424626
CSNK1E,0.373600059,0.311862404,0.693142732,0.621279485
PPP1R21,5.207219034,5.087421214,5.002058201,4.728601843
SLC5A10,1.724884972,1.961885976,1.51116695,1.841387964
ARL6,2.258050461,2.557412348,2.279474429,3.358636406
GTF2A1,7.135182955,7.016775913,7.048527846,7.052686043
TOMM7,7.209095082,6.994424653,7.144943536,7.358784624
IFT172,4.548750852,4.845517456,4.175113105,3.906333484
C9orf89,4.069020337,3.906498862,4.484296606,4.412212642
SNORD22,1.343137814,1.665293558,1.896933439,1.580861129
PER2,4.710589674,5.415696023,4.777139423,5.125528952
HSP90AB1,10.48092429,10.41939551,10.8202386,10.49479733
CEP135,4.415219509,4.536080069,4.685013232,5.004959856
HINT3,5.468360747,5.527470785,5.102603179,5.089492309
C4orf26,2.005376245,1.141789486,1.056169355,0.147499166
EPM2AIP1,6.444160281,6.812037981,6.560624103,6.584949691
LINC00174,3.496493688,3.798054319,3.245042764,3.453835943
SLC41A1,5.723696169,5.83247766,5.812594513,5.46488882
LOC101929718,1.309123082,1.255517234,1.403161084,0.937348878
TNRC6C-AS1,3.577310993,2.542550754,3.18107425,1.841387964
HNRNPK,9.933452534,9.909732344,10.01134862,10.09433395
DENND1C,3.319861459,3.687561627,3.061814227,2.845940837
BMP8B,2.258050461,2.586683993,2.665759907,1.862895728
CCDC158,0.306221876,0.239986759,0.387804595,0.075633777
LOC101593348,0.670082101,0.380326469,0.548536515,0.461284588
PNO1,5.98702218,5.632959817,6.216222041,6.562121492
ENKUR,0.61546071,0.625687074,0.983022896,0.461284588
CHADL,0.161220443,0.734308604,0.269751995,0.281307171
IQSEC2,5.041016439,4.842487069,4.722010709,4.0632072
HIGD2A,6.303314401,6.416127955,6.22417926,6.384841265
RERE,6.497994278,6.795679626,6.071564929,6.455558922
MRPL10,6.01234693,6.056924808,5.86442777,5.830940071
LINC00636,1.440619618,0.734308604,1.224289547,0.670897133
LOC728743,2.57670921,2.401421984,2.756343515,2.28549672
EID3,0.437971386,0.084509627,0.206893763,0.516611308
NUMB,7.093325587,7.074093999,7.043477478,7.122334892
EBF4,1.82456548,2.417802229,1.750352014,2.586313387
LOC79160,0.235542107,0.239986759,0.598366545,0.516611308
ACKR4,0.437971386,0.508216588,0.14117154,0.215953927
SVOP,0.373600059,0.164341623,0,0
TMEM223,4.074092828,3.963400171,4.175113105,4.462388535
MYBL1,3.195041466,2.557412348,4.348930153,3.957213274
MCAT,3.687327993,4.007358653,3.720479129,3.815493738
UFD1L,6.587624909,6.332200837,6.588631602,6.61298617
NHP2L1,6.414472435,6.504095716,6.773507125,6.926228551
KISS1,0.235542107,0.445688194,0.329985457,0.281307171
SRPK3,1.775585961,0.974702857,2.048029874,1.32600149
MTFR1,4.764926973,4.591281234,4.484296606,4.641061955
HYKK,2.699955932,2.763712899,2.424656616,2.134518131
TMEM80,2.974069773,2.898211902,3.122676212,2.422161471
ZNF436,5.626914851,5.719744033,5.429506006,5.485833754
SLC38A4,0,0,0.072311833,0.147499166
ZWILCH,6.141186415,5.974891394,6.380099537,6.298689146
AP5S1,5.179246113,5.035292822,5.040869963,4.902238751
NENF,5.051341437,5.316535499,5.01358221,5.689143892
MEX3A,5.099400662,6.124598876,5.358983768,5.79502895
DLGAP1,0.082861088,0,0,0
AFAP1-AS1,0.306221876,0.311862404,0.072311833,0.343827804
TXLNB,1.800283568,2.351134904,1.91670883,2.347839919
BCL11B,2.503397528,2.572122408,2.851882341,3.706701726
FBXO16,3.185698509,2.629507138,3.052906211,3.223839752
PTBP2,4.268056498,4.57676621,4.477655196,4.69601921
RAMP1,1.164428057,1.939370233,1.403161084,2.436577137
PARTICL,3.687327993,3.404908107,3.306294956,3.351046417
LOC100130075,0.306221876,0,0.14117154,0.075633777
PPP2R2A,7.102043121,7.01138914,7.246592524,7.371032568
TMEM30B,7.350109577,7.413794109,7.467557308,7.474641016
TMEM176B,0,0.239986759,0,0
B4GALT3,4.556020394,5.423828758,4.454166497,5.205569545
SYNCRIP,8.697555464,8.843881126,8.943041473,9.000769138
SPRR2A,0,0,0,0
ATP6V0A2,4.811228967,5.205342781,5.159729887,5.478885841
ALPP,0.61546071,0.164341623,0.945010225,0.281307171
PQLC2L,0.306221876,0,0.14117154,0.215953927
SCARA3,6.420459079,5.698113424,6.069358055,4.3715268
PDXDC1,7.846707013,8.061907185,8.038280971,8.285625083
TIMELESS,6.73181078,7.030821238,7.14074577,7.143908684
ART4,0.161220443,0.084509627,0.443395519,0.343827804
BEND6,1.164428057,1.218595222,1.286410384,1.386654471
RPL38,8.294445982,7.84285342,8.219368996,8.402679128
ICAM5,2.632789104,1.893256321,2.892394441,1.32600149
ENPP1,6.136344809,2.557412348,5.785962383,1.751999525
ENSA,9.302313694,9.563845326,9.08142879,9.572963673
TSC22D3,5.543428552,6.387305545,4.28570187,5.271384285
GTF3C5,6.223385677,6.320269389,6.310798424,6.189083794
EID1,8.017376289,8.374058954,7.991261589,8.630385712
SCNN1G,0,0.239986759,0.496923616,0.621279485
HPDL,3.707053795,3.871248707,4.137687572,4.262468588
CIAPIN1,6.099505401,6.166398514,6.315461443,6.487929688
DCDC5,0,0.084509627,0,0.075633777
CSMD3,0.082861088,0.164341623,0.14117154,0
WDFY4,0.437971386,0,0.945010225,0.461284588
CDK16,7.29306421,7.178119255,7.266475658,7.024334211
NHP2,7.51724888,7.266127248,7.686026746,7.352146254
RBPMS2,1.309123082,2.333975337,1.562281674,2.790902701
SYNGR3,1.983975896,1.745350804,1.562281674,1.473105284
DHCR7,7.904089519,7.756943491,8.435261641,8.335756994
METRNL,6.412471355,6.27265781,6.267176353,6.057695235
RSG1,2.660032216,2.368092769,2.654026341,2.18661974
NXT2,5.074306006,4.851559202,4.730415513,4.631695376
CROT,6.926669278,6.400759022,6.89686425,6.555532249
LDOC1,6.827279605,7.34104418,6.837152444,6.970243806
SNORA58,0.373600059,0,0.072311833,0.343827804
HOXA11-AS,2.258050461,1.490476802,2.688944573,1.294691174
REC8,1.895051356,1.796356139,1.192196385,1.162177309
GPI,8.659885675,8.989342615,8.718876513,8.746487134
ZNF354B,3.826085365,3.740613652,3.813076801,3.207120333
PCDH10,5.715603992,6.953579366,4.771720387,5.88712589
NAPG,5.802215395,5.792209881,5.576604604,5.654106041
SNTN,0,0.239986759,0,0
CPNE4,3.770924083,3.707685444,3.298779149,3.129388318
HCN3,3.726513523,3.923806131,3.900087963,3.198687397
TPBGL,0.558689664,0.508216588,0.82456593,1.09105761
IL11,1.871936599,1.984055714,2.39676551,2.043269261
USP10,7.877860695,8.136175199,8.159162826,8.099986741
ZNF730,2.203544931,2.586683993,2.368324548,2.745308604
TMC5,2.426160074,2.542550754,1.659379293,1.196464223
PEX12,3.48130055,3.16401392,3.515287127,3.366186673
RARB,0.869973177,0.883293799,0.598366545,0.403751207
PI4K2B,5.417384842,5.274431135,5.074269482,5.01460069
CLDN5,0.235542107,0.239986759,0.598366545,0.516611308
EAF2,1.75045818,1.394424364,1.484914023,1.884087558
PRRG1,0.306221876,2.417802229,0.548536515,2.999477715
HTR7P1,4.022547023,3.772807044,3.697799698,2.929854839
PHACTR2,6.326879346,5.861209233,5.855490338,5.403838265
AMPD2,4.856091033,4.83640713,5.399954202,4.857404669
LBP,0.161220443,0.164341623,0.14117154,0
ALDH1B1,5.362469981,5.323072651,5.605830033,5.52514765
SYTL2,8.781547063,8.912315662,8.875492828,8.753161212
TH,0.61546071,0.835321463,2.941485397,3.820998552
DDX23,7.424478225,7.71116026,7.534281903,7.605996431
DAAM1,7.700616318,7.637456421,7.482561833,7.396604041
TMEM159,6.179345213,5.579360135,5.967569086,5.701134207
MAFK,4.386963376,4.591281234,4.266565429,4.266508858
YEATS4,5.053911183,5.169516943,4.685013232,5.66026103
AOC1,0.082861088,0,0,0.075633777
CPSF6,7.156262896,7.488392345,7.421584065,7.43300803
DDOST,7.44126016,7.530896782,7.459574887,7.568443886
CPSF4,5.963980115,6.338667547,6.227151938,6.338575261
TYMS,4.876558628,4.539826589,5.32423841,4.978110483
PTOV1,6.038532863,6.058231506,6.12672901,5.759635049
BTF3L4,6.552619736,6.33003881,6.321037244,6.747704721
GAREM,4.485434506,4.936434965,4.348930153,4.671851842
EFNB2,4.891002576,4.62694246,4.443981651,4.382737214
NAALADL2-AS2,0,0,0,0
KCNQ1,0.773486835,0.56814712,0.82456593,1.444860058
LOC101059948,0.499592803,0.311862404,0.598366545,0.215953927
BTN3A1,1.045508901,0.974702857,1.4581745,0.569894404
CCDC126,3.832086207,3.47702733,3.455705613,3.658320953
YBX1,8.310384792,8.403658657,8.68738452,8.8282
PRKRIP1,1.086247531,1.218595222,1.12578547,1.09105761
RRP1B,6.948239664,7.232376131,7.325919161,7.20781033
LOC101929431,1.125867311,1.018323428,1.020059653,0.937348878
LRP10,6.886145781,7.346936945,6.684749724,7.125118859
CTGF,0.306221876,0.164341623,0.072311833,0.215953927
EIF3F,6.592051944,6.491576224,6.487303729,6.532229974
DDX20,5.541598686,5.638211867,5.819176432,5.79502895
INTS3,7.054073321,7.773744432,7.14284618,7.445089928
ZAK,6.67033752,6.826680249,6.80965244,6.904355266
ADAM2,0.61546071,0.239986759,0.387804595,0.215953927
LINC01140,0.235542107,0.56814712,0.387804595,0.281307171
ARHGEF39,3.195041466,3.239675798,3.131164915,2.710141797
ATE1-AS1,0.373600059,0.084509627,0.443395519,0.147499166
CDA,0.082861088,0,0.072311833,0
GGPS1,5.36867588,5.849181396,5.157653933,5.839101832
TNPO2,7.215421653,7.598020043,7.689623185,7.586736559
EBLN2,1.471702807,1.459164539,1.635710641,1.162177309
GKAP1,3.147709611,3.221129073,2.788897855,2.802079585
FAU,7.477124437,7.126732663,7.439637034,7.717187783
CCDC159,3.936040203,3.701008645,3.515287127,3.240367625
HPS4,5.169799965,5.47755727,5.256018115,5.149792102
USP33,5.888246589,5.951173251,5.804656368,5.98231837
ASB1,4.470123833,4.678834071,4.623168322,4.360228593
SCARA5,0.082861088,0.164341623,0.072311833,0.215953927
RSL1D1,8.203922437,8.466273275,8.556027862,8.761415893
SLC35D1,4.752324619,4.751716926,4.655893666,4.56764749
KIAA1467,6.261682114,6.580655351,5.969937158,5.891056659
MIR4720,1.086247531,1.060663726,1.286410384,1.500808124
MLF1,4.263623104,4.470853953,3.875036648,4.580686559
EPHA8,0.373600059,0.164341623,0.496923616,0.853882458
CCNT1,7.185266744,7.311213811,7.294143079,7.435701654
SCNN1A,1.871936599,2.048591325,1.43093,1.656704665
PTMS,7.211974236,7.627367837,7.072967189,7.545350897
THAP11,5.742934188,5.856710537,5.863154379,6.010295447
VPS18,5.521315472,5.570230005,5.478561557,5.324671534
RP9,4.15770346,4.209056338,4.315801811,4.039792326
PSMB4,8.811658579,9.034024318,8.683962803,9.214264915
SEMA6C,1.617802633,2.226497348,1.484914023,0.977338425
CDK8,4.44293284,4.72892384,4.635154512,4.725670007
GTSE1-AS1,1.617802633,1.893256321,1.224289547,1.262686236
ACP5,0.773486835,0.929722166,0.782074667,0.977338425
TMCO6,3.006270341,3.221129073,3.245042764,2.82417689
C9orf64,5.824961364,5.613537045,5.635967161,5.785205869
THBD,3.43473688,3.248860509,3.633527838,2.940009047
NEK5,1.775585961,1.521123876,1.611647199,0.765288989
TMC3,0.437971386,0.239986759,0.443395519,0.403751207
MICU2,6.163964723,6.559588069,5.910770116,6.507692012
KLHL9,6.453922005,6.396632836,6.391627288,6.439544423
BUD13,4.213934847,4.232395667,4.289498886,4.537871434
THAP7-AS1,2.590934871,2.481524433,2.382615113,2.332504861
RGAG1,0.306221876,0.311862404,0.646532775,1.386654471
ANKRD34A,4.526719825,4.494213139,4.059791593,3.747743594
IL18BP,2.837559929,2.909839452,3.079466929,2.82417689
MOCOS,4.001401733,3.923806131,4.34528657,4.51087784
PIGB,4.043386861,3.871248707,3.95371592,4.067844915
HP1BP3,7.34119566,7.354933941,7.304969385,7.171642388
