,MWV1,MWV2,MWE1,MWE2
EMP2,9.227885867,8.963598267,9.209575738,9.283062309
EXOSC7,4.171968111,4.326495546,4.487605881,4.437518713
STAB1,0,0.164341623,0.14117154,0.075633777
HCAR2,0.499592803,0.311862404,0.269751995,0.215953927
LOC101559451,0.915899659,0.445688194,0.905968816,0.937348878
PDE4C,1.589742373,1.291517855,1.374847166,0.765288989
HOXD8,0,0.239986759,0.072311833,0.147499166
CCDC51,3.855843042,3.445418558,3.859794366,3.931997666
SEPT5-GP1BB,0.915899659,0.785698927,1.159373027,0.765288989
MFSD9,4.399140974,4.431061316,4.586600412,4.397550203
ZNF514,4.667611343,4.373440712,4.617137675,3.736135999
EPHB2,2.275770772,3.073863878,2.478871528,2.756842925
TPTEP1,0.082861088,0,0.072311833,0
INPP5B,4.12874393,4.286916119,4.137687572,3.874921408
PEAR1,0,0,0.206893763,0.147499166
CLEC2D,5.119166767,3.021234228,5.45508773,4.51087784
FAM86HP,1.775585961,1.939370233,1.955464533,1.705138771
TEX21P,1.274286972,0.734308604,1.484914023,0.810265663
GPBAR1,0.082861088,0,0.072311833,0.075633777
KLHL35,2.067736102,1.916497516,2.11803046,2.00508995
ZNF554,2.547830028,2.299031498,2.184791163,1.554667268
MIR181A1HG,0.558689664,0.380326469,0,0.147499166
PABPC4L,2.686770403,4.805617055,3.213413021,4.769033983
MTUS1,6.272754987,6.723392286,5.968753608,5.928511934
SNORD12,0.915899659,1.101796765,1.286410384,0.403751207
NQO2,4.838313258,4.780502938,4.947828916,5.132186746
NAA60,6.222243776,6.270404613,6.270061829,6.279824656
SYNRG,5.401330556,5.681250971,5.196595147,5.188635791
GPR83,0.235542107,0.084509627,0.329985457,0.147499166
ASPN,0.161220443,0.084509627,0,0.215953927
PODXL2,3.361946184,3.946564177,3.591084581,3.556401939
PRPF38B,6.143601137,6.261356469,6.49882918,6.454673875
HSD11B2,1.502130401,2.351134904,2.100846151,2.69822642
RET,5.961244929,7.0837503,8.34350059,9.246710857
MUC5AC,4.500584398,2.169598564,5.01358221,3.084322715
SF3B3,9.542772709,9.670328603,9.762007525,9.689079296
ARL6IP6,4.710589674,5.150039727,4.644079251,5.383520339
AASDH,4.873652404,4.715735692,4.608044174,4.625417035
ANAPC1,5.765059039,5.966564738,6.180883739,5.961285278
ENPP5,3.952660289,2.724745539,3.615490548,2.835099903
MGC16275,1.617802633,1.459164539,1.728140959,1.819554703
RBM4B,4.859032814,4.702425873,4.608044174,4.547865226
BUB3,6.881813178,6.738142421,7.080657317,7.113389925
SP7,0.373600059,0.084509627,0.496923616,0.075633777
NPIPA5,0.082861088,0.239986759,0.206893763,0
FKBP15,6.084502142,6.146878865,6.032448607,5.888437336
ZNF100,5.234659879,5.353193706,5.178280266,5.501345287
PJA2,7.290342571,7.400462201,7.028787424,7.27703411
TPTE2P1,0.61546071,0.508216588,0.496923616,0.461284588
EHHADH,4.792886104,4.427021014,4.433724393,4.294478301
ZNF197,4.294374511,4.273477946,4.341633761,4.148871205
LUC7L2,3.138054002,3.354744528,3.343297665,3.366186673
SNORA5C,0.306221876,0.239986759,0.443395519,0.281307171
RPS21,9.618505075,9.030866372,9.318114216,10.13592157
PPIP5K2,6.305472645,6.216415391,6.342213715,6.462619811
LOC728323,1.045508901,1.360931201,0.782074667,0.461284588
DENND6A,4.985563565,5.19349941,5.054322699,5.307126902
TMED9,7.03599028,7.144680894,7.315715052,7.183977412
LOC257396,3.249863163,2.826407072,3.428414006,3.198687397
TMEM31,0.437971386,0.084509627,0.443395519,0.075633777
TRAFD1,6.485674943,6.524092782,6.213226733,5.972458631
ZNF414,2.562341879,2.615373521,2.799588081,2.573325304
CXorf23,4.415219509,4.291367838,4.019207437,3.826482442
ZKSCAN7,0,0.084509627,0,0
POLB,4.694210714,4.156340751,4.561696501,4.551181164
SEC14L5,1.274286972,1.255517234,0.945010225,0.569894404
NME9,0.437971386,0.311862404,0.548536515,0.147499166
ZDHHC13,4.427161896,4.339451014,4.304587798,4.386454745
VPS37A,5.60605413,5.934193118,6.10103198,6.597834008
MIR637,0.235542107,0.311862404,0.269751995,0.215953927
GFRA3,0.082861088,0,0.072311833,0
MGC16142,1.164428057,1.360931201,0.945010225,1.606587877
KCTD18,4.996291651,5.167096623,4.752591846,4.830365806
ELP5,5.411385401,4.997648822,5.307483376,5.638602696
RAB11FIP4,6.022878406,6.072527619,5.910770116,5.578122105
ENDOU,0.306221876,0.164341623,0.072311833,0
MALL,0.235542107,1.796356139,0.598366545,0.075633777
TDRD12,0.235542107,0.084509627,0.14117154,0
ERG,1.201984915,0.835321463,1.835926916,0.7188649
ARL1,7.012402558,6.733242447,6.702658682,7.090781818
DTWD1,6.370825377,6.021188997,6.32843828,6.60023706
RNASEK-C17orf49,0.082861088,0,0.14117154,0.215953927
BSG,8.163742463,8.599013313,8.255730306,8.742504076
AGAP2,1.983975896,1.939370233,1.91670883,1.841387964
MEGF11,0.161220443,0.311862404,0.269751995,0.075633777
TRPM7,8.720583918,8.728176218,8.66289444,8.756037766
DNAJC5,7.348017135,7.639203778,7.417252236,7.560238759
ONECUT1,2.686770403,2.850741275,3.034923449,3.084322715
CSTF3,5.513868478,5.544353901,5.672774285,5.610269795
DCTPP1,6.978988574,6.534457853,7.124363074,7.34738579
TMEM216,4.133611068,4.151451519,4.171002336,4.364004501
AP4S1,5.128949184,4.594887286,5.115494922,5.080340722
SNORD91B,0,0,0.14117154,0
SNORD8,0.082861088,0,0.269751995,0.075633777
CARD8,4.431120824,4.981210056,4.33797168,4.497189251
CCDC183-AS1,2.963174533,2.874671827,2.820733789,2.586313387
ALOX5,0.373600059,0.56814712,0.206893763,0.621279485
ZBTB40,5.876680861,6.396632836,6.318252037,6.903706888
PAQR3,4.324484101,3.968968789,4.430289037,4.437518713
CYP1A1,3.128333335,3.337628097,1.4581745,1.127055659
PRAF2,4.358142754,4.106686402,4.270413078,4.113420095
MEIS2,4.51184332,4.569453564,4.699355533,4.687003823
TNFSF4,0.082861088,0,0.14117154,0.147499166
IPPK,4.922279227,5.23337638,4.997422698,5.038424626
LOC100996455,0.722710708,0.508216588,0.646532775,0.281307171
FBXO45,7.175270104,7.373422996,7.426765148,7.370094101
COMMD10,5.57597536,5.02196101,5.10906345,5.756765666
HLX,0,0,0,0
TMEM254,6.155614497,5.562884069,5.959250085,5.471904305
GNGT1,0.437971386,0.625687074,0.443395519,0.343827804
WDR41,5.672777015,5.679553835,5.729779583,5.963775734
PSMB1,6.989094278,6.58791158,6.676073812,6.877529834
PLEKHO2,3.386620078,3.404908107,3.753843486,3.38116969
CSNK2B,2.562341879,2.711518965,2.569105454,2.733681322
TMEM56,4.370565015,4.422969365,4.055338211,4.217262413
ADAM8,2.825578915,2.586683993,2.723037596,1.985614596
SMARCC2,7.549474651,7.709913719,7.621969328,7.560238759
TCAP,0.61546071,0.508216588,0.646532775,0.461284588
LINC00683,0.499592803,0.625687074,0.496923616,0.765288989
POLR2E,6.001738009,6.316998159,6.253633955,6.307539586
LOC100505795,0.235542107,0.239986759,0.14117154,0.343827804
PKD1P6,3.176294653,3.589750448,3.68632487,3.264809744
ASB3,1.724884972,1.845619628,1.728140959,1.751999525
LOC101927870,0,0,0,0.147499166
FAM131A,4.774307017,4.7741555,4.886475922,5.116603828
ZNF385C,1.309123082,0.785698927,0.905968816,0.853882458
LOC339666,0.822536472,0.785698927,0.693142732,0.670897133
PSEN1,7.374984998,7.420414146,7.19033037,7.48508094
DCAF7,8.516569999,8.71477407,8.540975835,8.60468468
ZNF879,2.918751635,3.346211696,3.025847309,2.802079585
LOC100133315,1.086247531,1.101796765,1.659379293,1.631863882
SCIMP,0.235542107,0.164341623,0.206893763,0.147499166
MIR3936,0.161220443,0.084509627,0.329985457,0.075633777
LTB4R2,2.166029194,1.427157569,2.135012489,1.32600149
LMBRD1,5.619994739,5.231060941,5.250184756,5.370440158
FLRT2,1.800283568,1.551133434,1.192196385,0.896219197
DAPK3,4.885242338,4.992190019,4.957407722,5.087209849
C1orf131,4.148114729,4.619880385,4.330619513,4.728601843
LINC01446,0,0,0,0
ECHS1,7.120548039,7.057855135,6.976161306,7.041529974
RBPJ,6.080726821,6.400759022,6.140459458,6.186953694
ARL13A,0.499592803,0.56814712,0.206893763,0.516611308
RCN2,6.896204874,6.699306339,6.695521754,6.72145434
INHBA,0,0,0,0
PRB3,0.161220443,0.508216588,0.387804595,0.670897133
MARK4,4.710589674,5.127808876,4.536355135,4.659614628
STAG3L1,1.672337082,1.551133434,1.255684297,2.573325304
TAC3,0.082861088,0.084509627,0,0
SPAG7,5.216424098,4.913515292,4.873885896,4.769033983
GPX3,5.114250571,4.528557715,5.029562723,4.341199373
NBPF1,6.258343611,6.538208583,6.362182694,6.789719379
WFDC2,0.306221876,1.255517234,0.646532775,1.054138305
TAF5L,5.014875956,5.506563896,5.115494922,5.632354407
MRPL17,5.674447931,5.258603926,5.936425106,5.97492989
TMEM147,5.227848444,5.18395421,5.599726319,5.695151506
LINC01560,3.465945708,2.988709502,3.096906244,2.845940837
DIRAS2,0.235542107,1.180703414,0.548536515,1.444860058
DTX2P1-UPK3BP1-PMS2P11,1.408851962,1.394424364,1.43093,1.473105284
UBE3B,5.811356862,5.553648735,5.491805659,5.291350515
STARD13,5.702561351,5.174345436,5.652278102,5.273393389
FAM167A-AS1,0.161220443,0.164341623,0,0
MID1IP1-AS1,1.003586388,0.974702857,1.192196385,1.162177309
TUBGCP6,5.661026101,5.529356473,5.55310628,4.833092611
SLC25A41,0.722710708,0.681019872,0.646532775,0.461284588
RPS16,8.853929251,8.724065724,8.794473742,9.475760685
APPBP2,9.689943274,9.872056603,9.537741463,9.624438241
STARD4-AS1,0.558689664,1.984055714,0.496923616,1.162177309
NT5DC3,3.693933273,3.952198034,4.59889299,4.943199586
KIZ,3.108693278,3.053041838,2.851882341,2.573325304
C6orf201,0.722710708,0.56814712,0.905968816,0.461284588
SYNPO2L,0.306221876,0.380326469,1.286410384,0.810265663
TEF,5.476045754,5.508477091,5.140937874,5.162856548
LOC100130744,1.895051356,2.048591325,1.91670883,1.945856978
SMARCB1,6.926669278,6.979329087,6.813613251,6.746981956
CPB1,0,0,0,0
TMEM192,4.99093758,5.25404979,5.210681028,5.459604727
RNF113A,4.720328531,4.505752414,4.549081458,4.841242238
BSPRY,5.588436776,5.43594254,5.224630708,5.291350515
DHX57,5.70746617,5.762055971,5.927924033,5.732142711
KIAA1586,4.623313258,4.543563405,4.536355135,4.600026827
MYOM3,0.161220443,0.084509627,0.387804595,0.147499166
KCNN3,0.082861088,0.239986759,0.14117154,0.147499166
LRRC29,1.871936599,0.508216588,1.286410384,0.516611308
CCDC144CP,0.161220443,0.311862404,0,0.147499166
SDHAP1,3.777158304,3.940908233,4.055338211,3.549786461
LRRC16B,1.238588832,1.692475918,1.403161084,1.229955159
CWC22,5.245941289,5.546217665,5.275294038,5.478885841
BOLA3,5.326789879,4.619880385,5.250184756,5.071130712
FOXP4-AS1,0.235542107,0.239986759,0.329985457,0.343827804
SCRT1,1.724884972,1.180703414,1.192196385,0.670897133
LOC101927572,0.670082101,0.625687074,1.159373027,0.937348878
PIP,0,0,0,0
MSMB,0.722710708,0.835321463,0.983022896,2.00508995
PPP1R12B,5.717226063,6.184461395,5.908302821,5.840457648
DGUOK,5.700922699,5.521798887,5.631486531,5.938675566
TFAP2B,0.161220443,0.164341623,0.387804595,0.215953927
PPP2R5A,6.131486901,6.81899232,6.647511262,7.998581531
LDB1,6.441218838,6.643813731,6.446223732,6.311455754
HYOU1,8.275304256,8.410069419,8.748834116,8.76284668
ZNF532,1.871936599,2.417802229,1.562281674,1.774871204
SP3,7.816379997,8.16405526,7.801879098,8.203186037
APOL3,0.773486835,0.239986759,0.206893763,0
ATR,5.863557617,5.749168585,6.14884447,5.946251576
LOC440028,1.724884972,0.681019872,1.43093,0.7188649
THYN1,4.458533246,3.72094705,4.266565429,4.179192041
NEDD4,6.620067752,6.75677298,6.688349345,6.838030438
RPS3A,10.26246437,9.480649549,9.857743639,10.44374948
LINC01264,0.161220443,0.239986759,0.646532775,0.853882458
RBKS,3.258800948,3.042517028,2.902347177,2.649555729
WHAMMP3,1.672337082,1.141789486,1.374847166,1.819554703
DTWD2,4.939057678,5.058983955,4.430289037,4.707952755
ZNF121,4.190770864,4.394284675,4.533155935,4.386454745
PFDN1,5.649178688,5.256328655,5.498382393,5.362912176
PDF,2.026463784,1.869634582,2.011713278,2.47897951
GOLGA2P10,0.306221876,0.508216588,0.329985457,0.075633777
