,IRJ7,IRJ8,IRJ9,IRJ13,IRJ14,IRJ15
PCDHA12,0,0,1.248525183,0,0,0
MORC2,4.426926041,4.44450896,4.435612696,4.482976671,4.376478395,4.380419215
C9orf85,2.351054822,2.365894829,2.358382844,1.944208272,2.388624898,1.938286912
FAM186B,0,0,1.248525183,0,1.270345541,0
C9orf3,5.295909107,5.410993215,5.448091758,5.248969265,5.438485819,5.294208655
SUPT6H,5.901951112,5.984608512,5.877531567,6.024274679,6.162082446,5.951839861
CTD-2116N17.1,0,0,0,0,0,0
LYZL1,0,0,0,0,0,0
NUAK2,1.243257057,1.253933359,1.248525183,0,1.270345541,0
R3HDM1,4.003652778,3.7510532,4.012195449,4.286417269,4.376478395,4.051264754
TRAK1,3.733995743,3.7510532,3.410326004,3.788392754,3.777129306,3.780967602
THAP11,5.39299445,5.262752776,5.253670552,5.584853629,5.656117818,5.533564831
TNFRSF10C,2.970231369,3.218695234,2.978181077,3.021597575,3.243845751,3.247549162
SYDE2,1.243257057,1.253933359,1.248525183,1.277468654,1.270345541,1.27277062
AQP6,0,0,0,0,0,0
SOST,0,0,0,0,0,0
AC104472.1,0,0,0,0,0,0
TMEM37,0,0,0,0,0,0
AC138517.1,0,0,0,0,0,0
KIAA1614,0,0,0,0,0,0
DMRTC2,0,0,0,0,0,0
BIRC5,5.868578128,5.668365175,5.910908106,6.713718967,6.579194532,6.686081764
FSTL1,5.868578128,6.243840597,6.037190073,5.82122993,5.914376042,5.394764257
FAM132A,0,0,0,0,0,0
TPP1,5.136810508,5.209749557,5.30478681,5.077031504,5.237144043,4.802647065
KLC3,3.402076351,3.218695234,3.210373997,3.455350716,3.444316332,3.247549162
DPYSL4,0,0,0,0,0,0
MSH5,2.970231369,2.709209082,2.978181077,3.455350716,3.444316332,3.448076373
PACRGL,4.230757106,3.892301235,3.585908697,3.929916578,4.274896257,4.380419215
CMKLR1,0,0,0,0,0,0
AC007401.2,0,0,0,0,0,0
KDM4D,0,0,0,0,0,0
MFAP3L,2.693608557,2.709209082,2.701313152,1.944208272,2.388624898,3.014579793
WDR61,5.868578128,5.886699342,5.975430363,5.926321422,6.012316134,6.137428167
PURB,4.599585882,4.696457739,4.608320166,4.572048211,4.560414973,4.727513545
WBP2,7.091330201,7.020106613,7.026163824,6.897276868,7.137576681,6.956682576
OR2H1,0,0,0,0,0,0
OR5M9,0,0,0,0,0,0
CCDC12,6.144322039,6.134331416,6.208032537,5.746659652,6.074100492,6.221975216
MTRNR2L11,0,0,0,0,0,0
L3MBTL2,3.875115378,4.020945135,3.883605278,4.286417269,4.274896257,4.051264754
F10,0,0,0,0,0,0
FAM188B2,0,0,0,0,0,0
KRT6A,0,0,0,0,0,0
TCHHL1,0,0,0,0,0,0
ELP6,5.439192199,5.410993215,5.536285311,5.784426538,5.947766976,5.776566117
C1orf43,8.307664404,8.195817555,8.21352509,8.450850403,8.397041433,8.448726986
PNKP,4.003652778,4.020945135,3.883605278,4.286417269,4.274896257,4.051264754
STXBP6,2.351054822,1.914493786,2.358382844,1.944208272,1.935228395,1.938286912
DGCR6L,5.966466727,5.668365175,5.735722427,6.145320822,6.217890895,6.108107717
ECD,4.957966767,4.842885912,4.901864453,4.810367039,4.798655745,4.874060667
LIPT1,2.351054822,2.365894829,2.978181077,2.398459277,2.388624898,2.736606163
KITLG,3.875115378,3.892301235,3.742422023,3.929916578,3.620298624,3.780967602
GNB2L1,11.51254476,11.37346226,11.37389685,11.66408021,11.73676514,11.64016114
MYL12A,7.892069296,8.045117689,7.997501632,7.999547659,7.879118163,8.046702642
EIF4A2,8.619933583,8.847963456,8.829959742,8.015515477,7.761987166,7.967285417
AL137002.1,0,0,0,0,0,0
PRR15L,5.136810508,4.910879377,5.088464677,4.572048211,4.644276625,4.380419215
ITGB4,5.901951112,6.046374415,5.80836868,6.202236801,6.012316134,5.849250192
MEIS2,2.351054822,2.709209082,3.210373997,1.944208272,1.935228395,1.938286912
SLC5A3,1.900972127,1.914493786,1.907647602,1.944208272,1.935228395,1.938286912
CDT1,5.569521764,5.262752776,5.448091758,6.055501589,6.133347198,6.047616219
FEZF1,0,0,0,0,0,0
C17orf89,6.986340286,6.92465765,7.17095002,7.517976245,7.327129061,7.510013972
CDH24,2.693608557,2.709209082,2.701313152,3.021597575,3.010952856,2.736606163
DIAPH3,3.733995743,3.892301235,3.742422023,4.388041903,4.274896257,4.47532957
METTL12,2.693608557,2.365894829,2.701313152,3.021597575,3.010952856,2.736606163
DEFB114,0,0,0,0,0,0
FAM177B,0,0,0,0,0,0
NSMAF,3.875115378,3.892301235,3.883605278,3.929916578,3.918570694,4.051264754
FAM133B,3.733995743,4.020945135,4.012195449,4.17708796,4.047374939,4.169525628
C14orf2,8.197744008,8.168300398,8.226838678,8.321953867,8.237435515,8.382922691
KLHL18,3.202252029,3.218695234,3.210373997,3.455350716,3.444316332,3.247549162
RPS6KA4,5.191816045,5.037947693,5.088464677,5.892134504,6.012316134,5.849250192
SFTPD,0,0,0,0,0,0
OPLAH,3.875115378,3.7510532,3.883605278,3.631460697,3.777129306,3.448076373
MRPL1,4.753773121,4.617264909,4.524549277,4.572048211,4.274896257,5.007084815
SIPA1L3,4.753773121,5.545410887,5.200676451,5.584853629,4.723530165,6.517907052
CPEB2,1.243257057,1.253933359,1.248525183,1.277468654,1.270345541,1.27277062
GABRQ,0,0,0,0,0,0
SPATA16,0,0,0,0,0,0
MTMR3,3.733995743,3.892301235,3.742422023,3.455350716,3.620298624,3.247549162
EAF1,4.893061216,4.842885912,4.762545376,4.735218222,4.798655745,4.648251168
IER3,5.439192199,5.363252385,5.401887198,6.055501589,6.104027957,5.813365841
PQLC3,5.569521764,5.707126637,5.659223234,5.584853629,5.390722936,5.442530349
PCDHA9,0,0,0,0,0,0
ZNF500,2.970231369,3.218695234,3.742422023,3.25471436,2.733088194,2.736606163
HMGCLL1,0,0,0,1.277468654,1.270345541,0
EXO1,4.515837384,4.696457739,4.68749264,5.353172046,5.390722936,5.241174296
GP1BB,1.900972127,1.253933359,1.907647602,2.398459277,1.935228395,1.938286912
REXO1,3.202252029,2.986326809,3.210373997,3.25471436,3.444316332,3.247549162
ZNRF2,3.202252029,2.986326809,3.210373997,3.25471436,3.243845751,3.448076373
TRNAU1AP,4.230757106,4.349698317,4.130256238,4.388041903,4.274896257,4.169525628
ROR1,0,0,0,0,0,0
TOR1AIP1,5.726785039,5.952704758,5.943529911,5.707877467,5.695964869,5.619194376
MGST2,4.893061216,4.975812058,5.088464677,4.482976671,4.644276625,4.802647065
CMPK1,5.483956397,5.545410887,5.578439403,5.45035282,5.341324478,5.619194376
GALNT4,2.693608557,2.365894829,2.701313152,2.743413855,3.010952856,2.736606163
SAMD8,3.202252029,3.218695234,2.701313152,2.743413855,2.733088194,2.39197511
FAM196B,0,0,0,0,0,0
NUTM2B,0,1.253933359,0,0,0,0
STOM,6.786412158,6.786696964,6.644878055,6.256992342,6.245005883,6.137428167
ZNF853,0,0,0,1.277468654,0,1.27277062
UBAP2L,7.175614421,7.207504444,7.08583297,7.495381102,7.63449937,7.510013972
OR13F1,0,0,0,0,0,0
OR5AS1,0,0,0,0,0,0
PTMS,7.280841194,7.193922467,7.129019128,7.30062339,7.301527837,7.266366418
AL591025.1,0,0,0,0,0,0
DDT,6.399286514,6.320840831,6.33640976,6.633215455,6.245005883,6.401883642
MAD2L2,5.483956397,5.363252385,5.253670552,5.926321422,6.043539032,6.01639195
PSMB7,8.392293095,8.392951185,8.341435491,8.552849242,8.615363153,8.609064792
NMD3,5.610473691,5.886699342,5.877531567,5.54139853,5.484717971,5.776566117
ITIH3,0,0,0,0,0,0
LCK,0,0,0,0,0,0
AMY2A,0,0,0,0,0,0
GGACT,3.402076351,2.709209082,2.701313152,3.25471436,3.010952856,3.014579793
UGCG,4.8250975,4.975812058,4.901864453,5.353172046,5.124850851,5.394764257
UBOX5,3.402076351,2.709209082,3.410326004,3.021597575,3.010952856,3.448076373
BRSK1,2.693608557,1.914493786,2.701313152,1.944208272,1.935228395,1.938286912
DSP,6.922727051,6.9571807,6.865209471,6.525826,6.535937334,6.56182403
RP11-685N3.1,0,0,0,0,0,0
CYP39A1,1.243257057,1.253933359,1.248525183,0,0,0
TMEM47,0,0,0,0,0,0
CD19,0,0,0,0,0,0
SPAG11A,0,0,0,0,0,0
HRH4,0,0,0,0,0,0
MANBAL,6.786412158,6.731359439,6.664580109,6.948079937,7.032561385,6.973038709
PTGDR,0,0,0,0,0,0
LCN10,0,0,0,0,0,0
CD8A,0,0,0,0,0,0
SNX11,4.678738357,4.349698317,4.524549277,4.655938821,4.798655745,4.56437962
NOBOX,0,0,0,0,0,0
PLXND1,4.426926041,4.44450896,4.762545376,5.353172046,5.438485819,5.294208655
TLR9,0,0,0,0,0,0
ZDHHC9,4.230757106,4.139051209,4.012195449,4.810367039,4.723530165,4.56437962
TCHH,0,0,0,0,0,0
SPNS2,4.121669088,4.020945135,4.340831232,3.455350716,3.444316332,3.448076373
APCDD1L,0,0,0,0,0,0
STRN3,3.733995743,4.139051209,4.130256238,3.929916578,3.620298624,4.278822556
CDK5R2,0,0,0,0,0,0
FOXE3,0,0,0,0,0,0
UBTF,6.144322039,6.134331416,6.037190073,6.115998043,6.245005883,6.078178992
OR5AP2,0,0,0,0,0,0
ERI2,4.332173241,4.617264909,4.608320166,4.286417269,4.047374939,4.47532957
RP11-89K11.1,0,0,0,0,0,0
TXNDC5,6.786412158,6.76848595,6.740803139,7.090563454,7.108344143,7.112454043
SKOR1,0,0,0,0,0,0
FNDC9,0,0,0,0,0,0
BIVM-ERCC5,3.202252029,3.418777305,3.210373997,3.021597575,2.733088194,2.736606163
EMILIN1,0,0,0,0,0,0
CARHSP1,7.105723971,7.193922467,7.129019128,7.413389182,7.51706258,7.429335013
ARHGAP22,0,0,0,0,0,0
AC015989.2,0,0,0,0,0,0
RAMP1,1.243257057,1.253933359,1.248525183,1.277468654,1.935228395,1.27277062
HDAC6,5.39299445,5.410993215,5.30478681,5.353172046,5.529514471,4.94210539
TLR5,1.243257057,1.253933359,1.248525183,1.277468654,0,1.27277062
C12orf60,0,0,0,0,0,0
JUN,4.957966767,4.910879377,4.96678345,4.572048211,4.723530165,4.380419215
NUP93,5.079624364,5.154724537,5.253670552,5.857117769,5.615138859,5.442530349
YWHAH,6.467747759,6.593333196,6.664580109,7.135093615,7.137576681,7.005204971
CLEC14A,0,0,0,0,0,0
FNBP4,4.599585882,4.617264909,4.608320166,4.286417269,3.777129306,4.169525628
SIGLEC1,0,0,0,0,0,0
ITK,0,0,0,0,0,0
HDAC11,4.003652778,4.349698317,4.012195449,4.17708796,4.274896257,4.56437962
ARPC4,7.941053256,7.851090985,7.859008731,8.0469305,8.088211151,8.038954783
ZNF250,3.202252029,3.218695234,3.410326004,3.25471436,3.010952856,3.247549162
CYTH3,2.351054822,2.365894829,2.358382844,2.398459277,2.733088194,2.39197511
SRSF1,7.492809922,7.5436321,7.566128813,7.820261696,7.808169728,7.908971993
GIMAP5,0,0,0,0,0,0
RARS2,4.230757106,4.248215911,4.340831232,4.482976671,4.376478395,4.56437962
HACE1,1.900972127,1.914493786,1.907647602,1.277468654,1.935228395,1.938286912
OPCML,0,0,0,0,0,0
PARP14,2.693608557,2.709209082,2.701313152,1.944208272,1.935228395,1.938286912
FGGY,2.351054822,2.365894829,2.358382844,1.944208272,1.935228395,2.39197511
OR8D4,0,0,0,0,0,0
FLCN,3.733995743,3.7510532,4.130256238,4.286417269,4.644276625,4.169525628
AP2S1,8.505179608,8.126014825,8.291623776,8.688510284,8.840937256,8.743851358
NIP7,5.020077557,5.262752776,5.088464677,5.627038009,5.341324478,5.577014816
SREBF2,5.901951112,5.920079498,5.877531567,5.926321422,5.947766976,5.700024982
TYW3,4.003652778,4.349698317,4.340831232,3.929916578,3.444316332,3.922437155
XKR4,0,0,0,0,0,0
MLH1,7.001814789,7.080402218,7.143131936,7.604976003,7.49464404,7.575748729
HMGN4,5.569521764,5.744873869,5.697979819,5.707877467,5.484717971,5.738803094
MMP2,0,0,0,0,0,0
SLC22A5,3.402076351,3.594460245,3.410326004,3.455350716,3.243845751,3.624102287
METTL7A,6.44528639,6.551343865,6.644878055,5.992356886,5.880193932,5.951839861
NGFR,0,0,0,0,0,0
VDAC3,7.841363546,7.935128113,7.909420509,7.908418366,7.743092091,7.999578783
PBLD,4.426926041,4.771528768,4.762545376,4.058789173,3.777129306,4.169525628
LHFPL1,0,0,0,0,0,0
RPL7L1,6.351771506,6.369981964,6.286421174,6.612367555,6.641741573,6.725231408
DNM1L,5.650295183,5.744873869,5.619396682,5.496593771,5.438485819,5.619194376
TSPAN2,1.243257057,1.253933359,0,0,0,0
SMEK1,5.76356106,5.501981806,5.659223234,5.402580548,5.695964869,5.660175697
SH2D5,0,0,0,0,0,0
TMEM79,5.76356106,5.545410887,5.49286235,5.302011244,5.290174446,5.069263252
TAF12,4.599585882,4.696457739,4.833885993,4.482976671,4.560414973,4.56437962
MPV17,6.087438799,6.134331416,6.234638148,6.283610015,6.348639996,6.275706993
PIM3,4.515837384,4.44450896,4.608320166,4.735218222,4.723530165,4.648251168
GPA33,0,0,0,0,0,0
TNFRSF11B,0,0,0,0,0,0
DFNB31,3.402076351,3.418777305,3.585908697,3.021597575,3.010952856,3.014579793
MPHOSPH8,3.577560613,3.892301235,3.742422023,3.455350716,3.243845751,3.448076373
NKAP,4.003652778,4.139051209,4.012195449,3.788392754,3.620298624,4.051264754
MR1,5.020077557,5.097517334,5.028906553,4.388041903,4.471376078,4.380419215
G6PC3,7.017125071,6.9571807,7.041314065,7.55121898,7.624209658,7.475988197
PAX6,1.900972127,1.253933359,1.907647602,1.277468654,1.270345541,1.27277062
NCR3,0,0,0,0,0,0
ZNF235,2.351054822,2.365894829,1.907647602,1.277468654,1.270345541,1.27277062
TMEFF2,0,0,0,0,0,0
SDE2,3.577560613,3.594460245,3.585908697,3.631460697,3.444316332,3.624102287
RUNDC1,4.230757106,4.248215911,4.130256238,4.058789173,4.165616135,4.051264754
PNPLA7,2.693608557,2.709209082,2.701313152,1.944208272,1.935228395,1.27277062
RASL10B,1.243257057,1.253933359,1.248525183,1.277468654,1.270345541,1.27277062
AC018512.1,0,0,0,0,0,0
HIST2H3D,1.243257057,1.253933359,0,0,0,0
PRR23B,0,0,0,0,0,0
ADH6,0,0,0,0,0,0
TRMT13,3.402076351,3.7510532,4.012195449,3.455350716,3.010952856,3.247549162
MT-ND5,11.40753604,11.68515408,11.61953207,11.30912403,11.15767322,11.15913334
FCGRT,4.599585882,4.617264909,4.762545376,4.388041903,4.376478395,4.051264754
BOK,4.426926041,4.248215911,4.435612696,5.077031504,5.124850851,4.94210539
SAMM50,5.569521764,5.545410887,5.49286235,5.784426538,5.845182243,5.813365841
TDRP,2.351054822,1.914493786,2.358382844,2.398459277,1.935228395,2.39197511
PRR5,3.202252029,2.986326809,3.210373997,3.021597575,3.010952856,3.247549162
ZYX,4.515837384,4.349698317,4.435612696,5.302011244,5.529514471,5.007084815
MAPK1,5.191816045,5.262752776,5.354153766,5.496593771,5.341324478,5.394764257
RAB11B,6.058133398,6.217232688,6.006640673,6.115998043,6.190256512,5.918447358
CPSF4,4.515837384,4.44450896,4.435612696,4.810367039,4.938100384,4.648251168
ACAA2,4.230757106,4.139051209,4.012195449,4.17708796,4.047374939,4.169525628
NETO1,0,0,0,0,0,0
KLHL28,3.202252029,3.218695234,2.978181077,3.25471436,3.444316332,3.448076373
RBMY1B,0,0,0,0,0,0
SSBP2,6.116160753,6.243840597,6.153302519,5.627038009,5.734740866,5.660175697
NDUFAF1,4.332173241,4.44450896,4.435612696,4.482976671,4.471376078,4.47532957
BMP7,2.351054822,2.365894829,2.358382844,1.944208272,1.935228395,1.938286912
SUCLG2,5.527373341,5.501981806,5.578439403,5.353172046,5.182089724,5.442530349
CD59,7.638522457,7.833679755,7.715272788,7.540222958,7.425219204,7.532260015
FIS1,6.8898367,6.874455633,6.830745848,6.98098123,7.016915158,6.940138882
KRTAP12-1,0,0,0,0,0,0
ACTL10,1.900972127,1.914493786,1.907647602,1.944208272,1.935228395,1.938286912
NXPH3,1.243257057,1.253933359,1.248525183,1.944208272,1.935228395,1.938286912
HMBOX1,1.900972127,1.914493786,1.907647602,1.277468654,1.270345541,1.27277062
RASD1,0,0,0,0,0,0
KRTAP10-4,0,0,0,0,0,0
YRDC,3.202252029,3.418777305,3.210373997,3.788392754,3.777129306,3.922437155
EFNA5,2.351054822,1.914493786,2.701313152,3.021597575,2.733088194,2.736606163
DNAJC15,3.577560613,3.418777305,3.410326004,3.455350716,3.620298624,3.624102287
EPSTI1,1.243257057,0,0,0,0,0
THRA,4.426926041,4.349698317,4.435612696,4.17708796,4.274896257,4.169525628
KBTBD2,3.875115378,4.020945135,4.012195449,4.058789173,4.047374939,4.169525628
SLC9B1P1,0,0,0,0,0,0
AP001652.1,0,0,0,0,0,0
RAD54L,2.693608557,2.365894829,2.701313152,3.631460697,3.010952856,2.736606163
MRGPRX2,0,0,0,0,0,0
CRELD1,5.191816045,5.154724537,5.253670552,4.735218222,4.644276625,4.56437962
C5orf56,1.243257057,0,0,0,0,0
REL,1.900972127,1.914493786,1.907647602,1.277468654,1.270345541,1.27277062
OR14A16,0,0,0,0,0,0
POMK,3.402076351,2.986326809,3.210373997,3.25471436,3.243845751,3.247549162
MEAF6,6.615886937,6.572491286,6.684016725,6.480527283,6.491342933,6.495436844
STX1A,2.351054822,1.914493786,2.358382844,2.398459277,2.733088194,2.39197511
MYO9B,4.8250975,4.975812058,5.088464677,5.13665011,4.938100384,4.874060667
CACNG5,0,0,0,0,0,0
PTGER2,0,1.253933359,1.248525183,1.944208272,1.270345541,1.27277062
OCM2,0,0,0,0,0,0
CPA3,0,0,0,0,0,0
TSACC,1.243257057,1.253933359,1.907647602,1.277468654,1.270345541,1.938286912
OR4D9,0,0,0,0,0,0
APOBEC2,0,0,0,0,0,0
UPF2,4.332173241,4.44450896,4.340831232,4.058789173,3.918570694,4.278822556
IL17D,0,0,0,0,0,0
RTTN,1.243257057,2.365894829,1.907647602,1.277468654,1.270345541,1.27277062
TRMT44,1.900972127,1.914493786,2.358382844,1.944208272,1.935228395,1.27277062
ASAH2B,2.351054822,2.365894829,1.907647602,2.398459277,1.935228395,1.938286912
PDGFRB,0,0,0,0,0,0
DCAF13,6.171944127,6.217232688,6.234638148,6.433760011,6.323420992,6.625290257
AL161450.1,0,0,0,0,0,0
FIBP,7.076791377,6.988986708,6.979734462,7.376771267,7.460349186,7.305641493
FRG2B,0,0,0,0,0,0
FAM217A,0,0,0,0,0,0
LINC00955,0,0,0,0,0,0
KRT31,0,0,0,0,0,0
PYGO2,5.934569522,5.852528529,5.843364543,5.707877467,5.845182243,5.700024982
HYAL4,0,0,0,0,0,0
TCF7L1,4.332173241,4.248215911,4.239382256,4.17708796,4.274896257,3.922437155
MUC1,8.969934757,8.928081755,8.898119148,8.491377855,8.651277432,8.370628985
UBE2S,6.375724614,5.984608512,6.180927041,7.287531953,7.36469872,7.279577266
CACNB3,5.901951112,5.886699342,5.772502764,5.54139853,5.656117818,5.394764257
GNPDA2,3.402076351,3.594460245,3.410326004,3.25471436,3.010952856,3.247549162
GIF,0,0,0,0,0,0
CTSA,7.229186969,7.220959747,7.198241845,7.06009428,6.968931848,6.854449168
DOC2B,0,0,0,0,0,0
SYT15,2.693608557,2.365894829,2.978181077,1.944208272,1.935228395,1.938286912
FAM78A,1.243257057,1.253933359,1.248525183,0,0,0
NOL11,6.058133398,6.243840597,6.153302519,6.202236801,6.043539032,6.301840605
C9orf171,1.243257057,1.253933359,1.907647602,1.277468654,1.270345541,0
LIAS,2.351054822,2.986326809,2.978181077,2.743413855,3.010952856,3.014579793
PPFIA1,5.191816045,4.910879377,4.833885993,5.077031504,5.124850851,4.94210539
DDX18,5.244801185,5.097517334,5.088464677,5.402580548,5.290174446,5.345362367
ADAMTS13,2.351054822,2.709209082,2.978181077,1.944208272,1.935228395,1.938286912
CERCAM,5.345268287,5.097517334,5.145661258,5.584853629,5.529514471,5.488765509
CA8,2.693608557,2.365894829,2.358382844,3.021597575,3.010952856,3.247549162
CIB1,6.856178992,6.551343865,6.740803139,6.525826,6.759244978,6.70578938
DBF4,2.693608557,2.709209082,2.701313152,3.021597575,3.010952856,3.247549162
ZNF350,3.733995743,4.020945135,3.883605278,3.021597575,3.010952856,3.247549162
SAMD3,0,0,0,0,0,0
PARP1,7.001814789,6.891384482,6.830745848,7.090563454,7.389212403,7.225992148
PRKACB,3.202252029,3.218695234,2.978181077,2.398459277,2.388624898,2.736606163
INSL6,0,0,0,0,0,0
SERPINA5,0,0,0,0,0,0
STAT3,6.655561323,6.654111059,6.542117719,6.335415887,6.421755163,6.301840605
ATP7B,2.351054822,2.365894829,2.358382844,2.398459277,2.388624898,2.39197511
PSMB6,7.215979176,7.193922467,7.184660467,7.389080797,7.539138075,7.429335013
AVP,0,0,0,0,0,0
IFFO2,1.900972127,1.914493786,1.248525183,1.277468654,1.270345541,1.938286912
GOSR1,5.39299445,5.628533473,5.578439403,5.45035282,5.438485819,5.619194376
HIST3H2A,5.527373341,5.628533473,5.659223234,5.496593771,5.615138859,5.442530349
RP11-162A12.2,0,0,0,0,0,0
CEACAM7,0,0,0,0,0,0
PLA2G6,2.693608557,2.986326809,2.978181077,1.944208272,2.388624898,2.39197511
RP11-644F5.10,1.900972127,3.218695234,2.701313152,2.743413855,3.010952856,2.39197511
WBP11,4.753773121,4.696457739,4.608320166,5.014842593,5.124850851,5.069263252
TSPAN7,0,0,0,0,0,0
ZNF614,2.351054822,2.365894829,2.358382844,1.944208272,1.270345541,1.938286912
PSMG4,4.426926041,4.617264909,4.68749264,5.014842593,4.798655745,5.069263252
IL17RA,2.693608557,2.709209082,2.701313152,2.398459277,2.388624898,2.39197511
TSPEAR,0,0,0,0,0,0
ANGPT1,3.875115378,3.892301235,3.883605278,3.455350716,3.243845751,3.448076373
PRRT3,2.970231369,3.218695234,2.978181077,3.021597575,3.243845751,3.014579793
SPG21,6.199047278,6.162497807,6.180927041,6.283610015,6.297753292,6.425846803
TXNDC11,4.426926041,4.248215911,4.524549277,4.482976671,4.560414973,4.47532957
TCAIM,4.003652778,4.248215911,4.130256238,3.929916578,3.620298624,3.922437155
DFFB,1.243257057,1.253933359,1.248525183,1.277468654,1.935228395,1.27277062
BROX,5.483956397,5.587570748,5.448091758,5.014842593,4.938100384,5.442530349
KRBA1,1.900972127,1.914493786,2.358382844,1.944208272,2.388624898,1.938286912
MTBP,2.351054822,2.709209082,2.701313152,2.743413855,2.388624898,2.736606163
AC011294.3,0,0,0,0,0,0
AUTS2,4.957966767,4.842885912,4.524549277,4.949851727,4.723530165,4.56437962
C8orf56,0,0,0,0,0,0
CREB3L3,0,0,0,0,0,0
SCARB2,5.799422872,6.015821985,5.910908106,5.66802388,5.656117818,5.700024982
CYP1A1,0,0,0,0,0,0
SVOP,0,0,0,0,0,0
NR2F1,2.351054822,2.365894829,2.358382844,0,0,1.27277062
CRISPLD2,3.577560613,3.418777305,3.410326004,3.631460697,3.620298624,3.448076373
ARHGAP8,4.426926041,4.44450896,4.608320166,4.058789173,4.165616135,4.051264754
LHFPL2,2.693608557,2.709209082,2.701313152,3.021597575,2.733088194,2.736606163
GUCA1C,0,0,0,0,0,0
TMEM35,0,0,0,0,0,0
BRSK2,0,0,0,0,0,0
CSRNP2,3.875115378,3.7510532,4.012195449,3.455350716,3.243845751,3.448076373
PIGF,3.402076351,3.418777305,3.585908697,3.25471436,2.733088194,3.014579793
DECR1,6.251772287,6.320840831,6.208032537,5.959716946,6.043539032,6.078178992
AL357673.1,1.900972127,1.914493786,1.907647602,1.944208272,1.935228395,1.938286912
C16orf70,4.515837384,4.349698317,4.435612696,4.482976671,4.471376078,4.56437962
MOSPD2,2.970231369,2.986326809,2.978181077,1.944208272,1.935228395,2.39197511
NGRN,7.268099985,7.234290719,7.198241845,7.55121898,7.582300829,7.521179872
HERC2,3.875115378,3.892301235,3.883605278,3.631460697,3.620298624,3.624102287
PXMP2,6.144322039,6.105604151,6.096414116,6.457333143,6.397792809,6.35272913
HDLBP,8.269817968,8.229491969,8.035827212,8.229144987,8.36650165,8.320379002
KIF4A,3.733995743,3.7510532,3.742422023,4.388041903,4.471376078,4.47532957
TNFSF14,0,0,0,0,0,0
CCDC9,5.020077557,4.910879377,4.96678345,4.482976671,5.124850851,4.47532957
COLCA2,0,0,0,0,0,0
SHISA2,4.230757106,4.44450896,4.239382256,4.655938821,4.560414973,4.648251168
KLF4,2.693608557,1.914493786,2.358382844,2.743413855,2.388624898,2.736606163
TTC24,0,0,0,0,0,0
SSBP3,4.678738357,4.533471231,4.608320166,4.482976671,4.644276625,4.56437962
CCDC168,0,0,0,0,0,0
GSS,6.375724614,6.320840831,6.311631966,6.591213966,6.662002167,6.583291157
MROH6,2.970231369,2.986326809,3.210373997,2.743413855,3.010952856,2.39197511
ZNF782,1.900972127,1.914493786,1.248525183,0,0,0
GGTLC2,1.900972127,1.253933359,1.907647602,1.277468654,1.270345541,1.27277062
DEXI,4.515837384,4.248215911,4.130256238,4.17708796,4.376478395,4.169525628
PLCB1,3.733995743,3.594460245,3.410326004,3.021597575,3.444316332,3.448076373
LHX4,1.243257057,1.253933359,1.248525183,1.944208272,1.270345541,1.27277062
CTD-2207O23.3,0,0,0,0,0,0
MSS51,0,0,0,0,0,0
TET3,3.202252029,3.218695234,2.978181077,3.021597575,3.243845751,3.014579793
FANCI,5.527373341,5.707126637,5.659223234,6.086066892,6.133347198,6.275706993
OR2B3,0,0,0,0,0,0
AC079210.1,0,0,0,0,0,0
CDYL2,3.577560613,3.218695234,3.210373997,3.25471436,3.243845751,3.014579793
DCST2,0,0,0,0,0,0
ZNF710,3.202252029,3.218695234,3.210373997,3.021597575,2.733088194,3.014579793
PSPN,0,0,0,0,0,0
STC1,1.243257057,1.253933359,1.248525183,1.944208272,2.388624898,2.39197511
HNRNPCL1,1.243257057,1.914493786,1.248525183,1.277468654,1.270345541,1.938286912
TIAF1,0,0,0,0,0,0
SOGA3,0,0,0,0,0,0
PRELP,0,0,0,0,0,0
RSC1A1,2.693608557,2.986326809,2.358382844,2.743413855,2.733088194,2.736606163
OLFML2B,0,0,0,0,0,0
CCDC90B,6.821717263,6.988986708,7.010852795,6.547952918,6.133347198,6.56182403
SPTB,0,0,0,0,0,0
CNDP2,6.804172705,6.908116987,6.722121592,6.879937029,7.078507011,6.973038709
MED14,4.332173241,4.533471231,4.524549277,4.17708796,4.376478395,4.47532957
CCT6B,1.900972127,2.365894829,2.358382844,1.277468654,1.270345541,1.938286912
SLC6A12,0,0,0,0,0,0
LRTM1,0,0,0,0,0,0
IZUMO3,0,0,0,0,0,0
LXN,0,0,0,0,0,0
ERCC8,4.121669088,4.139051209,4.130256238,3.631460697,3.620298624,4.278822556
TIMM17B,7.105723971,6.9571807,7.100372469,7.206385981,7.327129061,7.253033477
CHRM2,0,0,0,0,0,0
PROM1,0,0,0,0,0,0
GCNT1,0,0,0,0,0,0
FLJ00104,2.351054822,2.365894829,2.358382844,2.743413855,2.733088194,2.736606163
CALCR,0,0,0,0,0,0
CLIP1,5.079624364,5.363252385,5.028906553,5.014842593,4.798655745,4.874060667
TMBIM4,7.525296779,7.564892035,7.667251107,7.351832568,7.22187998,7.417432119
MROH2A,0,0,0,0,0,0
SEC61A1,7.293470864,7.324309924,7.264294667,7.483949425,7.505896856,7.452850178
CCR3,0,0,0,0,0,0
KRTAP24-1,0,0,0,0,0,0
C10orf54,0,0,0,0,0,0
SNAPC3,4.515837384,4.617264909,4.608320166,4.286417269,4.165616135,4.380419215
C17orf50,0,0,0,0,0,0
