,IRJ7,IRJ8,IRJ9,IRJ13,IRJ14,IRJ15
HABP4,1.243257057,1.253933359,1.248525183,1.944208272,1.935228395,1.938286912
RNF2,4.003652778,4.44450896,4.239382256,4.286417269,4.047374939,4.278822556
POP5,6.804172705,6.731359439,6.759245866,6.862386244,6.832579505,6.854449168
F5,0,0,0,0,0,0
PHKB,4.753773121,4.771528768,4.762545376,4.482976671,4.165616135,4.47532957
GNG8,0,0,0,0,0,0
UCHL5,5.439192199,5.668365175,5.619396682,5.82122993,5.615138859,5.813365841
CGB5,0,0,0,0,0,0
HIST1H2BA,0,0,0,0,0,0
FAM131A,5.439192199,5.209749557,5.30478681,5.13665011,5.182089724,5.186115713
HAUS4,5.610473691,5.587570748,5.448091758,5.926321422,5.438485819,5.738803094
CEP57L1,3.402076351,3.892301235,3.742422023,3.455350716,3.620298624,3.780967602
ASAP1,5.191816045,5.410993215,5.088464677,4.655938821,4.938100384,4.47532957
H2AFB2,0,0,0,0,0,0
PLOD3,4.121669088,4.248215911,3.883605278,4.17708796,4.644276625,4.278822556
OR11G2,0,0,0,0,0,0
IDS,4.121669088,4.020945135,4.012195449,4.17708796,4.047374939,4.169525628
MTX2,5.295909107,5.363252385,5.49286235,5.496593771,5.290174446,5.577014816
SYT1,3.402076351,2.986326809,3.210373997,2.743413855,2.388624898,2.736606163
TNNI2,1.243257057,0,0,2.743413855,2.388624898,2.39197511
SREBF1,6.938895248,6.731359439,6.777455804,6.633215455,6.681982165,6.472611114
ZNF473,3.202252029,3.218695234,3.585908697,3.455350716,3.620298624,3.247549162
AC131935.1,0,0,0,0,0,0
C10orf68,0,0,0,0,0,0
PPP2R1B,4.599585882,4.617264909,4.524549277,4.735218222,4.723530165,4.94210539
PTGER1,0,0,0,0,0,0
KANSL2,5.39299445,5.545410887,5.659223234,5.746659652,5.772501883,5.577014816
FRA10AC1,4.753773121,5.097517334,4.762545376,4.482976671,4.560414973,4.727513545
AZGP1,3.402076351,3.218695234,2.978181077,3.021597575,3.010952856,3.014579793
RTKN,4.753773121,4.533471231,4.68749264,4.881794459,5.124850851,4.94210539
ARHGAP32,4.678738357,4.696457739,4.524549277,4.286417269,4.165616135,4.051264754
TRA2B,7.900349659,7.935128113,8.080513153,8.302562702,8.432855765,8.466164664
RHEB,5.901951112,6.076293221,5.975430363,6.409795294,6.162082446,6.327509231
HNRNPU,7.677587507,7.743324891,7.696255496,7.916944847,7.9301297,8.007540429
CFHR3,2.351054822,2.365894829,2.358382844,1.944208272,1.270345541,1.938286912
SLC4A10,0,0,0,0,0,0
RNF138,4.332173241,4.349698317,3.883605278,4.388041903,4.274896257,3.922437155
FGD1,3.402076351,3.418777305,3.210373997,3.25471436,3.444316332,3.247549162
RP11-73M18.2,3.875115378,4.139051209,3.742422023,4.17708796,4.047374939,4.278822556
TEX40,2.970231369,2.365894829,2.701313152,3.021597575,3.243845751,3.247549162
GP5,0,0,0,0,0,0
CCL24,0,0,0,0,0,0
RFX7,2.351054822,2.365894829,2.358382844,1.944208272,1.935228395,1.938286912
ASF1A,2.970231369,3.218695234,2.978181077,3.021597575,2.733088194,3.014579793
CCR6,0,0,0,0,0,0
RAVER2,3.402076351,3.218695234,3.210373997,3.25471436,3.444316332,3.448076373
EIF3F,7.715622588,7.626854335,7.61757577,7.716630871,7.789873722,7.648835415
ANAPC11,8.163753701,7.893721359,8.020618936,8.269653413,8.335301378,8.345722763
MRPL53,6.938895248,6.673814374,6.898868987,6.997154715,7.032561385,6.871999119
ERVW-1,0,0,0,0,0,0
NXPH2,0,0,0,0,0,0
TMIE,0,0,0,0,0,0
FBXL17,3.202252029,3.218695234,3.210373997,2.743413855,2.733088194,2.736606163
ACO2,6.087438799,6.046374415,6.006640673,6.229874327,6.373425723,6.194339759
PAGE4,0,0,0,0,0,0
KIRREL2,0,0,0,0,0,0
TSTA3,7.268099985,7.152392069,7.157108025,7.646584434,7.743092091,7.564998832
ANKRD18A,1.243257057,1.253933359,1.248525183,1.277468654,1.270345541,1.27277062
FAM24A,0,0,0,0,0,0
OR6X1,0,0,0,0,0,0
PLCG1,4.332173241,4.349698317,4.340831232,4.810367039,4.938100384,4.874060667
ZSCAN5A,1.900972127,1.253933359,1.907647602,1.277468654,1.935228395,1.938286912
C17orf82,0,0,0,0,0,0
SLC25A44,5.079624364,5.154724537,5.028906553,5.302011244,5.341324478,5.241174296
MAPRE2,1.900972127,2.365894829,1.907647602,1.944208272,2.388624898,1.938286912
TMCO1,7.535965175,7.554301229,7.627648615,7.625930216,7.505896856,7.698862415
LPAR6,1.243257057,1.253933359,1.248525183,0,0,0
SLC52A1,1.900972127,1.914493786,1.907647602,1.277468654,0,1.27277062
TSNAX,6.087438799,6.076293221,6.208032537,5.857117769,5.772501883,6.01639195
BET1,3.733995743,3.892301235,3.883605278,3.455350716,3.243845751,3.624102287
IFNE,0,0,0,0,0,0
SLC35B1,6.351771506,6.269966646,6.208032537,6.433760011,6.397792809,6.35272913
OTOP3,0,0,0,0,0,0
RPA1,5.726785039,5.81752869,5.80836868,5.992356886,6.133347198,6.166164577
NAT1,3.733995743,3.7510532,3.742422023,3.25471436,3.010952856,3.247549162
PRUNE2,0,0,0,0,0,0
NOD1,2.351054822,1.914493786,2.358382844,1.944208272,2.388624898,1.938286912
KCNE4,0,0,0,0,0,0
MSANTD1,0,0,0,0,0,0
SMIM13,2.351054822,2.365894829,2.358382844,2.743413855,2.388624898,2.736606163
DDAH1,4.599585882,4.533471231,4.608320166,4.655938821,4.471376078,4.648251168
C17orf74,0,0,0,0,0,0
FAM212B,2.693608557,2.709209082,2.358382844,2.398459277,3.010952856,2.39197511
SYNJ2,2.970231369,3.218695234,3.210373997,3.25471436,3.444316332,2.736606163
BMP6,0,0,0,0,0,0
VRK1,4.599585882,4.617264909,4.524549277,5.13665011,5.237144043,5.294208655
CDK2AP2,6.225650632,5.920079498,6.153302519,5.926321422,6.012316134,5.951839861
FBXO36,2.693608557,2.365894829,2.701313152,1.277468654,1.935228395,1.938286912
SPATA9,0,0,0,0,0,0
OR1A1,0,0,0,0,0,0
AC007557.1,0,0,0,0,0,0
GIGYF1,2.970231369,2.986326809,3.210373997,3.021597575,3.010952856,3.014579793
MYBPC2,0,0,0,0,0,0
LOXHD1,0,0,0,0,0,0
PFN4,1.243257057,0,1.248525183,0,0,0
PRPF18,4.753773121,4.842885912,4.901864453,4.286417269,4.047374939,4.380419215
FAM197Y1,0,0,0,0,0,0
C21orf91,2.693608557,2.709209082,2.358382844,2.398459277,1.935228395,1.938286912
TECPR2,3.733995743,3.892301235,3.742422023,3.631460697,3.620298624,3.624102287
C15orf56,0,0,0,0,0,0
RWDD2A,2.351054822,2.365894829,2.358382844,1.277468654,1.270345541,1.27277062
PDPR,4.426926041,4.533471231,4.435612696,5.014842593,4.870062173,4.874060667
DNAJC19,6.674996734,6.750042119,6.882137391,6.674028658,6.681982165,6.871999119
P2RX2,3.402076351,3.594460245,3.585908697,3.021597575,3.010952856,3.014579793
BCL2L12,5.295909107,4.910879377,5.145661258,5.892134504,5.772501883,5.776566117
CLDN24,0,0,0,0,0,0
TPX2,6.422469781,6.463510926,6.408287791,7.22023124,7.208167104,7.225992148
AC005082.1,0,1.914493786,0,0,0,0
TMEM177,3.402076351,3.594460245,3.742422023,4.058789173,4.165616135,3.780967602
PGRMC2,6.615886937,6.750042119,6.684016725,6.433760011,6.397792809,6.56182403
TSPAN10,1.900972127,1.914493786,1.907647602,1.277468654,1.935228395,1.27277062
PAGE2B,0,0,0,0,0,0
DIABLO,7.161904572,7.220959747,7.184660467,7.364355804,7.275464089,7.356398452
GCSAM,1.243257057,1.253933359,1.248525183,1.277468654,1.270345541,1.27277062
CBLL1,3.577560613,3.7510532,3.585908697,3.631460697,3.620298624,3.624102287
ENPP6,0,0,0,0,0,0
BBS9,3.577560613,3.892301235,3.742422023,3.25471436,3.444316332,3.448076373
LCE1A,0,0,0,0,0,0
OGFRL1,3.202252029,3.218695234,3.410326004,3.25471436,2.733088194,3.247549162
AVL9,4.426926041,4.349698317,4.340831232,4.388041903,4.165616135,4.380419215
CASC4,5.650295183,6.076293221,6.33640976,5.784426538,5.484717971,6.078178992
ALG14,0,0,0,0,0,0
PPP1R17,0,0,0,0,0,0
ADPRHL2,5.079624364,4.910879377,4.96678345,5.54139853,5.695964869,5.533564831
AL137798.1,0,0,0,0,0,0
SRSF10,6.199047278,6.393938765,6.311631966,6.202236801,5.947766976,6.301840605
OR5I1,0,0,0,0,0,0
ARAF,5.99767393,5.952704758,5.910908106,6.086066892,6.190256512,5.984476916
AIMP1,5.76356106,5.707126637,5.943529911,5.707877467,5.572961801,5.918447358
BIK,3.202252029,2.709209082,3.210373997,2.398459277,2.388624898,2.39197511
ALDH7A1,6.655561323,6.712431644,6.848080567,6.503354424,6.681982165,6.666101204
PRRT2,2.970231369,2.986326809,3.210373997,2.398459277,1.935228395,1.938286912
HIST1H4C,0,0,0,0,0,0
ITPR3,3.875115378,3.7510532,3.742422023,4.388041903,4.471376078,4.380419215
MICAL2,2.693608557,2.365894829,2.358382844,3.021597575,3.010952856,3.014579793
CRYM,1.243257057,0,1.248525183,0,0,0
EXOC6,5.901951112,6.243840597,5.659223234,6.024274679,5.290174446,4.47532957
EMP2,7.514548905,7.46665373,7.523608103,7.326455179,7.248920795,7.279577266
REXO1L11P,0,0,0,0,0,0
RPS14,11.14199147,11.0601167,10.9699684,11.25634775,11.24923739,11.27826874
LDB1,6.554251456,6.508095714,6.498872603,6.385425764,6.348639996,6.221975216
TMEM192,4.230757106,4.349698317,4.340831232,4.388041903,4.165616135,4.278822556
SYNE3,1.243257057,1.253933359,1.248525183,1.277468654,1.270345541,1.27277062
CT47A9,0,0,0,0,0,0
CAMSAP1,3.875115378,3.892301235,3.883605278,3.929916578,4.047374939,3.922437155
RP11-345J4.3,1.243257057,1.253933359,1.248525183,1.944208272,1.270345541,0
ITGA2B,1.900972127,1.914493786,1.907647602,1.944208272,1.935228395,2.736606163
OGFOD2,5.191816045,5.097517334,5.30478681,5.19390247,5.237144043,5.069263252
CKAP5,6.856178992,6.874455633,6.740803139,6.964624373,6.936032782,7.112454043
CXCL17,0,0,0,0,0,0
EIF2S1,6.906375602,6.9571807,6.915408762,7.472426441,7.327129061,7.429335013
SLC34A2,0,0,0,0,0,0
TIGD7,2.351054822,2.709209082,2.978181077,1.944208272,2.388624898,2.39197511
PANX3,0,0,0,0,0,0
EHMT2,4.753773121,4.771528768,4.68749264,4.572048211,4.723530165,4.56437962
OR1M1,0,0,0,0,0,0
NDST4,1.243257057,1.914493786,1.907647602,0,0,0
AC010441.1,4.332173241,4.139051209,4.239382256,4.388041903,4.274896257,4.278822556
IRX1,0,0,0,0,0,0
ACSM2A,0,0,0,0,0,0
MAOA,1.243257057,0,0,0,0,0
RBM24,3.733995743,3.594460245,3.742422023,4.572048211,4.644276625,4.727513545
TTC17,6.225650632,6.105604151,6.125138702,6.055501589,6.043539032,5.984476916
RNASET2,3.733995743,3.892301235,3.742422023,4.17708796,3.777129306,3.922437155
FAM107B,6.028220352,6.162497807,6.037190073,6.202236801,5.845182243,6.01639195
ATMIN,4.957966767,5.037947693,4.901864453,4.881794459,4.723530165,4.874060667
TARSL2,1.243257057,1.253933359,1.248525183,1.277468654,1.270345541,1.27277062
CTSB,7.448323858,7.220959747,7.289891659,7.449100636,7.539138075,7.417432119
RARRES3,3.733995743,3.418777305,3.585908697,3.021597575,2.733088194,2.736606163
UBE2O,4.426926041,4.349698317,4.239382256,4.482976671,4.560414973,4.56437962
SIRT7,4.599585882,4.617264909,4.435612696,4.482976671,4.471376078,4.47532957
SLC12A9,3.202252029,3.218695234,3.410326004,3.455350716,3.777129306,3.448076373
TMEM184A,5.726785039,5.628533473,5.735722427,5.66802388,5.772501883,5.533564831
NHS,0,0,0,0,0,0
FAM20A,0,0,0,0,0,0
C15orf65,3.577560613,3.594460245,3.883605278,2.743413855,1.935228395,2.736606163
PSAP,8.204447017,8.249325679,8.220197241,8.151789829,8.237435515,8.03116509
VPS29,6.804172705,6.973171353,7.041314065,6.914410771,6.721130731,7.067462755
DHFR,5.726785039,5.81752869,5.735722427,6.202236801,6.074100492,6.194339759
TELO2,4.957966767,4.842885912,4.833885993,5.402580548,5.290174446,5.069263252
TRAK2,3.202252029,3.418777305,3.210373997,3.021597575,2.733088194,3.014579793
HPRT1,4.230757106,4.349698317,4.340831232,5.13665011,4.938100384,5.241174296
POLR2D,4.893061216,4.910879377,5.028906553,5.66802388,5.484717971,5.700024982
OR10A6,0,0,0,0,0,0
SLC22A24,0,0,0,0,0,0
LRFN3,2.351054822,1.914493786,2.358382844,1.944208272,2.388624898,1.938286912
SYNE2,5.39299445,5.037947693,4.833885993,5.077031504,5.290174446,5.069263252
TRAPPC6B,4.957966767,5.262752776,4.96678345,4.572048211,4.274896257,4.47532957
NDUFA2,7.908582769,7.780148636,7.815610066,7.820261696,7.844080037,7.698862415
SLC26A11,4.893061216,4.44450896,4.435612696,4.572048211,4.165616135,4.051264754
WDR45,6.116160753,6.076293221,6.153302519,5.892134504,6.468517935,5.951839861
POTEE,0,0,0,0,0,0
SPTBN4,0,0,1.248525183,0,0,0
FSIP1,0,0,0,0,0,0
CHI3L1,0,0,0,0,0,0
ADRA2B,0,0,0,0,0,0
CAMK2N2,4.003652778,3.892301235,4.012195449,4.286417269,4.376478395,4.169525628
SLCO2B1,0,0,0,0,0,0
SLC8A3,0,0,0,0,0,0
SLC44A3,2.693608557,2.986326809,2.978181077,2.398459277,2.733088194,3.014579793
POU3F1,0,0,0,0,0,0
BEX2,4.003652778,4.139051209,4.130256238,4.058789173,3.777129306,4.278822556
SMC6,2.970231369,3.218695234,3.210373997,3.021597575,2.733088194,3.014579793
IGFBP6,1.243257057,1.253933359,0,0,1.270345541,1.27277062
SDCCAG8,3.875115378,3.892301235,4.012195449,3.455350716,3.243845751,3.624102287
GLYATL3,0,0,0,0,0,0
ISY1,5.439192199,5.501981806,5.49286235,5.302011244,5.237144043,5.294208655
ZDBF2,0,0,0,0,0,0
PCDH7,1.243257057,1.253933359,1.248525183,0,0,0
C12orf39,0,0,0,0,0,0
OR8H3,0,0,0,0,0,0
NAP1L5,0,0,0,0,0,0
TSEN15,5.244801185,5.209749557,5.448091758,5.302011244,5.290174446,5.294208655
ZDHHC19,0,0,0,0,0,0
FABP5,0,0,0,0,0,0
MFSD2B,0,0,0,0,0,0
ADAMTSL2,0,0,0,0,0,0
RNPEP,6.399286514,6.485975543,6.476754021,6.525826,6.740313717,6.70578938
TPT1,11.54393462,11.44400499,11.50808313,11.399361,11.27413055,11.45460477
ZNF410,5.99767393,5.952704758,5.877531567,5.959716946,6.162082446,5.984476916
STOML2,6.75022136,6.63413492,6.604647919,6.964624373,6.936032782,6.871999119
UBR7,6.058133398,6.162497807,6.153302519,6.409795294,6.445326009,6.604443534
MT4,0,0,0,0,0,0
LSM14A,6.57509057,6.654111059,6.604647919,6.335415887,6.271620641,6.425846803
BMP1,1.243257057,1.253933359,1.907647602,1.944208272,1.935228395,1.938286912
LIN7B,3.402076351,3.218695234,3.742422023,3.25471436,3.243845751,3.624102287
AC069368.3,0,0,0,0,0,0
FBXO3,4.893061216,5.037947693,4.96678345,4.572048211,4.376478395,4.648251168
TM2D3,4.8250975,4.975812058,4.96678345,4.881794459,4.870062173,4.874060667
SLC13A2,0,0,0,0,0,0
CHMP2B,5.650295183,5.707126637,5.772502764,5.707877467,5.484717971,5.700024982
AC069547.1,1.243257057,0,0,1.277468654,1.270345541,1.27277062
PTRH1,5.345268287,4.910879377,5.145661258,5.353172046,5.390722936,5.241174296
LIPH,4.8250975,4.617264909,4.762545376,3.929916578,3.918570694,3.780967602
NRF1,3.402076351,2.986326809,3.410326004,3.021597575,3.444316332,3.247549162
ABCA12,4.515837384,4.617264909,4.608320166,4.286417269,4.165616135,4.380419215
SLC5A5,0,0,0,0,0,0
UBLCP1,4.332173241,4.44450896,4.435612696,3.929916578,4.047374939,4.278822556
BTG4,0,0,0,0,0,0
GPATCH2L,4.599585882,4.617264909,4.340831232,4.286417269,4.560414973,4.380419215
NEUROG3,0,0,0,0,0,0
OR10P1,0,0,0,0,0,0
TMPRSS13,6.422469781,6.369981964,6.431472772,6.229874327,6.297753292,6.078178992
SHQ1,3.875115378,3.892301235,3.742422023,3.929916578,4.165616135,3.922437155
NKX3-2,1.243257057,0,1.248525183,0,0,0
KM-PA-2,3.733995743,3.594460245,3.742422023,4.949851727,5.003073871,4.802647065
MTMR2,4.599585882,4.533471231,4.608320166,4.572048211,4.471376078,4.648251168
KIAA1257,1.900972127,1.253933359,1.907647602,1.277468654,1.270345541,1.27277062
CT47A2,0,0,0,0,0,0
ZNF772,3.202252029,3.418777305,3.410326004,3.021597575,2.733088194,2.736606163
AC092291.2,0,0,0,0,1.270345541,0
LGALS12,0,0,0,0,0,0
PAOX,2.693608557,2.365894829,2.701313152,2.743413855,3.010952856,2.736606163
DAB2,0,0,0,0,0,0
CD300LD,0,0,0,0,0,0
AC005606.1,0,0,0,0,0,0
BRE,4.753773121,4.533471231,4.524549277,4.735218222,4.870062173,4.802647065
TP53TG3C,0,0,0,0,0,0
CELF5,0,0,0,0,0,0
FCRLA,0,0,0,0,0,0
COL6A5,0,0,0,0,0,0
PLOD2,5.650295183,5.781658597,5.772502764,5.892134504,5.734740866,6.108107717
LAMA2,0,0,0,0,0,0
RSPO4,0,0,0,0,0,0
GSDMC,0,0,0,0,0,0
CLEC2A,4.332173241,4.248215911,4.340831232,4.388041903,4.376478395,4.727513545
RABGAP1L,3.577560613,3.7510532,3.742422023,3.455350716,3.243845751,3.448076373
AL929472.1,0,0,0,0,0,0
OR2M7,0,0,0,0,0,0
ASAP3,4.957966767,4.975812058,5.088464677,4.810367039,4.723530165,4.47532957
POLQ,1.243257057,1.914493786,1.248525183,1.944208272,1.935228395,1.938286912
MRPS35,6.144322039,6.217232688,6.498872603,6.335415887,6.245005883,6.401883642
ZYG11B,2.693608557,2.709209082,2.701313152,2.398459277,2.388624898,2.736606163
NPY2R,0,0,0,0,0,0
WDFY2,2.351054822,2.365894829,2.358382844,1.944208272,2.388624898,2.39197511
FBXO6,3.733995743,3.594460245,3.883605278,3.631460697,3.620298624,3.624102287
EPHB6,3.577560613,3.418777305,3.585908697,3.455350716,3.620298624,3.448076373
CLIC6,2.693608557,2.709209082,2.701313152,3.021597575,3.444316332,3.448076373
SLC25A16,5.191816045,5.457204705,5.401887198,4.388041903,4.560414973,4.94210539
DDHD1,1.900972127,1.914493786,1.907647602,1.944208272,1.935228395,1.938286912
GARNL3,1.900972127,1.253933359,1.248525183,1.277468654,1.270345541,1.27277062
HDAC10,3.875115378,3.7510532,3.883605278,3.929916578,3.918570694,3.780967602
RBM46,0,0,0,0,0,0
TAF9B,4.957966767,5.262752776,5.200676451,4.655938821,4.376478395,4.648251168
SLTM,5.934569522,6.190124807,6.260761981,6.024274679,5.572961801,6.078178992
RTN2,5.136810508,5.037947693,5.028906553,4.482976671,4.471376078,4.47532957
TRAF1,1.243257057,1.253933359,1.248525183,0,0,0
UGT2A1,0,0,0,0,0,0
CHST3,0,1.253933359,0,1.277468654,1.270345541,0
L47234.1,0,0,0,0,0,0
CNR2,0,0,0,0,0,0
PCDHB17,2.693608557,2.709209082,2.701313152,2.398459277,2.388624898,2.736606163
PRR16,0,0,0,0,0,0
CHST7,1.243257057,1.253933359,1.248525183,1.277468654,1.270345541,1.938286912
RABEPK,5.079624364,4.910879377,4.833885993,5.302011244,5.290174446,5.394764257
ARSE,0,0,0,0,0,0
AC092811.1,0,0,0,0,0,0
GDF5,0,0,0,0,0,0
APPBP2,4.515837384,4.771528768,4.901864453,4.17708796,4.165616135,4.56437962
C1orf195,0,0,0,0,0,0
TNFSF9,1.243257057,0,1.248525183,1.277468654,1.270345541,1.27277062
GFRA2,0,0,0,0,0,0
KLHL35,3.402076351,2.986326809,2.978181077,3.25471436,3.620298624,3.247549162
DUS2,4.599585882,4.696457739,4.340831232,4.655938821,4.798655745,4.727513545
C12orf42,0,0,0,0,0,0
C6orf47,4.957966767,4.975812058,4.901864453,4.388041903,4.723530165,4.648251168
AMOTL1,2.970231369,2.709209082,2.701313152,3.25471436,3.243845751,3.247549162
YY2,1.243257057,1.253933359,1.248525183,1.277468654,1.270345541,1.27277062
EPCAM,6.694173795,6.804680964,6.722121592,6.771279255,6.641741573,6.889338143
PCF11,5.527373341,5.501981806,5.659223234,5.353172046,4.870062173,5.294208655
NIF3L1,5.020077557,5.154724537,5.200676451,5.19390247,5.003073871,5.069263252
SMIM10,0,0,0,0,0,0
43165,5.569521764,5.781658597,5.659223234,5.627038009,5.529514471,5.619194376
BHLHE41,0,0,0,0,0,0
PLEKHM2,4.121669088,4.020945135,4.012195449,4.286417269,4.165616135,4.051264754
PCDHAC2,1.243257057,1.253933359,1.248525183,1.277468654,1.270345541,1.27277062
PRODH,4.8250975,4.617264909,4.608320166,4.735218222,4.938100384,4.94210539
ABCD4,5.191816045,4.975812058,5.028906553,5.077031504,5.237144043,4.874060667
DOHH,4.332173241,4.020945135,4.435612696,4.881794459,4.938100384,4.94210539
SPTLC1,4.957966767,4.975812058,5.028906553,4.949851727,4.723530165,4.94210539
SCLY,2.693608557,2.986326809,2.978181077,3.631460697,3.620298624,3.624102287
GOLGA1,5.020077557,5.037947693,4.833885993,4.572048211,4.560414973,4.648251168
GJC3,0,0,0,0,0,0
OR5H15,0,0,0,0,0,0
THAP6,4.230757106,4.617264909,4.762545376,4.058789173,4.047374939,4.169525628
BOD1,5.569521764,5.313877517,5.536285311,6.024274679,5.914376042,6.01639195
SYT17,3.202252029,2.986326809,3.210373997,2.398459277,3.010952856,2.39197511
EEF2,10.11443508,9.975049612,9.975624998,10.16597589,10.30643226,10.14179095
GPR146,0,0,0,0,0,0
TMEM178A,0,0,0,0,0,0
NAT16,0,0,0,0,0,0
FKBP5,5.136810508,5.209749557,5.145661258,5.45035282,5.438485819,5.700024982
SLC15A4,4.121669088,4.696457739,4.435612696,4.735218222,4.644276625,4.56437962
FAM101B,0,0,0,0,0,0
TMEM126B,5.966466727,6.162497807,6.096414116,6.145320822,5.615138859,5.984476916
MPHOSPH10,4.230757106,4.44450896,4.340831232,4.17708796,4.047374939,4.278822556
SLFN12L,0,0,0,0,0,0
LRMP,0,0,0,0,0,0
ATP8A1,2.351054822,2.365894829,2.358382844,1.277468654,1.270345541,1.27277062
C11orf70,4.515837384,4.349698317,4.68749264,4.058789173,4.047374939,4.169525628
SLC35F1,0,0,0,0,0,0
SRP54,6.375724614,6.440690966,6.454291042,6.202236801,6.190256512,6.425846803
UBE2A,5.99767393,6.046374415,5.975430363,5.959716946,5.809299703,6.01639195
SNX14,5.834414828,6.015821985,6.125138702,5.402580548,5.182089724,5.776566117
C9orf53,0,0,0,0,0,0
HSDL2,5.934569522,5.920079498,5.877531567,5.584853629,5.341324478,5.813365841
KRTAP19-5,0,0,0,0,0,0
GPKOW,5.39299445,5.262752776,5.145661258,5.248969265,5.341324478,5.442530349
C9orf170,0,0,0,0,0,0
NEK8,3.875115378,3.7510532,3.883605278,3.455350716,3.444316332,3.247549162
ACTN1,6.873105997,6.874455633,6.703194959,7.164034675,7.448733981,7.239576168
OR52W1,0,0,0,0,0,0
NPHP1,3.402076351,3.418777305,3.410326004,3.021597575,2.733088194,3.014579793
C10orf71,0,0,0,0,0,0
ATIC,8.237502719,8.275353474,8.206821938,8.474148161,8.496291765,8.454562995
TMEM50B,4.8250975,4.975812058,4.901864453,4.388041903,4.274896257,4.380419215
NUP62,5.726785039,5.628533473,5.659223234,6.309745476,6.373425723,6.275706993
PKIA,0,0,0,0,0,0
CUL9,3.202252029,3.218695234,3.410326004,3.021597575,3.243845751,3.014579793
TRIM49C,0,0,0,0,0,0
ZCRB1,7.14806319,6.988986708,7.17095002,7.028967698,6.832579505,7.170339719
IPO13,4.121669088,4.020945135,4.130256238,4.286417269,4.376478395,4.169525628
LRRC31,1.243257057,1.914493786,1.907647602,0,0,0
AC011308.1,0,0,0,0,0,0
MBD3L2,0,0,0,0,0,0
LRIG2,1.243257057,1.253933359,1.248525183,1.277468654,0,0
ZNF641,4.003652778,4.617264909,4.130256238,3.631460697,3.777129306,3.922437155
ACTL6A,7.062104544,7.124025727,7.17095002,7.364355804,7.36469872,7.532260015
RPL37A,11.32228319,11.32210234,11.30573959,11.37326486,11.40836157,11.45606004
USB1,3.875115378,3.7510532,4.012195449,4.17708796,4.274896257,4.169525628
AC037459.4,2.970231369,1.914493786,2.358382844,3.455350716,2.733088194,2.736606163
FAM194B,0,0,0,0,0,0
B4GALT7,4.121669088,4.020945135,4.130256238,4.388041903,4.274896257,4.380419215
