,t47d_01,t47d_02,t47d_03,t47d_04,t47d_17,t47d_18,t47d_19,t47d_20
APOL6,1.742183033,1.782953666,1.759880196,1.870656682,1.605878306,1.592689046,1.68774603,1.593267709
FADS3,2.288199074,2.340781576,2.622445468,2.574086972,2.86191369,2.725915622,3.186158226,3.055492425
OR2A1,0.047043586,0.158309879,0,0,0.046196135,0.04149771,0.258196883,0.048859033
TTC4P1,0,0,0,0,0,0,0,0
C3orf36,0,0,0,0,0,0,0.046155475,0
OR4E2,0,0,0,0,0,0,0,0
CCNL2,6.291227807,6.135850856,6.362057782,6.414441701,5.96882574,5.870490488,6.232841082,6.304529294
UBA52,8.372760608,8.137252465,8.410960074,8.36441047,8.463998382,8.474914591,8.500355921,8.462334579
MYBPHL,0,0,0,0,0.056955529,0,0,0
PPT2,2.087452657,2.385770617,2.819682488,2.65414679,2.510934078,2.637018952,2.762374331,2.394206803
OR2A2,0,0,0,0,0,0,0,0
EXOC3-AS1,3.017615525,2.578866275,2.865212137,2.898494734,2.7722404,2.739737953,2.642576818,2.672441183
ZNF630,2.118755067,2.288411721,2.350367116,2.375703961,1.888788051,1.794515682,1.834363342,1.79694655
TIAF1,0.310157445,0.362261149,0.421306795,0.413420775,0.303869572,0.176996724,0.340872137,0.253890059
OR52B4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
C7orf71,0,0.04030233,0,0.08306206,0,0.04063956,0.088394962,0
LINC01118,0.336741549,0.23385371,0.3419903,0.389197831,0.204944495,0.187473858,0.630312271,0.259789505
0,0.501766246,0.449464179,0.264370684,1.036601796,0.469260847,0,0.996425627,0
BTBD19,0.443703182,0.284941667,0.416262548,0.379637596,0.287300887,0.328121832,0.19792828,0.454597057
FAM185A,2.632766092,2.729280846,2.949417272,2.94787745,2.951121492,2.743318919,2.903560863,3.075803004
0,0,0,0,0,0,0,0,0
RAB6C,0.31780302,0.411005308,0.541797304,0.299171964,0.474178503,0.324137765,0.614610913,0.649788342
0,0.281723173,0.354412665,0.940988336,0.367466124,0.143218378,0,0.14802689,0.254311039
C21orf140,2.003087668,2.232915508,2.323787972,2.232006791,1.5392978,1.494564097,1.982714361,1.832626762
URAHP,1.896120692,1.886179428,2.156626368,2.202229634,1.656587895,1.918973879,2.359726372,2.182460304
0,2.046976417,2.081840666,1.997516428,2.251537324,1.338806611,1.668591169,1.812005263,0.868606965
0,0,0.28469061,0,0.296887288,0,0.150250309,0.450520299,0
0,0,0,0,0,0,0,0,0
PSMB11,0,0,0,0,0,0,0,0
0,0,0.047721105,0.052759206,0.279559251,0,0.183262907,0,0.055289655
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
LINC01124,0.038639156,0.066923249,0,0.136902975,0.072581931,0.034137802,0.075587121,0.079465498
0,0.246935813,0.375215186,0.209847596,0.490052516,0.28068081,0.2232792,0.365899661,0.390991183
POTEM,0.079526393,0.098471977,0,0,0,0.184689079,0,0
IGLC6,0,0,0,0,0,0,0,0
POTEJ,0,0,0,0,0,0,0,0
LINC00152,4.75708727,4.504823754,4.859303688,4.75634549,4.412788299,4.477839201,4.428765494,4.729237333
0,0,0,0,0,0,0,0,0
0,0.550810063,0.364690084,0.434231624,0.645858415,0.373390967,0.535447836,0.56041856,0.976181775
0,0.18125906,0.243019478,0.609783324,0.323084096,0.563824887,0.394215585,0.45191425,0.659276113
DCDC2B,0.418532159,0.387983384,0.34243755,0.55633033,0.040034763,0.273117191,0.453786208,0.64577174
C10orf55,0.508571647,0.225711745,0.578290502,0.42255165,0.300848844,0.249599463,0.405115588,0.395780129
RNU6-1165P,0,1.166342674,0,1.187710747,0,0,0,0
RNA5SP177,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.210407568,0.78951643,0
RNU4-62P,0,0,0,1.096261853,0,0,0,0.703785551
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNU4-86P,2.242782355,0.713391409,1.84322814,2.010855014,1.897155217,1.177177922,1.91464871,1.854566227
RN7SKP154,0,0.445689629,1.102705157,0.783626792,0,1.042287121,0,0
RN7SKP285,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
MIR1915,0.816575132,0,1.304154705,0,0,0,0.810191356,0.832182768
0,0.769695583,0,0,0,0,0,0,0
RNU2-3P,0,0.933035493,0,0,0,0,1.554947332,1.020413303
RN7SKP110,0.496770133,0,0.479699309,0,0,0,0,0
0,0,0,0.696524485,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0.621265607,0.665641082,0,0,0,0,0.692709282
0,0,0,0,0,0,0,0,0
RNU6-721P,0,0,0,0,0,0,0,0
RNU6-908P,0,0,0,0,0.692478084,0.653647068,0,0.737597645
RNU2-65P,1.939463559,0.620635203,2.07293584,2.994433094,2.249912511,1.594911566,1.076175967,2.409686913
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RN7SKP32,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RN7SKP232,0.502188006,0,0,0,0,0,0,0
RN7SKP117,0,0,0,0,0,0,0,0
RNA5SP317,0.228973801,0.3633909,1.117821356,0.558199049,0.220800457,0.758819947,0.593339428,1.037086975
0,0,0,0,0,0,0,0,0
RN7SKP148,0,1.360403609,0,0,0,1.113653831,0,0
RN7SKP16,0.493945474,0.810941534,1.356769218,1.07245571,1.546012835,0.776658213,1.114826748,1.597659885
RNU6-985P,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNA5SP487,0,0,0,0,0,0,0,0
RNA5SP81,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNU6-648P,0,0,0,0,0,0,0,0
RNA5SP390,0,0,0,0,0,0,0,0
RNU2-9P,0,0,0,0,0,0,0,0
RNA5SP36,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNU6-380P,0,0,0,0,0,0,0,0
0,1.030208932,0,0,0,0,0.941185206,0.998082105,1.04167054
RNU4-37P,0,0,0,0,0,0,0,0
RNY4P30,0,0,0,0,0,0,0,0
RNA5SP239,0,0,0,0,0,0,0,0
RN7SKP218,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RN7SKP151,0,0,0.433997774,0,0,0,0,0
RN7SKP266,0.491280521,0.444758226,0.830739657,0.456644264,0.469260847,0.441189174,0,0
0,0,0,0,0,0,0,0,0
RNU6-257P,0,0,0,0,0,0,0,0
RN7SKP146,0,0,0,0,0,0,0,0
RNU4-30P,1.859337486,1.7648302,0,0,0,0,0,1.873521874
RNA5SP181,0,0,0,0,0,0,0,0
RN7SKP26,0,0.825699348,0.861180427,0.47166403,0.85246474,0.81474072,0.502432447,0
RNA5SP156,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0.974709179,0,0,0,0
0,0,0,0,0.956629155,0,0,1.25279106,1.268997228
RNU4-26P,0,0,0.719534815,0,0,0,0,0
RNA5SP266,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNA5SP407,0,0,0,0,0,0,0,0
RNA5SP129,0,0.541407786,0,0.557476752,0,0,0,0
RNA5SP56,0,0,0,0,0,0,0,0
RN7SKP65,0,0,0,0,0,0,0,0
RNU6-588P,0.825923175,0,0.816137642,0,0,0,0,0.846260621
0,0,0,0,0.773574423,0,0,0,0
RN7SKP129,0,0,0,0,0,0,0,0.527409694
RNU2-17P,1.019531129,0,0,0,0.97885897,0,0,0
0,0,1.068092929,0.673796099,0,0,0,0.686663669,0.71383392
RNU6-447P,0.088464301,0.115603947,0.167329665,0.374839178,0.382350738,0.296882591,0,0
0,0,0.903094588,0,1.45710044,0.938817223,0,0,1.524725679
RNA5SP158,0,0,0,0,0,0,0,0
RNU2-54P,0,0.943094657,1.990936713,0.964763835,0.97885897,0,0.987720326,0
RNA5SP89,0,0,0,0,0,0,0,0
0,1.187558737,0.646757128,0.690696891,0.993570027,0.873835242,0.981425991,1.174796283,0
RNA5SP163,0,0,0,0,0,0,0,0
RNU2-43P,0,0,0,0,0,0,0,0
RN7SKP156,0,0,0,0,0,0,0,0
RNA5SP431,0,0,0,0,0,0,0,0
MIR1471,0,0,0,0,0,0,0,0
RNA5SP201,0,0.51939798,0,0,0,0.520524837,0,0.590654711
RNU6-262P,0,0.628189401,0,0,0,0.63220306,0,0
RNA5SP95,0,0,0,0,0,0,0,0
RNU6-101P,0,0,0.760654435,0.728005816,0,0,0,0
RN7SKP199,0,0,0,0,0.481065363,0,0,0
RN7SKP114,0,0,0.865116699,1.123500664,1.148218272,0.811212884,0.49922085,1.20782415
0,0,0,0,0,0,0,0,0
RNU6-757P,0,0,0,0,0,0,0,0
RNU6-892P,1.805280072,0.792811217,0,0,0,0,1.399526596,0
RNA5SP425,0,0,0,0,0,0,0,0
0,0,0,0,0.723800556,0,0,0,0
RNU2-33P,0,0.923259494,0,1.916189988,0,0.911726091,0.967673278,1.010171129
RN7SKP111,0.604451879,0,0,0,0,0.977085719,0,0
RNU6-584P,0.712669729,0,0,1.118877966,0.686677113,0,0.703814781,0
RNA5SP193,0,0,0,0,0,0,0,0
RNU6-1043P,0.74445305,0.670235764,0.71361664,1.158944486,0.707890498,0,1.563255771,0.749931517
RNU2-36P,0,0,0,0,0,0,0,0
RNU6-1156P,1.496043005,0,0.662989311,0.638396409,0.659097054,0.621760732,1.134043467,0.702528116
0,0,0,0,0,0.736063628,0,0,0
0,0,0,0,0,0,0,0,0
RNU2-21P,0,0,0,0,0,0,0,0
RNA5SP371,0,0,0,0,0,0,0,0
RNU6-935P,0,0,0,0,0,0,0,0
0,0.624959002,0,0,1.890781305,0,0,0,0
RNA5SP198,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNA5SP178,0,0,0,0,0,0,0,0
RN7SKP267,0,0,0.479699309,0,0,0,0,0
RNU6-1118P,0.088464301,0.115603947,0.167329665,0.374839178,0.382350738,0.296882591,0,0
0,0,0,0.613839961,0,0,0,0,0
RNA5SP118,1.139823086,0,1.108176495,0,0,0,0,0
RNU6-1050P,0,0,0,0,0,0.736703577,0,0
MIR1912,0,0,0,0,0,0,0,0
MIR1908,0,0,0,0,0,0,0,0
RNU6-855P,0,0,0,0,0,0,0,0
RNU2-2P,12.15395097,13.25055306,12.77474794,13.05452292,12.92635901,12.84901016,12.95965606,13.00155598
RNU6-1076P,0.088464301,0.115603947,0.167329665,0.374839178,0.382350738,0.296882591,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RN7SKP225,0,0,0,0,0,0,0,0
RNU6-174P,0,0,0,0,0,0,0,0
0,2.074549963,0,1.033525198,0,0,0,1.041565414,0
RN7SKP139,0,0.43018677,0,0.491317469,0.502723686,0.473009647,0.521454836,0
RNU6-613P,0.643336264,0,0.623068993,0,0.619364176,0,0,0
0,2.557851176,0.81146692,2.025142221,2.924345066,2.663062202,2.184096176,2.883544574,2.760914977
RNA5SP237,0,0,0,0,0,0,0,0.637081571
RNY1P15,1.511781745,1.385066521,1.119429223,0.650533893,0,1.896794961,1.748680197,1.175396853
RN7SKP221,0.50413526,0.667644201,0.444706287,0.682718009,1.077325046,0.35809914,0.775939701,0.91844501
RNU2-29P,1.625382721,1.929438801,2.592562283,0.97519801,1.570550364,1.505997604,1.582406668,2.3880352
RNU6-710P,0,0,0,0,0,0,0,0
RNU2-20P,0,0,0,0,0,0,0,0
RNU6-355P,0.088464301,0.115603947,0.167329665,0.374839178,0.382350738,0.296882591,0,0
RNU6-1186P,0,0,0,0,0,0,0,0
RNU4-34P,0.574759353,0,0.55625871,0.924280829,0.951604206,0,1.289976072,0.764723214
RNU6-96P,0.848928747,1.288092739,1.365345398,0.807597274,0.824799619,0,0.84108429,0
SNORD12B,5.017663625,5.027746794,5.169933016,5.363731783,5.026676142,4.895622538,5.411555052,5.838919001
SNORA36B,0,0,0,0,0,0,0.647090661,0.942562547
RN7SKP202,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RN7SKP127,0,0,0,0,0,0,0,0
RN7SKP152,0,0,0,0,0,0,0,0
RNA5SP44,0,0,0,0,0,0,0,0.557477732
RNA5SP203,0,0.480388185,0,0,0,0.481444651,0.525307188,0.547241529
RN7SKP158,0,0.682006895,0,0.694200908,0.398849426,0,0.405952073,0.426536358
RN7SKP86,0.405745175,0.370921985,0.390902063,0.378231935,0.947919705,0.905633557,0.972916852,0.747404587
RNU2-28P,0.877235389,0.811412664,0,0,1.461036052,0.874556988,1.610038557,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.684272968,0,0,0,0,0,0,0
RN7SKP229,0.900128345,0.805420414,1.165635429,0.471969868,0.498056793,0.467290959,1.616743493,0.895124988
RNU6-554P,0,0,0,0,0,0,0.755915617,0
RNU6-791P,0.088464301,0.115603947,0.167329665,0.374839178,0.382350738,0.296882591,0,0
RN7SKP281,0,0,0,0,0.350402196,0,0,0
RNU4-65P,0,0,0,0,0,0,0,0
RNA5SP80,0,0.555775916,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RN7SKP125,0,0,0,0,0,0.425155265,0,0
RNU2-59P,1.009332838,0.933360373,1.499726003,0,0,0,0.977994957,2.031250496
RNA5SP274,0,0,0,0,0,0,0,0
RNA5SP113,0,0,0,0,0,0,0,0
RNA5SP511,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.732330857,0,0
RNU2-50P,0,0,0,0,0,0,0,0
RNA5SP338,0,0,0,0.726675171,0,0.708254347,0.767894592,0
RNA5SP231,0,0,0,0,0,0,0,0
RNU6-955P,0,0,0,0,0,0,0,0
0,0,0,0,0.638396409,0,0,0,0
RNU6-141P,0,0,0.783034156,0,0,0,0,1.333108825
0,1.384724012,0,0,0.577792794,0.596908434,0,0.612250575,0
RN7SKP278,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNU6-1077P,0,0,0,0.737825184,0,0,0,1.117854595
RNU6-994P,0,0,0,0,0,0,0,0
RNU2-26P,0,0,0,0,0,0,0,0
RN7SKP56,0,0,0,0,0,0,0,0.400002284
RN7SKP150,0.779142871,1.062342798,0,0,1.428710565,0,0.523148408,0
RNU6-1140P,0,0,0,0,0,0,0,0
RN7SKP143,0,0,0,0,0,0,0,0
RN7SKP59,0,0.669822297,0.714384449,0.699174919,0,0.376877123,0.408287956,0.435181583
RNA5SP296,0,0.531344028,0,0,0,0,0,0
RNU6-121P,0,0,0,0,0,0,0,0
RNA5SP293,0,0,0,0,0,0,0,0
RN7SKP271,0.995887513,1.128999396,0.395671565,1.155885207,0,0.661105624,0.713134462,1.232089705
0,0,0,0,0,0,0,0,0
RNU2-5P,0,0,1.190305114,1.689974497,0,0,2.480404731,0
0,0,0,0,0,0,0,0,0
RNA5SP261,0,0,0,0,0,0,0,0
RN7SKP7,0,0,0,0,0,0,0,0
RNU2-23P,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNU6-77P,0,0,0,0,0,0,0,0
RNU6-285P,0,0,1.459473587,0,0,0.621760732,0,0
0,7.600581979,7.941206103,7.898063205,7.734106678,7.385085854,7.619288281,6.92016227,7.413898673
RNU6-712P,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RN7SKP200,0.394689735,0.351926787,0,0.369396127,0.374212652,0,0,0.408307524
RN7SKP177,0,0,0,0,0,0,0,0
RNA5SP475,0,0,0,0,0,0,0,0
RNU4-25P,0.712586096,0,1.789387053,1.856523635,2.276669362,1.701571235,2.463094034,2.614672157
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RN7SKP223,0,0,0,0,0,0,0,0
RN7SKP240,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNA5SP451,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNU6-519P,0.643336264,0,0,0,0.619364176,0,0.635165587,0
RN7SKP109,0,0,0,0,0,0,0,0
0,0.833233385,0,0.824792288,0,0,0,0,1.35834562
0,0,0,0,0.648885995,0,0,0,0
MIR1468,0,0,0,0,0,0,0,0
RNU6-705P,0,0,0,0,0,0,0,0
RNU2-39P,0,0,0,0,0,0,0.911311159,0
RN7SKP220,0,0,0.471728532,0,0,0,0,0
RNU6-735P,0,0,0,0,0,0,0,0
0,0,0.89116329,0,1.42548616,0,0,0,0.934715012
RNA5SP251,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNA5SP60,0,0,0,0,0,0,0,0
RNU6-1064P,0,0,0,0,0,0,0,0
RNU4-43P,0,0,0,0,0,0,0,0
RNU6-1025P,0,0,0,0,0,0,0,0
0,0.668315223,0,0,1.08668867,0,0,0,0.686236952
RN7SKP61,0,0,0,0,0,0,0,0
RNA5SP345,0,0,0,0,0,0,0.635165587,0
0,0,0,0,0,0,0,0,1.214584902
RNU2-47P,0,0,0,0,0,0,0,0
RNU2-66P,2.1380346,2.419201774,2.53116933,1.372784981,0,1.122791972,1.394223269,3.438227636
RN7SKP222,0,0,0,0.444880116,0,0,0,0.839351754
RNA5SP494,0,0,0,0,0,0,0,0
0,1.09310715,1.616390635,1.685074496,0,0,0,1.076189652,0
0,0.665954821,0,1.097988275,0.625694117,0,1.028364049,1.103282772,1.773409847
RN7SKP159,0,0,0,0,0,0,0,0.470932462
RNU6-887P,0,0,0,0,0,0,0,0
RN7SKP235,0,0,0,0.470940789,0.474729874,0.447523127,0.481899251,0
RNU2-49P,0,0,0,0,0,0,0,0
0,0,0,0,0.73995263,0.773181943,0.724256478,0.777497569,0
0,0,0,2.287040781,1.232323065,0,0,0,0
0,0.633868254,0,0,1.008630305,0.610179389,0.575093489,0.62579416,1.098042192
RNU6-628P,0,0,0,1.54606718,0,1.162487203,0.748881099,0
RNA5SP504,0,0,0,0,0,0,0,0
RNU4-69P,0,0,0,0,0,0,0,0
RNU6-402P,1.123288756,1.030985763,0,0.623291916,1.087089389,0,0.659894426,0.686236952
0,0,0,0,0,0,0,0,0
RNU2-52P,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0.582611879,0,0.741340995,0,0,0.635165587,0.660730599
0,0,0,0,0,0,0,0,0
RN7SKP27,0,0,0,0,0,0,0,0
RN7SKP254,0.796042829,0.406420205,0.438102254,0,0,0,0,0.798055493
RNU6-1100P,0.088464301,0.115603947,0.167329665,0.374839178,0.382350738,0.296882591,0,0
RNU2-15P,0,0,0,0.954524649,0,0,0,0
RNU2-48P,0,0,0.983873932,0,0,0,0,0
RNU2-37P,0,0,0,1.117761525,0,0,0,1.18767908
RNU2-42P,0.620185684,0,0.600505742,0.989232761,0.227524224,0,0,0.637081571
RN7SKP131,0.497054339,0.658692263,0.438282204,0.672292268,1.064006762,0.352552895,0.764977928,0.906273375
0,0,0,0,0,0,0.816420306,1.599517757,1.623127069
RNU6-1203P,0.633868254,0,0,0.590719854,0,0,0,0.6510595
RN7SKP54,0,0,0,0,0,0,0,0
RNU2-51P,0.949965156,0.876463118,1.484421743,0.897195498,0,0,0,0
0,0,0.541407786,0,0,0,0,0,0.615092314
RNU2-16P,1.16506295,1.713933312,1.36773449,1.906882901,1.642812455,0.841959436,1.428072694,1.717087437
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNU2-70P,1.14887555,1.067969067,0,1.706084027,0,1.053396371,1.113373789,0
MIR1469,0,0,0,0,0,0,0,0
RNU6-248P,0,0,0,0,0,0,0,0
0,0,0,0.679335513,0.654263214,0.675367926,0,0,0
RNU2-8P,0,0,0,0,0,0,0,0
RNU4-55P,0,0,0,0,0,0,0,0
RN7SKP123,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNU6-394P,0,0,0,0,0,0,0,0
RNA5SP146,0,0,0,0,0,0,0,0
0,0.70102733,0,0,0,0,0,1.158130174,0
RN7SKP213,0.492456209,0,0.987342697,1.196103398,0.82422366,0,0,0.604210841
RNU6-1267P,0,0.695070014,0,0,0,0,0,0
RNA5SP38,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RN7SKP119,1.225990546,2.735992168,1.836186726,1.952035304,1.6388616,1.49030313,2.299042397,2.505967126
RNU4-72P,2.335517556,0.81190172,2.047056712,1.217100402,0,1.132445234,2.24081804,1.384442211
RNU6-733P,0,0.756275241,0.807890681,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RN7SKP120,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RN7SKP182,0.525110704,0,0,0.849681471,0,0,0,0.523814845
RN7SKP39,0,0,0,0,0,0,0,0
RN7SKP89,0.651729096,0,0,0,0,0,0,0
RN7SKP51,0,0,0,0,0,0,0,0
RN7SKP38,1.520095326,1.85431488,1.481557281,1.370694381,1.895550806,1.728621488,1.527280567,1.311014772
MIR1911,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RN7SKP188,1.163910872,1.866401611,0.48409378,0.466822337,1.487167316,0.449414523,1.136722946,1.235935332
0,0,0,0,0,0,0,0,0
RNU2-63P,3.283379549,2.165043649,3.373683008,3.664676249,2.892095656,2.806635456,3.901166181,3.566474224
RNU2-7P,3.074948932,1.691194667,1.135738422,1.722723938,0,2.097752363,1.750889443,2.591138425
RNU4-64P,0,0,0,0,0,0,0,0
0,0.615757155,0.557160081,0,0,0,0,0.607867636,1.406498575
RNY4P29,0,0,0,0,0,0,0,0
RNU4-6P,0,0,0,0,0,0,0,0
RNA5SP328,0,0,0,0,0,0,0,0
RNA5SP229,0,0.608794106,0,0,0,0,0,0.677578599
RNU6-1190P,0,0,0,0,0,0,0.785049131,0
RN7SKP166,0.444413698,0,0.423952443,0.406987204,0.423357649,1.105014232,0,0.443186511
RNA5SP25,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNU4-46P,0,0,0,0,0,0,0,0
RN7SKP206,0,0,0,0,0,0,0,0
RNU4-53P,0,0,1.926337273,0,0,0,0,0
RNU6-684P,0,0,0,0,0,0,0.770515318,0
RN7SKP106,0,1.138205028,0,0.498549079,0.51175746,0,0.520011824,0
RNU2-40P,0,0,0,0,0,0,0,0
0,0,0,0.690696891,0,0.686677113,0.648103688,0,0.731506508
0,0,0,0,0,0,0,0,0
RN7SKP121,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNU6-233P,3.602243068,0,3.058787503,3.073929888,2.892942739,2.569981953,2.124314899,4.330881034
RNA5SP144,0,0,0,0,0,0,0.614146317,0
RN7SKP212,0,0,0,0,0,0,0,0
RN7SKP91,2.079104993,2.581510333,1.890711276,1.827997826,1.651315802,2.267077299,1.644903783,0.79585005
0,0,0,0.895147484,0,0.883592666,0.884507274,0,0
RNU2-38P,0,0,0,0,0,0,0,0
RNU4-14P,0,0.526530601,0,0,0,0,0,0
RNU6-67P,0,0,0,0,0,0,0,0
RNU6-860P,0.088464301,0.115603947,0.167329665,0.374839178,0.382350738,0.296882591,0,0
RNU4-83P,0,0,0,0,0,0,0,0
RNU6-383P,0,0,0,0,0,0,0,0
RNU2-62P,0,0,0,0,0,0,0,0
0,1.486791589,0.615455848,0,1.407766056,0.653848811,1.874635674,1.126246041,1.164966443
RNA5SP225,0,0.486150054,0,0,0,0,0,0
RNU4-47P,0,0,0,0,0.592614424,0,0,0.632556726
RNU2-68P,0,0,0,0,0,0,0,0
RNU4-27P,0,0,0,0,0,0,0,0
RN7SKP286,0,0,0,0,0.470173445,0,0,0
MIR1537,0,0,0,0,0,0.913186225,0,0
RNA5SP120,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNA5SP100,0,0,0,0,0,0,0,0
RNA5SP136,0,0,0,0,0,0,0,0
RN7SKP168,0,0,0,0,0,0,0,0
RNU6-321P,0,0,0,0,0,0,0,0
RN7SKP42,0,0,0,0,0,0,0,0
RNA5SP21,0,0.998558027,0,0,0,0.330496446,0.647442539,0
0,0,0,0,0,0,0,0,0
RNA5SP59,0,0,0,0,0,0,0,0
RNU6-920P,0.730892066,0,0,0.6825715,0.704385083,0,0.721863464,0.750097077
RN7SKP136,0.513892926,0,0,0,0,0,0,0
RNU6-1086P,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNU6-565P,0,0,0,0,0,0,0,0
RNU6-1328P,0,0,0,0,0,0,0,0
RNU4-78P,0,0,0,0,0,0,0,0
RN7SKP33,0,0,0,0,0,0,0,0
RN7SKP261,0.592106323,1.015875749,0,0.552259014,0,0.921891005,0.65171073,0.660015865
0,0.733286652,1.110790843,1.574072436,0.699008743,2.088531737,2.348830113,0.709786449,1.241864584
0,0,0,0,0,0,0,0,0
0,0,0,0,0.542236254,0,0,0,0
RN7SKP29,0,0,0,0,0,0,0,0
RNU6-1068P,0,0,0,0,0,0,0,0
0,4.361326221,4.310529171,4.568536838,4.456990088,3.527195477,3.943433784,3.976381967,4.205087488
RNU6-1133P,0,0,0,0,0,0,0,0
RN7SKP97,0,0.377007107,0.707568963,0.378928835,0.395992846,0,0.722918872,0.419827941
0,0,0,0,0,0,0,0,0
RNU6-193P,0,0,0,0,0,0,0,0
RNU6-564P,1.342867599,1.604403485,0,0.776071975,0,0,1.322228144,0.841014223
RNA5SP29,0,0,0,0,0,0,0,0
RNA5SP104,0,0,0,0,0,0,0.590953579,0
RNA5SP501,0,0,0,0,0,0,0,0
RNU2-41P,1.162055315,1.69126168,1.763381828,1.104578207,0,0,1.126318739,1.174112352
RNU6-1148P,0,0,0,0,0,0,0,0
RN7SKP205,1.55108776,2.043151993,1.516761523,1.057623558,1.182946495,1.609896767,1.789921181,0.852163479
RNU6-172P,0.724713129,0,0,0,0,0,0,0
RN7SKP284,0,0,0.369505569,0,0,0,0,0
0,0.900713427,1.723768234,3.345833489,2.715010355,2.576198009,2.49002324,2.977629792,2.672950274
0,0,0,0,0,0,0,0,0
RNU6-370P,0,0,0,0.669912073,0,0,0,0
0,0,0,0,0,0,0,0,0
RN7SKP58,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RN7SKP262,0,0,0,0,0,0,0,0
RNA5SP41,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.721863464,0
RNA5SP265,0,0,0,0,0,0,0,0
MIR1913,0,0,0,0,0,0,0,0
RNU6-272P,0,0,0,1.621721353,0.774121185,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.582941313
RN7SKP8,0.651487563,0.607891302,0.345431576,0.607514493,1.385839628,0.320547063,1.067714429,0.90090969
RNA5SP222,0,0,0,0,0,0,0,0
RNU6-651P,0,0,0,0,0,0,0,0
RNU2-25P,0,0,0,0,0,0.921242079,0.977548835,0
RN7SKP228,0,0,0,0.527564832,0,0,0.5729498,0
RN7SKP94,0,0,0,0,0,0,0,0
RN7SKP167,0,0,0,0,0,0,0.496722078,0
RN7SKP216,0,0,0,0,0,0,0,0
RNA5SP127,0,0,0,0,0,0,0,0
RNU2-14P,0,0.933099719,0,0.954524649,0,0,0,0
RNU5A-5P,0,0,0,0,0,0,0,0
RN7SKP68,0,0,0,0,0,0,0,0
RNU4-22P,2.488383896,0,3.079306423,2.751797898,0,2.962872876,2.779724082,1.355783091
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RN7SKP259,0,0,0,0,0,0.346837782,0,0
