,t47d_01,t47d_02,t47d_03,t47d_04,t47d_17,t47d_18,t47d_19,t47d_20
0,1.776668319,0,0.41832274,0.276709853,1.585486585,1.563558417,0,1.889045148
HIST1H4K,0,0,0,0,0,0,0,0
SNORA44,0,1.675770776,0.160059218,2.414830999,1.404799602,0.322118518,0,1.744940371
0,0,0,0,0,0,0,0,0
OR4F16,0,0,0,0,0,0,0,0
0,0,0,0.745637487,0,0,0.388601756,0,0
0,2.484981069,2.117818032,2.176632344,2.966260642,2.449857146,1.753270778,3.116991807,2.50176268
0,0,0,0,0,0,0,0,0
0,0.339829484,0,0,0,0,0,0,0
0,0,0.526555639,0.320571324,0.203024451,0.216710632,0.293727141,0.367676348,0.428084489
0,0,0.692365597,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
MIR6812,0,0,0,0,0,0,0,0
0,0,1.160481377,0,1.188742725,0,0,0,0
0,0.427845351,0,0.414596689,1.193222942,0.99106882,0.691545778,0,0.775327883
0,0,0,0,0,0,0,0,0
CWC25,3.388562908,3.197090065,3.385852049,3.616639997,3.308314272,3.415196187,3.683696454,3.239161239
0,0,0,0,0,0,0,0,0
0,0,0.671690116,0,0,0,0.659287989,0.719840555,0
0,0.248290723,0.214312592,0.233702804,0.225083627,0.433409244,0,1.037839032,0.24291098
0,2.568462659,2.709332548,1.582965391,2.881731174,2.653596627,2.006868884,3.281502416,2.974186035
REXO1L3P,0,0,0,0,0,0,0,0
0,1.55665503,0.963651676,1.605750327,2.078947927,2.329278624,2.177340599,2.609419303,2.832989228
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1.629254025,1.162712765,0,0.957919798,0.95338296,0,1.129269827,1.259272487
0,2.570237037,3.053208672,3.000106395,3.201624452,2.710992629,1.870794751,3.200140212,2.918922375
0,2.059452192,1.909515834,1.846489304,2.038569628,1.65469216,1.321933866,1.864885404,1.516867397
0,0.763477015,0.69390663,0,0.713491712,2.30240387,0.695330199,0.754140955,1.288175445
0,0,0,0,0,0,0,0,0
0,0,0,0,0.819950156,0,0.70446211,0,0
0,0,0,0,0,0,0,0,0
0,0,0.828439859,0,0,1.246645223,0.160850504,1.490226102,1.071604802
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.189681626,0,0.195297198,0
OR10G1P,0,0,0,0,0,0,0,0
SNORA78,4.08024833,3.893799031,3.877390894,3.783540469,3.354517044,4.352673791,3.536488131,3.279087913
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
SMIM11B,4.866403589,5.017222655,3.123767162,4.561711048,4.098343756,4.484840613,3.573071509,4.360146521
0,0,0,0,0,0,0,0,0
MIR7160,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1.362116361,1.8886439,0.557807074,0.877323353,1.222606749,0,0.942581313,1.622044789
0,0,0,0.102029591,0,0,0,0.052724712,0
PMS2P6,1.379748481,2.413558881,1.561844216,2.371505893,0.0038321,1.71177681,2.766777475,2.076856633
0,0.952613131,1.026615949,1.131075791,1.127494616,0.796751401,0.74658279,1.18954627,1.063613384
0,0,0,0,0,0,0,0,0
C17orf96,1.807363166,1.64766449,1.921394436,1.991502799,2.398788148,2.189717044,2.389252909,2.471801353
MIR6776,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RN7SL386P,0.67739819,0.269973884,0.354269344,0,0,0.871677295,0.566614502,0.247545984
ZNHIT3,5.564676921,5.374667411,5.723189923,5.776659371,5.673205883,5.594324604,5.61049928,5.634366741
0,0,0,0,0,0,0,0,0
MIR6511A4,0,0,0,0,0,0,0,0
0,0,0.223938986,0,0,0,0,0,0
0,0.632378973,0.592565631,0.70316982,0.653998266,0.266261229,0.725351151,0.288150634,0.585301975
0,0.424726492,0.309453289,0.461070638,0.786044269,0.443274581,0.387781612,0.49763178,0.427219972
0,2.282247037,2.171357367,2.623813029,2.228597076,2.358010779,2.304446791,2.379329843,2.659212166
0,2.915792396,3.220633322,2.63997069,4.096042531,3.355943735,1.493186172,3.232194108,3.859164514
0,0,0,0,0,0,0,0,0
0,0,0,0,1.862978977,0,0,0,0
0,0,0,0,0.408065084,0,0,1.7581795,0
MIR4726,0,0,1.450844373,0,0,0,0,0
0,0,0,0.665020679,0,0,0,1.21E-08,0
0,0,0,0,0,0,0,0,0
MIR6755,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.162538763,0.754140955,0.783327571
0,0,0.542295696,0,1.022509856,0,0,0.723766487,0
0,0,0,0,0,0,0,0,0
0,0.066033514,0,0.229325814,0,0.050566892,0.30857756,0.107255063,0
0,0,0.344433122,0.205892928,0,0.369770206,0,0,0.210997237
WBP1LP8,0,0,0,0,0,0,0,0
PPP1R26P2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.819721313
MIR8065,0,0,0,0,0,0,0,0
0,0,0,0,0.266341597,0.270650931,0,0.276563365,0
0,0,0,0,0.665294526,0,0,0.703814781,0
0,0.107755751,0.048716353,0,0,0.153173654,0.095722327,0.254683528,0
MIR6792,0,0,0,0,0.758641742,0,0,0
0,0,1.709797916,1.124480338,1.699769264,2.548631437,2.148709632,1.154920157,2.628148331
0,0.891210739,0.917378286,1.058773652,1.649964882,1.125538697,0.210099548,1.39835037,0.90498421
0,1.118120475,1.629953393,1.092890729,1.067122393,1.10136097,0,0,1.164258523
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
MIR142,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.846948969,0.715304754,0.382787864,0.518053657,0.514371759,0.380177529,0.729912067,0.506696379
0,0,1.059196046,1.238505629,1.200837023,0,0,1.291656597,1.107071831
0,0.464402703,0.481449817,0.264927902,0.836741774,0.268794873,0.330312863,0.789063977,0.587743259
0,0.148758433,0.466394286,0.273497986,0.138320382,0,0.25472706,0.27732899,0.152956977
0,0,0,0,0,0,0,0,0
0,0,0.835496456,0,0,0.508627421,0.478454153,1.994858461,0.543913536
0,0,0,0,0,0,0,0,0
0,0.053840217,0,0,0,0,0,0,0
0,1.856292552,1.934641045,2.36493096,2.190083825,1.664364507,1.897441808,1.996269421,2.207920956
0,0.883682589,0,0.852384836,0.464642131,0,1.075895399,0,0
MIR663A,0,0,0,0,0,0,0,0
MIR219B,0,0,0,0,0,0,0,0
0,0.695084272,0,0.372435086,0.893426674,0.662458918,0.347360646,0.673294092,0.39427596
0,1.750400697,1.078029088,1.330776365,1.489167827,1.526153968,1.631816721,1.217925525,2.302544249
0,0,0,0,0,0,0,0,0
0,0.101738679,0.255303728,0.191376933,0.344641048,0,0,0.280874381,0.377862264
0,0,0.131777266,0,0,0,0,0,0
C2orf27AP1,0.347713273,0.134821948,0.146468846,0,0,0,0,0
0,1.802673001,1.708646353,2.549967289,2.508380477,0,1.6810399,0,0
MIR6084,0,0,0,0,0,0,0,0
CT45A7,1.018968818,0,1.202975571,1.269757305,0.75502001,0.278922046,0.588522523,0.346280685
0,0,0,0,0,0,0,0,0
MRPL57P1,0,0,0,0,0,0,0,0
0,0,0,0,0,0.391877677,0,0,0
MIR6760,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1.764358895,1.634300518,2.018623493,2.170924923,1.386165313,1.553129457,1.497852475,1.912109472
HIST1H2BM,3.791668232,3.657708594,4.040094608,3.724093603,5.692575053,5.789737075,5.515302451,5.928626148
0,0,0,0,0,0,0,0,0
MIR6843,0,0,0.696859171,0,0,0,0,0
LHX1,0.20901784,0.275018971,0.275017778,0.508691306,0.387767277,0.325340358,0.346782196,0.294748362
0,8.379677273,9.176439967,8.932028681,9.217589406,9.197418214,9.257486848,9.13136312,9.419050045
0,0,0,0.472758089,0.803260106,0.469229583,0,0.479246085,0
0,1.347705337,3.210631995,0,2.937395243,3.098879338,0,2.423266203,3.377513877
0,0,0,0.887800526,0.50160831,0.505280195,0,0,0
0,0,0,0,0,0,0,0,0
RN7SL343P,0,0,0,0,0,0,0.160443943,0
0,0,0,0,0,0,0,0,0
0,0.283281749,0.378955461,0,0.672251529,0,0.52930923,0,0.717927958
0,0,0,0,0,0,0,0,0
0,1.117043356,0.793761072,1.337282929,1.260501456,1.134464107,0.973745713,0.924920031,0.828536536
0,0.512768965,0.720824791,0.564218158,1.381133834,1.271288213,0.522775912,0.796423324,1.480213412
0,0.820370152,0,0.91772122,0.493702664,0,0.506096144,0,0.657115876
0,3.34999646,2.005112498,0,2.15359459,2.514086903,2.64038956,1.962678573,3.175021526
0,0.857288335,0.754067391,0.715714175,0.90003403,0.514719166,0.483807008,0.777354484,0.770659083
RNA5-8S5,9.750693589,9.755473478,9.549800067,10.69978932,10.51554216,9.469073988,9.297010243,10.24412594
0,0,0,0,0,0,0,0,0
VN1R74P,0,0,0,0,0,0,0,0
0,0.232522006,0.206425678,0.884747164,0.215799101,0.617674625,0.070130856,0.437253311,0.267145034
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0.103844986,0.405000098,0.107427156,0.215192751,0.458521647,0.221487362,0.335022407
MIR6075,0.712669729,0,0.690696891,0,0,0,0,0.731506508
0,0,0,0,0,0,0,0,0
0,0,0,0.740305028,0.713491712,0,0.695330199,0,0
MIR6870,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.652461714,0.89468275,0.168733164,0.569466788,0.420602049,0,0.496572791,0.587659741
0,4.433707277,4.567040367,5.179379673,5.225471606,4.55942451,4.334346592,4.585839873,4.676927439
CYFIP1,5.903915579,5.77801666,5.965740426,5.94779705,5.900910269,5.900354832,5.959318083,5.878239785
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
MIR6790,0,0,0,0,0,0,0,0
0,1.033109319,1.223577006,1.163576017,1.382302037,0.827397127,1.312595476,0.750740264,0.978103353
0,0,0.268666739,0.202023963,0.193906704,0.10363393,0.352246656,0.205734065,0.112491436
VN1R76P,0,0,0,0,0,0,0,0
0,0,1.594615428,1.395890877,1.624175777,1.050766356,1.603615664,0.627543339,1.106207595
0,0.246163614,0.572629717,0.711385654,0.430243517,0.440402647,0.735003927,1.495807709,1.176003557
0,0,0,0,0,0,0,0,0
0,0,0,1.040906454,0,0,0,0,0.001431642
0,8.793931637,9.74588773,9.620419626,10.07951145,9.80640462,9.998266034,9.5330805,9.905301253
0,0.138368881,0.432928416,0.278757944,0.548128817,0.340381102,0.261352686,0.65971727,0.52822323
0,0.037777477,0,0.036555801,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.797145824
MIR6126,0,0,0,0,0,0,0,0
CEACAM20,0.492976038,0.404402887,0.511055059,0.450289075,0.201330236,0.067269874,0.153523902,0.295952192
MIR6765,0,0,0,0,0,0,0.754140955,0
0,0,0,0,1.467086413,0.940599776,0.884549472,0.963787784,0
0,0,0,0,0,0,0,0,1.567555182
0,2.168041857,1.516055502,2.072819252,2.120232485,1.538309698,1.615590503,2.071148261,1.679545406
0,0.899522918,0.667319928,0.472879715,0.349536262,1.440580184,0.393289884,0.773934735,0.262354977
0,0,0,0.173458799,0,0,0,0,0.180517083
0,0,0,0,0,0,0,0.686663669,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.770796915,0,0,0
0,0.414335818,0,0.215879846,0.209088981,0.400595855,0.200686389,0,0
0,0.164541733,0.320832385,0.279029059,0.616792416,0.333889672,0.138417378,0.51979248,0.25076031
0,2.760787266,2.390254956,2.431925105,3.39921075,2.374683407,2.886813496,3.612458662,3.903472171
0,0,0,0,0,0,0,0,0
0,0.473147881,1.219165422,1.290595441,1.399985884,0.637286571,0.302076851,1.063661699,1.129487453
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
HIST1H2BG,6.690445033,6.503184928,6.702892987,6.726122771,7.79535786,7.774852935,7.739139269,7.75087444
0,0,0,0.225434124,0,0,0,0,0
0,0.065801002,0,0.063004609,0.06034046,0.220554082,0,0.126948943,0
0,0,0,0,0,0,0,0.583048218,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.015461887
0,0,0.605694391,0,0,0,0,0,0
0,0.148072459,0,0,0.13479488,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.340483652,0,0,0,0,0,0.607867636,0
0,1.525723125,0,0.680113676,1.449128171,1.493442391,1.073436377,0.680246931,1.542386834
0,0,0,0,0,0,0,0,0
RN7SL673P,0,0,0,0,0,0,0,0
ENPP7P7,0,0,0,0,0,0,0,0
USP27X,1.42434167,1.040906454,1.269601732,1.230983801,0.834977323,1.210176871,1.063502942,1.229384885
0,0.842538818,0.980296626,1.495111828,1.024000464,0.683518605,0.882604707,0.55719734,0.879532476
0,1.021742658,0.984892622,0.980901988,0,0.888778701,2.310750183,0,1.126873767
0,0.464852251,0.350441801,0.50049105,0.632990313,0.493610446,0.219521076,0.687170006,0.805130634
0,0,0.040311028,0,0,0,0,0,0
MIR6861,0,0,0,0,0,0,0,0
0,0,0.518860401,0.557902138,0.934212267,0.433588713,0.731667245,0.309853711,0.656378296
0,2.700701599,2.924839101,3.08599224,2.984720581,2.249260252,2.845233103,2.851435237,2.791799488
MIR7843,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
MIR612,0,0,0,0,0,0,0,0
SNORD115-13,0,0,0,0,0,0,0,0
MIR6842,0,0,0,0,0,0,0.736740805,0
0,0.302030044,0,0,0,0,0.272690916,0,0
0,0,0,0,0,0,0,0,0
0,0,0.501605253,0.462082691,0.322221221,0.303013834,0.264262578,0.318278658,0.279760103
TAF9,5.404116317,5.113796331,5.537193546,5.524019782,5.710674209,5.671222595,5.735773977,5.843745217
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.247341812,0.504328519,0,0.742723714,0.468611467,0.312185357,0.65830107,0.747444977
MIR7847,0,0,0,0,0,0,0,0
SDR42E1P4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0.584454583,0,0.990706587,0,0,0,0
0,0,0,0.235689078,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,2.531458818,3.333071604,2.735290374,2.751365167,2.683121507,2.431895696,2.692491922,1.872450556
MIR4458,0,0,0,0,0,0,0,0
0,0,0,0,1.098830504,0,0,1.132432072,0
SLC25A15P4,0,0,0,0,0,0,0,0
MIR6859-2,0,0,0.466356695,0.700279015,0.404893315,0,0.336619311,0.378538257
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
MIR9-2,0,0,0,0,0,0,0,0
MIR6511B1,0,0,0,0,0,0,0,0
MIR8066,0,0,0.805620172,0.77701944,0.801099043,0,0,0.851438435
0,1.566766455,0,1.444052121,1.786433265,2.397060892,0.841690589,2.231020678,0.943617569
0,0,1.398038373,0.880015442,1.143125623,0,1.105745116,0.547603814,1.00368858
FRMD6-AS1,0.875397914,1.014569539,1.053250385,0.965509477,0.756606597,0.859494136,0.981911821,0.711799713
0,0,0,0.498753298,0.580965513,0,0,0.23308184,0.452273863
0,0.783314159,0.766406889,0.810507268,1.09501971,0.767822573,0.682251464,0.8296304,0.964831099
MIR6886,0.996320045,0,0,0,0,0,0,1.020377741
0,1.014655228,0.988112403,1.122314899,0.94779331,1.289450876,0.850460208,0.839390457,1.024879909
SLC20A1P2,0,0,0,0,0,0,0,0
MIR497,0,0,0,0,0,0,0,0
0,3.93273208,3.540126488,3.949067966,4.265414391,3.691947261,3.267577745,3.555656665,3.780058078
MIR6798,0,0,0,0,0.776707056,0,0,0
NOL12,3.124194117,2.844488096,3.282143229,3.249542428,3.500279428,3.188366107,3.50170664,3.532541389
0,0,0.255834252,0,0,0,0,0,0.288046658
0,1.284087658,1.18226006,1.257427068,1.285337111,0.712123829,0.671114893,0.611674757,1.078760108
0,0,0,0,0,0,0,0,0
0,0,0,0.379150707,0.875765125,0.367450468,0,0.664414572,0.386532863
0,0,0,0,0.531347023,0,0,0.563541822,0
0,0.151726358,0.23903992,0.134868725,0.175230763,0.04589528,0.173980642,0.176464482,0.236891773
CA15P2,0.297845251,0.21363968,0.23057932,0.133813773,0.197695579,0.211454594,0.429253873,0.137194492
0,0,0.326386628,0,0,0.117390781,0.43969547,0.858027161,0.230259589
0,0,0,0,0,0,0,0,0
MIR8068,0,0,0,0,0,0,0,0
0,0.841892632,0,1.724746303,1.117568718,0.996155148,1.692583422,2.560186685,2.389423636
MIR451A,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.14131376,0,0.136117084,0.044773612,0.046192642,0.165037216,0.093420903,0.232946812
0,0,0.166273251,0.181477889,0,0,0,0.181854401,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.763584093,0,0,0.812167959
0,0,0,0,0,0,0,0,0
0,1.147847201,0,1.789387053,2.735520011,1.712107096,2.066320003,1.834100358,1.695708808
0,0.187580273,0.386269075,0.392664727,0.290223852,0.259660569,0.370058237,0.125875357,0.193297389
0,0.672133832,0.633815258,0.750503605,1.14056927,1.012218237,0,0.792857851,1.251597916
MIR6877,0,0,0,0,0,0,0.875184779,0
0,0,0.085845845,0,0,0,0.087015502,0,0.102258488
0,0,0.103844986,0.405000098,0.107427156,0.215192751,0.458521647,0.221487362,0.335022407
0,0,0,0,0,0,0,0,0
RN7SL722P,0,0,0.050566474,0,0,0,0,0
0,0.682249666,0.612308144,0,0.917165916,0.65968622,0.623456745,0.674100837,0
0,0,0,0,0,0,0,0,0
MIR6853,0,0.787570375,0,0,0,0,0,0
RN7SL733P,0,0.404398527,0.836385501,1.038745197,0.651256094,0,0.823755881,0
0,0,1.93116488,0,1.560705173,0,0,0,0
0,0,0,0.668836208,0,0,0.625385526,0,0
0,2.473290778,2.480086713,2.250600855,2.159338551,1.685253948,2.850295372,2.472100401,2.635851883
0,1.480502966,1.510759422,2.002515309,1.072167555,0.770698828,1.037044792,1.00631957,1.29322921
0,1.385060997,2.442383555,2.288370375,1.193014721,0,0,0.146420618,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0.118230004,0,0,0,0.125029723
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
IGKV2-40,0,0,0,0,0,0,0,0
ENPP7P14,0,0,0.078146212,0.074769564,0,0,0.079682986,0
0,0,0,0,0,0,0,0,0
0,1.842174318,2.261903852,0,1.490626605,1.519406032,0.5302196,1.658819286,1.399296897
0,0,0,0,0,0,0,0,0
0,0.439716743,0,0,0,0.417544167,0,0,0
0,0.747971664,0.926533876,0.728870469,1.069365338,0.404890046,0.202521786,0.218592722,0.42618423
0,0.336589607,0.426755322,0.585716352,0.442849038,0.16779979,0.157189913,0.326556906,0.487306258
0,0,0,0,0,0,0,0,0
0,0.509951173,0,1.364841337,0,0,0.624982389,0,0.664214301
GOLGA6L1,0,0,0,0,0,0,0,0
0,1.832509295,1.397282731,2.966890004,2.460965306,2.114073792,1.78612375,0,2.727752766
0,0,0,0,0,0,0,0,0
0,1.474820192,0,0.910804027,1.838520205,0.893519869,0.679808405,1.173575207,1.211242757
0,0.273793958,0.241382597,0.484686741,0.254540833,0,0,0,0.73020605
RN7SL106P,0,0,0,0,0,0,0.090873208,0
0,0.26908343,0.242101248,0.671384869,0.813954766,0.256656843,0.240962709,0.26415086,0
HIST1H3G,0.196833628,0.142078785,0.359425587,0.250434105,0.223501633,0.241018864,0.26361257,0.379424671
MIR6875,0,0,0,0,0,0,0,0
0,0.82306616,1.10158957,1.97123268,1.462429308,1.683889549,1.848237336,2.795295252,2.612866728
0,0.17961678,0.435207191,0.468913783,0.317774083,0.591100117,0.437077495,0.330634118,0.182992245
0,0,0,0,0,0,0,0,0
0,0,0.229421803,0,0.448659953,0.246044403,0,0.247882561,0.259808784
SDR42E1P1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0.105607148,0,0,0,0.215662446,0,0
RBM17P2,0,0,0,0,0,0,0.065156882,0
0,0.533030026,0.83321962,1.44285859,1.031995018,0.513678713,0.480971301,0.282000851,0.300588827
0,0,0.427019322,0.249411359,0.349288271,0,0.120587371,0,0
0,0,0.55313634,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,2.433838115,2.025255638,1.713115101,3.180626876,1.855790416,2.410278684,2.450366682,2.269847052
0,0,0.066558907,0,0,0,0,0,0
0,0.84377084,1.952121061,2.2340046,1.427407722,2.286490858,0.94993155,1.857682476,2.750930164
0,16.42173613,16.46218751,16.26052816,16.3832419,16.46625016,16.53963442,16.51972685,16.49862642
0,0,2.413019923,0.875609445,2.484127817,0,1.638880131,2.162358295,1.930945449
0,0,0,0,0,0,0,0,0
0,1.751395163,0.899119159,1.707714723,1.031726893,0.393580945,1.29820667,0.728575344,0.738325991
0,5.941118052,5.944001005,7.129344845,6.590169338,7.167277633,7.37891039,7.630980559,7.578297205
0,2.401092496,2.126738333,2.789887804,2.397972681,1.983761591,1.754960169,1.753013989,2.790917968
0,2.164776626,2.001589695,2.432441013,2.455252248,1.305030786,0.912265095,0.997203512,1.341746701
LINC01138,3.076230706,2.869024487,2.904127595,3.226704267,2.731174551,2.329594369,3.028397645,2.795008419
0,0,0.070882096,0.118291942,0.124882473,0.129879362,0.087161643,0.079334143,0.068886356
0,0,0,0,0,0,0,0,0
0,1.556346027,0.975822386,0.975786442,1.402138215,0.71832699,0.810193001,1.472414985,0.731523017
0,0.100369503,0,0.188461695,0,0,0,0,0
MIR3670-4,0,0.207876613,0.279026681,0,0,0,0,0
FAM27E3,1.947969063,1.667101889,1.9539245,2.545706486,1.853444804,1.733380374,2.139446574,2.032527592
0,0,0,0,0,0,0,0,0
0,0.438261974,0,0.427346572,0,0.225985612,0.210297836,0.229013191,0.240317993
0,0.578417075,0.51986694,0.330771777,0.372160905,0.562130546,0.142478791,0.80840647,0.973629642
0,5.743189102,5.689190116,6.311201554,5.982655956,6.523287504,6.757849998,6.827552305,6.875878336
0,0.267255322,0.240161655,0.263171455,0.661807963,0,0.242142721,0.485441254,0.274914044
0,0.573353196,0,0,0,0,0,0.561137431,0
MIR6813,1.059175276,0,0,0,0,0.972366954,1.047342945,0
0,0.936748357,0.863332708,0,0,0,0,0,0
0,0,0.247925084,0.496776267,0.84908573,0,0.645545808,0.501033477,0
0,0,0,0,0,0,0,0,0
0,0.070240654,0.096202875,0.117046282,0.181644533,0,0.02925427,0.039636898,0.068705751
0,0,0,0,0.12689266,0.131766205,0,0.135633629,0
INO80B-WBP1,2.777594354,2.26127204,1.318611859,2.140412211,2.129157703,2.1105804,2.244841403,2.458710091
0,2.181175718,2.880187891,2.874533382,2.098446509,2.117548771,2.249369488,3.067557838,3.143109293
OR7E156P,0.001386113,0,0,0,0,0,0,0
MIR4727,0,0,0,1.008630305,0,0,0,0
0,1.098891126,0.986716008,3.756745778,0.262976697,0.989907029,0.680823025,1.947692336,2.697589246
MIR6507,0,0,0,0,0,0,0,0
0,1.25297267,1.427734883,1.730253012,1.538707006,2.001827458,1.690573537,0,1.288199074
0,0,0,0,0,0,0,0,0
MIR6724-2,0,0,0.446081508,0.428370759,0.692966322,0.809755218,0,1.079511237
0,0,0,0.679335513,0,0,0,0,0
0,8.379677273,9.176439967,8.932028681,9.217589406,9.197418214,9.257486848,9.13136312,9.419050045
0,0.207285668,0.255384709,0.258475508,0.578613195,0.277257565,0.266273225,0.070278442,0.454367538
0,0,0,0,0,0,0,0,0
MIR6514,0,0,0,0.844096362,0.869695351,0,0.890158709,1.255464476
0,0,0,0,0,0,0,0,0
0,0.423181207,0,0,0.438194894,0.398015381,0.402782197,0.213212883,0.25243867
GATSL2,1.914656363,1.944161287,2.036999093,2.231847093,2.300899788,2.218440211,2.293391086,2.328420021
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
