,TWV1,TWV2,TWE1,TWE2,TSV1,TSV2,TSE1,TSE2,TGV1,TGV2,TGE1,TGE2
RPL34,9.578814747,8.637992121,8.916242818,8.117633392,8.471372986,8.751826905,8.373350908,8.370029744,7.758692428,7.893815633,7.53247058,7.669701188
MTERF1,3.993454694,4.594550612,3.87679186,4.126807523,4.478970204,4.534450808,4.334659821,4.409763217,4.037036601,4.353686811,3.889302349,4.060845246
GTF2A1,7.541064127,7.477279741,7.486024888,7.349538734,7.700050396,7.31470973,7.662967379,7.309459777,6.974791767,7.329539324,7.062119871,7.069461633
RPL13P5,1.146648383,0.636049457,0.825780226,0.640562236,0.675037219,0.723493768,0.661760125,0.724417883,0.726356632,0.443707836,0.949771605,0.662426763
KLK11,0.12422906,0,0.228560373,0.246483723,0.779020593,0.09564743,1.013298023,0.407207978,0.051523357,0.10033058,0.107862683,0.237937441
NEB,2.821699506,2.741667502,3.037371337,3.040701882,2.974774617,3.194848905,3.023191714,3.309447241,2.769218183,2.362076223,3.193962496,2.512673953
NKAPP1,0.959187069,1.125658594,0.557855369,0.77229643,0.87601052,0.565415637,1.013298023,0.816345325,1.18431374,0.953263756,1.087899501,0.888851086
COL16A1,1.437535542,0.565784425,1.80287367,0.949767211,1.367980783,0.753132335,0.57986542,1.292433416,1.734201693,1.1993384,1.517595036,1.38612065
MRPL57,6.525038009,6.355684099,6.116149773,6.093728418,5.933366669,6.107016619,6.252192184,5.838877434,5.595114524,5.5318178,5.448174084,5.580252529
GNG12-AS1,0,0.052329433,0.118801698,0.052780958,0,0,0,0,0.149358158,0.051037286,0,0
TP53BP2,5.632400343,5.724124913,5.501108513,5.617821768,5.514690869,5.797797059,5.48437237,5.79812056,6.005939947,6.071624353,6.000811809,5.923831756
PTPRM,0.394775351,0.331779704,0.754169838,0.2911021,0.237553181,0,0.232173796,0,0.284694031,0.051037286,0.158913286,0.12386842
RAB5B,8.790225742,9.359217454,8.70771631,9.304720979,8.594279017,8.882136813,8.679100756,8.830613024,8.704586512,8.910022537,8.762144752,8.846823609
SYMPK,5.93132935,6.143673627,6.133892036,6.314451515,6.084980875,5.876492769,6.031209401,6.058710591,6.429420341,6.096132303,6.413275358,6.143740235
C4orf32,6.002870231,6.089140973,5.530875354,5.614533789,4.994399356,4.328386549,4.844629193,4.305229321,4.926670605,5.565118122,4.723777614,4.936884116
TRIM52,2.961502705,2.921234088,3.776443476,3.340462207,3.874109318,3.200238578,2.975948583,3.695728888,3.896175302,3.687413234,3.638132833,3.527845463
C22orf24,0.12422906,0.102827024,0.228560373,0.152880827,0.237553181,0.141193724,0.232173796,0.051351515,0.051523357,0.194135169,0.158913286,0.182030019
ANO3,1.868999557,1.308893306,1.272762468,0.740473331,0.779020593,1.511321428,0.788697759,1.134721711,0.627961372,0.953263756,0.62612509,0.442132342
KIAA1109,6.143474851,6.22500171,6.368537868,6.543790643,6.42711572,6.631132193,6.031851208,6.567563733,6.720530148,6.52913691,6.71618718,6.518593883
LOC100506071,0,0.102827024,0,0.052780958,0.042408862,0.048616221,0,0,0,0,0.054939147,0
CTBP1-AS2,5.114034031,5.183864663,5.209717471,5.514593386,5.336566807,5.058268226,5.572587274,5.153992898,5.115537205,5.041788838,5.694055365,5.586995315
CDC16,5.863872978,6.059084934,5.874784783,5.920832523,5.755188912,5.917153971,5.809604606,5.962230094,6.930326019,6.943362709,6.891972914,6.940613772
LINC00294,4.329776182,4.009668065,4.259543224,4.063912659,4.068763156,3.837710792,3.831954497,4.140121184,4.179902982,4.288721221,4.218946927,4.12526057
MRPL39,6.589773333,6.439119392,6.153159771,6.018602066,6.350599588,6.495232901,6.534886753,6.23631835,5.635771466,5.866096564,5.607117246,5.692053782
SRPK1,6.760428417,6.74162394,7.202629876,6.890416515,6.442042749,6.451834916,6.804594377,6.746669982,6.413509254,6.876404696,6.855202355,7.099952558
CRBN,7.02383765,7.244084368,6.632158988,6.646632311,7.108399795,7.021241453,6.938632928,6.638540904,6.488447826,6.880819621,6.226976693,6.514355455
ACTL8,0.063451273,0.052329433,0.118801698,0.052780958,0,0,0.081613896,0.051351515,0.240977652,0.147995142,0.107862683,0
NTPCR,7.599759407,7.169418923,7.122250577,6.678471375,6.547028941,6.886482703,6.636281709,6.605637551,5.880669032,6.010081758,5.827249068,5.96064234
HOXA4,0.622509557,0.565784425,0.174724574,0.37640098,0.503497906,0.310231785,0.607683395,0.407207978,0.101269918,0.051037286,0.054939147,0.182030019
IQCK,3.764422677,4.531429786,3.798859865,4.24775725,4.177413767,3.854899114,4.153078373,3.695728888,4.870397744,4.904564502,4.755220944,4.836338915
LOC102723385,0.238603818,0.373512171,0.118801698,0.052780958,0.16263233,0.048616221,0.158857012,0.051351515,0,0.324311502,0.158913286,0.182030019
FAM201A,2.593546989,2.461114185,2.255994404,2.240694067,2.762856537,2.650293897,2.667780016,2.585072963,2.413236376,2.235415361,2.142656893,2.183099851
DICER1-AS1,1.699608802,1.3720203,1.418856819,1.379778893,1.667995897,1.068132293,0.836502314,1.036201704,1.513132455,1.12982028,1.189605987,1.173215832
UBXN6,5.795444948,6.041393515,5.654027109,5.996037777,5.645114839,5.776306372,5.778583627,5.609710096,5.76002668,5.71604871,5.733532187,5.637235885
LMLN,5.910990379,6.147437366,6.184144071,6.421181596,6.547028941,5.76453052,6.237800338,5.899684288,6.870616813,6.761397959,6.830321487,6.689356595
HOXC12,0.292561349,0.565784425,0.42581417,0.605659444,0.533541891,0.91921248,0.812798032,1.010483371,0.195895079,0.147995142,0.390141883,0.12386842
POLR3K,4.978634409,4.508200192,4.895007829,4.667148294,4.761962987,4.997653203,5.220655748,4.845799798,4.469933709,4.42555515,4.618290236,4.478487976
PITRM1,7.110413505,7.320419445,7.257477677,7.542973174,7.056319554,7.510721515,7.285844898,7.595781249,7.514929536,7.615443382,7.738709189,7.772952201
PRR5L,0.12422906,0.052329433,0.174724574,0.2911021,0.042408862,0.048616221,0.158857012,0.148876382,0.101269918,0.194135169,0.432251316,0.343644525
PCDHGA1,3.985286333,4.489343399,3.950728972,4.403198124,4.221914476,3.703722758,4.315810747,3.679500311,3.542639898,3.412856897,3.491498507,3.493805788
ADTRP,0.622509557,0.331779704,0.330555862,0.200441268,0.409419048,0.269792578,0.335603525,0.051351515,0.101269918,0.28221113,0.107862683,0.12386842
PEX10,3.892242655,3.979581055,3.687935733,3.811661474,3.454683113,3.781290204,3.768676658,3.586825356,3.716309262,3.654787408,3.787541552,3.760368057
SCNN1D,2.214736737,1.765942258,2.255994404,1.952038199,2.711215823,1.545600293,1.901283691,1.908381073,2.10723155,1.265660133,2.06448743,1.571608854
HSPE1,5.386328729,5.212891594,5.058142096,5.433571849,5.488088273,5.432603367,5.422089344,5.492679492,5.311864915,5.478050968,5.043685494,5.012961993
ZNF473,4.462214956,4.408843903,4.820273396,4.777107676,4.912455028,4.493331915,4.942082325,4.636856911,4.796822179,4.665532497,5.075587626,4.988724913
SERPING1,0.855452641,1.509388122,0.926942372,1.107778642,0.922165069,1.65954192,0.764188041,1.110715235,0.284694031,0.404996665,0.346766309,0.393728698
MAPKAPK5,5.839157933,5.794942749,5.721292137,5.724358713,5.731083456,5.832050729,5.786211448,5.74452521,5.367559152,5.391590918,5.502300546,5.469308621
RGS20,0.704408138,0.529325473,0.959145882,0.533213732,0.620092916,1.365429943,0.764188041,1.249104334,0.757718231,0.926180481,0.696923751,1.256779566
SRSF9,6.943375045,6.832332545,6.659365275,6.654658193,6.245043654,6.368714004,6.481385361,6.32831799,6.192501096,6.045906771,6.068293122,6.009645109
SMG1P7,0.394775351,0.288804001,0.378971088,0.533213732,0.753718901,0.349568307,0.4930407,0.367238763,0.558426763,0.324311502,0.551671953,0.488964581
RPS6KL1,3.111638589,3.416531419,3.767378478,3.893520173,3.841455754,1.993384492,3.527872168,2.389434635,2.432798142,1.969665388,2.703049853,2.292750426
SDHAP2,3.497794942,2.989923115,3.794404365,3.366757178,3.894510533,2.875857965,3.038601779,3.595500705,3.319124536,3.358178418,3.664869726,3.122694997
LHX2,1.777358275,1.842234587,1.855150209,1.866169388,2.573397574,2.0541754,2.600150891,2.338665118,2.413236376,2.478508886,2.632558637,2.512673953
TRIM52-AS1,1.921314299,2.036601707,2.032091479,1.677388209,2.147524319,2.535589617,2.326502729,2.389434635,1.81095581,2.047129979,2.077813356,1.984968424
TMEM151B,0.182549575,0.052329433,0,0,0.200579042,0.048616221,0.12075235,0,0.694298111,0.194135169,0.473166434,0.393728698
NFIA,7.160242273,7.442777418,7.211012054,7.515325219,7.781724458,7.388567781,7.529815051,7.305830019,7.74530927,7.665431948,7.593470766,7.424489186
CCDC77,3.45702838,3.230340279,3.629102329,3.452736571,4.061048482,3.585136153,4.019666497,3.707781634,4.037036601,3.746666506,4.109661813,3.760368057
MIR3153,0,0.151616697,0.060623375,0.052780958,0.343108829,0.349568307,0.12075235,0.240224029,0.368342807,0.147995142,0.208219002,0.182030019
ZFAND6,7.605433087,7.673543688,7.047929543,6.790033778,7.527912244,7.574625765,7.174875218,7.148552936,7.123266542,7.606674416,6.656933118,7.078581077
CACNG6,0.063451273,0.102827024,0.174724574,0.152880827,0.409419048,0.09564743,0.335603525,0.100937866,0.149358158,0.10033058,0.158913286,0.12386842
CLASRP,4.572648702,4.310216905,5.139436987,4.475058283,4.922424125,4.150495487,4.606901933,4.592042319,4.611840919,4.134581393,4.713142348,4.35751457
ADCK3,3.931033985,3.934983444,4.099002935,4.261836922,4.129038947,3.871885063,4.235623965,3.983696134,4.253251708,3.811003729,4.404899601,4.017577864
DPCD,6.083519437,5.79302181,5.865257125,5.508701636,5.630419982,5.293287347,5.828197602,5.116811714,5.830853638,5.753123721,5.924497187,5.768784517
AP3S1,7.607762838,7.220337647,7.314990024,7.004504507,6.739759098,7.076870459,6.696620363,6.887109162,6.589948834,6.981272773,6.430257942,6.657039196
UBAP2L,8.108242902,8.323737653,8.529014677,8.616472311,8.17565585,8.440844642,8.358077907,8.542435116,8.306320152,8.335056563,8.785302548,8.721743507
FASTKD2,5.945082095,5.743153184,5.779936949,5.914607624,5.802224161,6.154295074,5.959483029,6.071204257,5.764858203,5.905630454,5.744018741,5.674433756
TDRKH,5.839157933,5.711976449,5.635464145,5.718244884,5.456092163,5.824217912,5.412264116,5.84616564,6.009201191,6.022921703,5.986751739,5.865129282
WASH7P,0.182549575,1.050465317,0.42581417,0.533213732,0.237553181,0.693233515,0.432111628,0.626231839,0.195895079,0.194135169,0.390141883,0.620977045
ZNF33B,5.733396338,5.664435954,5.677202428,5.668378505,6.227345303,6.004463843,6.132226637,6.026192817,6.102997381,6.178772894,6.037933021,5.984330616
CTTNBP2NL,4.692890439,4.795971799,4.483642733,4.862742908,4.520816784,4.686202544,4.448637568,4.700567174,4.631020202,4.983865431,4.738536489,4.693689432
HIST1H1T,0.819148034,1.149876631,0.557855369,0.949767211,0.308774628,0.565415637,0.195981093,0.326130589,0.52236091,0.481407374,0.346766309,0.534324247
BCR,5.11215977,5.019440119,5.134157548,5.352998903,4.984917008,4.989894073,4.872127475,5.171505135,5.500956044,5.218223045,5.418366963,5.391331111
ACER2,3.964660773,4.318253142,3.541420907,3.510483516,4.071325574,3.759550343,3.920567754,3.524591776,3.415677607,3.92483704,3.212204455,2.915453795
LINC00662,1.739007233,2.112502269,1.954342234,2.019886894,1.480220593,1.808132173,1.574750268,1.698922189,1.475901361,1.942891131,1.497902742,1.793042698
RANGRF,0.53568048,0.373512171,0.59931358,0.200441268,0.503497906,0.496992956,0.432111628,0.367238763,0.368342807,0.443707836,0.512953121,0.237937441
LINC01522,0.344573385,0.198810213,0.228560373,0,0.273603358,0,0.267480713,0,0.284694031,0.443707836,0.551671953,0.488964581
SERPINB8,2.113443969,2.508709425,1.730087807,2.046157443,1.881614048,1.955641137,1.912479269,1.792436638,1.567237307,2.008917547,1.832610083,2.048879757
FDX1L,4.465154789,4.386086892,4.210221265,4.126807523,4.053292332,4.290988138,4.355318397,4.181043365,3.910199051,3.582906319,3.795629266,3.666720336
BOD1L1,6.083519437,5.899520072,6.351957593,6.100011817,6.234222057,5.960675588,5.898151815,6.146192002,6.398042846,6.198714001,6.316120087,6.082073553
SF3B5,6.937565685,6.609244151,6.48992265,6.260077425,6.036629119,6.30573033,6.359879707,6.126124285,5.623055781,5.673931153,5.638931921,5.741242381
SMG8,5.713754849,5.851412847,5.433948823,5.720285707,5.561008665,6.145940392,5.665676632,5.973089426,5.916716222,5.996312932,5.840014078,5.899120264
CASQ2,1.363838347,1.546347973,1.138589296,1.030935125,0.779020593,2.474625767,0.88277351,1.989606801,1.531393789,1.409493468,1.213950487,1.335766985
LYPLAL1,5.926004727,5.480928906,5.735306919,5.347727992,5.291124558,5.718321235,5.169078919,5.39169989,5.349661127,5.476884937,4.847583284,5.172096073
LOC101928794,0.622509557,0.45352131,0.71698604,0.67464054,0.441465183,1.306678565,0.522566686,1.086302522,0.627961372,0.588932662,0.390141883,0.702718784
DLX5,0.53568048,1.242877211,0.515170449,0.740473331,0.87601052,0.048616221,0.551500497,0.051351515,2.799671373,2.802727473,2.703049853,2.652947827
PHF2,4.930522038,5.016150321,5.012835968,5.049640438,5.179171502,5.687951143,5.026942848,5.615053031,5.223370344,5.316663209,5.243155735,5.238695847
CCDC129,0.855452641,0.887190406,0.557855369,0.863759012,0.308774628,0.995593034,0.158857012,0.957629034,0.368342807,0.365218067,0.390141883,0.182030019
DLC1,0.063451273,0.102827024,0,0.200441268,0.237553181,0.310231785,0.041383988,0.195273071,0.051523357,0.10033058,0.158913286,0.182030019
ERICH3,0.292561349,0.414071314,1.371783557,1.836371869,1.708065482,0.349568307,2.22239429,1.110715235,2.508495995,1.995951794,3.004603252,2.512673953
PRPF38A,6.362686141,6.310070838,6.191787276,6.022742185,6.330952873,6.15012378,6.456264404,6.039764856,6.175909952,6.102194786,6.179091796,6.076334553
THYN1,7.333125061,7.237389834,6.895058023,6.595849799,6.793900777,7.035256851,6.751422435,6.696645291,6.33641252,6.391114125,6.098027469,6.272293305
PPIE,5.612650448,5.378327866,5.303631696,5.219414539,5.056501757,5.425717957,5.359042983,5.178739624,5.044202199,5.102021163,5.077247302,4.998873226
FBXL15,3.148682057,3.213204067,2.927727697,3.092040385,3.284032288,3.082598023,3.207184338,2.825280049,3.198603502,2.710496565,2.895949621,2.642628688
CLIC5,0.063451273,0.102827024,0.060623375,0.200441268,0.123660495,0.048616221,0.158857012,0.051351515,0.101269918,0.147995142,0,0.291758919
DND1,3.378120102,3.421513578,3.372360549,4.037966346,3.702907383,3.491526229,3.866904962,3.586825356,3.595669269,3.807297576,3.633628111,3.411110029
CAPN7,6.136115276,6.522056676,6.20695327,6.62772977,6.547949168,6.767629643,6.560466616,6.735429786,6.806455989,6.984558375,6.71618718,6.747691014
LOC284581,1.312528651,1.66872431,1.272762468,1.536244101,1.708065482,1.849880545,1.207596768,1.949565502,1.31655391,1.243889901,1.497902742,1.614480274
SLC6A10P,0.622509557,0.151616697,0.118801698,0.152880827,0.16263233,0.531609893,0.267480713,0.367238763,0.485370282,0.481407374,0.432251316,0.442132342
HINT2,5.183509673,5.099337566,4.708681145,4.570909146,4.752414173,5.009981661,4.877850398,4.632648331,4.011244935,4.146364082,4.046675626,4.001516894
LOC102723769,0.182549575,0.529325473,0.42581417,0.334381857,0.273603358,0.461524934,0.12075235,0.148876382,1.012956305,0.051037286,0.255895178,0.063263205
BTBD3,5.707561637,5.936535242,5.64043767,5.783137023,5.826696374,5.479902509,5.726409736,5.395430686,5.703772354,5.92200266,5.74297351,5.699539839
LOC101928495,0.443289005,0.198810213,0.280459288,0.200441268,0.409419048,0.310231785,0.195981093,0.240224029,0.240977652,0.051037286,0.054939147,0.063263205
LGMN,6.312151296,6.633063399,6.092753735,6.546668739,5.975699433,6.059619511,6.303589835,5.911022877,5.586407196,5.506899589,5.82032853,5.580252529
RNA5-8S5,0.344573385,0,1.464442549,0,0,0.048616221,0.400654158,0,0,0,0,0.12386842
PHF3,6.053557667,6.868810809,6.401869896,7.084316408,7.156253532,7.034502732,7.060011989,7.049032987,7.357515228,7.355466644,7.378441656,7.287975713
HSPBP1,4.680295699,4.723189576,4.458517821,4.813886612,4.695416782,4.517280212,4.951610817,4.377431028,4.933552853,4.659378261,5.014530939,4.829531685
CNTN5,2.614882595,1.718152024,1.970230902,1.227400867,1.626781543,1.24543269,1.346151639,1.010483371,1.475901361,1.845063169,1.307417355,1.676489396
RBM15B,6.235882076,6.287053004,6.228582024,6.317150871,6.198919995,6.357903552,6.368543456,6.386961906,6.538398808,6.468830888,6.543847671,6.384916017
LOC101929431,0.182549575,0.288804001,0.280459288,0.152880827,0.123660495,0.269792578,0.081613896,0.100937866,0.149358158,0.051037286,0,0.182030019
MRPL43,7.930339883,7.664378822,7.465503065,7.223913059,7.263222158,7.441296765,7.496724072,7.142645687,6.827853735,6.842402307,6.801494093,6.87049577
PPP1R32,2.493428338,2.717564781,2.526997517,2.592260685,4.339249594,1.286550789,4.324218531,1.415120347,5.06628863,4.491705272,5.055521143,4.49292058
ZNF585B,3.993454694,3.993030582,3.881000411,4.278553133,4.262843375,4.207809355,3.884067724,4.060898851,3.77496288,3.383289452,3.511277813,4.068574506
SLC38A3,0.890866043,0.9157186,1.110189525,0.89300185,1.384559634,1.365429943,1.670180134,1.807449605,0.960011091,1.081541225,1.666145746,1.144249907
IYD,1.659104164,1.942688939,1.347658132,1.440459085,0.620092916,1.562439057,0.739254725,1.528186758,1.31655391,2.653840148,1.087899501,2.266109143
TOLLIP-AS1,0.925430949,0.669938974,0.557855369,0.863759012,0.87601052,0.693233515,0.57986542,0.520872333,0.593612953,1.005951152,0.473166434,0.662426763
THSD4-AS1,0,0,0,0,0,0.048616221,0,0,0,0,0,0
ZNF286B,0.394775351,0.414071314,0.42581417,0.949767211,0.803886188,1.181471065,0.400654158,0.755715735,0.485370282,0.752047398,1.061311686,0.620977045
OGFR,4.553439586,4.561079662,4.660530765,4.630722061,4.731505676,4.549309248,4.815105985,4.823818169,4.830396266,4.725672671,4.755220944,4.723370051
C6orf106,7.160695703,7.050639217,7.123583197,7.254864689,6.961776314,7.10408044,7.021107189,7.17266785,7.398508085,7.248497032,7.41565087,7.263351532
C12orf76,3.390544315,3.431426578,3.08921883,3.117040418,3.301598436,3.52197516,2.769796154,3.440417795,3.667606587,3.890219318,3.300106884,3.3865851
MALAT1,12.02113306,11.73945534,13.26584997,12.41406072,13.05634566,11.06303198,11.66724067,11.85140063,12.59375764,11.74567659,12.3398298,12.04117606
SCLY,0.12422906,0,0.174724574,0.052780958,0.042408862,0.141193724,0.081613896,0,0.101269918,0.10033058,0.107862683,0.063263205
TSL,0,0,0,0,0,0.048616221,0,0.051351515,0.051523357,0,0,0
AKNAD1,0.664039919,0.565784425,0.754169838,0.569891278,0.273603358,0.425162923,0.400654158,0.240224029,0.149358158,0.404996665,0.158913286,0.442132342
MANEA-AS1,0.344573385,0.244508708,0.639613627,0.200441268,0.308774628,0.141193724,0.232173796,0.367238763,0.447406201,0.443707836,0.390141883,0.488964581
FMR1-AS1,0.063451273,0,0.330555862,0.103698884,0.472814928,0.310231785,0.335603525,0.195273071,0.051523357,0.194135169,0.107862683,0.182030019
EIF3H,9.11898782,9.131324993,8.820887231,8.863833734,8.604155952,8.983004984,8.888834192,8.795748456,8.54592537,8.684400488,8.570416274,8.599527362
TRMT10A,4.377368991,4.280361689,4.28199552,3.929246714,4.148583948,4.239566029,3.969628577,3.990289853,4.208557036,4.480113023,3.97370247,4.029507331
