,TWV1,TWV2,TWE1,TWE2,TSV1,TSV2,TSE1,TSE2,TGV1,TGV2,TGE1,TGE2
RAP1GAP,1.659104164,1.812200037,1.371783557,1.082616185,2.17637511,2.042220416,1.709222255,2.02856672,1.993279136,1.770887853,1.329867647,1.05369019
MAP10,1.552569233,0.943693592,1.193764767,1.030935125,0.441465183,1.137198195,0.739254725,1.33449903,1.08890013,1.153367157,1.395195531,1.229459275
COL6A5,0.12422906,0.198810213,0.330555862,0.103698884,0.376644879,0.185346004,0.522566686,0.100937866,0.284694031,0.28221113,0.255895178,0.063263205
MAB21L2,0,0,0.060623375,0,0,0.048616221,0.041383988,0,0,0,0,0
OR7E91P,2.322409617,2.470759677,1.922030108,2.071958165,1.282102362,2.253978801,1.362571533,2.00271069,2.057693693,2.235415361,1.683683546,2.124982247
CCDC108,1.719442505,0.828383749,1.395512172,0.949767211,2.338321188,0.630739642,1.956412497,0.591959872,2.442480451,1.873697414,1.923986037,1.614480274
LINC00518,0.063451273,0.151616697,0.118801698,0,0.123660495,0.09564743,0.232173796,0.240224029,0.195895079,0.23884517,0.054939147,0.291758919
HEY1,0.292561349,0.288804001,0.060623375,0.152880827,0.237553181,0.141193724,0.267480713,0.195273071,0.101269918,0.147995142,0.054939147,0.182030019
AQP11,2.398198363,1.914694269,2.032091479,1.694098502,2.312561338,2.334609663,2.351396916,2.139505526,1.749882672,1.643654333,1.457692954,1.571608854
RIOK3,5.737049532,5.930431622,5.616659219,5.748558186,5.786715507,5.901523123,5.793799152,5.734741519,5.968733795,6.345206011,5.885244447,6.008641012
DDX19B,4.414344178,4.536031156,4.335110556,4.29233686,4.244795949,4.432807118,4.615490824,4.313140336,3.638418438,3.683375127,3.881724416,3.779331927
MIRLET7I,0,0,0,0.103698884,0,0,0,0,0,0,0,0
PPP1R14D,0.890866043,1.242877211,0.557855369,0.569891278,0.779020593,1.044355503,1.013298023,0.659708513,0.627961372,0.953263756,0.512953121,0.662426763
TRPM7,5.767138343,6.044626316,5.878999184,6.142484867,6.714982624,6.746602581,6.695405586,6.749101957,6.97270514,7.121436329,6.874898072,6.869389964
LOC101927924,0.344573385,0.052329433,0.330555862,0.2911021,0.042408862,0.269792578,0.267480713,0.326130589,0,0.10033058,0.255895178,0.182030019
ATP5D,4.986840412,5.146739933,4.964078531,4.904624493,4.53016044,5.28316471,4.957027548,5.10014344,4.766308146,4.766327177,5.065589272,5.036798612
STX12,6.058432495,5.899520072,5.9133061,5.789954436,5.688322139,5.785299761,5.794555732,5.791529019,5.808565073,6.231579107,5.877645114,6.033536143
TPI1,7.252465925,7.060653599,6.942140515,6.970186665,6.700985842,6.978751396,7.125217639,6.898108394,6.958435474,6.950100803,7.16012483,7.040770257
SLC25A29,5.706319798,5.387268326,5.931680713,5.325109262,5.650265729,4.856302951,4.966458162,5.212968956,5.365015846,4.865892067,4.981233656,4.872111434
HEATR6,4.522727386,4.572323148,4.715767074,4.704740363,4.843674041,5.281894372,4.709952225,5.39169989,4.990763166,5.102021163,5.095378828,5.042696735
DSE,0.622509557,0.636049457,0.471184007,0.640562236,0.803886188,0.838560941,0.739254725,0.816345325,0.788412564,0.87043921,0.512953121,0.817253371
LINC01000,4.367975204,4.127161351,4.909501132,4.564107569,5.271202424,3.834248416,4.228922716,4.407301689,4.697219616,3.695455696,4.386275788,4.299581223
FBXL6,4.037572252,4.045608859,4.383375698,4.467788288,4.488587935,3.637724518,4.587824434,4.088817001,4.516513583,3.92483704,4.482100085,4.140008098
ACAT2,5.993737553,5.564380275,5.601436776,5.38293852,6.359537528,6.450704799,6.665526272,6.313934055,5.534162297,5.366625215,5.601361483,5.420313864
PON2,6.916241325,7.250398031,6.595493881,6.883148141,6.839334473,7.011693919,6.668418387,6.797839874,6.688340436,6.828299472,6.373979913,6.514355455
WDR87,0,0,0.060623375,0.052780958,0.273603358,0,0.12075235,0.195273071,0.52236091,0.147995142,0.551671953,0.291758919
RNF7,7.222375023,7.119705797,6.873042131,6.839221273,6.935997797,6.914214336,6.907147375,6.649517596,6.506445434,6.470589363,6.251438997,6.342510972
AFG3L1P,4.377368991,4.061654212,5.06185416,4.489489282,4.98627545,3.777689567,4.334659821,4.186795775,4.102624407,3.280111288,4.109661813,3.972972638
LINC00475,0.12422906,0.052329433,0.118801698,0.200441268,0.16263233,0.185346004,0.041383988,0.240224029,0.051523357,0.051037286,0.054939147,0
ATL2,6.461683561,6.303338925,5.960800662,5.864740033,5.945289714,6.172232598,5.974249989,6.115607859,5.677365442,5.852674137,5.529227257,5.52935166
SNORD42B,0.182549575,0.052329433,0.118801698,0.152880827,0.200579042,0.09564743,0.195981093,0.195273071,0.101269918,0.10033058,0.107862683,0.182030019
TCF7,1.437535542,0.887190406,1.051655705,0.833911149,2.623145421,0.86594882,2.543668055,0.874529371,2.996544296,2.53338111,3.079384043,2.836168905
DNAJB9,6.264008323,6.232108343,5.805624232,5.882162584,5.605001573,5.826833579,5.482495527,5.715967709,5.579842039,6.182354081,5.440457489,5.961680394
ZNF596,3.861333586,3.852536142,3.629102329,3.407857013,3.962345252,3.633746621,3.545957473,3.406309648,3.163908285,3.446603386,2.873201249,2.965988738
NDUFB4,8.303200391,8.084197663,8.184377466,7.8012031,7.439188424,7.70640749,7.828180839,7.622555126,7.515789648,7.655417241,7.607321401,7.729733916
MIR1254-1,0.12422906,0.414071314,0.515170449,0.334381857,0.308774628,0.228187076,0.232173796,0.283816637,0.195895079,0.051037286,0.346766309,0.393728698
DHX30,5.992719233,5.791098309,6.160968455,6.070718904,5.957807626,5.945511682,6.040168823,5.960552149,6.078368269,5.918571286,6.266792693,6.017652827
ZNF326,4.183939289,4.13020776,4.605640474,4.204674523,5.068094686,4.301056221,4.651015998,4.651491006,4.539251428,4.42555515,4.550607347,4.515716573
DRAIC,0.743677487,1.330244024,0.471184007,0.640562236,2.025980413,1.22442566,1.312740344,0.367238763,0.847908946,0.87043921,0.661958673,0.578301128
FLJ26850,0.182549575,0.151616697,0.174724574,0,0.701744089,0.185346004,0.232173796,0.051351515,0.195895079,0.147995142,0.255895178,0
FOXN2,4.001577067,4.34209671,4.253063576,4.435854643,4.423892902,4.52803576,4.598261604,4.543551024,4.247740012,4.644915455,4.364692817,4.501511343
MAP1LC3A,0.394775351,0.151616697,0.060623375,0.103698884,0.562972955,0.310231785,0.267480713,0.44609965,0.694298111,0.782568575,0.731061431,0.923360115
NIPAL4,1.413385703,0.858086689,1.922030108,1.643375517,0.87601052,1.528562668,1.207596768,1.792436638,0.932791561,1.081541225,0.920485057,1.434775957
LOC101409256,0,0.102827024,0,0,0.237553181,0.141193724,0.041383988,0,0,0.10033058,0.107862683,0.182030019
NPTX2,0.182549575,0.052329433,0.174724574,0,0.200579042,0,0.232173796,0,0.408416046,0.23884517,0.661958673,0.578301128
CSPG5,1.259326609,1.287221862,1.323122399,1.400290516,1.449033108,1.7057476,1.61642403,1.837014831,1.81095581,1.540278061,2.091017318,2.048879757
ST8SIA6-AS1,6.370547227,6.209242791,6.024961203,5.678910428,6.504525269,6.344579814,6.568008714,5.954663924,5.592942614,5.571686933,5.593264641,5.715627587
ABCC4,0.12422906,0.052329433,0.060623375,0,0.308774628,0.09564743,0.195981093,0,0.051523357,0.147995142,0,0
JAKMIP1,0,0,0,0.052780958,0,0,0.041383988,0.195273071,0.051523357,0,0,0.063263205
BTC,0.664039919,0.858086689,0.42581417,0.200441268,0.16263233,1.326529387,0.12075235,0.69242597,0.368342807,0.841739576,0.346766309,0.393728698
MMP13,0.292561349,0.151616697,0,0,0.042408862,0,0.12075235,0.148876382,0.240977652,0.23884517,0.158913286,0.063263205
C8orf76,4.068831025,3.952299905,3.413616697,3.402783111,3.689626509,3.806246138,3.378440374,3.492438434,3.287240918,3.446603386,2.842301128,3.209149332
FSD2,1.204087274,0.735419387,1.855150209,1.204256771,2.558863031,1.091523566,1.696325254,1.714934958,1.869548219,1.592891927,1.666145746,1.811584613
SLU7,6.841286162,7.001993957,6.761051323,6.758107235,6.625406367,6.806579265,6.643858544,6.722617123,6.964328322,7.158999328,6.889613459,6.962039231
NAA40,5.726062081,5.827213366,5.82103895,5.866583925,5.936180969,5.654966679,5.781639597,5.80841823,5.94679129,5.911683957,5.939174109,5.813167555
PPIL3,6.246173359,5.848641226,5.573104832,5.081743146,5.932662235,6.066275802,5.814088827,5.672555297,5.095732289,5.139349624,4.783962351,4.898370497
NR6A1,2.697203134,2.725643846,3.476154354,3.275327172,3.284032288,2.841778793,2.932615227,3.266633755,2.517684945,2.637235354,3.004603252,3.137468642
LOC100422556,0,0,0.060623375,0.200441268,0.308774628,0,0.232173796,0.051351515,0.101269918,0.051037286,0,0.343644525
THOC7,7.147030441,6.81018445,6.930513158,6.466870863,6.881922018,6.745681373,6.768851817,6.512513742,6.056467399,6.358562802,6.017332098,6.267264467
FAM160A2,4.26377379,4.151354384,4.328962278,4.295077873,4.475105087,3.722573013,4.100205673,3.96037786,4.387123944,3.89371871,4.212920158,3.935422965
CCDC151,3.52622439,3.318446794,3.838352018,3.291888693,3.732349747,2.841778793,3.345776981,2.959025411,3.390888743,2.930880209,3.169275442,3.348997832
STX8,5.183509673,4.764947927,4.478097111,4.24775725,4.358259903,4.82350038,4.516244268,4.527773792,4.317800102,4.451905583,4.163777611,4.37320273
PRKCZ,4.361678524,4.34209671,4.380405973,4.392999414,4.048098303,4.484523929,4.153078373,4.354615031,4.609694063,4.665532497,4.715275682,4.660831035
UTP14A,4.450395351,4.561079662,4.919765067,4.715011086,4.332856748,4.390998927,4.669281071,4.60283941,4.616125071,4.691901592,4.904782854,4.930536156
KCNG2,0,0.052329433,0,0.052780958,0.083606608,0,0.081613896,0,0.051523357,0,0,0
NRBP2,5.960789433,5.709941721,6.568349255,5.960220901,6.838206492,5.512762702,5.985558189,6.14471504,6.840724749,6.23296115,6.558774728,6.352834084
GOLGA8A,0.855452641,0.198810213,1.110189525,0.45693689,1.449033108,0.349568307,0.812798032,0.69242597,1.012956305,0.812457411,0.473166434,0.817253371
LOXL3,0.819148034,1.024504023,1.486706401,1.460131607,1.846142307,0.945124584,1.61642403,1.204433531,0.960011091,0.782568575,1.139648816,0.620977045
ZEB1,0.182549575,0.102827024,0.118801698,0.052780958,0.200579042,0,0.158857012,0.100937866,0.149358158,0.147995142,0.107862683,0
VPS33B,4.005621169,3.959168709,3.946719269,3.85317133,4.274009436,4.215814298,4.068026937,4.203916651,4.25599968,4.143427419,4.224948624,4.076262577
ZNF98,1.921314299,2.297312504,2.600299054,1.554660949,3.336101815,2.749210923,3.354012421,3.14780183,1.718348399,1.409493468,1.416330258,1.549685742
ZNF180,3.384345583,3.009907898,3.260516449,3.382307149,3.764373865,3.288910381,3.796136263,3.450016681,3.856891941,3.840315117,3.651563217,3.604280652
HRH3,0.12422906,0.198810213,0.060623375,0.052780958,0.562972955,0.048616221,0.368495449,0.148876382,0.195895079,0.147995142,0,0.237937441
PRPSAP1,6.117550392,6.021022716,5.830862141,5.819764503,5.755188912,6.414065544,5.893921786,6.356024597,6.058042821,6.080096002,6.037933021,6.093483515
C20orf144,0.344573385,0.373512171,0.639613627,0.2911021,0.779020593,0.310231785,0.4930407,0.483970356,0.558426763,0.194135169,0.390141883,0.343644525
SNRNP48,4.787528791,5.151245672,5.043197584,4.962668172,5.356663012,5.097789452,5.162060561,5.201649175,5.182066437,5.230728782,4.936216851,5.004928124
PPP3CB-AS1,2.020575111,1.564478785,2.22983449,1.710617459,2.429023775,2.20119576,2.12950293,2.348962957,2.082675234,1.887804196,1.735052948,2.048879757
OR10AD1,0.238603818,0.102827024,0.280459288,0.200441268,0.533541891,0.228187076,0.267480713,0.326130589,0.327124588,0.194135169,0,0.182030019
LINC01301,0.394775351,0.151616697,0.228560373,0.246483723,0.441465183,0.048616221,0.432111628,0.240224029,1.18431374,0.953263756,0.978475449,0.923360115
HIST1H2AD,0,0,0,0,0.042408862,0,0.081613896,0,0.051523357,0.10033058,0.054939147,0.12386842
BRD1,5.089476628,4.994581809,5.416658773,5.317040753,5.477501553,4.886705832,5.141987771,5.27233628,5.449067831,5.227959082,5.436583658,5.334766585
TCERG1L,0.238603818,0.052329433,0.174724574,0.152880827,0.200579042,0.349568307,0,0.148876382,0.149358158,0.28221113,0.158913286,0.12386842
LYRM5,4.631407099,4.142329473,4.623333135,3.991406236,4.393498824,4.599121126,3.982965631,4.367335106,4.1711946,4.838917302,3.944902551,4.640232096
NFATC1,3.065893173,2.949103359,3.146277642,3.241622626,3.159513729,2.726978462,3.286773784,2.931880447,3.667606587,3.46082797,3.712636384,3.706894275
USHBP1,0.292561349,0.198810213,0.174724574,0,0.200579042,0.141193724,0.232173796,0.195273071,0.051523357,0.051037286,0.255895178,0.12386842
COX7A1,0,0.151616697,0.174724574,0,0.042408862,0.09564743,0.12075235,0.051351515,0.101269918,0,0.054939147,0
AK6,4.921988395,4.784415886,5.17757359,4.855333405,5.330162035,4.737147929,5.199103346,4.888783104,5.294594938,5.14816655,5.017991624,5.083321916
DNAI1,3.088947187,2.765374153,3.173982515,2.556154571,3.340357289,1.968332287,2.921575417,1.989606801,3.786412786,3.21446584,3.716901396,3.482278382
ANGPTL3,0,0.052329433,0,0.052780958,0.042408862,0,0.041383988,0,0,0.051037286,0.107862683,0
MIEF2,5.007153509,4.927871323,4.682397519,4.775145724,4.383223485,5.070091505,4.324218531,4.87815674,5.112507935,5.204199446,4.765551587,5.056365965
PSMB6,6.575561079,6.212120882,6.198547408,5.976534,5.69996005,5.988198597,6.08970853,5.882950538,5.879778482,5.852674137,5.919879859,5.84163954
BEAN1,0.063451273,0.151616697,0.118801698,0.200441268,0.123660495,0.185346004,0.041383988,0.148876382,0.195895079,0.481407374,0.302046089,0.182030019
MIR4784,0,0,0.174724574,0,0.237553181,0,0.158857012,0.051351515,0,0,0.054939147,0.12386842
SERPINI1,3.909612139,5.577831317,4.645766602,6.3352406,4.393498824,5.288234907,5.099760603,5.765818596,4.293931606,4.796550873,5.556850682,5.800459641
LOC101928650,0.238603818,0.102827024,0.378971088,0.246483723,0.273603358,0.185346004,0.081613896,0.240224029,0.408416046,0.194135169,0.255895178,0.12386842
RPS27L,7.027819917,6.528998083,6.691469547,5.893963193,7.201693965,7.179694221,6.879245229,6.803934924,6.339654527,6.510453805,6.104552696,6.241853936
NSG1,0.238603818,0.45352131,0.118801698,0.533213732,0.237553181,0.461524934,0.432111628,0.659708513,0.284694031,0.481407374,0.432251316,0.393728698
SND1-IT1,0.182549575,0,0.280459288,0.152880827,0.042408862,0.048616221,0.081613896,0.051351515,0.101269918,0.051037286,0.255895178,0.12386842
LINC01341,0.12422906,0.198810213,0.118801698,0.246483723,0.042408862,0.185346004,0.081613896,0.051351515,0.051523357,0,0,0
ZNF585A,4.636631981,4.529123586,4.335110556,4.582174332,4.608111858,4.559829503,4.469633322,4.336616383,4.247740012,4.451905583,4.38091024,4.201055805
ADRB2,0.292561349,0.45352131,0.118801698,0.246483723,0.123660495,0.141193724,0.232173796,0.195273071,0.284694031,0.194135169,0.551671953,0.237937441
ZYG11B,5.413977983,5.473751736,5.250949504,5.63415019,5.68581604,5.666694557,5.590995244,5.789640177,5.84552365,6.234341871,5.868089307,5.867346582
MKRN3,1.833038521,1.651864787,1.905598543,1.590803999,2.232401468,1.266138222,1.346151639,1.598923469,2.665556787,1.409493468,2.41881384,1.865822014
SLC15A2,0.959187069,0.9157186,0.86029514,0.77229643,0.701744089,0.630739642,0.462897791,0.84573065,0.905048583,1.12982028,0.731061431,0.923360115
TMEM212,0.182549575,0.288804001,0.42581417,0.152880827,0.620092916,0.048616221,0.462897791,0,0.368342807,0.443707836,0.390141883,0.343644525
ANKRD33B,0,0,0.060623375,0.052780958,0,0,0.041383988,0.051351515,0.051523357,0.051037286,0.107862683,0.182030019
NDFIP1,8.494118377,8.575108159,8.141607342,8.193047781,8.095158183,8.384108447,8.219593479,8.175274806,7.866688434,8.287797879,7.841164945,8.066977821
C5orf58,4.737342263,4.386086892,4.341232745,3.780704211,3.91177057,5.035834977,3.643247584,4.568000396,1.702318961,3.03595952,1.307417355,2.799482403
NDUFA4,10.96083948,10.16146051,10.16212977,9.499703542,9.566592063,10.20838564,9.381030244,9.723533661,8.853990884,9.036895812,8.483126168,8.782631393
GTPBP10,5.254898184,5.114799482,5.197958147,5.039868655,5.125934892,5.190070373,5.201387241,4.971088655,4.936981705,5.227959082,4.923356278,5.026914505
TMEM8B,3.3401923,3.71727107,3.305047379,3.515193029,3.545946077,3.20560819,3.202631287,3.182764199,3.221278604,2.951174427,2.762025048,2.693501751
HID1-AS1,0.238603818,0.288804001,0.174724574,0.334381857,0.308774628,0.228187076,0.158857012,0.100937866,0.101269918,0.23884517,0.107862683,0.182030019
MAP2K4P1,0.53568048,0.97113643,0.959145882,0.921663704,0.852367456,0.662324937,0.57986542,1.292433416,0.847908946,0.898579038,0.828879892,0.741916024
ATXN7L3B,8.515546948,8.577202548,8.239500654,8.558051304,8.089323064,8.217365149,8.180187812,8.139942918,7.98755781,8.071950419,7.867060885,7.861261675
ASB14,0.49022422,0.288804001,0.471184007,0.45693689,0.727965539,0.269792578,0.195981093,0.483970356,0.694298111,0.688996866,0.828879892,0.702718784
NDUFAF4P1,0.063451273,0,0.378971088,0.200441268,0.308774628,0,0.158857012,0.051351515,0.240977652,0.10033058,0,0.182030019
SEPHS1,6.884750149,6.929088634,6.696850956,6.65838838,6.834440175,6.767629643,7.008119687,6.642732355,6.629160701,6.674556616,6.68713608,6.625292004
SEH1L,5.41853511,5.482121638,5.734144207,5.906564513,5.717242761,5.500800691,6.018312931,5.676649221,5.29993083,5.581484409,5.779113424,5.629418558
IMPG2,0.238603818,0.373512171,0.42581417,0.152880827,0.472814928,0.349568307,0.335603525,0.44609965,0.694298111,0.481407374,0.797005022,0.702718784
VPS8,7.122101971,7.336335076,7.093070684,7.354146056,7.061161878,7.513700792,7.062212723,7.466673813,7.702133156,7.874021558,7.669430577,7.75540098
CHI3L2,0.57974815,0.244508708,0.228560373,0.103698884,0,0.048616221,0,0,0.327124588,0.28221113,0.390141883,0.12386842
SNORD35B,0.664039919,0.45352131,0.639613627,0.495579357,0.533541891,0.228187076,0.4930407,0.44609965,0.661510988,0.518146809,0.62612509,0.291758919
SNORA34,0,0.102827024,0.174724574,0.152880827,0.042408862,0.09564743,0.041383988,0,0.101269918,0,0,0
PNP,6.675403194,6.135358675,6.057862217,5.596870213,5.758372755,6.224083354,6.20914622,6.022176621,4.764379419,4.655260804,4.777851497,4.783310341
UHRF1,5.242957263,4.852402409,6.14268201,5.956762934,6.573028086,5.671553175,6.798195543,6.241854946,5.788776049,5.165640379,6.534816735,5.992479682
FAM214A,5.863872978,5.923424291,6.253953405,6.276120426,6.875705105,6.467005481,6.45817566,6.512513742,6.99343683,7.155724006,6.895740036,6.785700938
ZCWPW2,0.622509557,0.858086689,0.515170449,0.707932411,0.803886188,0.970579484,0.739254725,0.724417883,1.11335161,1.005951152,1.061311686,1.022194756
NDUFA1,7.088656131,6.320776984,6.603156596,5.900277611,5.987279084,6.252248096,6.04970686,5.934291302,5.88333739,5.823615311,5.625382877,5.737610851
LINGO4,0.704408138,0.767077798,0.639613627,0.833911149,0.503497906,0.565415637,0.400654158,0.755715735,0.661510988,0.404996665,0.302046089,0.488964581
C15orf40,4.313556504,4.263812807,4.005725194,3.878978097,4.189258209,4.699584328,4.305231641,4.460508231,4.354161331,4.500912471,4.103159706,4.25624461
ERCC1,5.735832828,5.8887675,5.429645698,5.604624652,5.504298273,5.735127587,5.628819121,5.596805736,5.986216139,5.872317881,5.920804508,5.829181037
SLCO3A1,1.507650322,1.718152024,0.926942372,1.294685499,3.361448392,2.304898667,3.333335001,2.015696628,3.122346941,2.957876219,2.529641086,2.501296918
FUT3,0.182549575,0.102827024,0.378971088,0.103698884,0.042408862,0.228187076,0.041383988,0.100937866,0.101269918,0.324311502,0.107862683,0.291758919
MALSU1,6.301499461,5.961550123,6.033493391,5.756535306,5.875163026,6.23725166,5.882580697,6.016535097,5.65151007,5.751195976,5.517050108,5.609687888
NEK7,7.901330512,7.904818093,7.568903323,7.546715698,7.706040101,7.694044537,7.708839923,7.516345723,7.36102932,7.813417727,7.219194492,7.429749965
NEURL1,0.344573385,0.151616697,0.118801698,0.052780958,0.273603358,0.048616221,0.081613896,0.051351515,0.101269918,0.051037286,0.054939147,0.12386842
SPEF1,1.617429399,1.432500499,1.220580849,1.00438334,2.476195126,0.945124584,2.070754585,0.483970356,2.970011685,2.179171772,2.64156071,2.331812026
LOC283352,0.063451273,0,0,0.052780958,0.083606608,0.185346004,0.041383988,0.283816637,0.051523357,0.10033058,0,0
LPCAT2,3.365587966,3.365740016,3.194417518,3.020968965,1.640650895,3.613690927,1.517243907,3.340743659,1.925853586,3.269375719,2.129919249,2.871945587
GS1-259H13.2,0,0.244508708,0.060623375,0.103698884,0.200579042,0.228187076,0.232173796,0.148876382,0,0,0,0
NAA16,3.081303376,3.307723278,3.872570996,3.834451138,4.240248595,3.424030568,3.831954497,3.762733516,3.874880721,3.746666506,3.839318979,3.830232726
DLG1,8.111764684,8.279317923,8.244817239,8.431727129,8.388136844,8.513000134,8.449423999,8.591505493,8.899406599,9.022782588,8.975855653,8.990553769
PCDHB1,0.238603818,0.198810213,0.118801698,0.152880827,0.533541891,0.185346004,0.607683395,0.100937866,0.485370282,0.194135169,0.346766309,0.063263205
UBE2N,9.069861936,8.80968367,8.642281564,8.316221846,8.391472995,8.707333059,8.522827775,8.432643812,7.533734543,7.847650924,7.449043104,7.715958314
RBM41,4.33299835,4.406333001,4.846335086,4.658659789,4.817965528,4.542960074,4.529029933,4.574597118,4.92321713,5.035466559,4.847583284,4.673557598
MPHOSPH10,5.300051896,5.465332991,5.866318866,5.850835205,5.711504831,5.390789185,5.966885403,5.658134381,5.90975299,5.748299522,6.202092443,6.08398149
CYP27C1,0,0,0.060623375,0,0,0,0,0,0,0,0.158913286,0
HDDC3,4.502837263,4.448435153,4.249812805,4.132948794,4.737971394,4.939222319,5.023074559,4.702576227,4.307240603,4.055554882,4.431094798,4.259624806
IST1,7.466737964,7.557828757,7.195888891,7.33496204,7.042673939,7.199677038,7.148189724,7.016293847,6.745676839,6.828756561,6.683327001,6.711740717
NDUFA2,8.305457572,7.880148649,7.569555344,7.18565113,7.457668905,7.710898426,7.536614494,7.270714805,6.846661767,6.919528422,6.537833333,6.716053142
SLC35E4,1.086827478,0.943693592,1.193764767,1.107778642,1.317069528,1.690509545,1.410738846,1.666353395,1.137395571,1.448085764,1.497902742,1.335766985
LINC00882,0,0.052329433,0,0,0,0.185346004,0.041383988,0.051351515,0.149358158,0.051037286,0.158913286,0
ZNF781,3.408982292,2.942186349,3.05237601,2.720139613,3.017920439,3.400811572,2.499805671,3.159550347,2.212838495,2.144342121,2.192511787,2.03316539
HIST1H2AM,2.446598955,2.40184644,2.216574475,1.952038199,2.036509454,2.018009084,1.878628475,1.616078707,1.531393789,1.308239175,1.666145746,1.504814043
SNORA5C,0.292561349,0.244508708,0.280459288,0.37640098,0.343108829,0.048616221,0.158857012,0.148876382,0.149358158,0.051037286,0.255895178,0.12386842
RASSF1-AS1,0.238603818,0.052329433,0,0.200441268,0.042408862,0.048616221,0.041383988,0.100937866,0.051523357,0.051037286,0.054939147,0.063263205
ZNRD1,2.036474364,1.781526898,1.80287367,1.759068913,1.654388182,1.627894964,1.832221981,1.415120347,1.22975401,1.308239175,1.284612176,1.114690478
EFTUD1,4.808514131,4.881619867,4.854918735,4.851614334,5.513749175,5.483222414,5.546774323,5.642521744,5.712801745,5.61048384,5.90593854,5.768784517
LOC102724719,0.063451273,0.198810213,0.118801698,0.052780958,0.042408862,0.09564743,0,0.326130589,0.101269918,0.10033058,0.054939147,0.12386842
OSGEP,5.102751764,4.618611672,4.962093538,4.554988629,4.522690362,4.357622578,4.771194782,4.297274687,3.449681662,3.306605822,3.333821098,3.348997832
SLC25A53,0.53568048,0.244508708,0.330555862,0.052780958,0.200579042,0.387860686,0.267480713,0.051351515,0.101269918,0.10033058,0.054939147,0.063263205
GBAT2,0.292561349,0.198810213,0.174724574,0.152880827,0.620092916,0.630739642,0.4930407,0.626231839,0.149358158,0.28221113,0.255895178,0.237937441
CLEC2A,0,0,0,0,0.083606608,0,0.041383988,0,0,0,0,0
LOC101928324,0.344573385,0.414071314,0.639613627,0.533213732,0.620092916,0.349568307,0.368495449,0.367238763,0.408416046,0.28221113,0.390141883,0.291758919
TSFM,6.422139674,6.227137378,6.115256906,6.202843867,5.935477909,6.148730665,6.28001204,6.132099431,5.730692738,5.698148673,5.67883191,5.788809046
CGREF1,2.821699506,3.646693832,3.227845502,3.85317133,2.941546787,3.09422438,3.49473608,2.992253778,3.287240918,3.327456608,3.638132833,3.236853258
LMNA,8.551606396,8.526367534,8.364804443,8.465425213,7.979871407,8.407450025,8.094156875,8.324606226,8.633458352,8.624452891,8.560957653,8.434934019
DNAH17-AS1,0,0,0.118801698,0.103698884,0.123660495,0.269792578,0.081613896,0.148876382,0,0,0.208219002,0.063263205
C21orf62-AS1,0.704408138,0.244508708,0.471184007,0.334381857,0.591815608,0.565415637,0.232173796,0.659708513,0.485370282,0.720866544,0.589378756,0.488964581
TFR2,0.292561349,0.331779704,0.330555862,0.495579357,0.591815608,0.310231785,0.551500497,0.407207978,0.327124588,0.10033058,0.302046089,0.343644525
EXD1,0.182549575,0.414071314,0.060623375,0.052780958,0.409419048,0.387860686,0.267480713,0.240224029,0.408416046,0.147995142,0.054939147,0.063263205
TOMM20L,0.182549575,0.244508708,0.330555862,0.246483723,0.16263233,0.269792578,0.432111628,0.591959872,0.327124588,0.324311502,0.158913286,0.12386842
MXRA5,0.12422906,0.052329433,0.060623375,0,0,0,0,0,0,0,0,0.063263205
KLC2,5.211790374,5.14824341,5.672354256,5.534447247,5.554613006,5.168235297,5.664849333,5.571745028,5.385237854,5.226572236,5.607117246,5.599053479
PRKAR1B,3.050316586,2.717564781,3.234439148,3.014330887,3.120456409,3.661364289,3.426089382,3.766579706,3.041833639,2.99744607,3.193962496,3.270751404
SDHAP1,2.538785323,2.43178464,3.153253899,3.085722094,3.373956622,2.089457205,3.058895782,2.636420616,3.395880707,2.560053922,2.888406616,2.817942264
PHF13,4.968310829,4.865257916,5.091211762,5.15599478,5.018500149,4.900015259,5.070073546,5.01540209,5.190709635,5.118564797,5.463484544,5.236982042
APBA2,0,0,0,0.052780958,0.042408862,0,0.158857012,0,0,0,0,0.063263205
KCNAB1,1.024418414,1.125658594,1.418856819,1.420514596,1.495565102,1.137198195,0.99234761,1.395383445,1.953203096,2.084356345,2.408303353,2.27949128
LINS,3.997521597,4.302135653,4.024869458,4.192965143,4.744408263,4.753737635,4.669281071,4.836681454,4.607544008,4.853366581,4.543420962,4.629821274
LOC101927190,0,0,0,0.052780958,0,0,0,0,0.101269918,0,0,0
ZNF542P,5.335826761,5.771720922,5.232952419,5.650295873,5.501450887,5.661819522,5.720848262,5.548476991,5.277115722,5.51827943,5.33480777,5.31865247
COL4A2,0.12422906,0.198810213,0,0,0.123660495,0,0.041383988,0.051351515,0.327124588,0.147995142,0.107862683,0.063263205
IRF2BP2,7.171085441,6.927776128,7.372540812,7.511500263,6.868724939,6.852228653,7.191629555,7.196742686,7.555925951,7.710773584,7.897675557,7.961699876
BCL2L2,4.970381463,4.861596588,5.041318589,4.781023593,5.111068272,4.517280212,4.644316399,4.696540657,4.484066258,4.172528468,4.20079056,4.087718407
SLC16A1-AS1,0.063451273,0,0.118801698,0.103698884,0.083606608,0.09564743,0.158857012,0.100937866,0.101269918,0,0.158913286,0
