gene_id,MCF7_1,MCF7_2,MCF7_3,FulR_1,FulR_2,FulR_3
ADPRHL2,5.200849575,5.198494154,5.336997417,5.085764554,5.111031312,5.198494154
ADPRM,2.35614381,2.350497247,2.09423607,1.910732662,2.182692298,2.201633861
ADRA1A,0.641546029,0.622930351,0.516015147,0.464668267,0.389566812,0.516015147
ADRA1B,0.070389328,0,0.111031312,0.124328135,0.137503524,0
ADRA1D,0,0,0,0,0,0
ADRA2A,0.042644337,0,0.028569152,0,0,0
ADRA2B,0.464668267,0.321928095,0.565597176,0.084064265,0.097610797,0.070389328
ADRA2C,4.625854931,4.420212891,4.532316959,3.884597921,3.890446693,3.742006211
ADRB1,0.575312331,0.389566812,0.516015147,0.704871964,0.50589093,0.695993813
ADRB2,0,0,0,0,0,0
ADRB3,0,0,0,0,0,0
ADRBK1,7.082681303,7.213055602,7.207307223,6.947899886,7.028127082,7.010332283
ADRBK2,1.66448284,1.673556424,1.704871964,1.560714954,1.618238656,1.565597176
ADRM1,8.580748492,8.732167426,8.617724575,8.123448932,8.209209647,8.134785666
ADSL,5.499845887,5.547203025,5.534497434,5.349436052,5.425593578,5.345893086
ADSS,5.583759754,5.246027981,5.316869805,5.465974465,5.101818134,5.270528942
ADSSL1,3.685940148,3.524815928,3.465974465,3.810443104,3.743084056,3.601696516
ADTRP,0.454175893,0.176322773,0.137503524,0.516015147,0.565597176,0.35614381
AEBP1,0.641546029,0.773996325,0.855989697,1.280956314,1.516015147,0.956056652
AEBP2,2.99095486,2.538538164,2.568032105,2.733354341,2.381283373,2.641546029
AEN,5.271649772,5.287620044,5.21800615,4.391630262,4.510329019,4.472487771
AES,8.019535132,8.069315495,7.991748578,7.847934288,7.903942082,7.797920863
AFAP1,3.099295204,3.012568674,2.976363636,2.769771739,2.599317794,2.769771739
AFAP1-AS1,0.014355293,0.028569152,0,0.014355293,0,0
AFAP1L1,0,0.176322773,0.084064265,0.014355293,0.028569152,0
AFAP1L2,4.473137488,4.219555769,4.290571851,2.3305584,2.166715445,2.114367025
AFF1,3.516015147,3.132576843,3.280956314,3.862947248,3.601696516,3.601696516
AFF2,0.150559677,0.150559677,0.111031312,0.163498732,0.124328135,0.378511623
AFF3,3.43162296,3.102658131,3.300123725,1.09085343,0.871843649,0.941106311
AFF4,4.723558561,4.138323004,4.285402219,4.660495132,4.221103725,4.377817853
AFG3L1P,4.390942773,4.454833907,4.247927513,4.152183419,4.214124805,3.982765463
AFG3L2,6.509854162,6.315421316,6.355615383,6.155830172,5.871843649,5.98230913
AFM,0,0,0,0,0,0
AFMID,4.452858965,4.644433152,4.393004257,4.82527683,4.830356747,4.734438666
AFP,0,0,0,0,0,0
AFTPH,5.302684614,4.768713657,4.979110755,5.319401167,4.95930649,5.118525849
AGA,5.142821844,4.727375939,4.786073552,5.371558863,5.117695043,5.093391153
AGAP1,4.294253136,4.299391206,4.250203656,4.496973581,4.404630684,4.464014725
AGAP11,0.411426246,0.333423734,0.632268215,0.773996325,0.807354922,0.855989697
AGAP2,1.459431619,1.280956314,1.526068812,1.339137385,1.432959407,1.22650853
AGAP2-AS1,4.821710215,5.224966365,5.04745114,4.568032105,4.680324357,4.87036472
AGAP3,5.959538341,6.094447222,6.031218731,5.734980523,5.860466259,5.874305166
AGAP4,0,1.485426827,0,0,0.604071324,1.14404637
AGAP5,2.14404637,1.941106311,2.060047384,2.601696516,2.521050737,2.63691458
AGAP6,3.244887059,3.14404637,3.117695043,3.13422094,3.09423607,3.106013238
AGAP7,2.220329955,2.575312331,1.669026766,2.671293372,2.720278465,2.580145484
AGAP8,2.440952198,2.403267722,3.03562391,2.937344392,2.912649865,2.759155834
AGAP9,2.232660757,2.13422094,2.372952098,2.613531653,2.948600847,2.742006211
AGBL1,0,0,0.097610797,0,0,0
AGBL1-AS1,0,0,0,0,0,0
AGBL2,1.195347598,1.220329955,1.207892852,1.150559677,1.14404637,1.189033824
AGBL3,0.650764559,0.815575429,0.731183242,0.555816155,0.545968369,0.650764559
AGBL4,0,0,0,0.028569152,0.097610797,0
AGBL5,5.048759312,5.128458384,5.081510068,5.580748492,5.678916987,5.640678764
AGER,2.887525271,2.657640005,3.010779839,2.811471031,2.771885579,2.901108243
AGFG1,4.243364426,4.01346226,4.025028794,3.495695163,3.247927513,3.412781525
AGFG2,3.615887074,3.609991295,3.493134922,3.169925001,3.15704371,2.950468414
AGGF1,4.868390453,4.19298317,4.581351247,4.814037648,4.316145742,4.493775408
AGK,4.414135533,4.287620044,4.420886575,4.080657663,4.069530325,4.22881869
AGL,2.720278465,2.23878686,2.419538892,2.632268215,2.286881148,2.541019153
AGMAT,2.873813198,2.969012308,2.819668183,3.0721058,3.099295204,3.017921908
AGMO,0.097610797,0.084064265,0,0,0,0
AGO1,3.831877241,3.685940148,3.744161096,3.583759754,3.44625623,3.378511623
AGO2,4.518535139,4.247927513,4.237257771,3.657640005,3.617063344,3.702657543
AGO3,2.367371066,1.803227036,2.042644337,2.15704371,1.929790998,2.107687869
AGO4,2.50589093,2.408711861,2.408711861,2.780310099,2.575312331,2.488000771
AGPAT1,5.59275601,5.807870078,5.738497644,5.783194703,5.896029603,5.896271849
AGPAT2,6.613973587,6.71259578,6.652773285,6.564378169,6.546122759,6.573950084
AGPAT3,5.597233189,5.522620761,5.556735948,5.050936965,4.970393538,4.974529312
AGPAT4,0.014355293,0.042644337,0.014355293,0.014355293,0.014355293,0.014355293
AGPAT4-IT1,0,0,0,0,0,0
AGPAT5,3.539779192,3.203201156,3.341985747,3.568032105,3.250961574,3.432959407
AGPAT6,3.849999259,3.842978832,3.857980995,3.590961241,3.57167681,3.638073837
AGPAT9,1.891419187,1.687060688,1.761285273,1.021479727,0.748461233,0.879705766
AGPS,0.014355293,0,0,0,0,0
AGR2,9.582405464,9.466831014,9.494815592,8.740320465,8.631177056,8.64100405
AGR3,0.895302621,0.790772038,1.150559677,0,0,0
AGRN,7.183982678,7.064688882,7.213736096,6.989933724,6.771621518,6.886306263
AGRP,0.298658316,0.137503524,0,0,0,0
AGT,0.028569152,0,0.042644337,0.111031312,0.042644337,0.097610797
AGTPBP1,2.657640005,2.207892852,2.456806149,2.472487771,2.229587923,2.049630768
AGTR1,0.137503524,0.042644337,0.432959407,0,0,0
AGTR2,0,0,0,0.028569152,0,0
AGTRAP,4.763411574,5.08236197,5.057016965,4.958842675,5.020591095,5.14404637
AGXT,0.189033824,0.124328135,0,0,0,0
AGXT2,0.070389328,0,0,0.028569152,0.084064265,0
AHCTF1,4.689858236,4.202417722,4.302319051,4.508428653,4.116031993,4.244125943
AHCTF1P1,0.163498732,0.189033824,0.028569152,0.056583528,0.070389328,0.124328135
AHCY,7.54689446,7.662561571,7.580597764,8.038205694,8.035183997,7.99242856
AHCYL1,6.785419772,6.518377768,6.566967329,6.64385619,6.46515823,6.498091269
AHCYL2,3.759155834,3.476381688,3.631104282,3.758089934,3.550900665,3.460742564
AHDC1,2.941106311,2.887525271,3.066950244,2.780310099,2.666756592,2.784503983
AHI1,3.388189537,2.937344392,3.033863452,2.9202933,2.845991771,2.98550043
AHNAK,6.027905997,5.82374936,5.931210275,6.126394738,5.872089989,6.048977225
AHNAK2,0.298658316,0.298658316,0.333423734,0.575312331,0.475084883,0.443606651
AHR,4.228049048,3.730096466,3.891419187,3.682573297,3.107687869,3.277984747
AHRR,1.432959407,1.327687364,1.327687364,1.659924558,1.811471031,1.786596362
AHSA1,7.524580892,7.553283697,7.577202209,6.920888742,6.962549023,6.970853654
AHSA2,4.354028938,4.286141873,4.361066489,3.773996325,3.695993813,3.945794957
AHSG,0,0,0,0.042644337,0,0
AHSP,0.443606651,0,0,0,0,0
AICDA,0.565597176,0.545968369,0.389566812,0.713695815,0.659924558,0.622930351
AIDA,5.433960931,4.808385051,4.994127114,5.442611804,5.108524457,5.118941073
AIF1,0,0,0,0,0,0
AIF1L,6.000450772,5.989139007,5.927185358,6.209648311,6.225352061,6.186262836
AIFM1,6.967053298,6.880440648,6.869748051,6.111865964,6.026800059,6.00270252
AIFM2,4.458119481,4.479618608,4.470536865,4.588564737,4.625854931,4.654779217
AIFM3,1.007195501,1.250961574,1.124328135,0.731183242,0.963474124,0.86393845
AIG1,5.102658131,5.050066298,5.108106224,5.363171077,5.472487771,5.601399391
AIM1,4.172327492,3.663344619,3.895302621,4.632268215,4.176322773,4.388189537
AIM1L,1.084064265,1.298658316,1.182692298,1.35614381,1.560714954,1.40053793
AIM2,0,0,0,0,0,0
AIMP1,5.379551653,5.082787732,5.060047384,5.123500664,4.904002316,4.855989697
AIMP2,5.439290681,5.77267747,5.820944792,4.964398632,5.322649262,5.130519083
AIP,6.711632562,7.044940491,6.909773104,7.205842112,7.472731449,7.377036963
AIPL1,0.695993813,1.021479727,0.739848103,0.722466024,0.782408565,0.687060688
AIRE,0,0,0,0,0.097610797,0
AIRN,0,0,0,0,0,0
AJAP1,0.028569152,0.286881148,0,0.056583528,0,0
AJUBA,4.766595162,4.685940148,4.855491443,4.51916445,4.464668267,4.531069493
AK1,4.819668183,5.00270252,4.84899843,4.812498225,4.917909074,4.727375939
AK2,6.467931546,6.463687842,6.392832579,6.582857035,6.618825953,6.650046479
AK3,5.59484709,5.033863452,5.159064009,5.316145742,4.868884273,5.025914699
AK4,5.00270252,4.625270489,4.740387932,4.893847558,4.591559746,4.581953751
AK5,0.042644337,0,0,0.028569152,0,0
AK7,0.422233001,0.263034406,0.310340121,1.275007047,1.169925001,0.933572638
AK8,1.411426246,2.063502942,1.565597176,2.247927513,2.217230716,2.244887059
AK9,2.859969548,2.416839742,2.929790998,3.625270489,3.317593505,3.375734539
AKAP1,5.853247167,5.993674362,5.90303827,5.337354298,5.494735605,5.463033855
AKAP10,4.12763328,3.907852072,3.855989697,3.708187236,3.549669171,3.707082992
AKAP11,3.727920455,3.165107985,3.295723025,3.62058641,3.244887059,3.308885057
AKAP12,0.50589093,0.50589093,0.443606651,0.263034406,0.056583528,0.23878686
AKAP13,3.407352751,3.326249701,3.266036894,3.568032105,3.40053793,3.528571319
AKAP14,0,0.432959407,0.35614381,0.084064265,0,0.263034406
AKAP17A,4.175524601,3.933572638,4.182692298,4.163498732,4.079804755,3.956056652
AKAP2,0.275007047,0,0.422233001,0.613531653,0.613531653,0.5360529
AKAP3,0.22650853,0.124328135,0.137503524,0.111031312,0.150559677,0.111031312
AKAP4,0,0,0,0,0,0
AKAP5,3.046141782,2.411426246,2.695993813,1.86393845,1.584962501,1.687060688
AKAP6,0.464668267,0.333423734,0.250961574,0.632268215,0.344828497,0.464668267
AKAP7,1.748461233,1.384049807,1.189033824,1.40599236,0.790772038,1.232660757
AKAP8,4.961160258,4.832890014,4.933572638,4.759688488,4.82374936,4.692092375
AKAP8L,6.094869433,6.020813304,6.116239979,5.897966432,5.675533686,5.858229714
AKAP9,4.35614381,3.843983844,4.005399988,4.927422429,4.495055528,4.586164246
AKIP1,4.772941338,4.893362211,4.798050515,4.489286023,4.694880193,4.657640005
AKIRIN1,5.575312331,5.27351589,5.260778432,5.348374075,5.047887329,5.191799501
AKIRIN2,5.527007761,5.093391153,5.300855871,4.605849867,4.19061486,4.22342255
AKNA,1.678071905,1.704871964,1.59454855,1.411426246,1.659924558,1.378511623
AKNAD1,0.333423734,0.669026766,0.367371066,0.879705766,0.956056652,0.757023247
AKR1A1,6.500324049,6.754753913,6.574252917,6.270902649,6.440620048,6.39848719
AKR1B1,0.056583528,0.214124805,0,0.298658316,0.214124805,0
AKR1B10,0.584962501,0.5360529,0.084064265,0.250961574,0.443606651,0.422233001
AKR1B15,0.201633861,0.250961574,0.622930351,0.40053793,0.124328135,0.214124805
AKR1C1,3.403267722,3.629939409,3.458119481,1.555816155,1.384049807,1.956056652
AKR1C2,3.488000771,3.343407822,3.35614381,0.389566812,0.298658316,0.333423734
AKR1C3,3.854993017,3.889473543,4.160274831,1.613531653,1.448900951,1.292781749
AKR1C4,0,0,0,0,0,0
AKR1C6P,0,0,0,0,0,0
AKR1CL1,0.070389328,0,0.275007047,0,0.097610797,0
AKR1D1,0.124328135,0.014355293,0.042644337,0.163498732,0.097610797,0.042644337
AKR1E2,3.119356177,3.212569339,2.935459748,3.602884409,3.364572432,3.298658316
AKR7A2,5.346247774,5.238404739,5.350497247,5.391286558,5.390254956,5.48123435
AKR7A2P1,0.056583528,0,0,0,0,0
AKR7A3,1.195347598,1.22650853,0.815575429,0.790772038,1.15704371,0.807354922
AKR7L,0.50589093,0.879705766,1.201633861,0.918386234,0.918386234,0.731183242
AKT1,8.452982478,8.559874156,8.46311562,8.776531731,8.776334327,8.739173031
AKT1S1,6.773600795,6.786073552,6.797661526,6.761684194,6.72505945,6.696967526
AKT2,6.29994063,6.487357715,6.443440891,6.311430456,6.460251099,6.423241996
AKT3,0,0.028569152,0,0,0.042644337,0.014355293
AKTIP,5.284662185,5.100977648,5.211012193,5.078097423,4.955591792,4.936873462
ALAD,5.418864577,5.392317423,5.398829182,5.124741692,5.178316272,5.145677455
ALAS1,5.048323387,5.094658343,5.109778429,4.669026766,4.627606838,4.66732447
ALAS2,0,0,0,0,0,0.056583528
ALB,0.111031312,0.097610797,0.056583528,0.23878686,0.250961574,0.056583528
ALCAM,6.222843193,5.831623937,5.91981677,5.943921327,5.54874486,5.716990894
ALDH16A1,4.865918815,4.823239844,4.980939266,4.918386234,4.825785627,4.731726323
ALDH18A1,6.023255352,6.009884589,5.900625333,6.381802483,6.294436954,6.297741678
ALDH1A1,0,0,0,0.056583528,0,0
ALDH1A2,0.333423734,0.485426827,0.495695163,0.443606651,0.485426827,0.526068812
ALDH1A3,2.09423607,1.941106311,1.871843649,0.321928095,0.432959407,0.310340121
ALDH1B1,4.206330648,4.233427944,4.207111961,3.35473424,3.407352751,3.504620392
ALDH1L1,0,0.042644337,0,0.042644337,0,0
ALDH1L1-AS1,0,0,0,0,0,0
ALDH1L1-AS2,0,0,0,0,0,0
ALDH1L2,0.333423734,0.298658316,0.275007047,0.389566812,0.40053793,0.250961574
ALDH2,0.432959407,0.59454855,1.077242999,0.464668267,0.5360529,0.432959407
ALDH3A1,0.176322773,0.124328135,0.201633861,0,0,0
ALDH3A2,4.705977902,4.48864354,4.60940039,4.715344295,4.618825953,4.60940039
ALDH3B1,3.699329526,3.582556003,3.819668183,2.469885976,2.301587647,2.516015147
ALDH3B2,5.842978832,6.058965822,5.92243574,6.98550043,7.132474024,7.069637728
ALDH4A1,4.808899839,5.079804755,4.964398632,4.924099886,4.879705766,4.924099886
ALDH5A1,4.5987225,4.317593505,4.344118335,4.260025656,3.952333566,4.112700133
ALDH6A1,4.428946345,4.133399125,4.296457407,5.446917865,5.13627343,5.166313748
ALDH7A1,4.902556005,4.917431755,4.839455765,5.362820526,5.278356528,5.27686883
ALDH8A1,0.250961574,0.286881148,0.422233001,0.584962501,0.475084883,0.613531653
ALDH9A1,5.338424415,5.135863165,5.233427944,5.432625411,5.300489844,5.45318831
ALDOA,11.79499656,12.01240456,11.87979765,11.87416682,12.01687443,11.92079572
ALDOB,0,0,0,0,0,0
ALDOC,5.895302621,6.155627816,5.79363582,6.806581843,6.970968661,6.983221651
ALG1,4.629939409,4.54225805,4.689858236,4.72410452,4.561326136,4.642701572
ALG10,3.971773447,3.051372102,3.364572432,3.215678597,2.709290636,2.89917563
ALG10B,2.070389328,1.416839742,1.580145484,2.114367025,1.599317794,1.843983844
ALG11,2.929790998,2.891419187,3.068670811,2.565597176,2.780310099,2.604071324
ALG12,4.548436625,4.814550423,4.715344295,4.674121633,4.798050515,4.885086225
ALG13,4.821199978,4.572889668,4.702103407,4.972692654,4.861955364,4.770300489
ALG14,3.760220946,3.448900951,3.632268215,3.629939409,3.308885057,3.592158002
ALG1L,4.395748328,4.517905554,4.580145484,4.169123281,4.329841177,4.196134881
ALG1L2,0.321928095,0.678071905,0.137503524,0.443606651,0.411426246,0.50589093
ALG1L9P,1.811471031,2.028569152,2.137503524,2.310340121,2.384049807,2.40599236
ALG2,5.196921734,4.872336288,5.007195501,4.803743669,4.704318678,4.651338766
ALG3,6.269220206,6.23457796,6.458119481,5.48123435,5.602884409,5.553360503
ALG5,6.554895775,6.360013042,6.435961895,6.010332283,5.880195729,5.827565007
ALG6,2.813524689,1.996388746,2.482848283,2.989139007,2.6622055,2.608809243
ALG8,7.092545742,6.733625498,6.937344392,7.204571144,7.068240861,7.093285504
ALG9,3.203201156,2.839959587,2.950468414,3.448900951,3.119356177,3.292781749
ALK,0.056583528,0.014355293,0,0.097610797,0.014355293,0
ALKBH1,4.010779839,3.909773104,3.922197848,4.076388069,3.912649865,4.018812186
ALKBH2,5.479941901,5.576824431,5.504302583,4.95930649,4.884109451,5.078524445
ALKBH3,3.87282876,3.955126781,3.969012308,3.931683057,4.06608919,3.683696454
ALKBH3-AS1,0.042644337,0,0,0,0,0
ALKBH4,4.432291338,4.539779192,4.562547724,4.491853096,4.501439145,4.549669171
ALKBH5,6.228241497,5.927896454,5.995484519,6.348728154,6.000901403,5.969012308
ALKBH6,5.283551423,5.343763122,5.409730354,5.022367813,5.228433921,5.026357447
ALKBH7,5.652773285,5.527320608,5.767919586,5.895544989,5.778208576,5.705148528
ALKBH8,2.601696516,2.107687869,2.313245852,2.3305584,2.025028794,2.007195501
ALLC,0,0,0,0.097610797,0,0
ALMS1,2.689299161,2.214124805,2.23878686,2.657640005,2.336283388,2.408711861
ALMS1P,0.411426246,0.137503524,0.250961574,0.454175893,0.704871964,0.454175893
ALOX12,0.516015147,0.565597176,0.773996325,0.485426827,0.545968369,0.367371066
ALOX12B,0.150559677,0.201633861,0.35614381,0.111031312,0.189033824,0.137503524
ALOX12P2,2.575312331,2.801158656,2.6622055,1.731183242,1.757023247,1.739848103
ALOX15,4.312519967,4.192194165,4.37086174,4.390942773,4.292781749,4.125155131
ALOX15B,0,0,0,0,0.042644337,0
ALOX15P1,0.263034406,0.82374936,0.963474124,0.659924558,0.807354922,1.316145742
ALOX5,0.124328135,0,0.056583528,0.028569152,0,0
ALOX5AP,0.176322773,0.516015147,0.584962501,0,0,0.137503524
ALOXE3,2.049630768,2.23878686,2.185866545,1.565597176,1.748461233,1.521050737
ALPI,0,0,0,0,0,0
ALPK1,2.459431619,2.124328135,2.214124805,2.889473543,2.659924558,2.709290636
ALPK2,0.056583528,0.014355293,0.056583528,0,0,0.028569152
ALPK3,1.438292852,1.469885976,1.565597176,1.565597176,1.589763487,1.632268215
ALPL,0.028569152,0,0,0.056583528,0.042644337,0
ALPP,0.056583528,0,0.084064265,0,0.028569152,0.056583528
ALPPL2,0,0.042644337,0,0,0,0
ALS2,3.663344619,3.496973581,3.56315813,3.699329526,3.576522138,3.544732656
ALS2CL,2.275007047,2.384049807,2.367371066,1.459431619,1.627606838,1.550900665
ALS2CR11,0.084064265,0.056583528,0.201633861,0.014355293,0.310340121,0
ALS2CR12,0.432959407,0.432959407,0.070389328,0.367371066,0.378511623,0.286881148
ALX1,0,0,0,0,0,0
ALX3,1.659924558,1.560714954,1.422233001,2.021479727,2.017921908,2.232660757
ALX4,0,0,0,0,0,0.028569152
ALYREF,7.719936359,7.450716389,7.643351158,7.549207089,7.365535075,7.361241988
AMACR,3.097610797,2.992768431,3.140778656,2.855989697,2.659924558,2.879705766
AMBN,0,0,0,0,0,0
AMBP,0.056583528,0,0,0,0,0
AMBRA1,4.465321514,4.402585758,4.392317423,4.280213996,4.358958826,4.335569006
AMD1,5.648753033,5.001351893,5.298658316,5.12722055,4.825785627,4.878725341
AMDHD1,1.03562391,0.613531653,0.613531653,0.201633861,0.176322773,0.40053793
AMDHD2,5.289465631,5.595145568,5.51412226,4.751677946,4.817111573,4.866907978
AMELX,0,0,0,0,0,0
AMELY,0,0,0,0,0,0
AMER1,1.327687364,1.438292852,1.459431619,1.111031312,0.970853654,1.007195501
AMER2,0,0,0,0,0,0
AMER3,0.124328135,0.014355293,0,0.124328135,0.124328135,0.070389328
AMFR,5.734438666,5.636624621,5.69543711,5.084064265,4.913607512,4.855989697
AMH,3.117695043,2.584962501,2.9202933,3.649615459,3.17951105,3.117695043
AMHR2,0.310340121,0.378511623,0.22650853,0.042644337,0.070389328,0.150559677
AMICA1,0.124328135,0,0.163498732,0.070389328,0,0.124328135
AMIGO1,3.608809243,3.626439137,3.456806149,3.292781749,3.307428525,3.282439805
AMIGO2,4.51412226,4.151371776,4.220329955,2.941106311,2.799087306,2.833902077
AMIGO3,2.22342255,2.472487771,2.275007047,3.298658316,3.323370069,3.368768349
AMMECR1,4.021479727,3.397802962,3.656496371,3.590961241,3.270528942,3.336283388
AMMECR1L,4.313971371,4.193771743,4.238022518,4.043519494,4.086613947,4.145677455
AMN,0.333423734,0.201633861,0,0.137503524,0,0
AMN1,2.6622055,2.341985747,2.541019153,2.5360529,2.587364991,2.500802053
AMOT,1.541019153,1.372952098,1.176322773,0.321928095,0.150559677,0.214124805
AMOTL1,3.221877081,3.016139703,3.097610797,3.370164281,3.109360559,3.171527106
AMOTL2,4.813011549,4.805808349,4.836429131,3.890446693,3.821710215,3.787641414
AMPD1,0.641546029,0.704871964,0.454175893,1.042644337,0.650764559,0.941106311
AMPD2,5.313608657,5.617944917,5.386121157,4.819668183,4.915998852,4.89917563
AMPD3,1.422233001,1.49057013,1.575312331,2.333423734,2.137503524,2.220329955
AMPH,1.422233001,1.500802053,1.367371066,0.028569152,0.084064265,0
AMT,1.124328135,0.695993813,0.871843649,1.22650853,1.411426246,1.673556424
AMTN,3.435628594,3.559491813,3.66448284,0.214124805,0,0.432959407
AMY1A,0,0,0,0,0,0
AMY1B,0,0,0,0,0,0
AMY1C,0,0,0,0,0,0
AMY2A,0,0,0,0,0.150559677,0
AMY2B,0.584962501,0.584962501,0.731183242,0.50589093,0.163498732,0.250961574
AMZ1,1.182692298,1.298658316,1.214124805,0.310340121,0.310340121,0.555816155
AMZ2,7.503587256,7.111970261,7.256916297,7.852123719,7.560179958,7.6114675
AMZ2P1,3.344828497,3.192194165,3.22650853,4.115199749,4.070389328,4.014355293
ANAPC1,4.868884273,4.642123916,4.64385619,4.893362211,4.682573297,4.713145902
ANAPC10,3.988230223,3.83491343,3.798050515,3.821710215,3.720278465,3.607626221
ANAPC11,7.618385502,8.014076279,7.882092764,7.748058639,8.069422914,7.998985248
