gene_id,MCF7_1,MCF7_2,MCF7_3,FulR_1,FulR_2,FulR_3
CACNB2,0.378511623,0.443606651,0.286881148,2.592158002,2.553360503,2.589763487
CACNB3,5.357200085,5.433960931,5.407692649,5.81275491,5.942983598,5.934280594
CACNB4,0.201633861,0.124328135,0.263034406,0.22650853,0.163498732,0.137503524
CACNG1,1.378511623,1.650764559,1.778208576,0.847996907,1.03562391,1.163498732
CACNG2,0,0,0,0,0,0
CACNG3,0,0,0,0,0,0
CACNG4,6.578636862,6.56270035,6.547203025,6.384395238,6.295171992,6.263410059
CACNG5,0,0.22650853,0,0,0,0
CACNG6,1.531069493,2.207892852,1.803227036,0.422233001,0.613531653,0.333423734
CACNG7,0,0,0,0,0,0
CACNG8,0.575312331,0.516015147,0.575312331,0.678071905,0.765534746,0.704871964
CACTIN,3.964398632,4.000901403,4.061776198,3.625270489,3.582556003,3.638073837
CACTIN-AS1,0.411426246,0,0,0,0.097610797,0.097610797
CACUL1,4.43162296,3.737686761,4.065227623,4.841973119,4.453517579,4.473786912
CACYBP,6.613973587,6.279471296,6.391114676,5.999774561,5.761285273,5.806066226
CAD,4.906409617,5.061776198,4.986865972,4.847495884,4.894332742,5.014355293
CADM1,5.652486495,5.414812061,5.447579197,4.152994605,3.90014226,3.867896464
CADM2,0.137503524,0.084064265,0.124328135,0.014355293,0.028569152,0.056583528
CADM2-AS2,0,0.475084883,0.443606651,0,0.250961574,0.150559677
CADM3,0,0,0,0,0.028569152,0
CADM4,4.244125943,4.189033824,4.279471296,4.63343121,4.618825953,4.617063344
CADPS,0.014355293,0.056583528,0,0.150559677,0.250961574,0.214124805
CADPS2,4.472487771,4.162693432,4.217230716,4.076388069,3.704871964,3.832890014
CAGE1,0.056583528,0.163498732,0.042644337,0.028569152,0.163498732,0.084064265
CAHM,0.782408565,0.432959407,0.263034406,0.378511623,0.422233001,0.669026766
CALB1,0.028569152,0,0.042644337,0,0,0.097610797
CALB2,0.275007047,0.214124805,0.176322773,0.056583528,0,0.084064265
CALCA,0,0,0,0,0,0
CALCB,0,0,0,0,0,0
CALCOCO1,4.324810603,4.474436043,4.413458688,4.298658316,4.413458688,4.21800615
CALCOCO2,5.776630423,5.684818738,5.567119488,5.385776138,5.264161071,5.274634403
CALCR,0.214124805,0.389566812,0.22650853,0.084064265,0.23878686,0.097610797
CALCRL,0.097610797,0.014355293,0.014355293,0.028569152,0,0.014355293
CALD1,0.86393845,0.411426246,0.765534746,0.028569152,0,0.056583528
CALHM1,0.176322773,0.310340121,0.084064265,0.22650853,0.50589093,0.250961574
CALHM2,4.155425432,4.381975479,4.256255873,4.251719093,4.221103725,4.034743949
CALHM3,0.042644337,0,0.070389328,0.042644337,0,0
CALM1,7.837186385,7.450056494,7.592008461,7.930796463,7.64652271,7.729144865
CALM2,9.745791953,9.330760055,9.453167728,9.604126936,9.320597497,9.402329939
CALM3,8.209112147,8.350541447,8.282764115,8.408414665,8.484097841,8.418021241
CALML3,0.176322773,0.298658316,0.275007047,0.263034406,0.739848103,0.263034406
CALML4,2.381283373,2.211012193,2.266036894,2.761285273,2.572889668,2.748461233
CALML5,5.635173947,5.734980523,5.886306263,3.770829046,3.806324057,3.998195503
CALML6,0.748461233,1.13093087,0.925999419,0.704871964,0.678071905,0.389566812
CALN1,0.070389328,0.056583528,0.056583528,0.042644337,0.042644337,0.042644337
CALR,9.563291622,9.434419731,9.375039431,10.28511319,10.08972853,10.07900469
CALR3,0.176322773,0.23878686,0,0.367371066,0.22650853,0.176322773
CALU,6.478648295,6.089159132,6.103287808,6.473137488,6.208868371,6.238022518
CALY,0.23878686,0.632268215,0.790772038,1.021479727,0.871843649,0
CAMK1,2.336283388,2.40599236,2.15704371,2.553360503,2.693765712,2.62058641
CAMK1D,2.693765712,2.575312331,2.599317794,2.339137385,2.480265122,2.192194165
CAMK1G,0.028569152,0.084064265,0.056583528,0,0.042644337,0
CAMK2A,0,0,0,0,0,0
CAMK2B,2.46727948,2.480265122,2.516015147,2.15704371,2.327687364,2.577730931
CAMK2D,3.882643049,3.601696516,3.489286023,3.879705766,3.434294618,3.523561956
CAMK2G,4.865423978,4.912649865,4.899659026,5.105594276,5.056583528,5.102238194
CAMK2N1,5.333065878,4.950468414,5.037382222,6.472975086,6.127014142,6.171727244
CAMK2N2,4.251719093,4.137503524,4.066950244,3.75595577,3.367371066,3.549669171
CAMK4,0,0,0,0,0,0
CAMKK1,1.761285273,1.731183242,1.632268215,2.430285273,2.572889668,2.408711861
CAMKK2,4.757556689,4.655924213,4.750606505,4.458119481,4.308885057,4.388878339
CAMKMT,3.232660757,3.246408087,3.182692298,3.326249701,3.544732656,3.456806149
CAMKV,0.150559677,0.028569152,0.189033824,0.028569152,0,0.111031312
CAMLG,4.968551603,4.524815928,4.928370323,5.029452886,4.821710215,4.829342194
CAMP,1.944858446,1.906890596,1.98550043,2.847996907,3.228049048,3.063502942
CAMSAP1,4.21490191,4.133399125,4.044394119,4.069530325,3.996388746,3.951401292
CAMSAP2,4.408711861,3.791814071,4.018812186,4.217230716,3.827819025,3.932628157
CAMSAP3,4.49057013,4.475733431,4.473786912,4.578938713,4.390942773,4.452858965
CAMTA1,5.419201774,5.455820365,5.295723025,5.5987225,5.46760555,5.693486957
CAMTA2,4.415488271,4.434294618,4.424922088,3.735522177,3.688180359,3.69265037
CAND1,6.220910322,5.59454855,5.835924074,5.846493316,5.477353527,5.549361133
CAND2,0.070389328,0.275007047,0.137503524,0.097610797,0.042644337,0.028569152
CANT1,6.563920775,6.53714073,6.487196907,6.826039959,6.826167108,6.790250739
CANX,9.064769706,8.512187373,8.628481994,9.11449717,8.655423389,8.750740478
CAP1,7.432792419,7.391544343,7.32813634,7.215193217,7.141494101,7.220233204
CAP2,4.846493316,4.498250868,4.646162657,3.272023189,3.066950244,3.311793718
CAPG,4.960697039,5.134631671,4.930737338,4.219555769,4.248686627,4.218781168
CAPN1,7.835292504,7.891601457,7.887708033,7.586239322,7.552131108,7.56422572
CAPN10,3.549669171,3.499527024,3.699329526,3.316145742,3.388189537,3.415488271
CAPN11,0.028569152,0,0.042644337,0,0,0
CAPN12,0.790772038,0.739848103,0.739848103,0.970853654,0.855989697,0.98550043
CAPN13,3.174725988,3.046141782,3.232660757,2.950468414,2.757023247,2.634593268
CAPN14,0.298658316,0.575312331,0.40053793,0.464668267,0.495695163,0.310340121
CAPN2,5.931683057,5.665335917,5.718087584,6.471024839,6.255500733,6.27668276
CAPN3,0.23878686,0.40053793,0.344828497,0.22650853,0.176322773,0
CAPN5,3.314696526,3.368768349,3.282439805,4.387500406,4.444932049,4.329841177
CAPN6,0,0.028569152,0,0,0,0
CAPN7,5.150153455,4.582556003,4.778208576,4.988230223,4.696550301,4.693208149
CAPN8,2.959770155,3.150559677,3.139142019,1.794935663,1.510961919,2.03562391
CAPN9,2.952333566,3.010779839,3.028569152,2.50589093,2.451540833,2.397802962
CAPNS1,9.214489125,9.30026103,9.218611668,9.244910838,9.236923067,9.259649121
CAPNS2,0.084064265,0,0,0,0,0
CAPRIN1,7.065550771,6.64038956,6.778865631,6.620146497,6.323550215,6.369989863
CAPRIN2,2.117695043,1.970853654,1.918386234,2.100977648,2.107687869,2.049630768
CAPS,3.386810946,3.673556424,3.710393192,2.09423607,2.272023189,1.691534165
CAPS2,0.632268215,0.545968369,0.659924558,0.310340121,0.263034406,0.35614381
CAPSL,0,0,0,0,0,0
CAPZA1,7.902676587,7.385948658,7.566434646,7.475652378,7.243364426,7.333513184
CAPZA2,6.520265084,6.198690586,6.260213887,6.387328072,6.087674987,6.144862143
CAPZA3,0,0.097610797,0,0.137503524,0,0
CAPZB,7.700300991,7.74899785,7.636262089,7.507160349,7.4747605,7.458529652
CARD10,3.026800059,3.0721058,3.23572706,2.392317423,2.669026766,2.646162657
CARD11,0.014355293,0,0,0,0,0
CARD14,2.533563348,2.565597176,2.650764559,2.974529312,2.82374936,3.085764554
CARD16,0,0,0,0,0,0
CARD17,0,0,0,0,0,0
CARD18,0,0,0,0,0,0
CARD6,0.298658316,0.214124805,0.097610797,0.23878686,0.201633861,0.137503524
CARD8,4.250961574,4.125981654,4.331991778,4.424250286,4.656496371,4.584962501
CARD9,0.40053793,0.613531653,0.5360529,0.641546029,0.831877241,0.35614381
CARF,1.827819025,1.495695163,1.709290636,2.344828497,2.107687869,2.214124805
CARHSP1,5.626147064,5.758089934,5.739037979,5.801934646,5.883132016,5.887768949
CARKD,5.297925053,5.366671916,5.386466093,5.415150205,5.427941333,5.468257468
CARM1,6.465648026,6.517275693,6.461070114,5.732540561,5.757023247,5.698774109
CARNS1,1.269033146,1.22650853,1.269033146,1.263034406,1.321928095,1.521050737
CARS,5.381975479,5.358958826,5.276496666,4.748461233,4.787641414,4.740387932
CARS2,3.777156666,3.849999259,3.959770155,3.584962501,3.532316959,3.782408565
CARTPT,0,0,0,0,0,0
CASC1,0.887525271,0.475084883,0.40053793,1.411426246,1.286881148,1.40053793
CASC2,1.070389328,0.464668267,0.839959587,1.883620816,1.344828497,1.906890596
CASC3,4.782408565,4.718087584,4.72900887,4.912649865,4.703211467,4.678071905
CASC4,4.883132016,4.303780748,4.409390936,5.160678213,4.705425039,4.75595577
CASC5,3.314696526,2.748461233,2.839959587,3.683696454,3.206330648,3.396433531
CASD1,3.85698569,2.956056652,3.340562269,3.839959587,3.443606651,3.605257263
CASK,4.680324357,4.389566812,4.43496176,4.960697039,4.663913842,4.654779217
CASKIN1,2.277984747,2.272023189,2.14404637,2.464668267,2.207892852,2.066950244
CASKIN2,5.175524601,5.246408087,5.242983516,5.026800059,5.040892431,4.981396032
CASP1,0.056583528,0,0,0,0,0
CASP10,0.432959407,0.321928095,0.622930351,0.475084883,0.495695163,0.59454855
CASP12,0,0,0,0,0,0
CASP14,2.983677695,3.007195501,3.025028794,0.333423734,0.070389328,0.150559677
CASP2,4.39848719,4.248686627,4.20867332,4.331275267,4.305240966,4.21490191
CASP3,4.101818134,3.604071324,3.840966704,3.484138131,3.09423607,3.148934105
CASP4,1.541019153,1.321928095,1.718087584,0,0,0
CASP5,0,0.124328135,0,0,0,0
CASP6,4.442943496,4.257010618,4.205548911,4.510961919,4.424922088,4.482202926
CASP7,5.190219764,4.945326777,4.833902077,4.917431755,4.663344619,4.59812696
CASP8,4.314696526,4.137503524,3.94673086,3.410069692,3.137503524,3.228049048
CASP8AP2,3.301587647,2.666756592,2.908812908,3.078951341,2.865918815,2.771885579
CASP9,3.121015401,3.193771743,2.97819563,3.253989266,3.297191417,3.384049807
CASQ1,0,0,0,0.042644337,0.097610797,0
CASQ2,1.443606651,1.350497247,1.49057013,1.646162657,1.678071905,1.599317794
CASR,0.042644337,0.070389328,0.070389328,0.070389328,0.097610797,0.137503524
CASS4,0.389566812,0.321928095,0.526068812,0.59454855,0.464668267,0.565597176
CAST,7.054414388,6.643278996,6.839707698,6.670018844,6.360013042,6.337711092
CASZ1,3.379898164,3.320484678,3.473786912,3.503348735,3.489286023,3.604071324
CAT,5.613236955,5.520422249,5.625270489,5.461724992,5.490890979,5.418527302
CATSPER1,0.378511623,0.422233001,0.516015147,0.084064265,0.111031312,0
CATSPER2,0.773996325,1.021479727,1.232660757,0.895302621,0.739848103,0.925999419
CATSPER2P1,0.464668267,0.214124805,0.298658316,0.669026766,0.432959407,1.182692298
CATSPER3,1.028569152,1.117695043,0.722466024,1.111031312,1.189033824,1
CATSPER4,0.056583528,0,0,0.056583528,0,0
CATSPERB,1.13093087,1.22650853,1.263034406,1.438292852,1.275007047,1.214124805
CATSPERD,0.028569152,0,0.189033824,0.056583528,0,0.042644337
CATSPERG,1.443606651,1.5360529,1.765534746,2.244887059,2.367371066,2.114367025
CAV1,4.86393845,4.361066489,4.61176256,2.080657663,1.831877241,1.871843649
CAV2,3.503348735,3.033863452,3.294253136,2.336283388,2.22342255,2.22342255
CAV3,0,0,0,0.056583528,0,0
CBFA2T2,3.507160349,3.390942773,3.283921772,3.626439137,3.489286023,3.513490746
CBFA2T3,5.477677328,5.231509211,5.319401167,4.725195817,4.518535139,4.482848283
CBFB,4.773468928,3.847996907,4.14974712,4.416164165,3.915520901,4.078097423
CBL,3.605257263,3.331991778,3.377123749,3.382667253,3.200064862,3.173127433
CBLB,2.704871964,2.765534746,2.843983844,2.94673086,3.026800059,2.873813198
CBLC,0.367371066,0.214124805,0.526068812,0.545968369,0.23878686,0.367371066
CBLL1,4.607626221,4.247168,4.313245852,4.604071324,4.381283373,4.394376945
CBLN1,0,0,0,0,0,0
CBLN2,0,0,0,0,0,0
CBLN3,1.989139007,1.831877241,2.021479727,2.09423607,2.307428525,2.23572706
CBLN4,0,0,0,0,0,0
CBR1,6.5360529,6.494575617,6.532628658,6.014132087,5.906409617,5.931446685
CBR3,4.560103513,4.250203656,4.442280035,4.689299161,4.601696516,4.478971805
CBR3-AS1,3.769771739,3.813524689,3.705977902,4.260025656,4.229587923,4.292781749
CBR4,3.019701914,2.782408565,3.075532631,3.060047384,2.550900665,2.931683057
CBS,6.833143096,7.022700704,6.958842675,6.057233635,6.185271906,6.177120503
CBWD1,6.370338677,5.942514505,6.08512718,5.778997006,5.48058827,5.320845668
CBWD2,5.41379715,5.100557221,5.322649262,5.506843099,5.290203205,5.533563348
CBWD3,6.243364426,5.439955517,6.086613947,5.803743669,5.326609251,5.531693361
CBWD5,3.122672719,5.522306893,4.247168,2.998195503,4.016139703,3.992768431
CBWD6,3.438292852,2.935459748,3.22650853,2.827819025,3.174725988,3.333423734
CBX1,7.430954271,7.194658374,7.243364426,7.555356039,7.261812858,7.462788534
CBX2,5.277984747,5.356495988,5.247168,5.033423002,5.088735246,4.984133595
CBX3,8.673733075,8.112648011,8.3834019,8.660209873,8.305332181,8.483211169
CBX3P2,0.910732662,1.250961574,1.084064265,1.448900951,1.117695043,1.389566812
CBX4,5.981167667,5.799605422,5.978424465,5.912649865,5.692929286,5.689019541
CBX5,4.900625333,4.385431037,4.565597176,5.577126661,5.156234798,5.224194664
CBX6,5.597233189,5.367371066,5.614415387,4.947198584,4.77452353,4.809928866
CBX7,3.475084883,3.443606651,3.628773595,3.377123749,3.646162657,3.507160349
CBX8,4.77925972,5.055716264,4.980939266,4.94673086,5.029011087,4.90014226
CBY1,4.63343121,4.797012978,4.828326926,4.388878339,4.678071905,4.37920506
CBY3,0.443606651,0.475084883,0.5360529,0.678071905,1.077242999,0.622930351
CC2D1A,5.728736843,5.820434284,5.702103407,5.443275112,5.337354298,5.391286558
CC2D1B,3.744161096,3.750606505,3.731183242,3.519793486,3.509695842,3.468583317
CC2D2A,2.214124805,2.370164281,2.182692298,2.307428525,1.937344392,2.056583528
CC2D2B,0.084064265,0,0.070389328,0.042644337,0.056583528,0.070389328
CCAR1,5.987320866,5.436961338,5.614120869,5.842476063,5.597531174,5.547203025
CCBE1,0.464668267,0.23878686,0.23878686,0.454175893,0.454175893,0.333423734
CCBL1,2.435628594,2.748461233,2.655351829,2.558267634,2.592158002,2.389566812
CCBL2,4.819157224,4.434294618,4.535430915,4.203984166,4.093391153,4.09423607
CCBP2,0.941106311,0.757023247,0.669026766,0.613531653,0.464668267,0.695993813
CCDC101,4.802710219,4.916954279,4.881175155,4.797012978,4.890933022,4.743084056
CCDC102A,1.82374936,1.843983844,1.678071905,2.140778656,1.948600847,1.956056652
CCDC102B,0.028569152,0,0.084064265,0.028569152,0,0.201633861
CCDC103,2.757023247,2.748461233,2.691534165,3.307428525,3.440952198,3.485426827
CCDC104,6.000676105,5.72410452,5.881419908,6.415319248,6.07317756,6.291493053
CCDC105,0,0,0,0,0,0
CCDC106,3.198494154,2.9800253,3.450221496,4.458119481,4.439623138,4.294253136
CCDC107,3.691534165,3.927896454,3.680324357,3.435628594,3.468583317,3.752748591
CCDC108,0,0,0,0.028569152,0,0
CCDC109B,5.196134881,4.718087584,4.782408565,5.323370069,5.072963272,5.191404729
CCDC11,1.163498732,1.454175893,0.90303827,1.280956314,1.344828497,1.232660757
CCDC110,0.137503524,0,0.176322773,0.097610797,0.070389328,0.042644337
CCDC111,2.304511042,1.867896464,2.321928095,2.214124805,1.855989697,1.782408565
CCDC112,2.906890596,2.275007047,2.61117238,3.046141782,2.114367025,2.500802053
CCDC113,1.883620816,1.700439718,2,1.970853654,1.944858446,1.790772038
CCDC114,0.748461233,1.372952098,0.765534746,1.09085343,1.10433666,1.250961574
CCDC115,5.789990019,5.801934646,5.862451391,5.859721129,5.822475232,5.924099886
CCDC116,0.275007047,0.310340121,0.163498732,0.124328135,0.042644337,0.163498732
CCDC117,5.407352751,4.788685711,4.948133578,5.008988783,4.478971805,4.705977902
CCDC12,5.593951284,5.6923714,5.654779217,5.313608657,5.524189078,5.619413011
CCDC120,4.442280035,4.491853096,4.586764743,4.448240225,4.39848719,4.418189948
CCDC121,2.292781749,1.89917563,2.160274831,2.859969548,2.498250868,2.558267634
CCDC122,2.950468414,2.634593268,2.392317423,2.970853654,2.485426827,2.217230716
CCDC124,6.980710829,7.133501878,7.175724185,6.873567152,6.960001932,6.982423227
CCDC125,4.325530332,3.910732662,3.98550043,4.606442228,4.199279721,4.316869805
CCDC126,1.526068812,1.124328135,1.3950628,1.871843649,1.718087584,1.815575429
CCDC127,4.547819957,4.377817853,4.394376945,4.230356745,3.960697039,3.98458935
CCDC129,0.084064265,0,0,0.028569152,0,0.070389328
CCDC13,0.189033824,0.40053793,0.23878686,0.070389328,0.111031312,0.124328135
CCDC13-AS1,0,0,0,0,0,0
CCDC130,4.277240898,4.224194664,4.409390936,4.14404637,4.311067102,4.17951105
CCDC132,3.725741157,3.292781749,3.791814071,3.64038956,3.153805336,3.198494154
CCDC134,2.443606651,2.23878686,2.378511623,2.277984747,1.669026766,1.937344392
CCDC135,0,0,0,0,0,0
CCDC136,1.469885976,1.448900951,1.084064265,1.361768359,1.15704371,1.316145742
CCDC137,5.657925772,5.781621998,5.64990282,5.384049807,5.426264755,5.334139179
CCDC138,2.893362211,2.500802053,2.94673086,2.861955364,2.462052319,2.700439718
CCDC14,3.849999259,3.401903472,3.701549057,4.087462841,3.734438666,3.768713657
CCDC140,0,0,0,0,0,0
CCDC141,0,0,0,0,0.014355293,0.014355293
CCDC142,3.553360503,3.379898164,3.460742564,3.707082992,3.604071324,3.782408565
CCDC144A,0.097610797,0,0,0.056583528,0.084064265,0.084064265
CCDC144B,0.918386234,0.807354922,0.739848103,1.176322773,1.163498732,1.10433666
CCDC144CP,0.070389328,0.333423734,0,0.163498732,0.042644337,0.124328135
CCDC144NL,0.124328135,0,0,0,0.042644337,0.176322773
CCDC146,1.604071324,1.361768359,1.298658316,1.475084883,1.232660757,1.367371066
CCDC147,0.201633861,0.150559677,0.070389328,0.422233001,0.333423734,0.321928095
CCDC148,1.851998837,1.555816155,1.89917563,2.370164281,1.855989697,2.17951105
CCDC148-AS1,0,0,0,0,0,0
CCDC149,3.509695842,3.47118746,3.408711861,4.231125158,4.115199749,4.21023299
CCDC15,2.053111336,1.687060688,1.49057013,2.207892852,1.959770155,1.956056652
CCDC150,1.495695163,1.13093087,1.416839742,1.50589093,1.570462931,1.411426246
CCDC151,1.10433666,1.23878686,1.22650853,2.077242999,2.066950244,2.295723025
CCDC152,0.028569152,0,0,0,0,0
CCDC153,2.100977648,1.700439718,1.906890596,2.350497247,2.324810603,2.361768359
CCDC154,0.695993813,0.807354922,0.526068812,1.510961919,1.691534165,1.411426246
CCDC155,0,0,0,0.028569152,0,0
CCDC157,1.855989697,1.700439718,1.339137385,1.799087306,1.944858446,2.14404637
CCDC158,0.111031312,0.084064265,0,0.176322773,0.028569152,0.23878686
CCDC159,5.64990282,5.773732651,5.814806743,5.668459557,5.735251376,5.740657772
CCDC160,1.367371066,0.613531653,1.021479727,2.462052319,2.049630768,2.014355293
CCDC162P,2.077242999,1.731183242,2.241840184,2.289834465,2.292781749,2.451540833
CCDC163P,2.763411574,2.622930351,2.682573297,2.748461233,2.897240426,2.82984956
CCDC166,0.124328135,0.163498732,0.344828497,0.35614381,0.22650853,0.250961574
CCDC167,5.262282806,5.381283373,5.222263604,5.367021533,5.360364277,5.370513052
CCDC168,0.014355293,0,0,0.014355293,0.014355293,0
CCDC169,0,0,0,0,0,0
CCDC169-SOHLH2,0,0,0,0,0,0
CCDC17,0.941106311,1.007195501,0.839959587,0.659924558,0.50589093,0.687060688
CCDC170,4.447579197,3.972692654,4.205548911,4.214124805,3.980939266,3.98550043
CCDC171,1.316145742,0.918386234,1.13093087,1.169925001,1.097610797,1.10433666
CCDC172,0,0,0,0,0,0
CCDC173,0.367371066,0.189033824,0.40053793,0.389566812,0.298658316,0.516015147
CCDC174,4.269033146,4.175524601,4.201633861,4.043519494,3.933572638,3.824767853
CCDC175,0.028569152,0,0,0,0,0
CCDC176,2.927896454,2.333423734,2.480265122,3.427606173,3.267535798,3.399171094
CCDC177,0.014355293,0,0,0.014355293,0.097610797,0
CCDC178,0,0,0,0,0,0
CCDC179,0,0,0,0,0,0
CCDC18,2.163498732,1.269033146,1.967168608,1.996388746,1.815575429,1.731183242
CCDC180,0.214124805,0.855989697,0.956056652,1.250961574,1.124328135,1.250961574
CCDC181,0.042644337,0.163498732,0.124328135,0.150559677,0.163498732,0
CCDC19,1.98550043,1.963474124,1.541019153,2.117695043,2.021479727,2.301587647
CCDC22,4.942983598,4.997744026,4.860962798,5.057016965,5.064796646,5.06608919
CCDC23,4.214124805,4.274261661,4.118525849,4.830356747,4.821199978,4.95930649
CCDC24,3.516015147,3.558267634,3.749534268,3.632268215,3.698218478,3.793895883
CCDC25,4.782408565,4.599912842,4.587364991,4.826294245,4.544732656,4.679198571
CCDC27,0.042644337,0,0,0.137503524,0,0.214124805
CCDC28A,4.055716264,3.743084056,3.804260116,3.450221496,3.147306699,3.22342255
CCDC28B,1.704871964,1.560714954,1.713695815,2.336283388,2.625270489,2.533563348
CCDC3,0.163498732,0.189033824,0.214124805,0.250961574,0.137503524,0.042644337
CCDC30,0.855989697,0.790772038,0.941106311,1.298658316,0.948600847,0.731183242
CCDC33,0.084064265,0.070389328,0,0,0,0
CCDC34,4.412104045,4.176322773,4.493134922,4.445594291,4.456149035,4.331275267
CCDC36,0.028569152,0,0.137503524,0.056583528,0.042644337,0
CCDC37,0,0.097610797,0,0.070389328,0,0
CCDC38,0.084064265,0,0.124328135,0,0.097610797,0
CCDC39,0.137503524,0.028569152,0.214124805,0.124328135,0.056583528,0.124328135
CCDC40,1.632268215,1.510961919,1.427606173,1.432959407,1.40053793,1.599317794
CCDC41,2.972692654,2.622930351,2.815575429,2.682573297,2.192194165,2.596935142
CCDC41-AS1,0.310340121,0.275007047,0.464668267,0.992768431,0.879705766,0.757023247
CCDC42,0,0,0,0,0,0
CCDC42B,0.815575429,1.189033824,0.632268215,0.545968369,0.097610797,0.214124805
CCDC43,4.998195503,4.716990894,4.750070486,4.966245873,4.559491813,4.642123916
CCDC47,8.520932916,8.157902683,8.266646012,7.964514154,7.685169272,7.754152609
CCDC50,2.815575429,2.414135533,2.414135533,2.010779839,1.704871964,1.918386234
CCDC51,4.326249701,4.35614381,4.407352751,4.393690764,4.464014725,4.552745937
CCDC53,5.675533686,5.646450706,5.597829098,5.540399306,5.576522138,5.574707046
CCDC54,0.056583528,0,0,0.056583528,0,0
CCDC57,4.800123353,5.15704371,5.031218731,5.665904355,5.845740933,5.801158656
CCDC58,5.401903472,5.428946345,5.273142859,5.038699551,5.107269394,4.994127114
CCDC59,5.677508242,5.157852169,5.230741003,5.61176256,5.275007047,5.421223299
CCDC6,5.767919586,5.088311236,5.378858383,6.460906348,6.029673735,6.045268215
CCDC60,0.028569152,0.042644337,0,0,0,0
CCDC61,3.374343989,3.314696526,3.211012193,2.659924558,2.601696516,2.678071905
CCDC62,0.214124805,0,0,0.23878686,0.516015147,0.310340121
CCDC63,1.454175893,1.304511042,1.207892852,2.163498732,2.10433666,2.298658316
CCDC64,5.375039431,5.368768349,5.41040895,4.700994494,4.61176256,4.627023106
CCDC64B,5.17990909,5.122672719,5.329482431,4.942514505,4.624685811,4.793895883
CCDC65,0.321928095,0.22650853,0.137503524,0.263034406,0.641546029,0.35614381
CCDC66,2.698218478,1.929790998,2.23878686,2.669026766,2.392317423,2.584962501
CCDC67,0,0,0,0,0,0
CCDC68,2.533563348,1.918386234,2.22342255,3.187451054,2.786596362,2.849999259
CCDC69,2.23878686,2.173127433,2.13093087,2.321928095,2.333423734,2.084064265
CCDC7,0.948600847,0.731183242,0.933572638,1.599317794,1.678071905,1.124328135
CCDC70,0.070389328,0.176322773,0.389566812,0.189033824,0.176322773,0.286881148
CCDC71,3.874796966,4.095080492,3.916476644,3.499527024,3.934516502,3.770829046
CCDC71L,2.341985747,1.959770155,2.204766751,2.316145742,2.263034406,2.185866545
CCDC73,0.263034406,0.056583528,0.176322773,0.056583528,0,0.22650853
CCDC74A,5.257387843,5.207502459,5.165107985,4.654779217,4.544732656,4.573495715
CCDC74B,3.206330648,3.275007047,2.891419187,2.646162657,2.941106311,2.809414444
CCDC74B-AS1,1.691534165,1.839959587,1.500802053,1.475084883,1.744161096,1.298658316
CCDC77,2.558267634,2.163498732,2.207892852,2.72900887,2.5360529,2.587364991
CCDC78,4.428276414,4.548436625,4.604071324,4.893847558,5.00270252,5.02103548
CCDC79,0.028569152,0,0,0,0,0
CCDC8,0.124328135,0.23878686,0.275007047,0.084064265,0,0.137503524
CCDC80,0.286881148,0.22650853,0.150559677,0.176322773,0.028569152,0.028569152
CCDC81,0.948600847,0.855989697,1.257010618,0.992768431,0.82374936,0.887525271
CCDC82,1.560714954,1.176322773,1.22650853,1.23878686,0.97819563,0.895302621
CCDC83,3.682573297,3.211012193,3.132576843,1.176322773,1.40599236,1.028569152
CCDC84,4.581953751,4.638653116,4.340562269,4.277984747,4.467931546,4.584962501
CCDC85A,0.695993813,0.5360529,0.704871964,0,0,0.056583528
CCDC85B,6.63531908,5.829342194,6.450386479,6.707359132,5.765799923,6.116239979
CCDC85C,5.148120631,4.989593185,5.10433666,5.415488271,5.195347598,5.296457407
CCDC86,5.357903839,5.352264173,5.269407241,4.736604875,4.913128768,4.676944359
CCDC87,1.50589093,1.646162657,1.641546029,1.918386234,1.786596362,1.786596362
CCDC88A,0.40053793,0.163498732,0.411426246,0.137503524,0.056583528,0.042644337
CCDC88B,1.541019153,1.646162657,1.613531653,1.321928095,1.269033146,1.35614381
CCDC88C,3.548436625,3.460742564,3.564378169,3.346247774,3.341985747,3.195347598
CCDC89,0.782408565,0.389566812,0.839959587,0.084064265,0.163498732,0.042644337
CCDC9,4.899659026,4.857980995,4.866907978,5.21916852,5.103917211,4.944858446
CCDC90B,5.710117632,5.140778656,5.366322214,6.010108453,5.715893371,5.767919586
CCDC91,4.128458384,3.541019153,3.574101508,3.386810946,2.914564523,3.132576843
CCDC92,5.18705509,5.181102551,5.206721357,5.087887101,5.012568674,5.09000653
CCDC93,3.596935142,3.3950628,3.481557281,3.295723025,3.200064862,3.206330648
CCDC94,5.419201774,5.713420885,5.573192724,5.239932613,5.454833907,5.241458871
CCDC96,2.039138394,1.799087306,1.541019153,1.970853654,1.765534746,1.827819025
CCDC97,5.125981654,5.188242656,5.211790976,5.265661925,5.441284272,5.252854626
CCER1,0,0.042644337,0,0.028569152,0,0
CCHCR1,3.934516502,3.98550043,3.89917563,4.114367025,4.301587647,4.003602237
CCIN,0,0,0,0,0,0
CCK,0.310340121,0,0.163498732,0,0,0
CCKAR,0,0,0,0,0,0
CCKBR,0,0,0,0,0,0
CCL1,0,0,0,0,0,0
CCL11,0,0,0,0,0,0
CCL13,0,0,0,0,0,0
CCL14,0,0,0,0,0,0.23878686
CCL15,0.344828497,0.097610797,0.22650853,0.565597176,0.910732662,0.713695815
