,hugo,MCF7_WT_veh_1-quant.sf,MCF7_WT_veh_2-quant.sf,MCF7_WT_veh_3-quant.sf,MCF7_WT_E2_1-quant.sf,MCF7_WT_E2_2-quant.sf,MCF7_WT_E2_3-quant.sf,MCF7_S_veh_1-quant.sf,MCF7_S_veh_2-quant.sf,MCF7_S_veh_3-quant.sf,MCF7_S_E2_1-quant.sf,MCF7_S_E2_2-quant.sf
ENSG00000007341,ST7L,3.497465496,3.457574502,3.759195236,3.882366407,3.748769737,3.587415112,3.769365781,3.472513576,3.605575091,3.795702197,3.566285314
ENSG00000007376,RPUSD1,5.369598393,5.477524924,5.38258035,5.638312355,5.554741063,5.584312961,5.28755777,5.182682288,5.122751835,5.386558556,5.291106625
ENSG00000007384,RHBDF1,6.205184067,6.148175677,6.255513291,5.938045699,5.877605126,5.896448372,5.80857889,5.740376868,5.743861221,5.551786475,5.474337589
ENSG00000007392,LUC7L,6.178905282,6.210519533,6.147904919,6.096952136,6.170689179,6.166393092,5.839819794,5.795917515,5.842483727,5.919328537,5.925810992
ENSG00000007516,BAIAP3,3.776167908,3.552929474,3.918855827,3.306411431,3.129767516,3.617557738,2.148034734,2.394909279,2.347456521,2.109396066,2.462471242
ENSG00000007520,TSR3,6.295447535,6.30137547,6.275914036,6.385867576,6.415533904,6.437322632,6.084482084,6.074575223,5.986311263,6.083095905,6.098617888
ENSG00000007541,PIGQ,4.522157486,4.540998021,4.578118981,4.813647508,4.578220446,4.684645402,4.461726497,4.635421593,4.278260915,4.493701575,4.457586347
ENSG00000007545,CRAMP1,4.357844096,4.364241905,4.351379779,4.295264139,4.416739635,4.270974913,4.117443297,4.191541356,4.101001608,4.196023034,4.147945349
ENSG00000007866,TEAD3,4.70026381,4.578614946,4.698196804,4.428817072,4.410083264,4.366694993,4.742532623,4.673065078,4.736125882,4.609751417,4.443663271
ENSG00000007923,DNAJC11,4.860739525,4.664078943,4.702643338,4.822966567,5.014411893,4.959279917,4.614295349,4.614530409,4.724640014,4.73674811,4.818606922
ENSG00000007944,MYLIP,3.964628743,3.929453004,3.947688596,3.980251104,4.005688318,4.028753013,4.186742202,4.260737039,4.256077696,4.202655931,4.096807484
ENSG00000007968,E2F2,0.798135975,0.795746171,0.745849137,1.284934562,1.160384562,1.160158637,1.384536151,1.62377277,1.335980533,1.671252605,1.678238707
ENSG00000008018,PSMB1,8.558731567,8.611959221,8.525090716,8.480162103,8.534787422,8.542069264,9.019138502,9.015440477,9.042110231,8.976797943,9.020113173
ENSG00000008056,SYN1,1.24834295,1.016147549,1.100750296,1.027514326,0.887065095,0.773806484,0.561714225,0.589556414,0.501370862,0.496159308,0.572663669
ENSG00000008083,JARID2,3.978725558,3.997948924,3.968754516,4.217538071,4.247040971,4.206508043,4.181951693,4.203611976,4.222463395,4.534453234,4.590673991
ENSG00000008086,CDKL5,3.548489646,3.622402113,3.716536621,3.387179159,3.286703313,3.232711404,3.033494892,3.120257372,3.148543532,2.52898641,2.804787311
ENSG00000008128,CDK11A,4.290800269,4.346285394,4.282389474,4.331051562,4.278734531,4.324199344,4.185420074,4.284484614,4.122375901,4.237575167,4.399937276
ENSG00000008130,NADK,5.478123698,5.346712146,5.241559471,5.422124391,5.401709814,5.386647565,5.320235437,5.222810093,5.370110778,5.30556176,5.430913338
ENSG00000008256,CYTH3,3.116045522,3.05403454,3.175573302,2.952180342,3.218760868,2.856071594,3.030548865,3.131305329,3.303630642,2.874714749,2.928334693
ENSG00000008277,ADAM22,2.53479579,2.302766522,2.516415112,2.757627942,2.588991127,2.542719242,2.668060108,2.608733369,2.598304456,2.409780581,2.246448525
ENSG00000008282,SYPL1,6.98637646,7.010158046,6.903289225,6.951108876,6.995302113,6.983997022,7.537560646,7.533805809,7.492896477,7.581228471,7.624107988
ENSG00000008283,CYB561,7.243549778,7.266657161,7.281685501,7.187340581,7.179094324,7.190443481,7.456736485,7.444489245,7.436592763,7.457027759,7.446987989
ENSG00000008294,SPAG9,6.017946534,5.959687247,6.017960799,5.692548566,5.795086299,5.717772497,5.635573115,5.591212587,5.64368934,5.518829156,5.629363032
ENSG00000008300,CELSR3,3.259926561,3.111343696,3.067800804,3.324548965,3.213087651,3.183769468,2.621562187,2.547743373,2.533400133,2.643539916,2.658591961
ENSG00000008311,AASS,4.359905337,4.348461668,4.336828723,4.213425831,4.213279617,4.195283495,0.664199189,0.615894511,0.53435809,0.658901343,0.502715846
ENSG00000008323,PLEKHG6,3.332642921,3.117223098,2.755851541,2.569066679,2.386105205,2.982822038,3.47104844,3.076720184,3.292249031,3.016367591,3.032889348
ENSG00000008324,SS18L2,4.118599352,4.17838217,3.728780153,4.25673888,4.168912114,3.979216323,4.229450876,4.241764234,4.410712043,4.239791506,4.404902237
ENSG00000008382,MPND,4.111429919,4.114802017,4.11386391,4.153053318,4.126251659,4.080018865,3.896026599,3.970028285,4.218001499,3.961309846,3.915033706
ENSG00000008394,MGST1,7.447963301,7.569044818,7.509821813,7.497270579,7.649557164,7.549313674,8.196425137,8.208969884,8.170937198,8.157010113,8.161239187
ENSG00000008405,CRY1,4.529914375,4.508825402,4.446875463,4.451536877,4.387525221,4.466850652,4.352353169,4.116588913,4.295883886,4.28245997,4.294990473
ENSG00000008441,NFIX,3.545466908,3.651711878,3.681468831,3.587260446,3.69110643,3.65540286,2.945191913,2.985754173,2.927731511,3.043737675,3.11258975
ENSG00000008513,ST3GAL1,6.045414946,5.949387528,6.014737878,5.609080323,5.71585497,5.627353702,4.800606311,4.99652632,4.961145252,4.650344324,4.750116002
ENSG00000008516,MMP25,1.409474033,1.449956956,1.479528591,1.061144383,1.395629892,1.351159603,1.282737506,1.480898424,1.298438376,1.446317219,1.410883235
ENSG00000008517,IL32,5.040227564,5.08919344,5.192176948,4.34280957,4.521036216,4.602524628,3.147314841,2.883579964,3.186410703,2.86983715,2.919586073
ENSG00000008710,PKD1,5.443962886,5.37152614,5.473933462,5.398121699,5.407196528,5.423344057,5.058697997,5.076507349,4.965641324,5.025372515,4.976421952
ENSG00000008735,MAPK8IP2,1.801687202,1.918685811,1.896013323,1.739326651,1.707303466,1.545454935,1.156371374,1.168615081,1.152796069,1.047255685,0.962658956
ENSG00000008838,MED24,4.512994876,4.563652547,4.374071159,4.659155548,4.599066312,4.466977102,4.504135985,4.520241358,4.469919244,4.678039923,4.647213299
ENSG00000008853,RHOBTB2,4.273641505,4.305044945,4.294436807,4.125583577,4.003241878,3.985079583,3.476094805,3.393883477,3.479501688,3.247355485,3.078724248
ENSG00000008869,HEATR5B,3.731796148,3.702535097,3.652597317,3.444111241,3.530538431,3.527551821,3.60735316,3.441945801,3.491644949,3.333529213,3.40843987
ENSG00000008952,SEC62,6.621101012,6.57732847,6.606390939,6.560647664,6.509895386,6.534731934,6.719166954,6.793680372,6.737735279,6.749249643,6.74450278
ENSG00000008988,RPS20,10.83826127,10.94206563,10.85629975,10.83880939,10.87238151,10.86728215,11.15576351,11.22199448,11.21228292,11.18273441,11.16093979
ENSG00000009307,CSDE1,10.4635895,10.43750303,10.43484152,10.40672067,10.43850754,10.37687662,10.383208,10.44039612,10.42829881,10.37366048,10.33729106
ENSG00000009335,UBE3C,5.890248831,5.911166748,5.971012735,5.900363044,5.949792728,5.991078187,6.022453729,5.953824024,5.988504207,5.993588893,6.140916192
ENSG00000009413,REV3L,4.371766582,4.347284121,4.226465475,4.578815095,4.639230571,4.57650011,4.403610109,4.295535293,4.346122579,4.519466527,4.567114589
ENSG00000009780,FAM76A,2.287671753,1.993399888,2.373182409,2.458667575,2.518077584,2.493988537,2.34132799,2.239428627,2.460654506,2.290650287,2.524766793
ENSG00000009830,POMT2,5.683421277,5.6145584,5.649899171,5.77461395,5.572940586,5.740524127,5.569589763,5.587773659,5.474604802,5.290059408,5.430869894
ENSG00000009844,VTA1,5.890510679,5.870283458,5.812710866,5.881921375,5.899064958,5.864159965,5.838852534,5.861809078,5.828470579,5.884112896,5.876531828
ENSG00000009950,MLXIPL,2.193875172,2.185900789,2.232578183,2.182543127,2.463156827,2.22161728,1.936161123,2.218869493,2.332537807,2.266833905,1.907572541
ENSG00000009954,BAZ1B,5.489611331,5.443933541,5.513986161,5.584908639,5.593325383,5.565547156,5.638515211,5.623197436,5.640013508,5.713450222,5.698846325
ENSG00000010017,RANBP9,4.892382282,4.886533565,4.879015617,4.714296739,4.810150525,4.741079159,5.022574658,4.921355396,4.951911787,4.937352632,5.017733544
ENSG00000010030,ETV7,1.010320108,0.775929338,0.73229356,0.912946574,1.03720719,0.880575245,1.04788398,0.82010534,1.032050048,1.087000426,1.054660967
ENSG00000010072,SPRTN,3.582470017,3.527012141,3.503062458,3.638880246,3.740618594,3.352919365,3.541117065,3.630171178,3.566047826,3.65602676,3.655617672
ENSG00000010165,METTL13,5.611090621,5.604672213,5.57486278,5.821586244,5.686046357,5.782085888,5.527982369,5.526059325,5.593337844,5.622680024,5.656955649
ENSG00000010244,ZNF207,6.930345888,6.924238114,6.911839666,6.953634888,6.980895588,6.907598941,6.815995804,6.751391893,6.766111709,6.701763385,6.731424342
ENSG00000010256,UQCRC1,6.912682926,6.949163882,6.9391114,6.822879711,6.866325826,6.778921204,7.023461904,7.030174748,6.818610309,6.742826403,6.801278535
ENSG00000010270,STARD3NL,3.359232026,3.191568636,3.295333062,3.421817493,3.399726718,3.264963321,3.733868141,3.684549391,3.744320537,3.801132296,3.85310641
ENSG00000010278,CD9,9.217572962,9.221379452,9.175080315,9.115602497,9.111645145,9.126448374,9.270056277,9.324145036,9.327870788,9.244112299,9.265091395
ENSG00000010292,NCAPD2,4.191584285,4.142366791,4.024324467,4.023178069,4.000301762,4.130002371,5.517956214,5.488992476,5.62269176,5.396117659,5.376659415
ENSG00000010310,GIPR,0.979134101,1.028386824,1.148638183,0.847760445,0.719514226,0.854070594,0.533167014,0.983436848,0.610492571,0.67258257,0.685692616
ENSG00000010318,PHF7,1.108929191,1.277764013,1.435847835,1.793508061,1.674132166,1.278760821,1.877362621,1.7539694,1.488263827,1.637271267,1.800637909
ENSG00000010322,NISCH,4.530232087,4.346194647,4.557726093,4.490002567,4.413614255,4.441140958,4.146394793,4.193516372,3.974976093,4.037841843,4.014657013
ENSG00000010361,FUZ,2.216816557,2.413453001,2.464968401,2.490407112,2.320277256,2.578868931,2.618034455,2.755607409,2.657888289,2.878624124,2.716755656
ENSG00000010404,IDS,7.512278197,7.506423349,7.5931336,7.250386559,7.277553641,7.234388031,6.928448733,6.891344948,6.935908399,6.690419177,6.703768694
ENSG00000010438,PRSS3,0,0,1.102185441,1.074382124,0.127265461,0.112861839,0,0,0,0.23846772,0.26129491
ENSG00000010539,ZNF200,2.727269625,2.746923471,2.669825244,2.705303381,2.648724277,2.799792935,2.498134937,2.642969295,2.497480544,2.762805269,2.621451065
ENSG00000010626,LRRC23,2.081036193,2.255393773,2.21860481,2.395658405,2.130494702,2.329081966,2.775378448,2.534940352,2.532780492,2.715437653,2.716492942
ENSG00000010704,HFE,0.788203173,0.868145298,0.596957939,0.739954012,0.9103635,0.638231424,1.533992804,1.606339886,1.571051547,1.314802078,1.235374154
ENSG00000010803,SCMH1,3.087668877,2.706037377,2.980626225,2.99868294,2.832129589,2.864854707,3.460965241,3.188855375,3.410376113,3.226969959,3.082557155
ENSG00000010810,FYN,5.006813953,4.702182523,4.96909707,4.66527976,4.568320244,4.822752512,3.844431452,3.535205839,4.021434243,3.831094843,3.661872137
ENSG00000010818,HIVEP2,3.122898045,2.649047495,3.353194967,2.79178928,2.748092354,3.016364408,2.669428441,2.461901624,2.647496879,2.16280921,2.395482032
ENSG00000011007,TCEB3,4.679848988,4.647935092,4.672138981,4.762455286,4.714128064,4.745704062,4.557652827,4.589666066,4.572058728,4.563262484,4.680337748
ENSG00000011009,LYPLA2,5.929747427,6.102771284,5.934372973,6.007655332,5.88011377,5.94848631,5.698965474,5.676778789,5.789852287,5.653304182,5.645320503
ENSG00000011021,CLCN6,2.397191261,2.265122698,2.255834493,2.2998576,2.133396725,2.015806899,2.225484716,2.123881393,2.206383165,2.006101366,1.889239811
ENSG00000011028,MRC2,6.243581975,6.382775727,6.367342582,6.088013952,5.990834154,5.955356213,4.157292198,4.19940443,4.033783036,4.123211765,4.049383154
ENSG00000011052,NME1-NME2,4.336447646,4.587773017,5.039357765,4.791772404,4.822164174,5.129855859,4.801810516,4.764378005,4.603169357,4.576921152,4.805157571
ENSG00000011105,TSPAN9,4.199387468,4.230668002,4.151508732,3.856935309,4.000245237,3.95057679,4.275307404,4.251539218,4.15060346,4.028215949,3.985250123
ENSG00000011114,BTBD7,4.829354982,5.036607378,4.884498922,4.719503219,4.861928673,4.84782252,4.667757441,4.591376989,4.702426494,4.501540544,4.529868036
ENSG00000011132,APBA3,3.811261598,3.8232906,4.011396074,3.609360672,3.54507765,3.682090858,3.474779835,3.496323391,3.384164499,3.233252447,3.452716151
ENSG00000011143,MKS1,4.292403655,4.108384362,4.184106256,4.272013332,4.210910609,4.462228783,4.429170367,4.496299356,4.42944591,4.427483619,4.598480907
ENSG00000011198,ABHD5,3.93257128,3.849496029,4.030357092,4.000517384,3.92854391,4.010535401,3.876710341,3.932506038,3.967997458,3.905485977,3.927093838
ENSG00000011201,ANOS1,2.148558662,2.219941675,2.342503545,1.956188274,1.818692706,1.886775264,1.398707716,1.694994713,1.580425311,1.357701193,1.481216263
ENSG00000011243,AKAP8L,5.740109837,5.706703378,5.837497274,5.652201083,5.543354731,5.659012028,5.419616788,5.404717598,5.315548298,5.315658932,5.189126434
ENSG00000011258,MBTD1,3.756628265,3.743891911,3.731148151,3.956963443,3.88918848,3.8423776,3.990337727,3.938499686,3.926903254,3.873607071,3.93634791
ENSG00000011260,UTP18,6.284922091,6.177746372,6.184491485,6.40001098,6.418098646,6.452482481,6.078703736,6.054176539,5.996720682,6.240142856,6.283147097
ENSG00000011275,RNF216,4.616520673,4.705516995,4.700469071,4.734400783,4.698786219,4.746200099,4.502441359,4.429694825,4.478618981,4.589154886,4.562919736
ENSG00000011295,TTC19,5.413686357,5.319113033,5.396681118,5.289354844,5.33184503,5.308301835,5.097417806,5.066926572,5.03570586,4.941514594,5.10732489
ENSG00000011304,PTBP1,7.76058358,7.899344245,7.896073041,7.852967067,7.844334692,7.846890059,7.989267747,7.954843022,8.125497023,8.054087373,7.87037048
ENSG00000011332,DPF1,1.767967878,1.51429616,1.730874941,1.684067802,1.430408653,1.918103927,1.568734548,1.582530665,1.449761809,1.766756319,1.605979591
ENSG00000011347,SYT7,4.424944588,4.323290904,4.431111976,4.504914304,4.450689339,4.45678171,4.378733004,4.37929137,4.419609407,4.424053725,4.396017378
ENSG00000011376,LARS2,3.122354166,3.019821986,3.250953845,3.250479584,3.39079657,3.223033093,3.462619454,3.24068465,3.226188034,3.465830841,3.462340161
ENSG00000011405,PIK3C2A,4.802758808,4.681901175,4.861703714,4.621890053,4.912184075,4.508259779,4.994016837,4.988011984,4.945634388,4.818550991,4.946531283
ENSG00000011422,PLAUR,3.019124543,2.922343671,2.970324692,2.452067439,2.416873512,2.530137869,3.571707253,3.679454077,3.530007923,3.398544048,3.512320235
ENSG00000011426,ANLN,3.367074402,3.384682713,3.31051303,3.648477638,3.300208673,3.331018111,4.85737842,4.772891428,4.829323169,4.743121981,4.833592512
ENSG00000011451,WIZ,5.15775247,5.159559721,5.232788867,5.238812305,5.278853635,5.208239314,5.067676961,5.039519377,5.058350354,5.11572233,5.075211968
ENSG00000011454,RABGAP1,5.522249014,5.446519799,5.533813867,5.415981265,5.419074124,5.375645955,5.493324959,5.523978393,5.456042429,5.392194129,5.465478304
ENSG00000011478,QPCTL,3.069717116,3.078307875,2.975575346,3.4050351,3.443708087,3.390563414,3.312898344,3.339942475,3.359408719,3.355719674,3.45236876
ENSG00000011485,PPP5C,5.713566896,5.695654417,5.719645957,5.735715431,5.788316691,5.743112443,5.763896867,5.742807312,5.768499989,5.792958833,5.753697116
ENSG00000011523,CEP68,2.830402994,2.718464653,2.977404585,3.043026041,3.10448327,2.997506366,2.979168571,2.920650442,2.964235481,3.093613921,3.199075154
ENSG00000011566,MAP4K3,5.038205782,5.036766705,5.044442165,5.118426302,5.174934349,5.165239904,5.580398869,5.622212514,5.549719436,5.701851869,5.805511243
ENSG00000011590,ZBTB32,0.638150037,0.184556808,0.752353744,0.393655457,0.872004465,0.586900181,0.469664086,0.47131026,1.303262892,0.93837441,0.638753192
ENSG00000011638,TMEM159,5.572040077,5.666576244,5.586046339,5.404868253,5.458791051,5.43827169,5.999867672,6.102999723,5.951683835,5.936308239,5.928032044
ENSG00000012048,BRCA1,2.332565662,2.776569156,2.439440509,2.994646155,2.835444713,2.610851199,3.536301271,3.409262059,3.659882624,3.844561931,3.658647368
ENSG00000012061,ERCC1,5.848023957,5.927956265,5.92427211,5.512371623,5.663477604,5.538724603,4.948256391,5.020861519,4.852149493,4.980945342,4.953170003
ENSG00000012124,CD22,0.29768047,0.491028742,0.530761332,0.613395109,1.18712992,0.956772617,1.144076595,1.019491298,1.371746086,1.740453087,1.73627738
ENSG00000012171,SEMA3B,2.893578579,2.9085488,2.823791907,4.427513707,4.476095583,4.48455747,2.815167461,3.040472288,2.921554977,3.725155247,3.868768803
ENSG00000012174,MBTPS2,3.455481494,3.484187509,3.417387673,3.512754935,3.644949454,3.62254562,3.593865496,3.568419245,3.539704264,3.699377059,3.620552864
ENSG00000012211,PRICKLE3,3.634457124,3.617289431,3.66793662,3.695318839,3.693413023,3.766898827,3.216974576,3.366915259,3.416690872,3.765257107,3.463948831
ENSG00000012232,EXTL3,3.269980016,3.214401518,3.262327598,3.162939064,3.147637276,3.360656818,3.152173974,3.361224482,3.094363322,3.323070372,3.400201207
ENSG00000012660,ELOVL5,5.331032682,5.374328233,5.37172647,5.593149813,5.600896187,5.57125219,6.209595347,6.274545102,6.214146298,6.551246141,6.598370312
ENSG00000012822,CALCOCO1,4.142598624,4.133178224,4.123449097,4.257088712,3.981418163,4.181292498,4.173445703,4.25910407,4.370744918,3.959384702,3.84087717
ENSG00000012963,UBR7,4.84281887,4.926649434,4.884866997,5.008491236,5.033578408,5.106806837,5.041039103,5.058377501,5.06997707,5.094218332,5.148826427
ENSG00000012983,MAP4K5,4.701518728,4.879226128,4.884294454,4.864986055,4.888391164,4.790747697,5.052574658,4.909811979,4.922131993,4.940304575,4.878868525
ENSG00000013016,EHD3,3.693971956,3.613341874,3.765768105,3.58467273,3.683246173,3.638143363,3.39335167,3.221102178,3.352031063,3.344132541,3.164803974
ENSG00000013275,PSMC4,7.161853589,7.13320664,7.189987564,7.188456166,7.147186263,7.223973447,6.945834733,6.892840171,6.903961996,6.908880538,6.92570322
ENSG00000013288,MAN2B2,3.867954171,3.919304801,3.965130607,3.941245314,3.794933584,3.818945327,4.163112003,4.190570062,4.120594719,4.080255153,4.118180292
ENSG00000013293,SLC7A14,0.901341991,0.75818223,0.964593147,0.871017134,1.189854586,0.690498894,0.960890735,0.816226134,0.957677881,1.309077029,0.425610979
ENSG00000013297,CLDN11,0.969766071,0.900061011,0.70928843,1.151150476,0.794670299,0.69706564,0.630233978,0.446695166,0.718721091,0.596293251,0.567491224
ENSG00000013306,SLC25A39,8.384840745,8.376095949,8.368245312,8.569953974,8.551864256,8.565642663,8.204468049,8.15164358,8.160802901,8.248637894,8.218168817
ENSG00000013364,MVP,4.805370605,4.921076802,5.067772204,4.776586363,4.794104679,4.737159335,4.998029782,5.297643527,5.117525167,5.295478906,4.88584867
ENSG00000013374,NUB1,4.97936245,5.164647882,5.075680188,5.135146194,5.238342177,5.18803985,5.30203425,5.137197,5.218739951,5.251706938,5.242351518
ENSG00000013375,PGM3,5.508518628,5.256895734,5.575904083,5.274138598,5.122462055,5.241738879,5.117289643,5.38541271,5.123987812,5.196102886,5.16626859
ENSG00000013392,RWDD2A,2.384132718,2.561927287,2.555313087,2.603824526,2.460787115,2.499578047,2.273691927,2.298582074,2.257279212,2.042864927,2.151124946
ENSG00000013441,CLK1,4.718172597,4.58612965,4.519754997,4.520869635,4.578496299,4.618885708,4.516661062,4.579282384,4.63779599,4.375397314,4.388794254
ENSG00000013503,POLR3B,3.167342672,3.229119971,3.088970942,3.31275229,3.413647424,3.340856332,3.489651082,3.435884043,3.50589474,3.441093007,3.555423532
ENSG00000013523,ANGEL1,3.964010596,3.966706668,3.887314212,4.285526951,4.312544581,4.320683522,4.121476907,4.128501772,4.050998501,4.234200549,4.194459501
ENSG00000013561,RNF14,5.586805355,5.691186009,5.624894948,5.626764145,5.602716479,5.63399295,5.088937794,5.202241764,5.179920478,5.045458392,5.089834125
ENSG00000013563,DNASE1L1,4.508104644,4.594821955,4.503291993,4.508490657,4.464523383,4.489758322,4.502369068,4.612912717,4.431562302,4.528377823,4.398774059
ENSG00000013573,DDX11,4.57893648,4.425221275,4.407948199,4.799584909,4.802722108,4.724642742,5.132385151,5.11487596,5.210730404,5.383081674,5.31863109
ENSG00000013583,HEBP1,4.541472651,4.625320352,4.491326346,4.668405263,4.690767122,4.62640818,5.220968663,5.188020149,5.105368321,5.177452428,5.150388956
ENSG00000013588,GPRC5A,8.220409455,8.084591962,8.222558991,7.990096746,8.043815029,8.023195278,8.295050116,8.227008055,8.245244821,8.092318669,8.170782579
ENSG00000013619,MAMLD1,3.131656482,3.087630014,3.179418689,3.139692627,3.114199423,3.076525233,2.236945334,2.031872463,2.532915859,2.223362385,2.364168141
ENSG00000013725,CD6,1.303131937,0.739177137,1.072742093,0.403562667,0.708469787,0.92089099,0.752760407,0.902747773,1.002063525,0.252560987,0.432930874
ENSG00000013810,TACC3,4.361996815,4.447133162,4.45870576,4.801486434,4.759610147,4.612779346,6.078617889,6.01201853,6.055625821,6.162256973,6.138160948
ENSG00000014123,UFL1,3.873184318,3.98485098,3.968015712,3.903222935,3.958249703,3.909642939,4.084897657,4.072858087,4.145836795,3.988405936,3.961280578
ENSG00000014138,POLA2,3.817328754,3.803721044,3.68456731,4.314183299,4.134505179,4.348112142,4.73720553,4.69152579,4.635754298,4.723376248,4.916779101
ENSG00000014164,ZC3H3,4.243915043,4.240535602,4.2663928,4.287023563,4.242524615,4.222367406,4.090949353,4.158156517,4.072487352,4.074671806,4.0262512
ENSG00000014216,CAPN1,7.246899373,7.23878686,7.231450678,7.012520966,7.011546391,7.018102056,7.327862218,7.348440751,7.336443689,7.212199974,7.189359931
ENSG00000014257,ACPP,0.428064759,0.486349857,0.451139882,0.352318114,0.461136296,0.59172039,1.017520658,1.100210024,1.05200473,1.01853284,0.9356619
ENSG00000014641,MDH1,6.843356065,6.89628677,6.830290608,7.035804895,7.054333474,6.962151878,7.097292886,7.035625152,7.016300715,7.012886038,7.162772171
ENSG00000014824,SLC30A9,5.629565286,5.694395221,5.616413279,5.57822866,5.665356356,5.530884464,5.707724385,5.592369127,5.646213358,5.732080302,5.731670123
ENSG00000014914,MTMR11,4.212558056,4.187802183,4.277984651,3.979659003,3.965365219,3.991497919,4.51554241,4.463627557,4.332154592,4.285728083,4.200411679
ENSG00000014919,COX15,4.224086593,4.283126886,4.254247839,4.39567088,4.472518315,4.372170659,4.582319348,4.562833426,4.515409063,4.528793957,4.553082137
ENSG00000015133,CCDC88C,3.728177068,3.562381051,3.686034946,3.787041354,3.796739027,3.821272851,3.803918207,3.454383595,3.664759702,3.857705066,3.876850778
ENSG00000015153,YAF2,4.509354193,4.528392159,4.35522401,4.336335217,4.425814607,4.444508982,4.269520273,3.77114037,3.79928727,3.747246561,4.119456282
ENSG00000015171,ZMYND11,6.661487178,6.636988496,6.681248646,6.754644147,6.798638856,6.690705271,6.752492365,6.659948727,6.683295995,6.685418072,6.735514149
ENSG00000015285,WAS,1.07070806,0.946296676,1.037343562,1.078919168,0.975142236,1.247226953,1.093142315,1.015588199,1.254805655,1.161654834,1.246259706
ENSG00000015475,BID,6.848462624,6.91161488,6.876741142,6.752437791,6.788902917,6.806261318,6.623549495,6.639818631,6.66274307,6.533382097,6.751983321
ENSG00000015479,MATR3,7.712232599,7.721696708,7.694649489,7.839669603,7.85004016,7.815586777,7.713138568,7.67221586,7.652396589,7.707351672,7.746006332
ENSG00000015532,XYLT2,3.908566804,4.027433821,4.057127471,4.23259852,4.269416966,4.247460536,3.878441271,3.828277051,3.896719122,4.00150737,3.953442415
ENSG00000015568,RGPD5,3.055319472,4.153637358,3.197856351,3.3603021,3.083844101,3.372446509,3.225805769,1.890910304,3.092449418,2.815845629,2.932010866
ENSG00000015676,NUDCD3,5.149305791,5.185597561,5.230962135,5.245582444,5.260191075,5.121697121,5.36499849,5.31104468,5.240160892,5.301677117,5.177739756
ENSG00000016391,CHDH,2.52501145,2.533361506,2.851759034,3.171426226,2.975056369,2.972913728,2.525272104,2.470072681,2.256355522,2.690809062,2.712533493
ENSG00000016864,GLT8D1,4.302733154,4.419839938,4.429746705,4.495238301,4.468014911,4.557119328,4.814790084,4.812717144,4.717894408,4.471202427,4.650538833
ENSG00000017260,ATP2C1,6.490378534,6.453830965,6.36947567,6.542623001,6.625082852,6.566334222,6.536970357,6.465080983,6.44222826,6.525780765,6.513234452
ENSG00000017797,RALBP1,5.396933901,5.385339675,5.349136441,5.312561825,5.289743409,5.302525277,5.423080302,5.425454907,5.449839091,5.367807792,5.412202028
ENSG00000018189,RUFY3,4.050937662,3.8504177,3.960979241,3.888776558,3.807956607,3.721407397,3.429622391,3.371438285,3.45407914,3.682016786,3.476095453
ENSG00000018408,WWTR1,5.501528246,5.526806927,5.484663134,5.15110653,5.336031812,5.32985957,5.615851733,5.447485703,5.321205705,5.420508919,5.377411794
ENSG00000018610,CXorf56,5.363681328,5.277809977,5.335586869,5.235355618,5.266243086,5.306400239,5.468237166,5.545489656,5.511948847,5.472386552,5.416659394
ENSG00000018699,TTC27,4.096725273,4.076306824,4.053031812,4.212500626,4.332478874,4.268766133,3.94842377,3.799128762,4.007089538,4.180495521,4.15357092
ENSG00000019144,PHLDB1,4.976805313,5.052415025,4.990448517,4.730213426,4.850348831,4.746333987,4.466153341,4.309397036,4.387062672,4.085707049,4.198548183
ENSG00000019485,PRDM11,2.217555829,2.278523025,2.381965044,2.051610536,2.150112014,2.275299432,2.383774508,2.080310045,1.92579325,2.309704148,1.803920975
ENSG00000019505,SYT13,2.12591978,2.162529499,2.267911779,1.769641002,1.954899802,1.913006567,0.279262391,0.398683093,0.230568253,0.186237857,0.234387519
ENSG00000019549,SNAI2,4.256565366,4.256799556,4.144466387,3.927981383,4.078898584,3.935518209,3.457808461,3.613213376,3.530704405,3.316843456,3.312365016
